"","X","ID","Site","Genus_species","datetime2","DEP","SHADE","BT","TC_interp","TC","AT","TA_interp","TA1m","diff_TC","diff_TA","species","site","region"
"1",10054,"2959_L","L","Ctenophorus isolepis","1979-02-14 09:25:00",0,18,29.5,38.73,38.9202968210558,31,30.84,30.7787891257565,-9.2,0.2,"C_isolepis","AUSL","Australia"
"2",7233,"1048_L","L","Ctenophorus isolepis","1978-10-28 09:50:00",0,0,30.5,38.63,29.3038012252077,22.2,19.37,23.852538262837,-8.1,2.8,"C_isolepis","AUSL","Australia"
"3",10130,"3066_L","L","Ctenophorus isolepis","1979-02-16 17:39:00",-2.5,50,29,36.71,25.4386329083596,28.2,30.48,23.9025540729348,-7.7,-2.3,"C_isolepis","AUSL","Australia"
"4",9114,"2341_L","L","Ctenophorus isolepis","1979-01-08 09:38:00",0,50,32.4,39.89,40.821189260265,25.1,35.26,38.3808488018217,-7.5,-10.2,"C_isolepis","AUSL","Australia"
"5",9927,"2894_L","L","Ctenophorus isolepis","1979-02-09 10:20:00",0,50,36.2,43.52,40.2726868763046,37,40,38.7232029832613,-7.3,-3,"C_isolepis","AUSL","Australia"
"6",7200,"1014_L","L","Ctenophorus isolepis","1978-10-27 11:40:00",-2.5,50,31,37.85,21.1728858441266,20,24.5,19.9663795175663,-6.9,-4.5,"C_isolepis","AUSL","Australia"
"7",10347,"3276_L","L","Ctenophorus isolepis","1979-02-25 10:15:00",0,36,32.3,38.74,38.8939954983555,26.9,32.78,35.3848481950355,-6.4,-5.9,"C_isolepis","AUSL","Australia"
"8",7203,"1028_L","L","Ctenophorus isolepis","1978-10-27 13:15:00",-2.5,50,32.5,38.54,20.4455518193306,25.5,26,19.7098272983758,-6,-0.5,"C_isolepis","AUSL","Australia"
"9",10470,"3411_L","L","Ctenophorus isolepis","1979-02-28 09:30:00",0,27,32.4,38.3,38.7535959663626,24.6,28.29,30.1181295828208,-5.9,-3.7,"C_isolepis","AUSL","Australia"
"10",10358,"3312_L","L","Ctenophorus isolepis","1979-02-25 16:32:00",-2.5,50,33.2,38.91,25.8986871771277,33,35.74,27.195259874229,-5.7,-2.7,"C_isolepis","AUSL","Australia"
"11",10084,"2984_L","L","Ctenophorus isolepis","1979-02-15 08:42:00",0,0,31.4,37.03,37.3611529352836,26.2,28.47,28.6453086437374,-5.6,-2.3,"C_isolepis","AUSL","Australia"
"12",10344,"3281_L","L","Ctenophorus isolepis","1979-02-25 08:15:00",0,50,32.4,38.03,38.9984659477463,26,23.66,36.3234369580045,-5.6,2.3,"C_isolepis","AUSL","Australia"
"13",10085,"2986_L","L","Ctenophorus isolepis","1979-02-15 08:54:00",0,0,32,37.49,37.3611529352836,27.4,29.66,28.6453086437374,-5.5,-2.3,"C_isolepis","AUSL","Australia"
"14",10086,"2985_L","L","Ctenophorus isolepis","1979-02-15 08:44:00",0,0,31.6,37.1,37.3611529352836,26.2,28.67,28.6453086437374,-5.5,-2.5,"C_isolepis","AUSL","Australia"
"15",9868,"2845_L","L","Ctenophorus isolepis","1979-02-07 10:41:00",0,0,35.9,41.18,36.7629490340169,33.6,36.01,33.3239775720253,-5.3,-2.4,"C_isolepis","AUSL","Australia"
"16",10173,"3139_L","L","Ctenophorus isolepis","1979-02-18 08:05:00",0,36,30.7,35.3,38.660186324131,28.6,24.33,33.2081610692745,-4.6,4.3,"C_isolepis","AUSL","Australia"
"17",7210,"1027_L","L","Ctenophorus isolepis","1978-10-27 14:36:00",-2.5,50,34,38.38,18.8364529074491,22.5,26.97,17.1762858833848,-4.4,-4.5,"C_isolepis","AUSL","Australia"
"18",9195,"2386_L","L","Ctenophorus isolepis","1979-01-11 09:10:00",0,50,33.7,38.06,40.3168667138839,29.7,32.89,38.7622571797825,-4.4,-3.2,"C_isolepis","AUSL","Australia"
"19",8095,"1660_L","L","Ctenophorus isolepis","1978-11-29 07:40:00",0,45,31.3,35.61,38.8100956322458,19.9,20.62,31.7561948129561,-4.3,-0.7,"C_isolepis","AUSL","Australia"
"20",10458,"3416_L","L","Ctenophorus isolepis","1979-02-28 07:32:00",0,48,33,37.23,37.4870931572623,19.7,19.51,32.6096934945007,-4.2,0.2,"C_isolepis","AUSL","Australia"
"21",7687,"1388_L","L","Ctenophorus isolepis","1978-11-13 10:35:00",0,0,34.2,38.17,29.5813782977062,NA,24.91,24.2594066355556,-4,NA,"C_isolepis","AUSL","Australia"
"22",9928,"2895_L","L","Ctenophorus isolepis","1979-02-09 10:32:00",0,24,39.7,43.73,38.7142411104339,39.6,40.23,36.515274657563,-4,-0.6,"C_isolepis","AUSL","Australia"
"23",10357,"3313_L","L","Ctenophorus isolepis","1979-02-25 16:38:00",-2.5,50,35,38.91,25.8986871771277,28,35.66,27.195259874229,-3.9,-7.7,"C_isolepis","AUSL","Australia"
"24",7201,"1018_L","L","Ctenophorus isolepis","1978-10-27 11:35:00",-2.5,50,34,37.78,21.1728858441266,22.5,24.31,19.9663795175663,-3.8,-1.8,"C_isolepis","AUSL","Australia"
"25",7209,"1032_L","L","Ctenophorus isolepis","1978-10-27 14:30:00",-2.5,50,34.5,38.33,18.8364529074491,22.2,26.86,17.1762858833848,-3.8,-4.7,"C_isolepis","AUSL","Australia"
"26",7231,"1050_L","L","Ctenophorus isolepis","1978-10-28 09:55:00",0,0,35,38.65,29.3038012252077,20.4,19.46,23.852538262837,-3.6,0.9,"C_isolepis","AUSL","Australia"
"27",7644,"1344_L","L","Ctenophorus isolepis","1978-11-12 12:05:00",-2.5,50,34.8,38.35,18.2793046318615,25,22.4,17.8562229726998,-3.6,2.6,"C_isolepis","AUSL","Australia"
"28",10082,"2989_L","L","Ctenophorus isolepis","1979-02-15 09:11:00",0,0,34.3,37.91,37.3611529352836,28.1,30.4,28.6453086437374,-3.6,-2.3,"C_isolepis","AUSL","Australia"
"29",7651,"1330_L","L","Ctenophorus isolepis","1978-11-12 11:31:00",-2.5,50,33.7,37.21,18.2793046318615,21.7,21.76,17.8562229726998,-3.5,-0.1,"C_isolepis","AUSL","Australia"
"30",8193,"1763_L","L","Ctenophorus isolepis","1978-12-02 09:40:00",0,0,34.4,37.86,36.3216639048002,21,24.49,25.5198192601225,-3.5,-3.5,"C_isolepis","AUSL","Australia"
"31",9842,"2827_L","L","Ctenophorus isolepis","1979-02-06 13:30:00",-2.5,50,39.2,42.6,35.2212239393422,34,36.09,25.6656123735195,-3.4,-2.1,"C_isolepis","AUSL","Australia"
"32",7596,"1300_L","L","Ctenophorus isolepis","1978-11-11 12:45:00",-2.5,50,31.2,34.52,17.0394432637922,20.8,19.03,17.603110624411,-3.3,1.8,"C_isolepis","AUSL","Australia"
"33",9871,"2843_L","L","Ctenophorus isolepis","1979-02-07 10:35:00",0,0,37.7,40.97,36.7629490340169,34.6,35.91,33.3239775720253,-3.3,-1.3,"C_isolepis","AUSL","Australia"
"34",10083,"2988_L","L","Ctenophorus isolepis","1979-02-15 09:08:00",0,0,34.6,37.86,37.3611529352836,27.5,30.36,28.6453086437374,-3.3,-2.9,"C_isolepis","AUSL","Australia"
"35",7693,"1389_L","L","Ctenophorus isolepis","1978-11-13 13:55:00",-2.5,50,34.2,37.4,19.3601656269299,28.4,28.01,19.2475944777246,-3.2,0.4,"C_isolepis","AUSL","Australia"
"36",8066,"1643_L","L","Ctenophorus isolepis","1978-11-28 09:24:00",0,42,35.4,38.5,38.9448126175463,27.2,29.69,32.9868699876074,-3.1,-2.5,"C_isolepis","AUSL","Australia"
"37",9253,"2441_L","L","Ctenophorus isolepis","1979-01-13 09:35:00",0,48,36,39.12,38.4840375901749,36.3,36.41,39.6377670804377,-3.1,-0.1,"C_isolepis","AUSL","Australia"
"38",8078,"1646_L","L","Ctenophorus isolepis","1978-11-28 16:27:00",-2.5,50,35.6,38.65,29.438484468559,30.1,32.17,20.99974213854,-3,-2.1,"C_isolepis","AUSL","Australia"
"39",9470,"2610_L","L","Ctenophorus isolepis","1979-01-22 10:20:00",0,48,36.3,39.21,38.5499941604834,30.1,33.8,35.7309352318909,-2.9,-3.7,"C_isolepis","AUSL","Australia"
"40",9950,"2901_L","L","Ctenophorus isolepis","1979-02-10 08:48:00",0,50,37.5,40.41,40.0734944753149,35.7,36.57,38.9138859662863,-2.9,-0.9,"C_isolepis","AUSL","Australia"
"41",8108,"1673_L","L","Ctenophorus isolepis","1978-11-29 10:33:00",0,0,35.8,38.59,37.856182273926,23.9,26.97,27.3087689875948,-2.8,-3.1,"C_isolepis","AUSL","Australia"
"42",9120,"2349_L","L","Ctenophorus isolepis","1979-01-08 16:21:00",0,45,39.7,42.54,26.9566421160372,36.4,39.33,28.9002280859343,-2.8,-2.9,"C_isolepis","AUSL","Australia"
"43",7716,"1427_L","L","Ctenophorus isolepis","1978-11-14 09:53:00",0,0,35.6,38.31,30.3644793984328,24.8,21.93,25.1346098497495,-2.7,2.9,"C_isolepis","AUSL","Australia"
"44",7916,"1621_L","L","Ctenophorus isolepis","1978-11-22 07:50:00",0,50,34.4,37.09,39.5532801584118,27.6,27.39,36.135230182215,-2.7,0.2,"C_isolepis","AUSL","Australia"
"45",9869,"2846_L","L","Ctenophorus isolepis","1979-02-07 10:48:00",0,0,38.7,41.42,36.7629490340169,33,36.14,33.3239775720253,-2.7,-3.1,"C_isolepis","AUSL","Australia"
"46",9975,"2919_L","L","Ctenophorus isolepis","1979-02-11 08:05:00",0,50,36.1,38.76,42.3336902117994,33.4,32.91,40.1482779673478,-2.7,0.5,"C_isolepis","AUSL","Australia"
"47",9194,"2384_L","L","Ctenophorus isolepis","1979-01-11 09:06:00",0,50,35.4,38.01,40.3168667138839,29.6,32.73,38.7622571797825,-2.6,-3.1,"C_isolepis","AUSL","Australia"
"48",9473,"2611_L","L","Ctenophorus isolepis","1979-01-22 10:55:00",0,27,37.5,40.12,38.4992503692473,31.9,34.68,33.8069918986725,-2.6,-2.8,"C_isolepis","AUSL","Australia"
"49",7672,"1377_L","L","Ctenophorus isolepis","1978-11-13 08:15:00",0,36,32.8,35.26,38.0247384608532,21.4,19.9,29.5955483273158,-2.5,1.5,"C_isolepis","AUSL","Australia"
"50",10348,"3291_L","L","Ctenophorus isolepis","1979-02-25 10:30:00",0,0,36.1,38.65,36.8427588442542,27.5,33.09,32.3960709183484,-2.5,-5.6,"C_isolepis","AUSL","Australia"
"51",10459,"3417_L","L","Ctenophorus isolepis","1979-02-28 07:36:00",0,48,35,37.45,37.4870931572623,20.6,19.58,32.6096934945007,-2.5,1,"C_isolepis","AUSL","Australia"
"52",9454,"2588_L","L","Ctenophorus isolepis","1979-01-21 18:00:00",-2.5,50,33.6,35.96,29.3314218007261,31.1,30.72,21.1385099079443,-2.4,0.4,"C_isolepis","AUSL","Australia"
"53",7228,"1047_L","L","Ctenophorus isolepis","1978-10-28 09:25:00",0,0,36.2,38.55,35.6258704683173,23.8,18.92,25.3177965857655,-2.3,4.9,"C_isolepis","AUSL","Australia"
"54",8172,"1742_L","L","Ctenophorus isolepis","1978-12-01 17:24:00",-2.5,50,35.6,37.89,30.1225583062949,33.7,34.72,23.5422977523713,-2.3,-1,"C_isolepis","AUSL","Australia"
"55",9976,"2912_L","L","Ctenophorus isolepis","1979-02-11 07:30:00",0,50,35.2,37.48,42.3336902117994,31,31.18,40.1482779673478,-2.3,-0.2,"C_isolepis","AUSL","Australia"
"56",10088,"3003_L","L","Ctenophorus isolepis","1979-02-15 10:15:00",0,0,36.4,38.7,34.0046865504906,28.8,31.2,26.7023871322525,-2.3,-2.4,"C_isolepis","AUSL","Australia"
"57",7692,"1391_L","L","Ctenophorus isolepis","1978-11-13 14:03:00",-2.5,50,35.2,37.4,19.3601656269299,26.4,28.09,19.2475944777246,-2.2,-1.7,"C_isolepis","AUSL","Australia"
"58",8189,"1755_L","L","Ctenophorus isolepis","1978-12-02 08:15:00",0,36,35.3,37.55,38.5871427626175,21.6,22.57,28.3648218579485,-2.2,-1,"C_isolepis","AUSL","Australia"
"59",8532,"2039_L","L","Ctenophorus isolepis","1978-12-16 08:58:00",0,27,32.6,34.84,38.2667368349085,22.6,22.67,30.3220166938097,-2.2,-0.1,"C_isolepis","AUSL","Australia"
"60",10457,"3419_L","L","Ctenophorus isolepis","1979-02-28 08:05:00",0,48,36.5,38.75,37.4870931572623,22.7,20.61,32.6096934945007,-2.2,2.1,"C_isolepis","AUSL","Australia"
"61",10473,"3413_L","L","Ctenophorus isolepis","1979-02-28 10:57:00",0,0,36.3,38.5,34.8624252535127,28,30.21,28.4145450133179,-2.2,-2.2,"C_isolepis","AUSL","Australia"
"62",8136,"1714_L","L","Ctenophorus isolepis","1978-11-30 11:00:00",0,0,38,40.14,34.5003426754318,29.4,33.43,29.8449550749878,-2.1,-4,"C_isolepis","AUSL","Australia"
"63",9196,"2385_L","L","Ctenophorus isolepis","1979-01-11 09:08:00",0,50,35.9,38.03,40.3168667138839,29.9,32.81,38.7622571797825,-2.1,-2.9,"C_isolepis","AUSL","Australia"
"64",10495,"3480_L","L","Ctenophorus isolepis","1979-03-01 08:08:00",0,50,30.9,32.95,38.6919945934486,24.4,22.3,34.0070206408085,-2.1,2.1,"C_isolepis","AUSL","Australia"
"65",7496,"1265_L","L","Ctenophorus isolepis","1978-11-07 16:35:00",-2.5,50,36.4,38.35,24.1029923736865,33.6,33.89,22.8607976784469,-2,-0.3,"C_isolepis","AUSL","Australia"
"66",9872,"2844_L","L","Ctenophorus isolepis","1979-02-07 10:37:00",0,0,39,41.04,36.7629490340169,33.4,35.94,33.3239775720253,-2,-2.5,"C_isolepis","AUSL","Australia"
"67",9873,"2854_L","L","Ctenophorus isolepis","1979-02-07 11:50:00",0,0,40.7,42.72,28.4238308173996,33.8,36.84,31.4357390974678,-2,-3,"C_isolepis","AUSL","Australia"
"68",10393,"3348_L","L","Ctenophorus isolepis","1979-02-26 08:52:00",0,30,32.5,34.53,38.186052234574,23.4,24.6,30.5233876107597,-2,-1.2,"C_isolepis","AUSL","Australia"
"69",9167,"2375_L","L","Ctenophorus isolepis","1979-01-10 08:49:00",0,50,35.9,37.84,43.601214137044,27.5,31.35,40.9157576022886,-1.9,-3.9,"C_isolepis","AUSL","Australia"
"70",9834,"2814_L","L","Ctenophorus isolepis","1979-02-06 07:25:00",0,50,34.9,36.81,42.7056908281553,24.4,21.79,36.2463465092573,-1.9,2.6,"C_isolepis","AUSL","Australia"
"71",10388,"3349_L","L","Ctenophorus isolepis","1979-02-26 08:52:00",0,30,32.6,34.53,38.186052234574,23.4,24.6,30.5233876107597,-1.9,-1.2,"C_isolepis","AUSL","Australia"
"72",7204,"1031_L","L","Ctenophorus isolepis","1978-10-27 14:20:00",-2.5,50,36.4,38.24,19.5978410593437,23.2,26.68,18.1791408010983,-1.8,-3.5,"C_isolepis","AUSL","Australia"
"73",7242,"1061_L","L","Ctenophorus isolepis","1978-10-28 15:37:00",-2.5,50,35,36.77,19.0600415194002,23,25.52,15.4821982340775,-1.8,-2.5,"C_isolepis","AUSL","Australia"
"74",7678,"1384_L","L","Ctenophorus isolepis","1978-11-13 09:50:00",0,0,36,37.78,38.9888151395981,24,22.56,27.0150341055708,-1.8,1.4,"C_isolepis","AUSL","Australia"
"75",8167,"1738_L","L","Ctenophorus isolepis","1978-12-01 17:00:00",-2.5,50,36.8,38.63,30.1225583062949,34.3,35.87,23.5422977523713,-1.8,-1.6,"C_isolepis","AUSL","Australia"
"76",9862,"2851_L","L","Ctenophorus isolepis","1979-02-07 09:00:00",0,50,36.2,37.98,40.4052203113095,30,33.71,37.0057564492755,-1.8,-3.7,"C_isolepis","AUSL","Australia"
"77",10049,"2957_L","L","Ctenophorus isolepis","1979-02-14 08:45:00",0,18,36.7,38.5,38.9202968210558,29,28.93,30.7787891257565,-1.8,0.1,"C_isolepis","AUSL","Australia"
"78",10455,"3435_L","L","Ctenophorus isolepis","1979-02-28 07:40:00",0,48,35.9,37.67,37.4870931572623,21.6,19.65,32.6096934945007,-1.8,2,"C_isolepis","AUSL","Australia"
"79",10519,"3519_L","L","Ctenophorus isolepis","1979-03-02 08:06:00",0,50,36.5,38.27,38.4288332213336,24.7,26.14,35.5369991405966,-1.8,-1.4,"C_isolepis","AUSL","Australia"
"80",8106,"1670_L","L","Ctenophorus isolepis","1978-11-29 09:38:00",0,27,36.7,38.41,38.1006331638956,24.1,24.82,29.2206910070925,-1.7,-0.7,"C_isolepis","AUSL","Australia"
"81",9122,"2352_L","L","Ctenophorus isolepis","1979-01-08 16:50:00",-2.5,50,39.6,41.26,34.1464626764605,36.3,38.63,28.3495737841512,-1.7,-2.3,"C_isolepis","AUSL","Australia"
"82",9907,"2881_L","L","Ctenophorus isolepis","1979-02-08 16:25:00",-2.5,50,40,41.71,33.7488315313606,36.8,38.46,26.438381519198,-1.7,-1.7,"C_isolepis","AUSL","Australia"
"83",10466,"3441_L","L","Ctenophorus isolepis","1979-02-28 08:59:00",0,42,36.8,38.51,38.05606965972,24.5,27.25,31.6439276304756,-1.7,-2.8,"C_isolepis","AUSL","Australia"
"84",7500,"1269_L","L","Ctenophorus isolepis","1978-11-07 16:55:00",-2.5,50,36.7,38.34,24.1029923736865,33.8,33.43,22.8607976784469,-1.6,0.4,"C_isolepis","AUSL","Australia"
"85",7646,"1347_L","L","Ctenophorus isolepis","1978-11-12 12:16:00",-2.5,50,36.8,38.44,18.2793046318615,25.8,22.46,17.8562229726998,-1.6,3.3,"C_isolepis","AUSL","Australia"
"86",7723,"1425_L","L","Ctenophorus isolepis","1978-11-14 11:43:00",-2.5,50,36.6,38.25,22.7243305311383,27,26.82,23.3094324963521,-1.6,0.2,"C_isolepis","AUSL","Australia"
"87",8059,"1628_L","L","Ctenophorus isolepis","1978-11-28 07:21:00",0,50,36.6,38.17,38.7459819082478,25.5,25.78,33.6451874594988,-1.6,-0.3,"C_isolepis","AUSL","Australia"
"88",8545,"2063_L","L","Ctenophorus isolepis","1978-12-16 17:10:00",-2.5,50,35.8,37.4,21.5628562887627,29.2,28.95,20.6611835658003,-1.6,0.2,"C_isolepis","AUSL","Australia"
"89",9838,"2820_L","L","Ctenophorus isolepis","1979-02-06 09:58:00",0,45,37.3,38.88,38.2836814431488,31.7,31.1,34.0639400875441,-1.6,0.6,"C_isolepis","AUSL","Australia"
"90",7712,"1421_L","L","Ctenophorus isolepis","1978-11-14 09:06:00",0,0,33.8,35.27,37.8548392972305,24.6,21.42,27.1060945287226,-1.5,3.2,"C_isolepis","AUSL","Australia"
"91",8062,"1634_L","L","Ctenophorus isolepis","1978-11-28 09:15:00",0,42,37.1,38.64,38.9448126175463,26.9,29.56,32.9868699876074,-1.5,-2.7,"C_isolepis","AUSL","Australia"
"92",8070,"1636_L","L","Ctenophorus isolepis","1978-11-28 10:55:00",0,0,36.6,38.12,38.7062174251076,28.2,32.59,29.3850838327405,-1.5,-4.4,"C_isolepis","AUSL","Australia"
"93",9199,"2392_L","L","Ctenophorus isolepis","1979-01-11 12:11:00",0,0,39.8,41.3,34.7582518390095,36.2,36.34,34.1796393712328,-1.5,-0.1,"C_isolepis","AUSL","Australia"
"94",9841,"2825_L","L","Ctenophorus isolepis","1979-02-06 13:10:00",0,24,41,42.52,26.9752793056441,34.4,35.98,29.7382743740381,-1.5,-1.6,"C_isolepis","AUSL","Australia"
"95",10453,"3418_L","L","Ctenophorus isolepis","1979-02-28 07:45:00",0,48,36.5,37.95,37.4870931572623,21.3,19.74,32.6096934945007,-1.5,1.6,"C_isolepis","AUSL","Australia"
"96",7628,"1323_L","L","Ctenophorus isolepis","1978-11-12 09:45:00",0,0,35,36.39,31.2415078764411,22,17.73,22.1523854561644,-1.4,4.3,"C_isolepis","AUSL","Australia"
"97",7684,"1387_L","L","Ctenophorus isolepis","1978-11-13 10:12:00",0,0,36.8,38.15,38.9888151395981,25.8,23.55,27.0150341055708,-1.4,2.2,"C_isolepis","AUSL","Australia"
"98",7721,"1430_L","L","Ctenophorus isolepis","1978-11-14 11:07:00",0,0,36.4,37.75,33.0000646537743,27.4,25.46,24.1843936052111,-1.4,1.9,"C_isolepis","AUSL","Australia"
"99",7724,"1424_L","L","Ctenophorus isolepis","1978-11-14 11:39:00",-2.5,50,36.8,38.19,22.7243305311383,29.6,26.67,23.3094324963521,-1.4,2.9,"C_isolepis","AUSL","Australia"
"100",9820,"2808_L","L","Ctenophorus isolepis","1979-02-05 17:07:00",-2.5,50,37.2,38.64,30.3745715191135,30,31.47,23.0300046234568,-1.4,-1.5,"C_isolepis","AUSL","Australia"
"101",6905,"911_L","L","Ctenophorus isolepis","1978-10-15 10:50:00",-2.5,50,37,38.3,22.6262050856507,17.6,18.47,17.5672425788221,-1.3,-0.9,"C_isolepis","AUSL","Australia"
"102",7208,"1029_L","L","Ctenophorus isolepis","1978-10-27 13:40:00",-2.5,50,37,38.28,19.5978410593437,26,26.17,18.1791408010983,-1.3,-0.2,"C_isolepis","AUSL","Australia"
"103",7244,"1059_L","L","Ctenophorus isolepis","1978-10-28 15:30:00",-2.5,50,35.8,37.11,19.0600415194002,24.5,25.58,15.4821982340775,-1.3,-1.1,"C_isolepis","AUSL","Australia"
"104",7640,"1342_L","L","Ctenophorus isolepis","1978-11-12 11:50:00",-2.5,50,36.6,37.93,18.2793046318615,26,22.16,17.8562229726998,-1.3,3.8,"C_isolepis","AUSL","Australia"
"105",9200,"2391_L","L","Ctenophorus isolepis","1979-01-11 12:02:00",0,0,39.8,41.09,34.7582518390095,37.4,36.24,34.1796393712328,-1.3,1.2,"C_isolepis","AUSL","Australia"
"106",10456,"3437_L","L","Ctenophorus isolepis","1979-02-28 08:13:00",0,48,37.4,38.72,37.4870931572623,23.1,21.6,32.6096934945007,-1.3,1.5,"C_isolepis","AUSL","Australia"
"107",7674,"1367_L","L","Ctenophorus isolepis","1978-11-13 08:13:00",0,36,34,35.23,38.0247384608532,19.7,19.84,29.5955483273158,-1.2,-0.1,"C_isolepis","AUSL","Australia"
"108",7691,"1390_L","L","Ctenophorus isolepis","1978-11-13 14:00:00",-2.5,50,36.2,37.37,19.3601656269299,28,28.01,19.2475944777246,-1.2,0,"C_isolepis","AUSL","Australia"
"109",8544,"2062_L","L","Ctenophorus isolepis","1978-12-16 17:00:00",-2.5,50,37.1,38.26,21.5628562887627,29.2,29.27,20.6611835658003,-1.2,-0.1,"C_isolepis","AUSL","Australia"
"110",8585,"2122_L","L","Ctenophorus isolepis","1978-12-17 16:42:00",-2.5,50,35.8,37.04,18.8984531084728,31.9,29.93,21.941832283248,-1.2,2,"C_isolepis","AUSL","Australia"
"111",9899,"2877_L","L","Ctenophorus isolepis","1979-02-08 08:50:00",0,50,37.4,38.56,42.9364457898749,30.6,33.19,39.0984213211599,-1.2,-2.6,"C_isolepis","AUSL","Australia"
"112",9953,"2903_L","L","Ctenophorus isolepis","1979-02-10 11:48:00",0,0,41,42.22,33.0802392250933,38.2,41.38,33.6646793911339,-1.2,-3.2,"C_isolepis","AUSL","Australia"
"113",7230,"1049_L","L","Ctenophorus isolepis","1978-10-28 09:50:00",0,0,37.5,38.63,29.3038012252077,19.5,19.37,23.852538262837,-1.1,0.1,"C_isolepis","AUSL","Australia"
"114",7234,"1052_L","L","Ctenophorus isolepis","1978-10-28 10:05:00",0,0,37.5,38.61,29.3038012252077,22,19.79,23.852538262837,-1.1,2.2,"C_isolepis","AUSL","Australia"
"115",7677,"1386_L","L","Ctenophorus isolepis","1978-11-13 10:03:00",0,0,37,38.13,38.9888151395981,27.5,23.02,27.0150341055708,-1.1,4.5,"C_isolepis","AUSL","Australia"
"116",8569,"2111_L","L","Ctenophorus isolepis","1978-12-17 11:27:00",0,0,37.1,38.19,31.0851175670554,30.4,27.61,28.0291575187062,-1.1,2.8,"C_isolepis","AUSL","Australia"
"117",9574,"2631_L","L","Ctenophorus isolepis","1979-01-26 11:55:00",-2.5,50,37.7,38.76,37.2068878127332,29.5,32.95,26.6578962708215,-1.1,-3.5,"C_isolepis","AUSL","Australia"
"118",7718,"1417_L","L","Ctenophorus isolepis","1978-11-14 11:10:00",0,0,36.8,37.79,33.0000646537743,25.7,25.57,24.1843936052111,-1,0.1,"C_isolepis","AUSL","Australia"
"119",9977,"2914_L","L","Ctenophorus isolepis","1979-02-11 08:34:00",0,50,38.6,39.61,41.7405651874592,36,35.54,39.7322577044417,-1,0.5,"C_isolepis","AUSL","Australia"
"120",10546,"3583_L","L","Ctenophorus isolepis","1979-03-03 08:21:00",0,45,35.9,36.94,38.8218515271591,22.1,22.73,33.9987320655652,-1,-0.6,"C_isolepis","AUSL","Australia"
"121",10547,"3586_L","L","Ctenophorus isolepis","1979-03-03 08:58:00",0,39,37.3,38.25,38.347624886589,24.9,24.38,33.0426060352222,-1,0.5,"C_isolepis","AUSL","Australia"
"122",7147,"991_L","L","Ctenophorus isolepis","1978-10-25 09:07:00",0,0,37.6,38.48,37.4122669855228,26.4,25.2,29.8443423965173,-0.9,1.2,"C_isolepis","AUSL","Australia"
"123",7243,"1060_L","L","Ctenophorus isolepis","1978-10-28 15:35:00",-2.5,50,36,36.87,19.0600415194002,24.4,25.54,15.4821982340775,-0.9,-1.1,"C_isolepis","AUSL","Australia"
"124",7626,"1324_L","L","Ctenophorus isolepis","1978-11-12 10:20:00",0,0,35.9,36.81,31.2415078764411,21,18.95,22.1523854561644,-0.9,2.1,"C_isolepis","AUSL","Australia"
"125",7673,"1376_L","L","Ctenophorus isolepis","1978-11-13 08:05:00",0,36,34.2,35.09,38.0247384608532,19.8,19.62,29.5955483273158,-0.9,0.2,"C_isolepis","AUSL","Australia"
"126",8168,"1740_L","L","Ctenophorus isolepis","1978-12-01 17:13:00",-2.5,50,37.3,38.23,30.1225583062949,34.3,35.25,23.5422977523713,-0.9,-1,"C_isolepis","AUSL","Australia"
"127",9123,"2350_L","L","Ctenophorus isolepis","1979-01-08 16:30:00",-2.5,50,41.2,42.15,34.1464626764605,36.4,39.11,28.3495737841512,-0.9,-2.7,"C_isolepis","AUSL","Australia"
"128",10050,"2932_L","L","Ctenophorus isolepis","1979-02-14 08:44:00",0,18,37.6,38.47,38.9202968210558,29.4,28.84,30.7787891257565,-0.9,0.6,"C_isolepis","AUSL","Australia"
"129",10104,"3035_L","L","Ctenophorus isolepis","1979-02-15 17:07:00",-2.5,50,32.9,33.75,27.5244790310842,31.6,26.9,25.0545060634992,-0.9,4.7,"C_isolepis","AUSL","Australia"
"130",10465,"3423_L","L","Ctenophorus isolepis","1979-02-28 08:50:00",0,42,37.6,38.55,38.05606965972,25.1,26.14,31.6439276304756,-0.9,-1,"C_isolepis","AUSL","Australia"
"131",7483,"1263_L","L","Ctenophorus isolepis","1978-11-07 10:20:00",0,33,38.4,39.2,38.3310824498668,32,32.44,33.3153229346737,-0.8,-0.4,"C_isolepis","AUSL","Australia"
"132",7633,"1329_L","L","Ctenophorus isolepis","1978-11-12 11:20:00",0,0,36,36.8,28.0999561870363,22.2,21.53,19.4295800073839,-0.8,0.7,"C_isolepis","AUSL","Australia"
"133",7714,"1410_L","L","Ctenophorus isolepis","1978-11-14 09:08:00",0,0,34.6,35.4,37.8548392972305,25.3,21.45,27.1060945287226,-0.8,3.9,"C_isolepis","AUSL","Australia"
"134",8107,"1657_L","L","Ctenophorus isolepis","1978-11-29 11:04:00",0,0,37.8,38.57,37.856182273926,26,28.37,27.3087689875948,-0.8,-2.4,"C_isolepis","AUSL","Australia"
"135",9116,"2347_L","L","Ctenophorus isolepis","1979-01-08 12:15:00",0,0,41.6,42.37,33.6420620868368,33,38.61,34.2058613350084,-0.8,-5.6,"C_isolepis","AUSL","Australia"
"136",10351,"3292_L","L","Ctenophorus isolepis","1979-02-25 12:30:00",0,0,37.6,38.42,29.9090807013254,30.6,34.26,30.1498484396964,-0.8,-3.7,"C_isolepis","AUSL","Australia"
