"","X","ID","Site","Genus_species","datetime2","DEP","SHADE","BT","TC_interp","TC","AT","TA_interp","TA1m","diff_TC","diff_TA","species","site","region"
"377",5656,"854_L","L","Ctenophorus isolepis","1978-08-24 14:00:00",-2.5,50,32.5,30.95,13.2694535066798,22.7,20.27,11.1004457278573,1.6,2.4,"C_isolepis","AUSL","Australia"
"378",7655,"1352_L","L","Ctenophorus isolepis","1978-11-12 16:25:00",-2.5,50,36.4,34.76,14.4042290743822,25.2,23.04,14.1308521995052,1.6,2.2,"C_isolepis","AUSL","Australia"
"379",8097,"1661_L","L","Ctenophorus isolepis","1978-11-29 08:06:00",0,45,36.5,34.94,38.8100956322458,20.3,21.9,31.7561948129561,1.6,-1.6,"C_isolepis","AUSL","Australia"
"380",9142,"2365_L","L","Ctenophorus isolepis","1979-01-09 09:08:00",0,50,39.6,38.01,42.196367555476,27.9,28.94,38.8426773802354,1.6,-1,"C_isolepis","AUSL","Australia"
"381",9895,"2864_L","L","Ctenophorus isolepis","1979-02-08 08:35:00",0,50,39.6,37.99,42.9364457898749,31.2,31.01,39.0984213211599,1.6,0.2,"C_isolepis","AUSL","Australia"
"382",9923,"2888_L","L","Ctenophorus isolepis","1979-02-09 08:08:00",-5,50,40.4,38.75,47.2601870578596,33.2,29.96,40.5034605301328,1.6,3.2,"C_isolepis","AUSL","Australia"
"383",5653,"851_L","L","Ctenophorus isolepis","1978-08-24 12:02:00",-2.5,50,36.6,34.87,15.0037084497409,21.2,20.69,14.4037557763918,1.7,0.5,"C_isolepis","AUSL","Australia"
"384",7480,"1262_L","L","Ctenophorus isolepis","1978-11-07 09:20:00",0,45,39.6,37.9,38.3866546087819,32.4,30.42,34.6940168533681,1.7,2,"C_isolepis","AUSL","Australia"
"385",7600,"1312_L","L","Ctenophorus isolepis","1978-11-11 14:15:00",-2.5,50,34,32.34,16.5718870059885,21.2,18.83,16.1905981742989,1.7,2.4,"C_isolepis","AUSL","Australia"
"386",7625,"1319_L","L","Ctenophorus isolepis","1978-11-12 09:23:00",0,0,36.9,35.21,37.2694631660088,22,17.53,23.6817895330488,1.7,4.5,"C_isolepis","AUSL","Australia"
"387",7641,"1349_L","L","Ctenophorus isolepis","1978-11-12 12:20:00",-2.5,50,40.2,38.48,18.2793046318615,25.8,22.48,17.8562229726998,1.7,3.3,"C_isolepis","AUSL","Australia"
"388",9471,"2606_L","L","Ctenophorus isolepis","1979-01-22 09:45:00",0,48,40.2,38.53,38.5499941604834,28.8,32.75,35.7309352318909,1.7,-3.9,"C_isolepis","AUSL","Australia"
"389",10402,"3360_L","L","Ctenophorus isolepis","1979-02-26 09:44:00",0,0,39.4,37.71,38.4533952993817,26,25.93,29.0480225701002,1.7,0.1,"C_isolepis","AUSL","Australia"
"390",10467,"3443_L","L","Ctenophorus isolepis","1979-02-28 09:14:00",0,42,40.1,38.41,38.05606965972,25,27.8,31.6439276304756,1.7,-2.8,"C_isolepis","AUSL","Australia"
"391",6912,"918_L","L","Ctenophorus isolepis","1978-10-15 16:04:00",-2.5,50,36.3,34.47,17.606374519014,23.6,21.47,13.5410705948292,1.8,2.1,"C_isolepis","AUSL","Australia"
"392",6929,"924_L","L","Ctenophorus isolepis","1978-10-16 08:21:00",0,0,36.4,34.59,36.3540660207318,18.4,18.84,24.1156797028875,1.8,-0.4,"C_isolepis","AUSL","Australia"
"393",7629,"1333_L","L","Ctenophorus isolepis","1978-11-12 10:40:00",0,0,38.2,36.43,28.0999561870363,24.5,20.02,19.4295800073839,1.8,4.5,"C_isolepis","AUSL","Australia"
"394",7630,"1334_L","L","Ctenophorus isolepis","1978-11-12 11:00:00",0,0,37.8,36.04,28.0999561870363,21.5,21.1,19.4295800073839,1.8,0.4,"C_isolepis","AUSL","Australia"
"395",7631,"1328_L","L","Ctenophorus isolepis","1978-11-12 11:12:00",0,0,38.3,36.5,28.0999561870363,24.4,21.36,19.4295800073839,1.8,3,"C_isolepis","AUSL","Australia"
"396",7639,"1338_L","L","Ctenophorus isolepis","1978-11-12 11:35:00",-2.5,50,39.2,37.37,18.2793046318615,24,21.85,17.8562229726998,1.8,2.1,"C_isolepis","AUSL","Australia"
"397",8102,"1666_L","L","Ctenophorus isolepis","1978-11-29 09:14:00",0,39,40.1,38.28,38.6858153385287,22.5,24.15,30.8204121941592,1.8,-1.6,"C_isolepis","AUSL","Australia"
"398",9170,"2381_L","L","Ctenophorus isolepis","1979-01-10 10:10:00",0,50,41.4,39.64,40.8470662674972,30.6,35.95,39.400472505765,1.8,-5.4,"C_isolepis","AUSL","Australia"
"399",9568,"2615_L","L","Ctenophorus isolepis","1979-01-26 09:06:00",0,45,40.1,38.35,37.9440838068177,25.7,25.77,33.4411483567494,1.8,-0.1,"C_isolepis","AUSL","Australia"
"400",9576,"2635_L","L","Ctenophorus isolepis","1979-01-26 14:25:00",-2.5,50,40,38.23,33.6534132421938,33,33.34,24.7408039569281,1.8,-0.3,"C_isolepis","AUSL","Australia"
"401",10096,"3030_L","L","Ctenophorus isolepis","1979-02-15 16:20:00",-2.5,50,38,36.24,28.0972640954628,34.2,28,24.9610099694053,1.8,6.2,"C_isolepis","AUSL","Australia"
"402",10462,"3444_L","L","Ctenophorus isolepis","1979-02-28 09:16:00",0,42,40.2,38.39,38.05606965972,25,27.86,31.6439276304756,1.8,-2.9,"C_isolepis","AUSL","Australia"
"403",7912,"1618_L","L","Ctenophorus isolepis","1978-11-22 07:00:00",0,50,35,33.15,39.9210839711517,25.2,23.34,35.5367211338736,1.9,1.9,"C_isolepis","AUSL","Australia"
"404",8071,"1635_L","L","Ctenophorus isolepis","1978-11-28 10:45:00",0,0,40,38.09,38.7062174251076,26.6,32.16,29.3850838327405,1.9,-5.6,"C_isolepis","AUSL","Australia"
"405",8158,"1732_L","L","Ctenophorus isolepis","1978-12-01 09:00:00",0,50,39.6,37.71,40.6350837286006,31.7,32.3,38.030255087645,1.9,-0.6,"C_isolepis","AUSL","Australia"
"406",8535,"2045_L","L","Ctenophorus isolepis","1978-12-16 10:25:00",0,0,39.9,37.98,38.2553118861704,28,25.06,29.2660619853426,1.9,2.9,"C_isolepis","AUSL","Australia"
"407",8845,"2197_L","L","Ctenophorus isolepis","1978-12-28 08:00:00",0,42,38.3,36.41,38.9185709826687,23.2,21.66,33.8836583307755,1.9,1.5,"C_isolepis","AUSL","Australia"
"408",9925,"2886_L","L","Ctenophorus isolepis","1979-02-09 07:30:00",-5,50,38,36.1,47.2601870578596,31,26.88,40.5034605301328,1.9,4.1,"C_isolepis","AUSL","Australia"
"409",9957,"2908_L","L","Ctenophorus isolepis","1979-02-10 15:35:00",0,0,42.7,40.83,27.2304690718968,40,39.18,31.2780702788316,1.9,0.8,"C_isolepis","AUSL","Australia"
"410",10178,"3156_L","L","Ctenophorus isolepis","1979-02-18 09:41:00",0,27,40,38.1,38.1587238520174,32.2,30.79,31.6379533684344,1.9,1.4,"C_isolepis","AUSL","Australia"
"411",10401,"3358_L","L","Ctenophorus isolepis","1979-02-26 09:41:00",0,0,39.4,37.51,38.4533952993817,25.8,25.88,29.0480225701002,1.9,-0.1,"C_isolepis","AUSL","Australia"
"412",10432,"3393_L","L","Ctenophorus isolepis","1979-02-27 12:59:00",-2.5,50,40.3,38.37,25.4009048580399,30.6,28.9,25.3946292047647,1.9,1.7,"C_isolepis","AUSL","Australia"
"413",6903,"907_L","L","Ctenophorus isolepis","1978-10-15 09:05:00",0,0,34.7,32.72,34.8357468785779,14.9,15.25,21.5530798915104,2,-0.3,"C_isolepis","AUSL","Australia"
"414",8566,"2088_L","L","Ctenophorus isolepis","1978-12-17 11:07:00",0,0,40.1,38.12,31.0851175670554,30.5,27.46,28.0291575187062,2,3,"C_isolepis","AUSL","Australia"
"415",8581,"2112_L","L","Ctenophorus isolepis","1978-12-17 16:15:00",-2.5,50,40.2,38.19,19.7194429571226,32,30.36,22.2095060436669,2,1.6,"C_isolepis","AUSL","Australia"
"416",8847,"2201_L","L","Ctenophorus isolepis","1978-12-28 08:42:00",0,39,38.8,36.77,38.4552263050615,25.1,22.77,33.5589847825817,2,2.3,"C_isolepis","AUSL","Australia"
"417",8849,"2199_L","L","Ctenophorus isolepis","1978-12-28 08:35:00",0,39,38.7,36.71,38.4552263050615,25.4,22.59,33.5589847825817,2,2.8,"C_isolepis","AUSL","Australia"
"418",9893,"2874_L","L","Ctenophorus isolepis","1979-02-08 08:00:00",-5,50,38.6,36.65,47.5435291804542,29.2,25.92,40.1312532408885,2,3.3,"C_isolepis","AUSL","Australia"
"419",10171,"3141_L","L","Ctenophorus isolepis","1979-02-18 08:16:00",0,36,37.6,35.56,38.660186324131,29.4,25.18,33.2081610692745,2,4.2,"C_isolepis","AUSL","Australia"
"420",7722,"1420_L","L","Ctenophorus isolepis","1978-11-14 11:35:00",-2.5,50,40.2,38.14,22.7243305311383,27.5,26.51,23.3094324963521,2.1,1,"C_isolepis","AUSL","Australia"
"421",8562,"2097_L","L","Ctenophorus isolepis","1978-12-17 08:40:00",0,21,37.6,35.49,38.829868469094,22.1,22.15,30.5951867647622,2.1,0,"C_isolepis","AUSL","Australia"
"422",8601,"2150_L","L","Ctenophorus isolepis","1978-12-18 07:58:00",0,36,33.6,31.49,38.265845893918,23.6,20.81,33.4823117380134,2.1,2.8,"C_isolepis","AUSL","Australia"
"423",10174,"3154_L","L","Ctenophorus isolepis","1979-02-18 09:26:00",0,36,39.6,37.55,38.2068440148446,31.2,29.99,33.0062379041279,2.1,1.2,"C_isolepis","AUSL","Australia"
"424",10386,"3352_L","L","Ctenophorus isolepis","1979-02-26 09:08:00",0,30,37.4,35.28,38.186052234574,24.4,25.39,30.5233876107597,2.1,-1,"C_isolepis","AUSL","Australia"
"425",8135,"1710_L","L","Ctenophorus isolepis","1978-11-30 10:25:00",0,36,40.8,38.63,38.8197277695935,29,30.93,32.3315811761778,2.2,-1.9,"C_isolepis","AUSL","Australia"
"426",8602,"2149_L","L","Ctenophorus isolepis","1978-12-18 07:55:00",0,36,33.6,31.36,38.265845893918,23.6,20.77,33.4823117380134,2.2,2.8,"C_isolepis","AUSL","Australia"
"427",9569,"2624_L","L","Ctenophorus isolepis","1979-01-26 08:30:00",0,45,38.5,36.33,37.9440838068177,24.6,23.11,33.4411483567494,2.2,1.5,"C_isolepis","AUSL","Australia"
"428",10172,"3147_L","L","Ctenophorus isolepis","1979-02-18 08:25:00",0,36,38,35.77,38.660186324131,29,25.88,33.2081610692745,2.2,3.1,"C_isolepis","AUSL","Australia"
"429",7719,"1429_L","L","Ctenophorus isolepis","1978-11-14 10:45:00",0,0,40.2,37.93,33.0000646537743,29.2,24.4,24.1843936052111,2.3,4.8,"C_isolepis","AUSL","Australia"
"430",7915,"1615_L","L","Ctenophorus isolepis","1978-11-22 07:10:00",0,50,36.2,33.94,39.9210839711517,26,24.15,35.5367211338736,2.3,1.9,"C_isolepis","AUSL","Australia"
"431",10349,"3299_L","L","Ctenophorus isolepis","1979-02-25 11:35:00",0,0,40.8,38.51,31.437148795432,32.8,34.17,32.0778848933483,2.3,-1.4,"C_isolepis","AUSL","Australia"
"432",7479,"1259_L","L","Ctenophorus isolepis","1978-11-07 08:25:00",0,50,40.5,38.14,39.2683831135886,32.2,28.29,35.8253148743301,2.4,3.9,"C_isolepis","AUSL","Australia"
"433",7494,"1274_L","L","Ctenophorus isolepis","1978-11-07 17:25:00",-2.5,50,38.2,35.78,24.1029923736865,32.6,32.18,22.8607976784469,2.4,0.4,"C_isolepis","AUSL","Australia"
"434",8531,"2057_L","L","Ctenophorus isolepis","1978-12-16 09:25:00",0,27,38.5,36.09,38.2667368349085,23,23.17,30.3220166938097,2.4,-0.2,"C_isolepis","AUSL","Australia"
"435",8582,"2114_L","L","Ctenophorus isolepis","1978-12-17 16:29:00",-2.5,50,40,37.6,19.7194429571226,32.3,30.13,22.2095060436669,2.4,2.2,"C_isolepis","AUSL","Australia"
"436",9894,"2875_L","L","Ctenophorus isolepis","1979-02-08 08:10:00",-5,50,39.4,37.03,47.5435291804542,28.7,27.38,40.1312532408885,2.4,1.3,"C_isolepis","AUSL","Australia"
"437",10396,"3363_L","L","Ctenophorus isolepis","1979-02-26 10:17:00",0,0,41.2,38.81,38.4533952993817,25,26.39,29.0480225701002,2.4,-1.4,"C_isolepis","AUSL","Australia"
"438",7501,"1277_L","L","Ctenophorus isolepis","1978-11-07 17:43:00",-2.5,50,36.4,33.94,22.1534271300592,32,31.36,18.7475595117217,2.5,0.6,"C_isolepis","AUSL","Australia"
"439",7597,"1303_L","L","Ctenophorus isolepis","1978-11-11 12:48:00",-2.5,50,37.1,34.64,17.0394432637922,19.7,19.05,17.603110624411,2.5,0.6,"C_isolepis","AUSL","Australia"
"440",8533,"2055_L","L","Ctenophorus isolepis","1978-12-16 08:50:00",0,27,37.4,34.91,38.2667368349085,24.2,22.56,30.3220166938097,2.5,1.6,"C_isolepis","AUSL","Australia"
"441",8586,"2117_L","L","Ctenophorus isolepis","1978-12-17 16:55:00",-2.5,50,39,36.49,18.8984531084728,31.4,29.72,21.941832283248,2.5,1.7,"C_isolepis","AUSL","Australia"
"442",8782,"2171_L","L","Ctenophorus isolepis","1978-12-25 17:10:00",-2.5,50,40.7,38.23,29.8176554868147,34.1,34.04,25.5592143337744,2.5,0.1,"C_isolepis","AUSL","Australia"
"443",10059,"2968_L","L","Ctenophorus isolepis","1979-02-14 10:45:00",0,0,41,38.48,31.9786281913937,32.4,31.93,28.0456727887666,2.5,0.5,"C_isolepis","AUSL","Australia"
"444",10378,"3332_L","L","Ctenophorus isolepis","1979-02-26 08:26:00",0,36,36.3,33.82,37.7770396035302,21.3,22.39,31.1193240799345,2.5,-1.1,"C_isolepis","AUSL","Australia"
"445",7462,"1243_L","L","Ctenophorus isolepis","1978-11-06 17:09:00",-2.5,50,39.8,37.24,24.9874061512225,31.1,32.33,20.8321977512644,2.6,-1.2,"C_isolepis","AUSL","Australia"
"446",7627,"1325_L","L","Ctenophorus isolepis","1978-11-12 10:28:00",0,0,39.3,36.66,31.2415078764411,23.1,19.38,22.1523854561644,2.6,3.7,"C_isolepis","AUSL","Australia"
"447",7635,"1335_L","L","Ctenophorus isolepis","1978-11-12 11:16:00",0,0,39.2,36.65,28.0999561870363,22,21.44,19.4295800073839,2.6,0.6,"C_isolepis","AUSL","Australia"
"448",9472,"2605_L","L","Ctenophorus isolepis","1979-01-22 09:30:00",0,48,41,38.38,38.5499941604834,28.6,32.21,35.7309352318909,2.6,-3.6,"C_isolepis","AUSL","Australia"
"449",9861,"2834_L","L","Ctenophorus isolepis","1979-02-07 07:30:00",0,50,37.2,34.57,42.6775204406539,26.5,25.18,38.026492693631,2.6,1.3,"C_isolepis","AUSL","Australia"
"450",10148,"3089_L","L","Ctenophorus isolepis","1979-02-17 10:21:00",0,24,41.5,38.94,38.715516345723,32.8,32.62,31.6584521882378,2.6,0.2,"C_isolepis","AUSL","Australia"
"451",10375,"3343_L","L","Ctenophorus isolepis","1979-02-26 08:17:00",0,36,36.2,33.58,37.7770396035302,23.4,21.63,31.1193240799345,2.6,1.8,"C_isolepis","AUSL","Australia"
"452",9220,"2409_L","L","Ctenophorus isolepis","1979-01-12 08:27:00",0,50,39.4,36.73,39.0214984523203,34.7,32.25,41.1115177143112,2.7,2.5,"C_isolepis","AUSL","Australia"
"453",9860,"2836_L","L","Ctenophorus isolepis","1979-02-07 08:19:00",0,50,39.9,37.17,42.6775204406539,29.2,29.26,38.026492693631,2.7,-0.1,"C_isolepis","AUSL","Australia"
"454",10097,"3042_L","L","Ctenophorus isolepis","1979-02-15 16:28:00",-2.5,50,38.5,35.79,28.0972640954628,33,27.74,24.9610099694053,2.7,5.3,"C_isolepis","AUSL","Australia"
"455",10103,"3046_L","L","Ctenophorus isolepis","1979-02-15 16:55:00",-2.5,50,37,34.28,27.5244790310842,32.1,26.86,25.0545060634992,2.7,5.2,"C_isolepis","AUSL","Australia"
"456",10496,"3481_L","L","Ctenophorus isolepis","1979-03-01 08:47:00",0,48,39.4,36.72,38.1814707173585,27.7,26.79,34.308426341882,2.7,0.9,"C_isolepis","AUSL","Australia"
"457",7620,"1317_L","L","Ctenophorus isolepis","1978-11-12 07:50:00",0,15,31.4,28.64,38.8267486893985,18.7,16.68,24.1501064092299,2.8,2,"C_isolepis","AUSL","Australia"
"458",7656,"1351_L","L","Ctenophorus isolepis","1978-11-12 16:41:00",-2.5,50,35.9,33.15,14.1206019465497,22.8,22.64,14.0680394373917,2.8,0.2,"C_isolepis","AUSL","Australia"
"459",9221,"2406_L","L","Ctenophorus isolepis","1979-01-12 07:40:00",0,50,38.8,36,39.0214984523203,33,29.03,41.1115177143112,2.8,4,"C_isolepis","AUSL","Australia"
"460",9469,"2604_L","L","Ctenophorus isolepis","1979-01-22 08:50:00",0,50,40.4,37.65,40.7754390544901,25.6,29.64,37.1561725213238,2.8,-4,"C_isolepis","AUSL","Australia"
"461",9835,"2824_L","L","Ctenophorus isolepis","1979-02-06 08:00:00",0,50,37.3,34.53,41.6279641890281,26,22.31,36.2793027319889,2.8,3.7,"C_isolepis","AUSL","Australia"
"462",10100,"3025_L","L","Ctenophorus isolepis","1979-02-15 15:57:00",-2.5,50,40.2,37.42,28.0972640954628,32.3,28.75,24.9610099694053,2.8,3.5,"C_isolepis","AUSL","Australia"
"463",10390,"3333_L","L","Ctenophorus isolepis","1979-02-26 08:43:00",0,30,37.1,34.28,38.186052234574,21.6,23.83,30.5233876107597,2.8,-2.2,"C_isolepis","AUSL","Australia"
"464",10395,"3355_L","L","Ctenophorus isolepis","1979-02-26 09:28:00",0,30,39.4,36.63,38.186052234574,24.6,25.69,30.5233876107597,2.8,-1.1,"C_isolepis","AUSL","Australia"
"465",10471,"3429_L","L","Ctenophorus isolepis","1979-02-28 10:12:00",0,27,41,38.17,38.7535959663626,27.8,29.42,30.1181295828208,2.8,-1.6,"C_isolepis","AUSL","Australia"
"466",8560,"2071_L","L","Ctenophorus isolepis","1978-12-17 08:16:00",0,27,37.2,34.26,38.6624330377955,21.7,21.87,30.8385639773133,2.9,-0.2,"C_isolepis","AUSL","Australia"
"467",8848,"2200_L","L","Ctenophorus isolepis","1978-12-28 08:39:00",0,39,39.6,36.74,38.4552263050615,25.4,22.69,33.5589847825817,2.9,2.7,"C_isolepis","AUSL","Australia"
"468",10431,"3394_L","L","Ctenophorus isolepis","1979-02-27 13:07:00",-2.5,50,41.2,38.27,25.4009048580399,30.8,28.89,25.3946292047647,2.9,1.9,"C_isolepis","AUSL","Australia"
"469",7245,"1066_L","L","Ctenophorus isolepis","1978-10-28 16:30:00",-2.5,50,35.5,32.46,18.3932909766245,24.5,24.59,15.2586611615905,3,-0.1,"C_isolepis","AUSL","Australia"
"470",8605,"2155_L","L","Ctenophorus isolepis","1978-12-18 09:40:00",0,18,39.5,36.54,38.2826544359156,28.8,25.92,31.6431501517502,3,2.9,"C_isolepis","AUSL","Australia"
"471",8530,"2056_L","L","Ctenophorus isolepis","1978-12-16 09:10:00",0,27,38.4,35.33,38.2667368349085,24.8,22.88,30.3220166938097,3.1,1.9,"C_isolepis","AUSL","Australia"
"472",9222,"2410_L","L","Ctenophorus isolepis","1979-01-12 08:33:00",0,48,40.2,37.1,38.6803746157808,35.7,32.89,40.3886081272558,3.1,2.8,"C_isolepis","AUSL","Australia"
"473",10435,"3397_L","L","Ctenophorus isolepis","1979-02-27 15:09:00",-2.5,50,40.9,37.76,22.7804962559316,31.6,28.8,20.6587362100425,3.1,2.8,"C_isolepis","AUSL","Australia"
"474",7241,"1064_L","L","Ctenophorus isolepis","1978-10-28 16:22:00",-2.5,50,36.5,33.31,19.0600415194002,24,24.78,15.4821982340775,3.2,-0.8,"C_isolepis","AUSL","Australia"
"475",6900,"908_L","L","Ctenophorus isolepis","1978-10-15 09:25:00",0,0,37.6,34.26,34.8357468785779,16.3,15.58,21.5530798915104,3.3,0.7,"C_isolepis","AUSL","Australia"
"476",7481,"1260_L","L","Ctenophorus isolepis","1978-11-07 08:43:00",0,45,41.2,37.87,38.3866546087819,30.2,29.15,34.6940168533681,3.3,1.1,"C_isolepis","AUSL","Australia"
"477",8577,"2093_L","L","Ctenophorus isolepis","1978-12-17 11:52:00",-2.5,50,41.6,38.26,23.3114991269176,27.8,27.79,27.160611848386,3.3,0,"C_isolepis","AUSL","Australia"
"478",10090,"3020_L","L","Ctenophorus isolepis","1979-02-15 12:10:00",0,0,41.8,38.48,29.9577522678569,32.2,31.86,27.905031357375,3.3,0.3,"C_isolepis","AUSL","Australia"
"479",10379,"3340_L","L","Ctenophorus isolepis","1979-02-26 07:52:00",0,36,36.1,32.77,37.7770396035302,21.2,20.09,31.1193240799345,3.3,1.1,"C_isolepis","AUSL","Australia"
"480",7621,"1316_L","L","Ctenophorus isolepis","1978-11-12 07:46:00",0,15,32.1,28.74,38.8267486893985,16.5,16.45,24.1501064092299,3.4,0.1,"C_isolepis","AUSL","Australia"
"481",7657,"1353_L","L","Ctenophorus isolepis","1978-11-12 16:30:00",-2.5,50,37.8,34.26,14.1206019465497,25.6,22.92,14.0680394373917,3.5,2.7,"C_isolepis","AUSL","Australia"
"482",7914,"1620_L","L","Ctenophorus isolepis","1978-11-22 07:25:00",0,50,38.6,35.12,39.9210839711517,26.4,25.36,35.5367211338736,3.5,1,"C_isolepis","AUSL","Australia"
"483",7715,"1405_L","L","Ctenophorus isolepis","1978-11-14 09:02:00",0,0,38.6,35.01,37.8548392972305,24.7,21.38,27.1060945287226,3.6,3.3,"C_isolepis","AUSL","Australia"
"484",8134,"1706_L","L","Ctenophorus isolepis","1978-11-30 09:33:00",0,36,41.2,37.61,38.8197277695935,28.4,28.2,32.3315811761778,3.6,0.2,"C_isolepis","AUSL","Australia"
"485",9246,"2432_L","L","Ctenophorus isolepis","1979-01-13 08:07:00",0,50,40.2,36.63,40.0875312507095,33.7,29.74,40.8376620404331,3.6,4,"C_isolepis","AUSL","Australia"
"486",10381,"3339_L","L","Ctenophorus isolepis","1979-02-26 07:50:00",0,36,36.3,32.68,37.7770396035302,21.2,20.07,31.1193240799345,3.6,1.1,"C_isolepis","AUSL","Australia"
"487",7593,"1302_L","L","Ctenophorus isolepis","1978-11-11 12:23:00",-2.5,50,37.3,33.6,17.5762797724785,18.8,18.92,17.3493413988925,3.7,-0.1,"C_isolepis","AUSL","Australia"
"488",10391,"3347_L","L","Ctenophorus isolepis","1979-02-26 08:46:00",0,30,38.1,34.36,38.186052234574,23.3,24.09,30.5233876107597,3.7,-0.8,"C_isolepis","AUSL","Australia"
"489",9248,"2430_L","L","Ctenophorus isolepis","1979-01-13 07:33:00",0,50,38.8,35.01,40.0875312507095,30.5,28.18,40.8376620404331,3.8,2.3,"C_isolepis","AUSL","Australia"
"490",9865,"2837_L","L","Ctenophorus isolepis","1979-02-07 08:30:00",0,50,41.2,37.39,40.4052203113095,31,30.46,37.0057564492755,3.8,0.5,"C_isolepis","AUSL","Australia"
"491",10105,"3034_L","L","Ctenophorus isolepis","1979-02-15 17:05:00",-2.5,50,37.6,33.82,27.5244790310842,31.9,26.84,25.0545060634992,3.8,5.1,"C_isolepis","AUSL","Australia"
"492",10176,"3152_L","L","Ctenophorus isolepis","1979-02-18 09:00:00",0,36,40.4,36.61,38.2068440148446,30.9,28.59,33.0062379041279,3.8,2.3,"C_isolepis","AUSL","Australia"
"493",8575,"2109_L","L","Ctenophorus isolepis","1978-12-17 11:55:00",-2.5,50,42.2,38.27,23.3114991269176,30.1,27.81,27.160611848386,3.9,2.3,"C_isolepis","AUSL","Australia"
"494",10374,"3319_L","L","Ctenophorus isolepis","1979-02-26 08:16:00",0,36,37.4,33.55,37.7770396035302,21.6,21.54,31.1193240799345,3.9,0.1,"C_isolepis","AUSL","Australia"
"495",10384,"3350_L","L","Ctenophorus isolepis","1979-02-26 08:58:00",0,30,38.6,34.69,38.186052234574,24,25.11,30.5233876107597,3.9,-1.1,"C_isolepis","AUSL","Australia"
"496",5655,"856_L","L","Ctenophorus isolepis","1978-08-24 14:26:00",-2.5,50,34.5,30.47,13.2694535066798,23,20.13,11.1004457278573,4,2.9,"C_isolepis","AUSL","Australia"
"497",10394,"3353_L","L","Ctenophorus isolepis","1979-02-26 09:10:00",0,30,39.4,35.42,38.186052234574,24.4,25.42,30.5233876107597,4,-1,"C_isolepis","AUSL","Australia"
"498",10430,"3395_L","L","Ctenophorus isolepis","1979-02-27 13:19:00",-2.5,50,42.1,38.07,25.4009048580399,30.6,28.92,25.3946292047647,4,1.7,"C_isolepis","AUSL","Australia"
"499",8571,"2087_L","L","Ctenophorus isolepis","1978-12-17 11:05:00",0,0,42.2,38.12,31.0851175670554,29,27.45,28.0291575187062,4.1,1.6,"C_isolepis","AUSL","Australia"
"500",9245,"2429_L","L","Ctenophorus isolepis","1979-01-13 07:30:00",0,50,39,34.86,40.0875312507095,31,28.05,40.8376620404331,4.1,2.9,"C_isolepis","AUSL","Australia"
"501",10102,"3044_L","L","Ctenophorus isolepis","1979-02-15 16:38:00",-2.5,50,39.4,35.24,27.5244790310842,33,27.41,25.0545060634992,4.2,5.6,"C_isolepis","AUSL","Australia"
"502",9247,"2433_L","L","Ctenophorus isolepis","1979-01-13 08:22:00",0,50,41.5,37.23,40.0875312507095,33.8,30.62,40.8376620404331,4.3,3.2,"C_isolepis","AUSL","Australia"
"503",10383,"3351_L","L","Ctenophorus isolepis","1979-02-26 09:04:00",0,30,39.3,35.01,38.186052234574,24.3,25.34,30.5233876107597,4.3,-1,"C_isolepis","AUSL","Australia"
"504",10101,"3043_L","L","Ctenophorus isolepis","1979-02-15 16:31:00",-2.5,50,40,35.63,27.5244790310842,33.1,27.64,25.0545060634992,4.4,5.5,"C_isolepis","AUSL","Australia"
"505",10387,"3345_L","L","Ctenophorus isolepis","1979-02-26 08:31:00",0,30,38.4,33.96,38.186052234574,23,22.81,30.5233876107597,4.4,0.2,"C_isolepis","AUSL","Australia"
"506",10389,"3346_L","L","Ctenophorus isolepis","1979-02-26 08:41:00",0,30,38.6,34.23,38.186052234574,22.7,23.66,30.5233876107597,4.4,-1,"C_isolepis","AUSL","Australia"
"507",6902,"904_L","L","Ctenophorus isolepis","1978-10-15 08:45:00",0,0,37,32.4,34.8357468785779,15.7,14.8,21.5530798915104,4.6,0.9,"C_isolepis","AUSL","Australia"
"508",10380,"3344_L","L","Ctenophorus isolepis","1979-02-26 08:22:00",0,36,38.4,33.72,37.7770396035302,23.6,22.05,31.1193240799345,4.7,1.6,"C_isolepis","AUSL","Australia"
"509",7603,"1313_L","L","Ctenophorus isolepis","1978-11-11 14:30:00",-2.5,50,37,31.87,15.7662340306417,21.5,19.12,14.9597542740042,5.1,2.4,"C_isolepis","AUSL","Australia"
"510",10382,"3356_L","L","Ctenophorus isolepis","1979-02-26 09:29:00",0,30,41.8,36.7,38.186052234574,24.6,25.71,30.5233876107597,5.1,-1.1,"C_isolepis","AUSL","Australia"
"511",7599,"1305_L","L","Ctenophorus isolepis","1978-11-11 14:03:00",-2.5,50,38,32.72,16.5718870059885,21.4,18.6,16.1905981742989,5.3,2.8,"C_isolepis","AUSL","Australia"
"512",7604,"1307_L","L","Ctenophorus isolepis","1978-11-11 15:30:00",-2.5,50,35.8,30.26,15.2994379643487,21.8,19.44,14.767448336916,5.5,2.4,"C_isolepis","AUSL","Australia"
"513",7601,"1311_L","L","Ctenophorus isolepis","1978-11-11 14:09:00",-2.5,50,38.5,32.53,16.5718870059885,20.5,18.72,16.1905981742989,6,1.8,"C_isolepis","AUSL","Australia"
"514",7602,"1306_L","L","Ctenophorus isolepis","1978-11-11 14:08:00",-2.5,50,38.6,32.56,16.5718870059885,20.2,18.7,16.1905981742989,6,1.5,"C_isolepis","AUSL","Australia"
