"","X","number","note_book","Site","Genus_species","datetime2","DEP","BT","TC_interp","TC","AT","TA_interp","TA1m","wt","svl","diff_TC","diff_TA","species","site","region"
"1",2194,18538,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:26:00",0,33.2,34.89,34.1853212909577,31.2,31.9,30.9798043988759,1.7,41,-1.7,-0.7,"A_aculeata","KLA","Africa"
"2",3047,19246,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-05-07 12:06:00",0,33.7,34.65,34.8509019239494,18.8,22.48,22.4877242778044,2.5,42,-0.9,-3.7,"A_aculeata","KLA","Africa"
"3",6316,20979,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-09-20 15:51:00",0,34.9,35.47,35.420664741126,34.8,31.99,31.5229478432212,25.4,91,-0.6,2.8,"A_aculeata","KLA","Africa"
"4",728,16571,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-01-31 08:10:00",0,33,33.12,32.6249282927756,27.9,27.59,27.2568012801743,38.2,97,-0.1,0.3,"A_aculeata","KLA","Africa"
"5",2226,18602,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-03 11:50:00",0,35.4,35.31,35.6322845466758,32,33.75,33.8384256321586,1.5,36,0.1,-1.8,"A_aculeata","KLA","Africa"
"6",2250,18618,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-04 11:13:00",0,35.8,35.56,35.4768424674837,31.3,34.69,34.5055667594592,2.5,40,0.2,-3.4,"A_aculeata","KLA","Africa"
"7",3045,19247,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-05-07 12:10:00",0,34.7,34.52,34.8509019239494,18.3,22.47,22.4877242778044,2.5,40,0.2,-4.2,"A_aculeata","KLA","Africa"
"8",2197,18515,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:57:00",0,36.4,35.73,35.8117071639212,32.4,32.99,33.0992039256777,0.5,30,0.7,-0.6,"A_aculeata","KLA","Africa"
"9",3048,19223,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-05-07 11:34:00",0,35.7,34.96,34.8509019239494,19.7,22.57,22.4877242778044,4.2,49,0.7,-2.9,"A_aculeata","KLA","Africa"
"10",5186,20412,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-08-04 13:34:00",0,35.9,35.22,35.0647969427434,17.8,19.62,19.6203618987198,7.3,59,0.7,-1.8,"A_aculeata","KLA","Africa"
"11",2199,18509,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:37:00",0,36,35.19,35.8117071639212,32.2,32.29,33.0992039256777,1.5,37,0.8,-0.1,"A_aculeata","KLA","Africa"
"12",2251,18625,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-04 11:47:00",0,36.7,35.76,35.8415747995512,31.5,35.16,35.3354903256293,1.5,37,0.9,-3.7,"A_aculeata","KLA","Africa"
"13",2200,18517,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:59:00",0,36.8,35.78,35.8117071639212,32.6,33.06,33.0992039256777,2.3,43,1,-0.5,"A_aculeata","KLA","Africa"
"14",2223,18558,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-03 10:05:00",0,35.8,34.66,34.75271809179,29,30.68,30.4465275172237,1.5,39,1.1,-1.7,"A_aculeata","KLA","Africa"
"15",2227,18594,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-03 11:38:00",0,36.1,34.92,35.6322845466758,30.3,33.63,33.8384256321586,19.5,79,1.2,-3.3,"A_aculeata","KLA","Africa"
"16",2196,18534,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:03:00",0,35.6,34.27,34.1853212909577,31.5,31.09,30.9798043988759,1.5,36,1.3,0.4,"A_aculeata","KLA","Africa"
"17",2224,18601,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-03 10:23:00",0,35.6,34.34,34.75271809179,29.1,31.53,30.4465275172237,1.5,36,1.3,-2.4,"A_aculeata","KLA","Africa"
"18",3046,19244,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-05-07 11:59:00",0,36.2,34.86,34.8509019239494,18.2,22.49,22.4877242778044,2.2,39,1.3,-4.3,"A_aculeata","KLA","Africa"
"19",2253,18642,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-04 11:35:00",0,37.5,35.69,35.8415747995512,31.4,34.99,35.3354903256293,2.2,39,1.8,-3.6,"A_aculeata","KLA","Africa"
"20",2195,18535,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:10:00",0,36.4,34.46,34.1853212909577,31.4,31.33,30.9798043988759,1.3,37,1.9,0.1,"A_aculeata","KLA","Africa"
"21",2198,18511,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-02 10:41:00",0,37.3,35.3,35.8117071639212,31.7,32.43,33.0992039256777,1.3,36,2,-0.7,"A_aculeata","KLA","Africa"
"22",2252,18627,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-04 12:14:00",0,38.1,35.86,35.8415747995512,32.4,35.36,35.3354903256293,1.7,38,2.2,-3,"A_aculeata","KLA","Africa"
"23",2225,18585,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-04-03 10:38:00",0,37.1,34.07,33.6773235021902,29.4,32.24,33.2805610793571,1,35,3,-2.8,"A_aculeata","KLA","Africa"
"24",18,15813,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLA","Agama aculeata","1970-01-01 17:56:00",0,33,29.62,29.1857266945921,30,28.99,28.828979423145,NA,97,3.4,1,"A_aculeata","KLA","Africa"
"25",690,16469,"1.Kalahari-RBH-FieldBook 15002-165073","KLA","Agama aculeata","1970-01-29 18:06:00",0,40.1,31.93,32.2218690816987,36.9,30.79,30.9065212540557,40,106,8.2,6.1,"A_aculeata","KLA","Africa"
"26",6605,21302,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-02 12:02:00",0,33.6,35.69,35.7156007966123,26.1,29.28,29.279892062325,8.6,58,-2.1,-3.2,"A_aculeata","KLX","Africa"
"27",2460,18732,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-04-13 10:26:00",0,33.7,35.73,34.903540734115,28.6,31.97,30.822842337018,2.7,42,-2,-3.4,"A_aculeata","KLX","Africa"
"28",2487,18788,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 11:10:00",0,34.4,35.59,35.5331987472356,27,32.65,32.5177405992582,3,44,-1.2,-5.6,"A_aculeata","KLX","Africa"
"29",6411,21092,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-24 12:55:00",0,34.3,35.55,35.5323500346846,27.9,31.7,31.6669104350828,10.3,64,-1.2,-3.8,"A_aculeata","KLX","Africa"
"30",6414,21109,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-24 14:26:00",0,34.3,35.38,35.2710394990922,30.2,31.35,31.3672511293387,30,94,-1.1,-1.2,"A_aculeata","KLX","Africa"
"31",2489,18802,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 11:41:00",0,35.1,35.77,35.8749216114498,28.4,33.05,33.299695440695,2.7,42,-0.7,-4.6,"A_aculeata","KLX","Africa"
"32",6385,21040,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-23 10:58:00",0,34.9,35.54,35.5475354535042,30.6,34.38,34.4557910400299,22.5,87,-0.6,-3.8,"A_aculeata","KLX","Africa"
"33",2459,18747,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-04-13 10:24:00",0,35.3,35.66,34.903540734115,27.3,31.88,30.822842337018,3,44,-0.4,-4.6,"A_aculeata","KLX","Africa"
"34",2490,18806,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 12:42:00",0,35.4,35.58,35.4575558887158,29.3,33.21,33.1644658833505,1.2,31,-0.2,-3.9,"A_aculeata","KLX","Africa"
"35",2491,18794,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 12:31:00",0,35.5,35.66,35.4575558887158,29.8,33.23,33.1644658833505,1.7,36,-0.2,-3.4,"A_aculeata","KLX","Africa"
"36",6652,21382,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-04 10:29:00",0,35.2,35.39,34.9620060387849,28.5,31.77,30.0965343088359,9.2,63,-0.2,-3.3,"A_aculeata","KLX","Africa"
"37",2494,18795,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 12:42:00",0,35.6,35.58,35.4575558887158,30,33.21,33.1644658833505,2.5,43,0,-3.2,"A_aculeata","KLX","Africa"
"38",3382,19626,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-05-21 11:20:00",0,35.2,35.08,35.0198303802059,23.8,27.73,27.5450810236622,4.7,52,0.1,-3.9,"A_aculeata","KLX","Africa"
"39",6412,21097,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-24 13:17:00",0,35.7,35.46,35.5323500346846,28.7,31.58,31.6669104350828,7.5,60,0.2,-2.9,"A_aculeata","KLX","Africa"
"40",2462,18754,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-04-13 11:45:00",0,37.1,36.72,36.6927554668308,32.2,33.76,33.8605301510538,1.7,39,0.4,-1.6,"A_aculeata","KLX","Africa"
"41",2486,18790,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 11:21:00",0,36,35.65,35.5331987472356,27.9,32.79,32.5177405992582,2,39,0.4,-4.9,"A_aculeata","KLX","Africa"
"42",6386,21047,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-23 12:00:00",0,36.3,35.89,35.8919833319715,33.5,35.22,35.2190516452467,6.6,58,0.4,-1.7,"A_aculeata","KLX","Africa"
"43",6415,21104,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-24 13:55:00",0,35.9,35.29,35.2710394990922,28.1,31.39,31.3672511293387,9.6,63,0.6,-3.3,"A_aculeata","KLX","Africa"
"44",6603,21285,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-02 09:57:00",0,35.9,35.3,35.2790761700724,22.2,25.45,25.5139844158797,11.2,71,0.6,-3.2,"A_aculeata","KLX","Africa"
"45",2484,18769,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-04-14 10:10:00",0,35.8,35.12,35.0394041229415,24.9,29.46,28.8488293956825,3.5,48,0.7,-4.6,"A_aculeata","KLX","Africa"
"46",3383,19631,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-05-21 11:56:00",0,36,35.19,35.2012120335828,24.4,28.06,28.1014922744251,5.7,55,0.8,-3.7,"A_aculeata","KLX","Africa"
"47",5474,20577,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-08-16 13:21:00",0,35.5,34.54,34.2648248636479,21.3,23.45,23.4597142572988,6.3,53,1,-2.1,"A_aculeata","KLX","Africa"
"48",5426,20524,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-08-14 13:44:00",0,36.7,35.62,35.7966455808097,28.5,29.37,29.2735132952385,5.3,52,1.1,-0.9,"A_aculeata","KLX","Africa"
"49",6630,21359,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-03 13:18:00",0,36.1,35.04,34.8854314218386,31.6,32.76,32.9260304350558,8.8,59,1.1,-1.2,"A_aculeata","KLX","Africa"
"50",2492,18807,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 12:50:00",0,36.7,35.53,35.4575558887158,29.3,33.19,33.1644658833505,3.7,49,1.2,-3.9,"A_aculeata","KLX","Africa"
"51",3384,19639,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-05-21 13:04:00",0,36.7,35.51,35.4877596129376,27.2,28.86,28.8333850080296,2.7,41,1.2,-1.7,"A_aculeata","KLX","Africa"
"52",2488,18780,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-04-14 11:37:00",0,37,35.74,35.8749216114498,27.8,33,33.299695440695,1,30,1.3,-5.2,"A_aculeata","KLX","Africa"
"53",2493,18808,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 12:54:00",0,37,35.5,35.4575558887158,29.7,33.18,33.1644658833505,1.2,31,1.5,-3.5,"A_aculeata","KLX","Africa"
"54",2496,18796,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 12:52:00",0,37,35.51,35.4575558887158,30.6,33.18,33.1644658833505,3,44,1.5,-2.6,"A_aculeata","KLX","Africa"
"55",2485,18785,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-04-14 10:54:00",0,37.2,35.48,35.5331987472356,27.7,32.15,32.5177405992582,3,44,1.7,-4.4,"A_aculeata","KLX","Africa"
"56",3385,19654,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-05-21 12:48:00",0,37.1,35.43,35.4877596129376,27.3,28.69,28.8333850080296,4.5,51,1.7,-1.4,"A_aculeata","KLX","Africa"
"57",6653,21386,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-04 10:59:00",0,37.6,35.83,35.8475836357618,28.3,33.51,33.5630361757628,27.1,94,1.8,-5.2,"A_aculeata","KLX","Africa"
"58",1187,17373,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-02-19 10:25:00",0,36.9,34.56,33.7528658258053,28,31.19,30.0319514478956,28.5,92,2.3,-3.2,"A_aculeata","KLX","Africa"
"59",6387,21054,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-23 12:55:00",0,38.4,35.93,35.9345330286668,34,35.41,35.4252769845471,5.1,53,2.5,-1.4,"A_aculeata","KLX","Africa"
"60",1186,17347,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-02-19 10:28:00",0,37.4,34.66,33.7528658258053,29.7,31.33,30.0319514478956,3.2,46,2.7,-1.6,"A_aculeata","KLX","Africa"
"61",6413,21100,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-24 13:40:00",0,38.1,35.36,35.2710394990922,27.5,31.47,31.3672511293387,14.2,76,2.7,-4,"A_aculeata","KLX","Africa"
"62",2495,18797,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-04-14 13:00:00",0,38.4,35.46,35.4575558887158,30,33.16,33.1644658833505,3,42,2.9,-3.2,"A_aculeata","KLX","Africa"
"63",6651,21377,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-04 10:01:00",0,37.9,34.98,34.9620060387849,26.9,30.15,30.0965343088359,7.8,63,2.9,-3.2,"A_aculeata","KLX","Africa"
"64",1188,17349,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-02-19 10:36:00",0,37.9,34.91,35.6882036031929,30.8,31.7,32.8070386419467,29,102,3,-0.9,"A_aculeata","KLX","Africa"
"65",5475,20579,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-08-16 13:28:00",0,38.1,34.64,34.2648248636479,21.4,23.44,23.4597142572988,6.5,56,3.5,-2,"A_aculeata","KLX","Africa"
"66",5478,20596,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-08-16 16:14:00",0,34.6,30.73,34.1288073676093,21.8,21.03,21.4524905728547,4,48,3.9,0.8,"A_aculeata","KLX","Africa"
"67",6410,21088,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-24 12:25:00",0,40,35.68,35.7871432383519,27.8,31.89,32.0468186167969,7.8,60,4.3,-4.1,"A_aculeata","KLX","Africa"
"68",5427,20536,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-08-14 15:09:00",0,37.2,32.76,33.5713817474131,28.7,28.41,28.9840211898397,5.4,53,4.4,0.3,"A_aculeata","KLX","Africa"
"69",6367,21025,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-09-22 17:08:00",0,35.6,29.2,29.8977919873934,32.1,27.67,28.1235229488233,5,49,6.4,4.4,"A_aculeata","KLX","Africa"
"70",5450,20559,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-08-15 14:26:00",0,36.4,29.36,30.5911019690118,22.5,22.43,22.7144381040893,13.4,70,7,0.1,"A_aculeata","KLX","Africa"
"71",5451,20564,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata","1970-08-15 15:02:00",0,34.8,27.61,27.7539113978271,22.5,22.01,22.0611316677413,5.5,55,7.2,0.5,"A_aculeata","KLX","Africa"
"72",5452,20562,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-08-15 14:48:00",0,35.5,28.32,27.7539113978271,22.2,22.19,22.0611316677413,6.6,55,7.2,0,"A_aculeata","KLX","Africa"
"73",6610,21330,"1.Kalahari-RBH-FieldBook 15002-165073","KLX","Agama aculeata","1970-10-02 17:10:00",0,36.5,24.67,25.8826830127664,27.6,21.99,22.4266901848301,17.6,78,11.8,5.6,"A_aculeata","KLX","Africa"
"74",8779,20595,"2.Kalahari-LC-FieldBook-15001-16385.pdf","KLX","Agama aculeata",NA,NA,35.1,NA,NA,22,NA,NA,5.7,54,NA,NA,"A_aculeata","KLX","Africa"
"75",695,16442,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-01-29 09:00:00",0,27.4,35.13,35.1272880843975,30.1,32.09,32.0926741190415,4.2,58,-7.7,-2,"C_angulifer","KLA","Africa"
"76",4465,19987,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-07-03 12:05:00",0,31.2,35.18,35.238319460256,19.7,23.51,23.4638270421869,4.5,57,-4,-3.8,"C_angulifer","KLA","Africa"
"77",3087,19221,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-05-07 11:10:00",0,32.3,34.99,35.0400049195468,18.2,22.65,22.686558115183,5.7,63,-2.7,-4.4,"C_angulifer","KLA","Africa"
"78",6361,20954,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-09-20 10:46:00",0,35.3,37.91,38.7053268442331,27.4,33.55,34.4909091824743,4.9,58,-2.6,-6.1,"C_angulifer","KLA","Africa"
"79",6362,20961,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-09-20 12:03:00",0,36.9,39.39,39.527973930129,32.1,35.45,35.4691430473155,5,61,-2.5,-3.4,"C_angulifer","KLA","Africa"
"80",4464,19988,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-07-03 12:10:00",0,32.7,35.12,35.238319460256,20.2,23.55,23.4638270421869,5.7,62,-2.4,-3.4,"C_angulifer","KLA","Africa"
"81",20,15797,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-01-01 16:43:00",0,32.2,34.55,34.2541826130375,32.2,31.57,31.2579686346162,NA,43,-2.3,0.6,"C_angulifer","KLA","Africa"
"82",699,16445,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-01-29 10:00:00",0,36,38.27,38.2709295152097,33.5,34.77,34.7743362140801,1.7,46,-2.3,-1.3,"C_angulifer","KLA","Africa"
"83",3089,19242,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-05-07 11:40:00",0,32.9,34.84,34.7411611961279,17.7,22.55,22.4877242778044,4.5,60,-1.9,-4.9,"C_angulifer","KLA","Africa"
"84",2290,18641,"5.Kalahari-LC-FieldBook-16426-18493.pdf","KLA","Meroles suborbitalis","1970-04-04 11:31:00",0,34.4,36.18,36.5786021944324,31.2,34.93,35.3354903256293,4.5,59,-1.8,-3.7,"C_angulifer","KLA","Africa"
"85",5211,20380,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-08-03 13:03:00",0,33.6,35.33,35.3899954895586,11.8,14.65,14.6587712819305,5.3,61,-1.7,-2.8,"C_angulifer","KLA","Africa"
"86",2294,18622,"5.Kalahari-LC-FieldBook-16426-18493.pdf","KLA","Meroles suborbitalis","1970-04-04 11:35:00",0,34.6,36.24,36.5786021944324,30.3,34.99,35.3354903256293,5.5,64,-1.6,-4.7,"C_angulifer","KLA","Africa"
"87",5210,20382,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-08-03 13:25:00",0,33.3,34.91,35.3899954895586,11.5,14.63,14.6587712819305,4.5,58,-1.6,-3.1,"C_angulifer","KLA","Africa"
"88",722,16539,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-30 07:26:00",0,31.7,33.04,33.7241679996137,27.7,26.28,25.3970603090105,1.5,46,-1.3,1.4,"C_angulifer","KLA","Africa"
"89",2286,18616,"5.Kalahari-LC-FieldBook-16426-18493.pdf","KLA","Meroles suborbitalis","1970-04-04 11:05:00",0,34.6,35.83,35.7597354087509,30,34.57,34.5055667594592,4.7,57,-1.2,-4.6,"C_angulifer","KLA","Africa"
"90",3086,19216,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-05-07 11:08:00",0,34,35,35.0400049195468,16.6,22.66,22.686558115183,5,61,-1,-6.1,"C_angulifer","KLA","Africa"
"91",23,15802,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-01 17:13:00",0,32,32.92,34.2541826130375,32,30.73,31.2579686346162,NA,38,-0.9,1.3,"C_angulifer","KLA","Africa"
"92",5235,20410,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-08-04 13:11:00",0,34,34.54,34.3774882096935,16.3,19.61,19.6113764819728,4.7,61,-0.5,-3.3,"C_angulifer","KLA","Africa"
"93",3093,19245,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-05-07 12:04:00",0,34.3,34.74,34.7411611961279,18.8,22.48,22.4877242778044,5,61,-0.4,-3.7,"C_angulifer","KLA","Africa"
"94",2224,18513,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-04-02 10:52:00",0,34.9,35.21,35.2279225830897,32.1,32.82,33.0992039256777,3.3,55,-0.3,-0.7,"C_angulifer","KLA","Africa"
"95",2289,18624,"5.Kalahari-LC-FieldBook-16426-18493.pdf","KLA","Meroles suborbitalis","1970-04-04 11:44:00",0,36.1,36.36,36.5786021944324,32.2,35.11,35.3354903256293,4.2,58,-0.3,-2.9,"C_angulifer","KLA","Africa"
"96",2293,18628,"5.Kalahari-LC-FieldBook-16426-18493.pdf","KLA","Meroles suborbitalis","1970-04-04 12:17:00",0,36.4,36.6,36.5786021944324,32.8,35.36,35.3354903256293,3.7,55,-0.2,-2.6,"C_angulifer","KLA","Africa"
"97",48,15821,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-02 11:04:00",0,36.5,36.61,36.5370971439222,27.6,31.5,31.4262634256468,NA,40,-0.1,-3.9,"C_angulifer","KLA","Africa"
"98",694,16451,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-01-29 08:22:00",0,35,35.06,35.0240085435345,27.6,29.97,28.7386239319958,6,66,-0.1,-2.4,"C_angulifer","KLA","Africa"
"99",2221,18514,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-04-02 10:55:00",0,35.1,35.22,35.2279225830897,32.1,32.92,33.0992039256777,3.7,57,-0.1,-0.8,"C_angulifer","KLA","Africa"
"100",47,15823,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-02 11:24:00",0,37,36.98,36.5370971439222,27,31.87,31.4262634256468,NA,64,0,-4.9,"C_angulifer","KLA","Africa"
"101",698,16472,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-29 09:50:00",0,37.7,37.75,38.2709295152097,32.2,34.33,34.7743362140801,5.5,66,0,-2.1,"C_angulifer","KLA","Africa"
"102",2287,18617,"5.Kalahari-LC-FieldBook-16426-18493.pdf","KLA","Meroles suborbitalis","1970-04-04 11:09:00",0,35.9,35.88,35.7597354087509,29.7,34.63,34.5055667594592,3.7,55,0,-4.9,"C_angulifer","KLA","Africa"
"103",700,16444,"3.Kalahari-ERP-FieldBook-16074-18527.pdf","KLA","Meroles suborbitalis","1970-01-29 09:56:00",0,38.2,38.06,38.2709295152097,32.8,34.6,34.7743362140801,1.2,42,0.1,-1.8,"C_angulifer","KLA","Africa"
"104",45,15820,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-02 11:00:00",0,36.7,36.54,36.5370971439222,26,31.43,31.4262634256468,NA,65,0.2,-5.4,"C_angulifer","KLA","Africa"
"105",46,15836,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-02 10:55:00",0,36.6,36.42,36.5370971439222,24.6,31.06,31.4262634256468,NA,66,0.2,-6.5,"C_angulifer","KLA","Africa"
"106",6410,21022,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-09-22 11:44:00",0,38.1,37.91,38.0783862053515,32.6,35.99,36.110199856641,5.8,63,0.2,-3.4,"C_angulifer","KLA","Africa"
"107",702,16463,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-29 10:37:00",-2.5,39,38.68,38.9362097795446,34.6,37.75,39.6065143576218,5,64,0.3,-3.1,"C_angulifer","KLA","Africa"
"108",3096,19248,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-05-07 13:40:00",0,35.2,34.86,34.9187249122455,18.6,22.17,22.0572888997173,4,57,0.3,-3.6,"C_angulifer","KLA","Africa"
"109",6342,20950,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-09-19 15:35:00",0,35.2,34.78,34.344549642448,28.3,27.04,25.4606096100612,6.5,62,0.4,1.3,"C_angulifer","KLA","Africa"
"110",701,16458,"4.Kalahari-RBH-FieldBook-16113-18503.pdf","KLA","Meroles suborbitalis","1970-01-29 09:53:00",0,38.4,37.9,38.2709295152097,32.1,34.46,34.7743362140801,1.7,46,0.5,-2.4,"C_angulifer","KLA","Africa"
