Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date
24615,AUSR,24615_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,25,24.5,2040,220290,22,2,90,22/2/1990
24620,AUSR,24620_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,25,24.5,2110,220290,22,2,90,22/2/1990
24655,AUSL,24655_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,21.4,24.6,1940,250290,25,2,90,25/2/1990
24657,AUSL,24657_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,23,24.8,2020,250290,25,2,90,25/2/1990
24613,AUSR,24613_R,Nephrurus,laevissimus,Nephrurus laevissimus,F,Adult,FEMALE,22,25,2020,220290,22,2,90,22/2/1990
25298,AUSR,25298_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,22.5,25,1937,281090,28,10,90,28/10/1990
24376,AUSR,24376_R,Nephrurus,laevissimus,Nephrurus laevissimus,F,Adult,FEMALE,26,25,2015,130290,13,2,90,13/2/1990
24462,AUSR,24462_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,25.5,25.4,2040,170290,17,2,90,17/2/1990
24300,AUSL,24300_L,Liopholis,inornata,Liopholis inornata,F,Adult,FEMALE,23.8,25.5,650,70290,7,2,90,7/2/1990
25508,AUSR,25508_R,Gehyra,purpurascens,Gehyra purpurascens,F,Adult,FEMALE,25.5,25.5,1930,131190,13,11,90,13/11/1990
24654,AUSL,24654_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,23.2,25.8,1935,250290,25,2,90,25/2/1990
24607,AUSR,24607_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,23,26,1940,220290,22,2,90,22/2/1990
24611,AUSR,24611_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,23,26,2005,220290,22,2,90,22/2/1990
24612,AUSR,24612_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25,26,2015,220290,22,2,90,22/2/1990
25299,AUSR,25299_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,23.2,26.1,1930,281090,28,10,90,28/10/1990
24708,AUSL,24708_L,Nephrurus,levis,Nephrurus levis,UNK,UNK,UNK,26.5,26.1,2125,260290,26,2,90,26/2/1990
24650,AUSL,24650_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,24.2,26.2,1910,250290,25,2,90,25/2/1990
24608,AUSR,24608_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25.8,26.2,1945,220290,22,2,90,22/2/1990
24609,AUSR,24609_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,26.2,1947,220290,22,2,90,22/2/1990
24136,AUSR,24136_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.1,26.2,2012,250190,25,1,90,25/1/1990
24706,AUSL,24706_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.8,26.2,2042,260290,26,2,90,26/2/1990
25262,AUSL,25262_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.8,26.2,1940,261090,26,10,90,26/10/1990
24705,AUSL,24705_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.2,26.2,2039,260290,26,2,90,26/2/1990
24135,AUSR,24135_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.6,26.3,2008,250190,25,1,90,25/1/1990
24794,AUSL,24794_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.2,26.4,2024,10390,1,3,90,1/3/1990
24707,AUSL,24707_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.5,26.4,2050,260290,26,2,90,26/2/1990
24605,AUSR,24605_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,23,26.5,1930,220290,22,2,90,22/2/1990
24801,AUSL,24801_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25,26.5,2100,10390,1,3,90,1/3/1990
24610,AUSR,24610_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25.8,26.5,2000,220290,22,2,90,22/2/1990
24720,AUSL,24720_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,26.5,2050,260290,26,2,90,26/2/1990
24461,AUSR,24461_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,26,26.6,2003,170290,17,2,90,17/2/1990
24138,AUSR,24138_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.4,26.6,2033,250190,25,1,90,25/1/1990
24134,AUSR,24134_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.6,26.6,2003,250190,25,1,90,25/1/1990
24750,AUSL,24750_L,Nephrurus,levis,Nephrurus levis,M,Adult,MALE,22,26.8,2000,270290,27,2,90,27/2/1990
24137,AUSR,24137_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.4,26.8,2025,250190,25,1,90,25/1/1990
24581,AUSR,24581_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,22.5,27,715,220290,22,2,90,22/2/1990
24579,AUSR,24579_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,23,27,2005,210290,21,2,90,21/2/1990
24401,AUSR,24401_R,Diplodactylus,damaeus,Diplodactylus damaeus,UNK,UNK,UNK,25,27,2115,140290,14,2,90,14/2/1990
24795,AUSL,24795_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25,27,1950,10390,1,3,90,1/3/1990
24716,AUSL,24716_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25.8,27,2015,260290,26,2,90,26/2/1990
24717,AUSL,24717_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,27,2020,260290,26,2,90,26/2/1990
24718,AUSL,24718_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,27,2025,260290,26,2,90,26/2/1990
24719,AUSL,24719_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,27,2030,260290,26,2,90,26/2/1990
24363,AUSR,24363_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.5,27,1950,120290,12,2,90,12/2/1990
24715,AUSL,24715_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.9,27,2010,260290,26,2,90,26/2/1990
24526,AUSR,24526_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27,27,2115,190290,19,2,90,19/2/1990
24703,AUSL,24703_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.3,27,2012,260290,26,2,90,26/2/1990
25461,AUSR,25461_R,Gehyra,purpurascens,Gehyra purpurascens,F,Adult,FEMALE,26.4,27.2,1945,111190,11,11,90,11/11/1990
24702,AUSL,24702_L,Pygopus,nigriceps,Pygopus nigriceps,UNK,UNK,UNK,29.2,27.3,1932,260290,26,2,90,26/2/1990
24397,AUSR,24397_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28.4,27.4,2043,140290,14,2,90,14/2/1990
24604,AUSR,24604_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,26,27.5,1920,220290,22,2,90,22/2/1990
24714,AUSL,24714_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27,27.5,2000,260290,26,2,90,26/2/1990
24200,AUSL,24200_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.7,27.5,1958,280190,28,1,90,28/1/1990
24198,AUSL,24198_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.7,27.7,1943,280190,28,1,90,28/1/1990
24199,AUSL,24199_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.7,27.7,1946,280190,28,1,90,28/1/1990
24515,AUSR,24515_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.3,27.7,1932,190290,19,2,90,19/2/1990
24400,AUSR,24400_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,24,28,2130,140290,14,2,90,14/2/1990
24709,AUSL,24709_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,28,1905,260290,26,2,90,26/2/1990
24710,AUSL,24710_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,28,1910,260290,26,2,90,26/2/1990
24798,AUSL,24798_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26,28,2030,10390,1,3,90,1/3/1990
24524,AUSR,24524_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27,28,2040,190290,19,2,90,19/2/1990
24751,AUSL,24751_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27,28,2115,270290,27,2,90,27/2/1990
24398,AUSR,24398_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,28,2030,140290,14,2,90,14/2/1990
24796,AUSL,24796_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27,28.2,2000,10390,1,3,90,1/3/1990
24799,AUSL,24799_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27,28.2,2035,10390,1,3,90,1/3/1990
24792,AUSL,24792_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28.9,28.2,1926,10390,1,3,90,1/3/1990
24749,AUSL,24749_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,25,28.5,1955,270290,27,2,90,27/2/1990
24704,AUSL,24704_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.4,28.5,2032,260290,26,2,90,26/2/1990
24517,AUSR,24517_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,28,28.5,1940,190290,19,2,90,19/2/1990
24125,AUSR,24125_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,28.2,28.5,1841,250190,25,1,90,25/1/1990
24518,AUSR,24518_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.2,28.5,1950,190290,19,2,90,19/2/1990
24543,AUSR,24543_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,28.3,28.5,1952,200290,20,2,90,20/2/1990
24519,AUSR,24519_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.5,28.5,2000,190290,19,2,90,19/2/1990
24124,AUSR,24124_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,28.2,28.6,1835,250190,25,1,90,25/1/1990
25070,AUSR,25070_R,Liopholis,inornata,Liopholis inornata,M,Adult,MALE,24,28.7,705,300990,30,9,90,30/9/1990
24740,AUSL,24740_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.3,28.7,1933,270290,27,2,90,27/2/1990
24776,AUSL,24776_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.6,28.8,1935,280290,28,2,90,28/2/1990
24711,AUSL,24711_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27,29,1930,260290,26,2,90,26/2/1990
24797,AUSL,24797_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.8,29,2015,10390,1,3,90,1/3/1990
24399,AUSR,24399_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,29,2050,140290,14,2,90,14/2/1990
24494,AUSR,24494_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28,29,2100,180290,18,2,90,18/2/1990
24525,AUSR,24525_R,Nephrurus,laevissimus,Nephrurus laevissimus,F,Adult,FEMALE,28,29,2100,190290,19,2,90,19/2/1990
24521,AUSR,24521_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,28.5,29,2010,190290,19,2,90,19/2/1990
24516,AUSR,24516_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28.5,29,1930,190290,19,2,90,19/2/1990
24520,AUSR,24520_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.5,29,2005,190290,19,2,90,19/2/1990
24550,AUSR,24550_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28.5,29,2035,200290,20,2,90,20/2/1990
24552,AUSR,24552_R,Gehyra,purpurascens,Gehyra purpurascens,F,Adult,FEMALE,29,29,2050,200290,20,2,90,20/2/1990
24743,AUSL,24743_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29,29,1948,270290,27,2,90,27/2/1990
24773,AUSL,24773_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29.5,29,1934,280290,28,2,90,28/2/1990
24771,AUSL,24771_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29.4,29.3,1925,280290,28,2,90,28/2/1990
24357,AUSR,24357_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,27.4,29.4,1745,120290,12,2,90,12/2/1990
24746,AUSL,24746_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,29.5,1925,270290,27,2,90,27/2/1990
24551,AUSR,24551_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29,29.5,2045,200290,20,2,90,20/2/1990
24712,AUSL,24712_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.5,29.8,1955,260290,26,2,90,26/2/1990
24004,AUSR,24004_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.7,29.8,1959,130190,13,1,90,13/1/1990
24775,AUSL,24775_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,29.8,1930,280290,28,2,90,28/2/1990
24742,AUSL,24742_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.1,29.8,1940,270290,27,2,90,27/2/1990
24355,AUSR,24355_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,22,30,1730,120290,12,2,90,12/2/1990
25071,AUSR,25071_R,Moloch,horridus,Moloch horridus,M,Adult,MALE,24,30,710,300990,30,9,90,30/9/1990
24495,AUSR,24495_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29,30,2110,180290,18,2,90,18/2/1990
24814,AUSL,24814_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29.2,30,1945,20390,2,3,90,2/3/1990
24772,AUSL,24772_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29.5,30,1934,280290,28,2,90,28/2/1990
24544,AUSR,24544_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,30,30,1930,200290,20,2,90,20/2/1990
24819,AUSL,24819_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,31,30,2040,20390,2,3,90,2/3/1990
24818,AUSL,24818_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,31.6,30,2012,20390,2,3,90,2/3/1990
24741,AUSL,24741_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.2,30.1,1935,270290,27,2,90,27/2/1990
24774,AUSL,24774_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29.4,30.2,1941,280290,28,2,90,28/2/1990
24744,AUSL,24744_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.2,30.4,2000,270290,27,2,90,27/2/1990
24739,AUSL,24739_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.9,30.4,1913,270290,27,2,90,27/2/1990
24249,AUSL,24249_L,Pogona,minor,Pogona minor,UNK,UNK,UNK,21.3,30.5,955,20290,2,2,90,2/2/1990
24713,AUSL,24713_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,26.5,30.5,1955,260290,26,2,90,26/2/1990
24813,AUSL,24813_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,30.5,1940,20390,2,3,90,2/3/1990
24841,AUSL,24841_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,30.5,2135,30390,3,3,90,3/3/1990
24548,AUSR,24548_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29,30.5,1955,200290,20,2,90,20/2/1990
24547,AUSR,24547_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,29.5,30.5,1945,200290,20,2,90,20/2/1990
24545,AUSR,24545_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,30,30.5,1935,200290,20,2,90,20/2/1990
24546,AUSR,24546_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,30,30.5,1940,200290,20,2,90,20/2/1990
24816,AUSL,24816_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30,30.5,2000,20390,2,3,90,2/3/1990
24812,AUSL,24812_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.4,30.5,1935,20390,2,3,90,2/3/1990
24811,AUSL,24811_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.5,30.5,1920,20390,2,3,90,2/3/1990
24224,AUSL,24224_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,18.7,30.9,949,310190,31,1,90,31/1/1990
24487,AUSR,24487_R,Nephrurus,laevissimus,Nephrurus laevissimus,F,Adult,FEMALE,28,31,1950,180290,18,2,90,18/2/1990
24839,AUSL,24839_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28.2,31,2105,30390,3,3,90,3/3/1990
24488,AUSR,24488_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,29,31,2000,180290,18,2,90,18/2/1990
24815,AUSL,24815_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.5,31,1955,20390,2,3,90,2/3/1990
24489,AUSR,24489_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,31,31,2005,180290,18,2,90,18/2/1990
24491,AUSR,24491_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,31,31,2015,180290,18,2,90,18/2/1990
24932,AUSR,24932_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,23.4,31.2,1245,100990,10,9,90,10/9/1990
24353,AUSR,24353_R,Liopholis,inornata,Liopholis inornata,F,Adult,FEMALE,27.6,31.4,1658,120290,12,2,90,12/2/1990
24350,AUSR,24350_R,Ctenotus,helenae,Ctenotus helenae,M,Adult,MALE,28.8,31.4,1545,120290,12,2,90,12/2/1990
24748,AUSL,24748_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,29,31.5,1950,270290,27,2,90,27/2/1990
24747,AUSL,24747_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30,31.5,1935,270290,27,2,90,27/2/1990
24838,AUSL,24838_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.5,31.5,2040,30390,3,3,90,3/3/1990
24821,AUSL,24821_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,31.5,31.5,1954,20390,2,3,90,2/3/1990
24358,AUSR,24358_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,27.4,31.7,1820,120290,12,2,90,12/2/1990
24356,AUSR,24356_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,28,31.8,1737,120290,12,2,90,12/2/1990
24840,AUSL,24840_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,31,31.8,2130,30390,3,3,90,3/3/1990
24261,AUSL,24261_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,22,31.9,917,30290,3,2,90,3/2/1990
25069,AUSR,25069_R,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,23.5,31.9,650,300990,30,9,90,30/9/1990
24648,AUSL,24648_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.7,31.9,1630,250290,25,2,90,25/2/1990
25120,AUSR,25120_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,23.9,32,1615,101090,10,10,90,10/10/1990
24354,AUSR,24354_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,24,32,1700,120290,12,2,90,12/2/1990
24486,AUSR,24486_R,Nephrurus,laevissimus,Nephrurus laevissimus,M,Adult,MALE,27,32,1945,180290,18,2,90,18/2/1990
24817,AUSL,24817_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,31.8,32,2010,20390,2,3,90,2/3/1990
24845,AUSL,24845_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,32,32,745,40390,4,3,90,4/3/1990
24846,AUSL,24846_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,32,32,750,40390,4,3,90,4/3/1990
24844,AUSL,24844_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,32.4,32,730,40390,4,3,90,4/3/1990
24087,AUSR,24087_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,23.1,32.2,1450,240190,24,1,90,24/1/1990
24088,AUSR,24088_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,23.1,32.2,1455,240190,24,1,90,24/1/1990
25404,AUSL,25404_L,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,26.1,32.3,910,61190,6,11,90,6/11/1990
24781,AUSL,24781_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24,32.5,930,10390,1,3,90,1/3/1990
24836,AUSL,24836_L,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,32,32.5,1940,30390,3,3,90,3/3/1990
24250,AUSL,24250_L,Pogona,minor,Pogona minor,UNK,UNK,UNK,20.6,32.6,1008,20290,2,2,90,2/2/1990
24724,AUSL,24724_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,30.6,32.6,1050,270290,27,2,90,27/2/1990
24291,AUSL,24291_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,28.9,32.9,1033,60290,6,2,90,6/2/1990
24443,AUSR,24443_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,19,33,730,170290,17,2,90,17/2/1990
24437,AUSR,24437_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,23.4,33,1829,160290,16,2,90,16/2/1990
24275,AUSL,24275_L,Varanus,gouldii,Varanus gouldii,F,Adult,FEMALE,23.8,33,915,50290,5,2,90,5/2/1990
25096,AUSL,25096_L,Ctenotus,quatt,Ctenotus quatt,F,Adult,FEMALE,25.5,33,1505,81090,8,10,90,8/10/1990
24392,AUSR,24392_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,26,33,1840,140290,14,2,90,14/2/1990
24289,AUSL,24289_L,Liopholis,striata,Liopholis striata,M,Adult,MALE,26.2,33,933,60290,6,2,90,6/2/1990
24837,AUSL,24837_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,32.5,33,1945,30390,3,3,90,3/3/1990
24820,AUSL,24820_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,33,33,1920,20390,2,3,90,2/3/1990
24835,AUSL,24835_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,33,33,1930,30390,3,3,90,3/3/1990
24290,AUSL,24290_L,Liopholis,striata,Liopholis striata,F,Adult,FEMALE,27.4,33.1,939,60290,6,2,90,6/2/1990
24349,AUSR,24349_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,29.4,33.2,1520,120290,12,2,90,12/2/1990
24086,AUSR,24086_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,23.1,33.3,1440,240190,24,1,90,24/1/1990
24103,AUSR,24103_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,23.7,33.3,916,250190,25,1,90,25/1/1990
25677,AUSR,25677_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,30.9,33.3,1800,291190,29,11,90,29/11/1990
24105,AUSR,24105_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,24.5,33.4,1010,250190,25,1,90,25/1/1990
24595,AUSR,24595_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.8,33.4,1127,220290,22,2,90,22/2/1990
24723,AUSL,24723_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,31.6,33.4,1024,270290,27,2,90,27/2/1990
24191,AUSL,24191_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,27.6,33.5,1106,280190,28,1,90,28/1/1990
24647,AUSL,24647_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.7,33.5,1515,250290,25,2,90,25/2/1990
24166,AUSR,24166_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,33.6,33.5,1851,260190,26,1,90,26/1/1990
24348,AUSR,24348_R,Ctenophorus,clayi,Ctenophorus clayi,F,Adult,FEMALE,30.6,33.7,1345,120290,12,2,90,12/2/1990
24834,AUSL,24834_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,34.2,33.7,1925,30390,3,3,90,3/3/1990
24102,AUSR,24102_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,22.5,33.8,911,250190,25,1,90,25/1/1990
24223,AUSL,24223_L,Ctenotus,calurus,Ctenotus calurus,F,Adult,FEMALE,19,33.9,945,310190,31,1,90,31/1/1990
24143,AUSR,24143_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,27,33.9,811,260190,26,1,90,26/1/1990
24341,AUSR,24341_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,29.5,33.9,1015,120290,12,2,90,12/2/1990
24185,AUSL,24185_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,24,34,943,280190,28,1,90,28/1/1990
24582,AUSR,24582_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,26.7,34,905,220290,22,2,90,22/2/1990
24340,AUSR,24340_R,Ctenophorus,clayi,Ctenophorus clayi,UNK,UNK,UNK,29.5,34,1000,120290,12,2,90,12/2/1990
24513,AUSR,24513_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,31.2,34,1815,190290,19,2,90,19/2/1990
24329,AUSR,24329_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,29.5,34.1,1828,110290,11,2,90,11/2/1990
24692,AUSL,24692_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.5,34.3,1626,260290,26,2,90,26/2/1990
24089,AUSR,24089_R,Ctenotus,dux,Ctenotus dux,M,Adult,MALE,23.1,34.4,1500,240190,24,1,90,24/1/1990
25045,AUSR,25045_R,Pogona,minor,Pogona minor,F,Adult,FEMALE,30.5,34.4,1630,280990,28,9,90,28/9/1990
25130,AUSR,25130_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,25,34.5,1225,111090,11,10,90,11/10/1990
25719,AUSR,25719_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,33.6,34.5,1700,21290,2,12,90,2/12/1990
24391,AUSR,24391_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,31.2,34.6,1830,140290,14,2,90,14/2/1990
