Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date
848,AUSL,848_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,20.6,31.2,1106,240878,24,8,1978,24/8/1978
1300,AUSL,1300_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.8,31.2,1245,111178,11,11,1978,11/11/1978
989,AUSL,989_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,24,31.2,812,251078,25,10,1978,25/10/1978
1538,AUSR,1538_R,Delma,butleri,Delma butleri,UNK,UNK,UNK,25.8,31.2,1220,181178,18,11,1978,18/11/1978
1930,AUSR,1930_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,27.1,31.2,953,121278,12,12,1978,12/12/1978
1985,AUSR,1985_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.3,31.2,2020,141278,14,12,1978,14/12/1978
870,AUSR,870_R,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,18.2,31.3,1008,270878,27,8,1978,27/8/1978
834,AUSR,834_R,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,19.6,31.3,920,210878,21,8,1978,21/8/1978
1660,AUSL,1660_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,19.9,31.3,740,291178,29,11,1978,29/11/1978
858,AUSL,858_L,Ctenotus,pantherinus,Ctenotus pantherinus,J ,Juvenile,UNK,23.5,31.3,1434,240878,24,8,1978,24/8/1978
1350,AUSL,1350_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,24.2,31.3,1557,121178,12,11,1978,12/11/1978
970,AUSL,970_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,25,31.3,1050,241078,24,10,1978,24/10/1978
1240,AUSL,1240_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,32.3,31.3,1623,61178,6,11,1978,6/11/1978
1317,AUSL,1317_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,18.7,31.4,750,121178,12,11,1978,12/11/1978
1922,AUSR,1922_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,20.2,31.4,735,121278,12,12,1978,12/12/1978
1800,AUSR,1800_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,21.9,31.4,920,41278,4,12,1978,4/12/1978
2073,AUSL,2073_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,21.9,31.4,826,171278,17,12,1978,17/12/1978
1727,AUSL,1727_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,29.7,31.4,1748,301178,30,11,1978,30/11/1978
1993,AUSR,1993_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.2,31.4,2000,141278,14,12,1978,14/12/1978
1724,AUSL,1724_L,Liopholis,striata,Liopholis striata,F ,Adult,FEMALE,31.2,31.4,1703,301178,30,11,1978,30/11/1978
1623,AUSL,1623_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32,31.4,2023,271178,27,11,1978,27/11/1978
2268,AUSR,2268_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,33.9,31.4,2010,301278,30,12,1978,30/12/1978
791,AUSR,791_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,18.6,31.5,1017,300778,30,7,1978,30/7/1978
2036,AUSL,2036_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,22.2,31.5,831,161278,16,12,1978,16/12/1978
2196,AUSL,2196_L,Ctenotus,calurus,Ctenotus calurus,B ,Yearling,UNK,22.8,31.5,755,281278,28,12,1978,28/12/1978
1859,AUSR,1859_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,31.5,31.5,1925,81278,8,12,1978,8/12/1978
979,AUSL,979_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,18.6,31.6,719,251078,25,10,1978,25/10/1978
2034,AUSL,2034_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,21.6,31.6,825,161278,16,12,1978,16/12/1978
1806,AUSR,1806_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,24.2,31.6,1800,41278,4,12,1978,4/12/1978
957,AUSR,957_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,26.2,31.6,752,211078,21,10,1978,21/10/1978
1932,AUSR,1932_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,27.1,31.6,1039,121278,12,12,1978,12/12/1978
1879,AUSR,1879_R,Gehyra,variegata,Gehyra variegata,F ,Adult,FEMALE,29.8,31.6,1925,91278,9,12,1978,9/12/1978
1167,AUSR,1167_R,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,30.2,31.6,900,31178,3,11,1978,3/11/1978
2269,AUSR,2269_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,33.4,31.6,2020,301278,30,12,1978,30/12/1978
1839,AUSR,1839_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,,31.6,1925,71278,7,12,1978,7/12/1978
1798,AUSR,1798_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,18.4,31.7,742,41278,4,12,1978,4/12/1978
828,AUSR,828_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,20.3,31.7,1215,200878,20,8,1978,20/8/1978
1185,AUSR,1185_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.4,31.7,721,41178,4,11,1978,4/11/1978
1832,AUSE,1832_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,29.7,31.7,829,71278,7,12,1978,7/12/1978
2263,AUSR,2263_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,32,31.7,2035,301278,30,12,1978,30/12/1978
1074,AUSR,1074_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,18.8,31.8,1615,291078,29,10,1978,29/10/1978
1210,AUSR,1210_R,Varanus,eremius,Varanus eremius,UNK,UNK,UNK,23.3,31.8,840,51178,5,11,1978,5/11/1978
971,AUSL,971_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,25,31.8,1055,241078,24,10,1978,24/10/1978
1117,AUSR,1117_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,27,31.8,1008,11178,1,11,1978,1/11/1978
1176,AUSR,1176_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,29.5,31.8,1915,31178,3,11,1978,3/11/1978
1142,AUSR,1142_R,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,22.7,31.9,736,21178,2,11,1978,2/11/1978
857,AUSL,857_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,23.7,31.9,1430,240878,24,8,1978,24/8/1978
1186,AUSR,1186_R,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,25.2,31.9,725,41178,4,11,1978,4/11/1978
1958,AUSR,1958_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,33,31.9,1728,131278,13,12,1978,13/12/1978
893,AUSR,893_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,17.8,32,1000,310878,31,8,1978,31/8/1978
940,AUSR,940_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.7,32,945,181078,18,10,1978,18/10/1978
1056,AUSL,1056_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,22.4,32,1415,281078,28,10,1978,28/10/1978
900,AUSR,900_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,22.9,32,1518,310878,31,8,1978,31/8/1978
1788,AUSR,1788_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,23.1,32,1214,31278,3,12,1978,3/12/1978
1913,AUSR,1913_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,25,32,948,111278,11,12,1978,11/12/1978
2160,AUSL,2160_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.8,32,1119,181278,18,12,1978,18/12/1978
1977,AUSR,1977_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.5,32,1911,141278,14,12,1978,14/12/1978
1608,AUSR,1608_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,31,32,855,211178,21,11,1978,21/11/1978
2277,AUSR,2277_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,34,32,2004,311278,31,12,1978,31/12/1978
1853,AUSR,1853_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,34.1,32,855,81278,8,12,1978,8/12/1978
1316,AUSL,1316_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,16.5,32.1,746,121178,12,11,1978,12/11/1978
2258,AUSR,2258_R,Gehyra,variegata,Gehyra variegata,F ,Adult,FEMALE,29,32.1,2007,301278,30,12,1978,30/12/1978
881,AUSR,881_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,21.2,32.2,1000,280878,28,8,1978,28/8/1978
806,AUSD,806_D,Ctenophorus,isolepis,Ctenophorus isolepis,J ,Juvenile,UNK,23,32.2,1243,170878,17,8,1978,17/8/1978
1213,AUSR,1213_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,27.1,32.2,958,51178,5,11,1978,5/11/1978
1878,AUSR,1878_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.8,32.2,1915,91278,9,12,1978,9/12/1978
2261,AUSR,2261_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.6,32.2,2015,301278,30,12,1978,30/12/1978
861,AUSR,861_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,18.7,32.3,1050,250878,25,8,1978,25/8/1978
1907,AUSR,1907_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,20.3,32.3,719,111278,11,12,1978,11/12/1978
1534,AUSR,1534_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,22.3,32.3,920,181178,18,11,1978,18/11/1978
988,AUSL,988_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22.5,32.3,805,251078,25,10,1978,25/10/1978
1564,AUSR,1564_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,25.2,32.3,1710,191178,19,11,1978,19/11/1978
1912,AUSR,1912_R,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,25.4,32.3,930,111278,11,12,1978,11/12/1978
1426,AUSL,1426_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.4,32.3,938,141178,14,11,1978,14/11/1978
2267,AUSR,2267_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.4,32.3,1950,301278,30,12,1978,30/12/1978
1500,AUSR,1500_R,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,32,32.3,1000,171178,17,11,1978,17/11/1978
866,AUSR,866_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,17,32.4,1455,250878,25,8,1978,25/8/1978
1552,AUSR,1552_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,17.9,32.4,745,191178,19,11,1978,19/11/1978
1096,AUSR,1096_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,19.5,32.4,739,311078,31,10,1978,31/10/1978
2006,AUSR,2006_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,30,32.4,1015,151278,15,12,1978,15/12/1978
1973,AUSR,1973_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.2,32.4,815,141278,14,12,1978,14/12/1978
1991,AUSR,1991_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.2,32.4,1925,141278,14,12,1978,14/12/1978
1979,AUSR,1979_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.4,32.4,1938,141278,14,12,1978,14/12/1978
2266,AUSR,2266_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,34.4,32.4,1940,301278,30,12,1978,30/12/1978
832,AUSR,832_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,,32.4,1520,200878,20,8,1978,20/8/1978
906,AUSL,906_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,15.4,32.5,900,151078,15,10,1978,15/10/1978
854,AUSL,854_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.7,32.5,1400,240878,24,8,1978,24/8/1978
1028,AUSL,1028_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,25.5,32.5,1315,271078,27,10,1978,27/10/1978
1091,AUSR,1091_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,25.9,32.5,1607,301078,30,10,1978,30/10/1978
1828,AUSI,1828_I,Moloch,horridus,Moloch horridus,F ,Adult,FEMALE,27.7,32.5,728,71278,7,12,1978,7/12/1978
2257,AUSR,2257_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.1,32.5,2003,301278,30,12,1978,30/12/1978
1799,AUSR,1799_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,18.1,32.6,755,41278,4,12,1978,4/12/1978
1070,AUSR,1070_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,19.2,32.6,1307,291078,29,10,1978,29/10/1978
1908,AUSR,1908_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,19.4,32.6,725,111278,11,12,1978,11/12/1978
2039,AUSL,2039_L,Ctenophorus,isolepis,Ctenophorus isolepis,B ,Yearling,UNK,22.6,32.6,858,161278,16,12,1978,16/12/1978
1451,AUSR,1451_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,26,32.6,815,151178,15,11,1978,15/11/1978
1820,AUSR,1820_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26,32.6,836,61278,6,12,1978,6/12/1978
2001,AUSR,2001_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,27.2,32.6,839,151278,15,12,1978,15/12/1978
1148,AUSR,1148_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.6,32.6,854,21178,2,11,1978,2/11/1978
2007,AUSR,2007_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.4,32.6,1025,151278,15,12,1978,15/12/1978
2072,AUSL,2072_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,21,32.7,820,171278,17,12,1978,17/12/1978
1758,AUSL,1758_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,22.1,32.7,932,21278,2,12,1978,2/12/1978
2035,AUSL,2035_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,23,32.7,828,161278,16,12,1978,16/12/1978
1128,AUSR,1128_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,27.2,32.7,1358,11178,1,11,1978,1/11/1978
1743,AUSL,1743_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,32,32.7,1758,11278,1,12,1978,1/12/1978
1482,AUSR,1482_R,Varanus,tristis,Varanus tristis,F ,Adult,FEMALE,33.2,32.7,950,161178,16,11,1978,16/11/1978
1082,AUSR,1082_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21,32.8,732,301078,30,10,1978,30/10/1978
1377,AUSL,1377_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.4,32.8,815,131178,13,11,1978,13/11/1978
1789,AUSR,1789_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,24.4,32.8,1228,31278,3,12,1978,3/12/1978
1422,AUSL,1422_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,24.8,32.8,1115,141178,14,11,1978,14/11/1978
1992,AUSR,1992_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.2,32.8,2000,141278,14,12,1978,14/12/1978
2254,AUSR,2254_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,30.9,32.8,1949,301278,30,12,1978,30/12/1978
987,AUSL,987_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,32.9,802,251078,25,10,1978,25/10/1978
1141,AUSR,1141_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,29.6,32.9,1625,11178,1,11,1978,1/11/1978
801,AUSR,801_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,JF,Juvenile,FEMALE,16.4,33,1047,130878,13,8,1978,13/8/1978
1057,AUSL,1057_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,20.9,33,1525,281078,28,10,1978,28/10/1978
853,AUSL,853_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,22.1,33,1225,240878,24,8,1978,24/8/1978
993,AUSL,993_L,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,25,33,927,251078,25,10,1978,25/10/1978
1211,AUSR,1211_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,25.5,33,925,51178,5,11,1978,5/11/1978
2002,AUSR,2002_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,26.5,33,903,151278,15,12,1978,15/12/1978
1458,AUSR,1458_R,Gehyra,variegata,Gehyra variegata,M ,Adult,MALE,27.8,33,1640,151178,15,11,1978,15/11/1978
1479,AUSR,1479_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,28.3,33,750,161178,16,11,1978,16/11/1978
1449,AUSR,1449_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,29.2,33,857,151178,15,11,1978,15/11/1978
1725,AUSL,1725_L,Liopholis,striata,Liopholis striata,M ,Adult,MALE,31.2,33,1704,301178,30,11,1978,30/11/1978
1579,AUSR,1579_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,32.2,33,1615,201178,20,11,1978,20/11/1978
1857,AUSR,1857_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.2,33,1936,81278,8,12,1978,8/12/1978
2282,AUSR,2282_R,Gehyra,variegata,Gehyra variegata,F ,Adult,FEMALE,33.4,33,2100,311278,31,12,1978,31/12/1978
1733,AUSL,1733_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,34,33,924,11278,1,12,1978,1/12/1978
826,AUSR,826_R,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,18.6,33.1,1055,200878,20,8,1978,20/8/1978
849,AUSL,849_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22.5,33.1,1116,240878,24,8,1978,24/8/1978
1858,AUSR,1858_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.4,33.1,1946,81278,8,12,1978,8/12/1978
1906,AUSR,1906_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,18.9,33.2,708,111278,11,12,1978,11/12/1978
835,AUSR,835_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,21,33.2,1013,210878,21,8,1978,21/8/1978
850,AUSL,850_L,Ctenotus,schomburgkii,Ctenotus schomburgkii,UNK,UNK,UNK,21.2,33.2,1144,240878,24,8,1978,24/8/1978
1165,AUSR,1165_R,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,28.2,33.2,810,31178,3,11,1978,3/11/1978
2120,AUSL,2120_L,Liopholis,striata,Liopholis striata,UNK,UNK,UNK,29.2,33.2,1727,171278,17,12,1978,17/12/1978
1153,AUSR,1153_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,29.5,33.2,1647,21178,2,11,1978,2/11/1978
1480,AUSR,1480_R,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,31.4,33.2,905,161178,16,11,1978,16/11/1978
1955,AUSR,1955_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,34.1,33.2,1325,131278,13,12,1978,13/12/1978
1971,AUSR,1971_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,35.7,33.2,1010,141278,14,12,1978,14/12/1978
1083,AUSR,1083_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,22.7,33.3,900,301078,30,10,1978,30/10/1978
2077,AUSL,2077_L,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,24.7,33.3,930,171278,17,12,1978,17/12/1978
1412,AUSL,1412_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,24.9,33.3,1004,141178,14,11,1978,14/11/1978
2084,AUSL,2084_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.1,33.3,1049,171278,17,12,1978,17/12/1978
2145,AUSL,2145_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.2,33.3,951,181278,18,12,1978,18/12/1978
2280,AUSR,2280_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,34.4,33.3,2044,311278,31,12,1978,31/12/1978
999,AUSL,999_L,Varanus,tristis,Varanus tristis,UNK,UNK,UNK,26,33.4,1730,261078,26,10,1978,26/10/1978
1966,AUSR,1966_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,27.5,33.4,659,141278,14,12,1978,14/12/1978
2118,AUSL,2118_L,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,30.4,33.4,1700,171278,17,12,1978,17/12/1978
1869,AUSR,1869_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,31.6,33.4,1955,81278,8,12,1978,8/12/1978
2253,AUSR,2253_R,Gehyra,variegata,Gehyra variegata,B ,Yearling,UNK,31.9,33.4,1946,301278,30,12,1978,30/12/1978
1861,AUSR,1861_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32,33.4,1950,81278,8,12,1978,8/12/1978
2271,AUSR,2271_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,34.5,33.4,715,311278,31,12,1978,31/12/1978
1081,AUSR,1081_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.4,33.5,755,301078,30,10,1978,30/10/1978
982,AUSL,982_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,33.5,745,251078,25,10,1978,25/10/1978
1796,AUSR,1796_R,Liopholis,inornata,Liopholis inornata,F ,Adult,FEMALE,24.4,33.5,1655,31278,3,12,1978,3/12/1978
1856,AUSR,1856_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33,33.5,1927,81278,8,12,1978,8/12/1978
1013,AUSL,1013_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,21.4,33.6,1135,271078,27,10,1978,27/10/1978
2030,AUSL,2030_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,21.4,33.6,755,161278,16,12,1978,16/12/1978
1299,AUSL,1299_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.6,33.6,1223,111178,11,11,1978,11/11/1978
983,AUSL,983_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,22,33.6,747,251078,25,10,1978,25/10/1978
1812,AUSR,1812_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23.6,33.6,715,51278,5,12,1978,5/12/1978
2149,AUSL,2149_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,23.6,33.6,755,181278,18,12,1978,18/12/1978
2150,AUSL,2150_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.6,33.6,758,181278,18,12,1978,18/12/1978
1090,AUSR,1090_R,Ctenotus,helenae,Ctenotus helenae,B ,Yearling,UNK,25.3,33.6,1325,301078,30,10,1978,30/10/1978
2081,AUSL,2081_L,Ctenotus,calurus,Ctenotus calurus,B ,Yearling,UNK,25.8,33.6,1020,171278,17,12,1978,17/12/1978
1105,AUSR,1105_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,28,33.6,1300,311078,31,10,1978,31/10/1978
1854,AUSR,1854_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33,33.6,1921,81278,8,12,1978,8/12/1978
981,AUSL,981_L,Pogona,minor,Pogona minor,UNK,UNK,UNK,20.1,33.7,730,251078,25,10,1978,25/10/1978
1318,AUSL,1318_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.2,33.7,900,121178,12,11,1978,12/11/1978
1330,AUSL,1330_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.7,33.7,1131,121178,12,11,1978,12/11/1978
2079,AUSL,2079_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,25,33.7,937,171278,17,12,1978,17/12/1978
1887,AUSR,1887_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,25.9,33.7,935,101278,10,12,1978,10/12/1978
2047,AUSL,2047_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27,33.7,1052,161278,16,12,1978,16/12/1978
2165,AUSL,2165_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28.9,33.7,1158,181278,18,12,1978,18/12/1978
2162,AUSL,2162_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.8,33.7,1130,181278,18,12,1978,18/12/1978
1855,AUSR,1855_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.2,33.7,1924,81278,8,12,1978,8/12/1978
2275,AUSR,2275_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33.8,33.7,1945,311278,31,12,1978,31/12/1978
2284,AUSR,2284_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,34.6,33.7,2050,311278,31,12,1978,31/12/1978
1923,AUSR,1923_R,Ctenotus,brooksi,Ctenotus brooksi,UNK,UNK,UNK,20.1,33.8,741,121278,12,12,1978,12/12/1978
1297,AUSL,1297_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23.2,33.8,1200,111178,11,11,1978,11/11/1978
1421,AUSL,1421_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.6,33.8,906,141178,14,11,1978,14/11/1978
1540,AUSR,1540_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,27,33.8,1330,181178,18,11,1978,18/11/1978
1154,AUSR,1154_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.2,33.8,1709,21178,2,11,1978,2/11/1978
1580,AUSR,1580_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,29.6,33.8,1734,201178,20,11,1978,20/11/1978
1823,AUSR,1823_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,31.4,33.8,1700,61278,6,12,1978,6/12/1978
1860,AUSR,1860_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,33,33.8,1940,81278,8,12,1978,8/12/1978
2281,AUSR,2281_R,Gehyra,variegata,Gehyra variegata,F ,Adult,FEMALE,33.4,33.8,2049,311278,31,12,1978,31/12/1978
934,AUSL,934_L,Pogona,minor,Pogona minor,F ,Adult,FEMALE,20.8,33.9,1047,161078,16,10,1978,16/10/1978
2265,AUSR,2265_R,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,32.4,33.9,1930,301278,30,12,1978,30/12/1978
923,AUSL,923_L,Ctenophorus,isolepis,Ctenophorus isolepis,JM,Juvenile,MALE,18.3,34,806,161078,16,10,1978,16/10/1978
1367,AUSL,1367_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,19.7,34,813,131178,13,11,1978,13/11/1978
1312,AUSL,1312_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.2,34,1415,111178,11,11,1978,11/11/1978
