number,site,long,lat,species,sex,date,time,wt,svl,tail,bt,at,month,note_book,time_orig,season,diel,adult,dug,total_v
15007,KLI,19.08,-29.17,Pachydactylus rugosus,M,22/11/1969,NA,NA,NA,NA,NA,NA,11,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,spring,nocturnal,NA,no,NA
15032,KLI,21.04,-28.09,Chondrodactylus bibronii,F,24/11/1969,NA,NA,NA,NA,NA,NA,11,4.Kalahari-RBH-FieldBook-16113-18503.pdf,NA,spring,nocturnal,NA,no,NA
15033,KLI,21.04,-28.09,Chondrodactylus bibronii,F,24/11/1969,NA,NA,NA,NA,NA,NA,11,4.Kalahari-RBH-FieldBook-16113-18503.pdf,NA,spring,nocturnal,NA,no,NA
15076,KLL,20.43,-26.23,Pedioplanis namaquensis,M,28/11/1969,11.5,NA,51,125,NA,NA,11,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1130,spring,diurnal,no,no,NA
15091,KLL,20.43,-26.23,Chondrodactylus angulifer,F,28/11/1969,21,NA,89,62,25.6,23,11,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2100,spring,nocturnal,no,no,NA
15128,KLL,20.43,-26.23,Ptenopus garrulus,F,28/11/1969,NA,NA,47,24,28,23,11,7.Kalahari-LC-FieldBook-18528-19938.pdf,NA,spring,nocturnal,no,no,NA
15145,KLK,20.44,-25.45,Trachylepis sparsa,J,30/11/1969,15.58,NA,31,48,NA,NA,11,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1535,spring,diurnal,no,no,NA
15161,KLK,20.44,-25.45,Chondrodactylus bibronii,M,30/11/1969,23.08,NA,95,87,NA,NA,11,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2305,spring,nocturnal,no,no,NA
15165,KLI,20.58,-27.01,Chondrodactylus bibronii,M,1/12/1969,22.12,NA,86,NA,28.2,29.2,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2207,summer,nocturnal,no,no,NA
15167,KLI,21.48,-27.04,Trachylepis spilogaster,NA,2/12/1969,14.38,NA,33,57,NA,34.2,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1423,summer,diurnal,no,no,NA
15178,KLK,20.44,-25.45,Pachydactylus wahlbergii,M,29/11/1969,20.83,NA,47,NA,NA,NA,11,2.Kalahari-LC-FieldBook-15001-16385.pdf,2050,spring,nocturnal,no,no,NA
15179,KLK,20.44,-25.45,Ptenopus garrulus,M,29/11/1969,21.25,NA,51,35,NA,NA,11,7.Kalahari-LC-FieldBook-18528-19938.pdf,2115,spring,nocturnal,no,no,NA
15180,KLK,20.44,-25.45,Chondrodactylus angulifer,M,29/11/1969,NA,NA,90,69,25.6,27.2,11,5.Kalahari-LC-FieldBook-16426-18493.pdf,NA,spring,nocturnal,no,no,NA
15185,KLI,20.58,-27.01,Chondrodactylus bibronii,F,1/12/1969,20.58,NA,56,57,NA,NA,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2035,summer,nocturnal,no,no,NA
15186,KLI,20.58,-27.01,Chondrodactylus bibronii,F,1/12/1969,21.58,NA,72,51,30.6,30,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2135,summer,nocturnal,no,no,NA
15187,KLI,20.58,-27.01,Chondrodactylus bibronii,M,1/12/1969,21.62,NA,82,71,31.4,29.8,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2137,summer,nocturnal,no,yes,NA
15188,KLI,20.58,-27.01,Chondrodactylus bibronii,F,1/12/1969,21.63,NA,73,70,31.6,29.4,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2138,summer,nocturnal,no,no,NA
15189,KLI,20.58,-27.01,Agama aculeata,M,1/12/1969,18.5,NA,114,175,NA,NA,12,1.Kalahari-RBH-FieldBook 15002-165073,1830,summer,diurnal,yes,no,NA
15201,KLI,21.52,-26.55,Heliobolus lugubris,F,3/12/1969,8.92,NA,57,128,39.3,30,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,855,summer,diurnal,yes,no,NA
15211,KLI,21.38,-26.51,Pachydactylus rugosus,M,3/12/1969,21.92,NA,50,39,25,24.7,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2155,summer,nocturnal,no,no,NA
15212,KLI,21.38,-26.51,Pachydactylus wahlbergii,F,3/12/1969,22.38,NA,57,45,22,22.5,12,2.Kalahari-LC-FieldBook-15001-16385.pdf,2223,summer,nocturnal,no,no,NA
15250,KLI,20.53,-26.48,Pachydactylus capensis,F,4/12/1969,22.5,NA,56,35,NA,NA,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2230,summer,nocturnal,no,no,NA
15260,KLI,20.53,-26.48,Trachylepis occidentalis,F,5/12/1969,9.65,NA,71,112,36.3,29,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,939,summer,diurnal,no,no,NA
15263,KLI,20.37,-26.28,Chondrodactylus bibronii,F,5/12/1969,NA,NA,NA,NA,NA,NA,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,NA,summer,nocturnal,NA,no,NA
15303,KLI,19.56,-27.14,Heliobolus lugubris,M,9/12/1969,NA,NA,49,144,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,summer,diurnal,no,no,NA
15311,KLI,20.35,-28.16,Chondrodactylus bibronii,M,7/12/1969,10.3,NA,NA,NA,NA,NA,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1018,summer,nocturnal,NA,yes,NA
15349,KLI,19.5,-26.33,Trachylepis sparsa,M,10/12/1969,10.2,NA,76,58,32.6,30.6,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1012,summer,diurnal,yes,no,NA
15357,KLI,19.26,-25.31,Chondrodactylus bibronii,F,10/12/1969,21.62,NA,75,51,28.8,28.8,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2137,summer,nocturnal,no,no,NA
15379,KLI,19.26,-25.31,Chondrodactylus bibronii,M,10/12/1969,22.05,NA,75,48,29.9,24,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2203,summer,nocturnal,no,yes,NA
15380,KLI,19.26,-25.31,Chondrodactylus bibronii,M,11/12/1969,7.17,NA,37,34,NA,NA,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,710,summer,nocturnal,no,yes,NA
15398,KLL,20.43,-26.23,Chondrodactylus angulifer,F,11/12/1969,21.92,NA,90,62,NA,27,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2155,summer,nocturnal,no,no,NA
15419,KLL,20.43,-26.23,Meroles suborbitalis,NA,11/12/1969,18.25,NA,29,66,NA,NA,12,5.Kalahari-LC-FieldBook-16426-18493.pdf,1815,summer,diurnal,no,no,NA
15430,KLL,20.43,-26.23,Chondrodactylus angulifer,M,11/12/1969,21.73,NA,94,59,26.5,26.6,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2144,summer,nocturnal,no,no,NA
15436,KLK,20.44,-25.45,Trachylepis sparsa,M,12/12/1969,12.17,NA,54,73,37.5,34.2,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1210,summer,diurnal,no,no,NA
15448,KLK,20.44,-25.45,Trachylepis spilogaster,M,12/12/1969,15.33,NA,75,NA,35.8,34.8,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1520,summer,diurnal,yes,no,NA
15459,KLK,20.44,-25.45,Pedioplanis namaquensis,M,12/12/1969,17.72,NA,50,111,36.2,34,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1743,summer,diurnal,no,no,NA
15467,KLK,20.44,-25.45,Ptenopus garrulus,M,12/12/1969,21.23,NA,44,NA,NA,NA,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,2114,summer,nocturnal,no,no,NA
15483,KLI,19.41,-26.22,Chondrodactylus bibronii,M,13/12/1969,NA,NA,87,63,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,summer,nocturnal,no,no,NA
15494,KLI,22.28,-26.08,Ptenopus garrulus,NA,23/01/1970,20.73,NA,NA,NA,NA,27.8,1,7.Kalahari-LC-FieldBook-18528-19938.pdf,2044,summer,nocturnal,NA,no,NA
15523,KLB,20.27,-27,Agama aculeata,M,16/12/1969,8.72,NA,80,124,38.1,28.5,12,1.Kalahari-RBH-FieldBook 15002-165073,843,summer,diurnal,yes,no,NA
15539,KLM,19.49,-26.22,Acontias kgalagadi,NA,14/12/1969,22.57,NA,NA,NA,NA,NA,12,1.Kalahari-RBH-FieldBook 15002-165073,2234,summer,fossorial,NA,no,NA
15551,KLI,20.53,-27.51,Meroles suborbitalis,NA,17/12/1969,8,NA,29,66,NA,28.7,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,800,summer,diurnal,no,no,NA
15560,KLI,20.53,-27.51,Chondrodactylus angulifer,NA,16/12/1969,20.55,NA,NA,NA,NA,29.6,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2033,summer,nocturnal,NA,no,NA
15571,KLI,20.53,-27.51,Pedioplanis lineoocellata,M,17/12/1969,8.4,NA,63,135,36.7,29.2,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,824,summer,diurnal,yes,no,NA
15579,KLI,22.32,-26.45,Trachylepis spilogaster,F,18/12/1969,16.12,NA,75,41,37.5,36.3,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1607,summer,diurnal,yes,no,NA
15582,KLI,22.32,-26.45,Trachylepis spilogaster,M,18/12/1969,17.67,NA,65,72,35.6,34.2,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1740,summer,diurnal,yes,no,NA
15587,KLI,22.32,-26.45,Heliobolus lugubris,M,19/12/1969,9.08,NA,56,144,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,905,summer,diurnal,yes,no,NA
15588,KLI,22.32,-26.45,Heliobolus lugubris,F,19/12/1969,9.22,NA,61,136,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,913,summer,diurnal,yes,no,NA
15591,KLI,22.32,-26.45,Heliobolus lugubris,M,19/12/1969,9.55,NA,58,147,38.5,25.5,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,933,summer,diurnal,yes,no,NA
15592,KLI,22.32,-26.45,Heliobolus lugubris,F,19/12/1969,9.92,NA,61,115,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,955,summer,diurnal,yes,no,NA
15593,KLI,22.32,-26.45,Heliobolus lugubris,M,18/12/1969,15.77,NA,62,161,37.2,34.6,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1546,summer,diurnal,yes,no,NA
15594,KLI,22.32,-26.45,Heliobolus lugubris,M,19/12/1969,8.67,NA,56,150,35.4,23.2,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,840,summer,diurnal,yes,no,NA
15595,KLI,22.32,-26.45,Heliobolus lugubris,M,19/12/1969,8.92,NA,57,134,38,22.9,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,855,summer,diurnal,yes,no,NA
15597,KLI,22.32,-26.45,Heliobolus lugubris,M,19/12/1969,9.33,NA,54,140,NA,24.2,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,920,summer,diurnal,no,no,NA
15598,KLI,22.32,-26.45,Heliobolus lugubris,F,19/12/1969,9.37,NA,57,133,36.2,25.2,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,922,summer,diurnal,yes,no,NA
15599,KLI,22.32,-26.45,Heliobolus lugubris,F,19/12/1969,9.75,NA,58,133,40,26.6,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,945,summer,diurnal,yes,no,NA
15603,KLI,22.31,-26.19,Heliobolus lugubris,F,20/12/1969,11.85,NA,60,115,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1151,summer,diurnal,yes,no,NA
15604,KLI,22.31,-26.19,Heliobolus lugubris,M,20/12/1969,11.88,NA,54,146,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1153,summer,diurnal,no,no,NA
15613,KLI,22.27,-26.2,Pachydactylus capensis,F,19/12/1969,NA,NA,62,61,NA,NA,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,NA,summer,nocturnal,no,no,NA
15618,KLT,22.28,-26.08,Pachydactylus wahlbergii,F,20/12/1969,22.08,NA,56,49,25.2,25.3,12,2.Kalahari-LC-FieldBook-15001-16385.pdf,2205,summer,nocturnal,no,no,NA
15621,KLI,21.48,-27.04,Ptenopus garrulus,F,21/12/1969,21.42,NA,50,NA,NA,27,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,2125,summer,nocturnal,no,no,NA
15622,KLI,21.48,-27.04,Chondrodactylus angulifer,M,21/12/1969,21.62,NA,92,70,26.4,26.3,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2137,summer,nocturnal,no,no,NA
15626,KLI,21.48,-27.04,Heliobolus lugubris,M,22/12/1969,9.57,NA,55,144,38.4,30,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,934,summer,diurnal,no,no,NA
15641,KLA,20.43,-27.22,Chondrodactylus angulifer,M,26/12/1969,22.25,NA,38,30,NA,24.6,12,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2215,summer,nocturnal,no,no,NA
15682,KLA,20.43,-27.22,Ptenopus garrulus,F,26/12/1969,22.07,NA,47,31,NA,25.6,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,2204,summer,nocturnal,no,no,NA
15716,KLB,20.27,-27,Agama aculeata,F,28/12/1969,17.08,NA,88,108,39,37.9,12,2.Kalahari-LC-FieldBook-15001-16385.pdf,1705,summer,diurnal,yes,no,NA
15739,KLM,19.49,-26.22,Pachydactylus capensis,F,29/12/1969,23.52,NA,51,49,NA,31.4,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2331,summer,nocturnal,no,no,NA
15762,KLM,19.49,-26.22,Trachylepis sparsa,F,30/12/1969,17.35,NA,51,72,NA,36.9,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1721,summer,diurnal,no,no,NA
15769,KLM,19.49,-26.22,Chondrodactylus angulifer,F,30/12/1969,21.62,NA,92,37,28.2,28.4,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2137,summer,nocturnal,no,no,NA
15773,KLM,19.49,-26.22,Chondrodactylus angulifer,M,30/12/1969,22.17,NA,105,73,28.6,28.5,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2210,summer,nocturnal,no,no,NA
15779,KLA,20.43,-27.22,Meroles suborbitalis,M,1/01/1970,15.72,NA,35,68,NA,33.6,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1543,summer,diurnal,no,no,NA
15812,KLA,20.43,-27.22,Nucras tessellata,M,2/01/1970,9.75,NA,67,162,34.2,26.4,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,945,summer,diurnal,yes,no,NA
15866,KLG,22.16,-28.13,Chondrodactylus angulifer,M,3/01/1970,21.6,NA,84,51,23,25.6,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2136,summer,nocturnal,no,no,NA
15874,KLG,22.16,-28.13,Pachydactylus capensis,M,3/01/1970,21.5,NA,55,32,NA,25.4,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2130,summer,nocturnal,no,no,NA
15882,KLG,22.16,-28.13,Pedioplanis lineoocellata,F,4/01/1970,10.02,NA,20,36,NA,29.3,1,7.Kalahari-LC-FieldBook-18528-19938.pdf,1001,summer,diurnal,no,no,NA
15914,KLG,22.16,-28.13,Meroles suborbitalis,J,4/01/1970,15.97,NA,33,74,NA,32.8,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1558,summer,diurnal,no,no,NA
15916,KLG,22.16,-28.13,Meroles suborbitalis,J,4/01/1970,16.97,NA,29,65,NA,31.8,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1658,summer,diurnal,no,no,NA
15923,KLG,22.16,-28.13,Pachydactylus wahlbergii,M,4/01/1970,21.07,NA,46,NA,NA,25.8,1,2.Kalahari-LC-FieldBook-15001-16385.pdf,2104,summer,nocturnal,no,no,NA
15924,KLG,22.16,-28.13,Chondrodactylus angulifer,F,4/01/1970,21.2,NA,41,28,NA,25.4,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2112,summer,nocturnal,no,no,NA
15980,KLT,22.28,-26.08,Pachydactylus capensis,F,7/01/1970,17.63,NA,55,NA,NA,NA,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1738,summer,nocturnal,no,no,NA
15985,KLT,22.28,-26.08,Pachydactylus wahlbergii,M,7/01/1970,20.58,NA,46,45,NA,28.2,1,1.Kalahari-RBH-FieldBook 15002-165073,2035,summer,nocturnal,no,no,NA
15991,KLT,22.28,-26.08,Chondrodactylus angulifer,F,7/01/1970,22.15,NA,98,47,27.7,28.8,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,2209,summer,nocturnal,no,no,NA
15995,KLT,22.28,-26.08,Ptenopus garrulus,F,7/01/1970,22.97,NA,53,33,NA,27.9,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,2258,summer,nocturnal,no,no,NA
16030,KLD,21.54,-27.17,Chondrodactylus angulifer,F,8/01/1970,21.17,NA,40,31,NA,30.6,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,2110,summer,nocturnal,no,no,NA
16032,KLD,21.54,-27.17,Pedioplanis lineoocellata,F,9/01/1970,7.97,NA,57,116,NA,30.4,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,758,summer,diurnal,yes,no,NA
16043,KLD,21.54,-27.17,Chondrodactylus angulifer,M,9/01/1970,20.75,NA,96,71,31.5,31.4,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,2045,summer,nocturnal,no,no,NA
16044,KLD,21.54,-27.17,Chondrodactylus angulifer,M,9/01/1970,20.85,NA,108,55,29.1,31.2,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,2051,summer,nocturnal,no,no,NA
16058,KLD,21.54,-27.17,Meroles suborbitalis,M,10/01/1970,8.25,NA,33,77,NA,29.7,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,815,summer,diurnal,no,no,NA
16081,KLD,21.54,-27.17,Chondrodactylus angulifer,F,21/01/1970,21.58,18.2,89,68,28.2,29,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2135,summer,nocturnal,no,no,NA
16095,KLD,21.54,-27.17,Meroles suborbitalis,NA,22/01/1970,9,0.5,34,80,NA,30.8,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,900,summer,diurnal,no,no,NA
16113,KLI,23.34,-27.25,Pachydactylus capensis,F,20/01/1970,NA,6.7,67,56,NA,NA,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,summer,nocturnal,no,no,NA
16183,KLT,22.28,-26.08,Pedioplanis namaquensis,F,23/01/1970,8.77,2.2,52,90,NA,31.1,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,846,summer,diurnal,no,no,NA
16195,KLT,22.28,-26.08,Heliobolus lugubris,NA,23/01/1970,9.13,5,57,151,39.5,31.7,1,2.Kalahari-LC-FieldBook-15001-16385.pdf,908,summer,diurnal,yes,no,NA
16202,KLT,22.28,-26.08,Nucras tessellata,NA,23/01/1970,17.83,5.5,66,162,NA,NA,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1750,summer,diurnal,no,no,NA
16280,KLT,22.28,-26.08,Ptenopus garrulus,M,23/01/1970,21.45,0.1,26,18,NA,NA,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,2127,summer,nocturnal,no,no,NA
16334,KLG,22.16,-28.13,Ptenopus garrulus,F,26/01/1970,18.5,1.5,45,34,33.7,31,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1830,summer,nocturnal,no,no,NA
16425,KLA,20.43,-27.22,Chondrodactylus angulifer,F,28/01/1970,22.18,24,94,68,28.2,28.2,1,5.Kalahari-LC-FieldBook-16426-18493.pdf,2211,summer,nocturnal,no,no,NA
16440,KLA,20.43,-27.22,Trachylepis punctulata,NA,29/01/1970,8.83,1,41,NA,NA,NA,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,850,summer,diurnal,yes,no,NA
16459,KLA,20.43,-27.22,Nucras tessellata,M,29/01/1970,10.17,3.7,62,NA,NA,34.2,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1010,summer,diurnal,no,no,NA
16464,KLA,20.43,-27.22,Nucras tessellata,M,29/01/1970,10.67,6,70,NA,41,34.6,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1040,summer,diurnal,yes,no,NA
16468,KLA,20.43,-27.22,Nucras tessellata,F,29/01/1970,11.33,3,63,158,NA,35.6,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1120,summer,diurnal,no,no,NA
16477,KLA,20.43,-27.22,Trachylepis occidentalis,F,29/01/1970,10.23,16.5,91,135,NA,NA,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1014,summer,diurnal,yes,no,NA
16480,KLA,20.43,-27.22,Trachylepis punctulata,NA,29/01/1970,10.83,1,40,67,NA,35.2,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1050,summer,diurnal,yes,no,NA
16481,KLA,20.43,-27.22,Trachylepis punctulata,NA,29/01/1970,10.95,0.3,30,NA,NA,36.1,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1057,summer,diurnal,no,no,NA
16486,KLA,20.43,-27.22,Trachylepis punctulata,M,29/01/1970,19.28,0.7,36,62,NA,35,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1917,summer,diurnal,no,no,NA
16491,KLA,20.43,-27.22,Trachylepis punctulata,NA,29/01/1970,19.18,1,39,58,NA,35,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1911,summer,diurnal,yes,no,NA
16502,KLA,20.43,-27.22,Nucras tessellata,NA,31/01/1970,9.38,0.3,32,66,NA,30.8,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,923,summer,diurnal,no,no,NA
16517,KLA,20.43,-27.22,Pedioplanis lineoocellata,M,30/01/1970,8.63,5.2,64,118,36.3,30.1,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,838,summer,diurnal,yes,no,NA
16522,KLA,20.43,-27.22,Nucras tessellata,F,30/01/1970,9.75,3,66,148,41.8,33,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,945,summer,diurnal,no,no,NA
16524,KLA,20.43,-27.22,Pedioplanis lineoocellata,F,30/01/1970,10.75,3.5,56,105,NA,34.3,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1045,summer,diurnal,yes,no,NA
16546,KLA,20.43,-27.22,Trachylepis occidentalis,M,30/01/1970,8.82,8.2,73,75,37.1,30.4,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,849,summer,diurnal,no,no,NA
16552,KLA,20.43,-27.22,Nucras tessellata,M,30/01/1970,10.67,6,71,177,NA,34.7,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1040,summer,diurnal,yes,no,NA
16554,KLA,20.43,-27.22,Nucras tessellata,NA,30/01/1970,11.33,0.3,34,NA,NA,34.8,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1120,summer,diurnal,no,no,NA
16574,KLA,20.43,-27.22,Nucras tessellata,M,31/01/1970,8.92,5.2,68,173,NA,29,1,4.Kalahari-RBH-FieldBook-16113-18503.pdf,855,summer,diurnal,yes,no,NA
16588,KLB,20.27,-27,Trachylepis occidentalis,F,1/02/1970,9.62,14.7,87,143,NA,29.5,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,937,summer,diurnal,yes,no,NA
16616,KLB,20.27,-27,Chondrodactylus bibronii,F,31/01/1970,21.08,10.2,69,74,37.4,29.7,1,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2105,summer,nocturnal,no,no,NA
16629,KLB,20.27,-27,Chondrodactylus angulifer,F,1/02/1970,21.25,14,85,65,24.4,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2115,summer,nocturnal,no,no,NA
16632,KLB,20.27,-27,Nucras tessellata,NA,1/02/1970,10.37,NA,NA,NA,NA,32,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1022,summer,diurnal,yes,no,NA
16637,KLB,20.27,-27,Nucras tessellata,NA,1/02/1970,10.93,5.5,67,NA,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1056,summer,diurnal,yes,no,NA
16645,KLB,20.27,-27,Chondrodactylus angulifer,M,1/02/1970,21.83,23.5,93,69,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2150,summer,nocturnal,no,no,NA
16681,KLB,20.27,-27,Chondrodactylus bibronii,M,2/02/1970,NA,0.3,30,27,NA,NA,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,summer,nocturnal,no,no,NA
16796,KLL,20.43,-26.23,Chondrodactylus bibronii,NA,4/02/1970,11.58,24.2,89,90,25.2,25,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1135,summer,nocturnal,no,no,NA
16875,KLL,20.43,-26.23,Pachydactylus rugosus,M,3/02/1970,21.5,NA,NA,NA,NA,23.5,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2130,summer,nocturnal,NA,no,NA
16904,KLK,20.44,-25.45,Chondrodactylus bibronii,F,5/02/1970,21.22,11.7,79,60,NA,25.6,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2113,summer,nocturnal,no,no,NA
17025,KLK,20.44,-25.45,Chondrodactylus bibronii,NA,6/02/1970,21.5,12,76,NA,26.9,26.3,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2130,summer,nocturnal,no,no,NA
17053,KLB,20.27,-27,Trachylepis sparsa,J,8/02/1970,9.9,1,32,56,NA,NA,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,954,summer,diurnal,no,no,NA
17086,KLB,20.27,-27,Trachylepis sparsa,NA,8/02/1970,10.17,1.7,40,46,NA,28.1,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1010,summer,diurnal,no,no,NA
17124,KLB,20.27,-27,Pedioplanis lineoocellata,F,9/02/1970,9.03,7.2,59,NA,NA,26,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,902,summer,diurnal,yes,no,NA
17246,KLM,19.49,-26.22,Trachylepis punctulata,M,11/02/1970,9.83,1.2,42,55,NA,30.3,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,950,summer,diurnal,yes,no,NA
17246,KLM,19.49,-26.22,Trachylepis punctulata,M,11/02/1970,9.83,1.2,42,55,NA,30.3,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,950,summer,diurnal,yes,no,NA
17250,KLM,19.49,-26.22,Trachylepis punctulata,M,11/02/1970,11.58,1.5,44,62,NA,37.1,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1135,summer,diurnal,yes,no,NA
17250,KLM,19.49,-26.22,Trachylepis punctulata,M,11/02/1970,11.58,1.5,44,62,NA,37.1,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1135,summer,diurnal,yes,no,NA
17275,KLA,20.43,-27.22,Heliobolus lugubris,M,13/02/1970,10.5,NA,56,174,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1030,summer,diurnal,yes,no,NA
17279,KLA,20.43,-27.22,Pedioplanis lineoocellata,NA,13/02/1970,NA,NA,NA,NA,NA,NA,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,NA,summer,diurnal,NA,no,NA
17299,KLA,20.43,-27.22,Pedioplanis lineoocellata,J,13/02/1970,9.92,1,46,NA,NA,32.4,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,955,summer,diurnal,no,no,NA
