number,site,long,lat,species,sex,date,time,wt,svl,tail,bt,at,month,note_book,time_orig,season,diel,adult,dug,total_v
21623,KLR,22.06,-28.14,Pedioplanis lineoocellata,F,12/10/1970,13.48,2.4,48,NA,38.1,22.9,10,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1329,spring,diurnal,no,no,0.125
21669,KLR,22.06,-28.14,Meroles suborbitalis,M,13/10/1970,17.05,4.1,54,122,35.6,28.3,10,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1703,spring,diurnal,yes,no,0.125
18990,KLT,22.28,-26.08,Acontias kgalagadi,J,18/04/1970,NA,0.3,78,12,NA,NA,4,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.1235
17416,KLT,22.28,-26.08,Acontias kgalagadi,J,20/02/1970,9.27,0.5,87,13,NA,NA,2,1.Kalahari-RBH-FieldBook 15002-165073,916,summer,fossorial,no,no,0.122
21306,KLX,21.25,-27.22,Meroles suborbitalis,F,2/10/1970,12.8,5.3,58,125,NA,28.1,10,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1248,spring,diurnal,yes,no,0.122
21640,KLR,22.06,-28.14,Acontias kgalagadi,F,12/10/1970,NA,1.3,104,14,NA,NA,10,1.Kalahari-RBH-FieldBook 15002-165073,NA,spring,fossorial,no,no,0.122
21062,KLX,21.25,-27.22,Trachylepis sparsa,F,23/09/1970,16.6,3.9,60,NA,NA,NA,9,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1636,spring,diurnal,no,no,0.121
21493,KLD,21.54,-27.17,Ptenopus garrulus,M,7/10/1970,20.72,1.7,43,30,NA,NA,10,8.Kalahari-RBH-FieldBook-19961-21537.pdf,2043,spring,nocturnal,no,no,0.121
15131,KLK,20.44,-25.45,Trachylepis sparsa,F,30/11/1969,11.08,NA,90,92,33.5,34.1,11,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1105,spring,diurnal,yes,no,0.12
15947,KLT,22.28,-26.08,Pedioplanis lineoocellata,M,6/01/1970,18.67,NA,59,110,NA,36.5,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1840,summer,diurnal,yes,no,0.12
16188,KLT,22.28,-26.08,Pedioplanis namaquensis,M,23/01/1970,10.03,3,55,92,36.8,32.7,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1002,summer,diurnal,yes,no,0.12
17346,NA,21.25,-27.22,Pedioplanis lineoocellata,NA,19/02/1970,10.3,6,60,105,NA,NA,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1018,summer,diurnal,yes,no,0.12
17749,KLD,21.54,-27.17,Heliobolus lugubris,J,24/02/1970,9.58,1.5,40,95,NA,NA,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,935,summer,diurnal,no,no,0.12
18344,KLL,20.43,-26.23,Meroles suborbitalis,M,12/03/1970,11.22,4.7,61,NA,34.9,30.4,3,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1113,autumn,diurnal,yes,no,0.12
18361,KLL,20.43,-26.23,Meroles suborbitalis,M,12/03/1970,11.25,4.5,60,NA,35.6,31.6,3,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1115,autumn,diurnal,yes,no,0.12
18415,KLK,20.44,-25.45,Chondrodactylus angulifer,M,12/03/1970,20.85,3.5,50,42,23.4,23.8,3,5.Kalahari-LC-FieldBook-16426-18493.pdf,2051,autumn,nocturnal,no,no,0.12
18715,KLX,21.25,-27.22,Trachylepis sparsa,F,13/04/1970,9.17,5.2,61,96,34.6,24.8,4,8.Kalahari-RBH-FieldBook-19961-21537.pdf,910,autumn,diurnal,no,no,0.12
18752,KLX,21.25,-27.22,Trachylepis sparsa,F,13/04/1970,10.75,3,52,80,36.4,29.6,4,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1045,autumn,diurnal,no,no,0.12
18802,KLX,21.25,-27.22,Agama aculeata,M,14/04/1970,11.68,2.7,42,NA,35.1,28.4,4,2.Kalahari-LC-FieldBook-15001-16385.pdf,1141,autumn,diurnal,no,no,0.12
19194,KLR,22.06,-28.14,Pachydactylus capensis,M,28/04/1970,17.48,4.5,60,NA,18.4,16.3,4,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1729,autumn,nocturnal,no,no,0.12
19233,KLA,20.43,-27.22,Meroles suborbitalis,M,7/05/1970,14.83,4.7,58,134,34,21.3,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1450,autumn,diurnal,yes,no,0.12
19570,KLB,20.27,-27,Meroles suborbitalis,M,15/05/1970,NA,5.5,63,NA,36.4,NA,5,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,autumn,diurnal,yes,no,0.12
19626,KLX,21.25,-27.22,Agama aculeata,M,21/05/1970,11.33,4.7,52,66,35.2,23.8,5,2.Kalahari-LC-FieldBook-15001-16385.pdf,1120,autumn,diurnal,no,no,0.12
19851,KLR,22.06,-28.14,Meroles suborbitalis,M,26/05/1970,13.08,4,55,126,32.8,20.1,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1305,autumn,diurnal,yes,no,0.12
20014,KLA,20.43,-27.22,Trachylepis sparsa,M,3/07/1970,14.5,8,71,116,29.6,24.3,7,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1430,winter,diurnal,no,no,0.12
20252,KLX,21.25,-27.22,Trachylepis sparsa,F,12/07/1970,13.57,4.7,58,NA,30.1,24.4,7,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1334,winter,diurnal,no,no,0.12
20452,KLL,20.43,-26.23,Meroles suborbitalis,M,6/08/1970,14.77,4,58,NA,34.2,23.1,8,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1446,winter,diurnal,yes,no,0.12
20655,KLT,22.28,-26.08,Trachylepis spilogaster,F,20/08/1970,11.8,5.6,67,NA,NA,NA,8,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1148,winter,diurnal,yes,no,0.12
20927,KLR,22.06,-28.14,Meroles suborbitalis,F,16/09/1970,16.17,6.3,62,NA,NA,NA,9,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1610,spring,diurnal,yes,no,0.12
21268,KLD,21.54,-27.17,Meroles suborbitalis,F,28/09/1970,15.58,4.2,58,NA,38.1,28.9,9,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1535,spring,diurnal,yes,no,0.12
21323,KLX,21.25,-27.22,Trachylepis sparsa,F,2/10/1970,16.58,4.4,58,91,36.3,37.7,10,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1635,spring,diurnal,no,no,0.12
21549,KLG,22.16,-28.13,Pachydactylus capensis,M,10/10/1970,NA,1.6,38,NA,NA,NA,10,5.Kalahari-LC-FieldBook-16426-18493.pdf,NA,spring,nocturnal,no,yes,0.12
19241,KLA,20.43,-27.22,Acontias kgalagadi,J,7/05/1970,NA,1,89,14,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.118
17673,KLT,22.28,-26.08,Acontias kgalagadi,M,22/02/1970,10.75,2,124,20,NA,NA,2,2.Kalahari-LC-FieldBook-15001-16385.pdf,1045,summer,fossorial,no,no,0.1165
15305,KLI,19.56,-27.14,Trachylepis sparsa,F,9/12/1969,NA,NA,73,113,NA,NA,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,NA,summer,diurnal,yes,no,0.115
15367,KLL,20.43,-26.23,Pedioplanis lineoocellata,F,11/12/1969,17.58,NA,58,115,38.4,34.8,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,1735,summer,diurnal,yes,no,0.115
15368,KLL,20.43,-26.23,Pedioplanis namaquensis,F,11/12/1969,17.75,NA,54,115,40,35.8,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,1745,summer,diurnal,yes,no,0.115
15463,KLK,20.44,-25.45,Pedioplanis namaquensis,M,12/12/1969,18.57,NA,46,84,36.4,33.6,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1834,summer,diurnal,no,no,0.115
16211,KLT,22.28,-26.08,Ptenopus garrulus,NA,23/01/1970,18.8,1.7,43,NA,NA,27.8,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1848,summer,nocturnal,no,no,0.115
16515,KLA,20.43,-27.22,Pedioplanis lineoocellata,M,30/01/1970,7.75,4.7,58,127,37.6,28.7,1,7.Kalahari-LC-FieldBook-18528-19938.pdf,745,summer,diurnal,yes,no,0.115
16538,KLA,20.43,-27.22,Trachylepis punctulata,M,30/01/1970,7.25,0.7,32,NA,NA,NA,1,8.Kalahari-RBH-FieldBook-19961-21537.pdf,715,summer,diurnal,no,no,0.115
16644,KLB,20.27,-27,Chondrodactylus angulifer,F,1/02/1970,21.5,20,90,67,24.9,24.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2130,summer,nocturnal,no,no,0.115
16862,KLL,20.43,-26.23,Trachylepis sparsa,F,4/02/1970,NA,10,78,NA,NA,NA,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,NA,summer,diurnal,yes,no,0.115
16919,KLK,20.44,-25.45,Ptenopus garrulus,F,5/02/1970,20.5,1.5,48,30,NA,27.4,2,10.Kalahari-FieldBook-33412-21717.pdf,2030,summer,nocturnal,no,no,0.115
17238,KLM,19.49,-26.22,Ptenopus garrulus,F,10/02/1970,23.67,2.2,49,32,NA,NA,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,2340,summer,nocturnal,no,no,0.115
17344,KLX,21.25,-27.22,Meroles suborbitalis,F,19/02/1970,10.12,2.5,50,67,36,28.8,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1007,summer,diurnal,no,no,0.115
17759,KLD,21.54,-27.17,Chondrodactylus angulifer,F,24/02/1970,20.87,25.2,100,69,30.1,29.6,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,2052,summer,nocturnal,no,no,0.115
17779,KLD,21.54,-27.17,Ptenopus garrulus,F,23/02/1970,20.98,3.7,52,NA,NA,28.5,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,2059,summer,nocturnal,no,no,0.115
17830,KLD,21.54,-27.17,Pedioplanis lineoocellata,M,24/02/1970,11.42,5,62,138,NA,33.8,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1125,summer,diurnal,yes,no,0.115
17909,KLG,22.16,-28.13,Pedioplanis lineoocellata,F,26/02/1970,11.35,5,60,NA,NA,37,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1121,summer,diurnal,yes,no,0.115
18536,KLA,20.43,-27.22,Meroles suborbitalis,F,2/04/1970,10.3,4,60,131,36,31.6,4,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1018,autumn,diurnal,yes,no,0.115
18557,KLA,20.43,-27.22,Meroles suborbitalis,M,3/04/1970,10,4.5,58,135,36.4,28.3,4,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1000,autumn,diurnal,yes,no,0.115
19038,KLG,22.16,-28.13,Pedioplanis lineoocellata,M,22/04/1970,15.47,1.7,37,75,35.6,26.8,4,7.Kalahari-LC-FieldBook-18528-19938.pdf,1528,autumn,diurnal,no,no,0.115
19245,KLA,20.43,-27.22,Meroles suborbitalis,M,7/05/1970,12.07,5,61,141,34.3,18.8,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1204,autumn,diurnal,yes,no,0.115
19322,KLL,20.43,-26.23,Acontias kgalagadi,J,11/05/1970,NA,1.3,110,17,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.115
19708,KLT,22.28,-26.08,Ptenopus garrulus,M,22/05/1970,NA,1.3,40,30,NA,NA,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,NA,autumn,nocturnal,no,no,0.115
19848,KLT,22.28,-26.08,Trachylepis spilogaster,F,24/05/1970,13.25,7.5,70,NA,34.8,29.3,5,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1315,autumn,diurnal,yes,no,0.115
20193,KLB,20.27,-27,Trachylepis sparsa,J,8/07/1970,15.18,1.3,38,69,NA,26.4,7,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1511,winter,diurnal,no,no,0.115
20276,KLT,22.28,-26.08,Trachylepis spilogaster,F,15/07/1970,14.98,6,67,NA,32.3,22.7,7,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1459,winter,diurnal,yes,no,0.115
20694,KLG,22.16,-28.13,Pedioplanis lineoocellata,M,23/08/1970,16.05,1.8,45,NA,32.8,17.3,8,7.Kalahari-LC-FieldBook-18528-19938.pdf,1603,winter,diurnal,no,no,0.115
20745,KLI,19.5,-26.33,Meroles suborbitalis,M,2/09/1970,12.63,4.3,56,NA,34.8,20.6,9,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1238,spring,diurnal,yes,no,0.115
20842,KLL,20.43,-26.23,Meroles suborbitalis,M,10/09/1970,14.55,4.4,60,NA,NA,NA,9,5.Kalahari-LC-FieldBook-16426-18493.pdf,1433,spring,diurnal,yes,no,0.115
20935,KLA,20.43,-27.22,Pachydactylus capensis,F,21/09/1970,20.67,3.3,51,56,24.3,25.8,9,5.Kalahari-LC-FieldBook-16426-18493.pdf,2040,spring,nocturnal,no,no,0.115
21322,KLX,21.25,-27.22,Trachylepis sparsa,F,2/10/1970,16.58,4.9,63,NA,37.4,37.7,10,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1635,spring,diurnal,no,no,0.115
21325,KLX,21.25,-27.22,Trachylepis sparsa,M,2/10/1970,16.58,2.6,51,NA,NA,37.7,10,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1635,spring,diurnal,no,no,0.115
21520,KLD,21.54,-27.17,Pedioplanis lineoocellata,M,8/10/1970,13.12,5.4,62,NA,NA,NA,10,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1307,spring,diurnal,yes,no,0.115
21689,KLI,21.32,-27.58,Pedioplanis lineoocellata,F,14/10/1970,17.25,2.6,46,97,NA,NA,10,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1715,spring,diurnal,no,no,0.115
19220,KLA,20.43,-27.22,Acontias kgalagadi,F,7/05/1970,NA,1.5,113,18,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.1145
19346,KLL,20.43,-26.23,Acontias kgalagadi,J,11/05/1970,12.12,0.7,86,12,NA,NA,5,1.Kalahari-RBH-FieldBook 15002-165073,1207,autumn,fossorial,no,no,0.112
20352,KLA,20.43,-27.22,Acontias gariepensis,J,1/08/1970,NA,0.3,100,17,NA,NA,8,1.Kalahari-RBH-FieldBook 15002-165073,NA,winter,fossorial,no,no,0.112
18987,KLT,22.28,-26.08,Acontias kgalagadi,J,18/04/1970,NA,0.5,71,11,NA,NA,4,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.111
15066,KLL,20.43,-26.23,Meroles suborbitalis,F,28/11/1969,13.62,NA,59,105,37,29.4,11,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1337,spring,diurnal,yes,no,0.11
15070,KLL,20.43,-26.23,Pedioplanis namaquensis,F,28/11/1969,10.25,NA,50,NA,38.6,26,11,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1015,spring,diurnal,no,no,0.11
15207,KLI,21.38,-26.51,Pedioplanis lineoocellata,M,3/12/1969,17.52,NA,55,137,38,33.4,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1731,summer,diurnal,no,no,0.11
15468,KLK,20.44,-25.45,Chondrodactylus angulifer,F,12/12/1969,21.67,NA,95,45,35,22.2,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2140,summer,nocturnal,no,no,0.11
15474,KLK,20.44,-25.45,Pedioplanis lineoocellata,M,12/12/1969,17.82,NA,54,124,38.6,34.6,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,1749,summer,diurnal,no,no,0.11
15489,KLM,19.49,-26.22,Pedioplanis lineoocellata,M,14/12/1969,NA,NA,49,115,NA,NA,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,NA,summer,diurnal,no,no,0.11
15501,KLM,19.49,-26.22,Pedioplanis lineoocellata,M,14/12/1969,NA,NA,57,NA,NA,NA,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,NA,summer,diurnal,yes,no,0.11
15509,KLM,19.49,-26.22,Pedioplanis lineoocellata,M,14/12/1969,17.9,NA,58,123,38.9,33.1,12,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1754,summer,diurnal,yes,no,0.11
15526,KLB,20.27,-27,Trachylepis sparsa,F,16/12/1969,9.25,NA,78,53,34.8,30,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,915,summer,diurnal,yes,no,0.11
15577,KLI,22.32,-26.45,Trachylepis spilogaster,F,18/12/1969,15.97,NA,78,69,NA,35.8,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1558,summer,diurnal,yes,no,0.11
15685,KLA,20.43,-27.22,Meroles suborbitalis,NA,27/12/1969,9.88,NA,43,106,NA,NA,12,3.Kalahari-ERP-FieldBook-16074-18527.pdf,953,summer,diurnal,no,no,0.11
16027,KLD,21.54,-27.17,Pedioplanis lineoocellata,M,8/01/1970,18.08,NA,60,149,38.8,36,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1805,summer,diurnal,yes,no,0.11
16073,KLD,21.54,-27.17,Pedioplanis lineoocellata,M,10/01/1970,10.28,NA,63,155,38.7,33.8,1,7.Kalahari-LC-FieldBook-18528-19938.pdf,1017,summer,diurnal,yes,no,0.11
16077,KLD,21.54,-27.17,Pedioplanis lineoocellata,F,21/01/1970,18,5.5,60,123,39.8,36,1,7.Kalahari-LC-FieldBook-18528-19938.pdf,1800,summer,diurnal,yes,no,0.11
16097,KLT,22.28,-26.08,Ptenopus garrulus,M,22/01/1970,20.42,2.7,53,37,NA,30.5,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,2025,summer,nocturnal,no,no,0.11
16877,KLK,20.44,-25.45,Pedioplanis namaquensis,F,5/02/1970,15.33,2.7,49,70,NA,31.3,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1520,summer,diurnal,no,no,0.11
16891,KLK,20.44,-25.45,Pedioplanis namaquensis,M,5/02/1970,16.92,2.2,50,NA,38.2,31.6,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1655,summer,diurnal,no,no,0.11
16916,KLK,20.44,-25.45,Pedioplanis namaquensis,M,5/02/1970,17.27,3.2,54,143,NA,NA,2,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1716,summer,diurnal,yes,no,0.11
17389,KLX,21.25,-27.22,Meroles suborbitalis,F,19/02/1970,10.42,2.7,48,93,NA,28.3,2,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1025,summer,diurnal,no,no,0.11
17884,KLG,22.16,-28.13,Meroles suborbitalis,F,25/02/1970,10.43,3.5,53,120,38.9,35.4,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1026,summer,diurnal,yes,no,0.11
18422,KLK,20.44,-25.45,Chondrodactylus bibronii,M,12/03/1970,20.15,3.5,52,NA,28.4,25.5,3,3.Kalahari-ERP-FieldBook-16074-18527.pdf,2009,autumn,nocturnal,no,no,0.11
18483,KLK,20.44,-25.45,Trachylepis sparsa,M,13/03/1970,10.7,17.2,91,144,34,31.3,3,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1042,autumn,diurnal,yes,no,0.11
18588,KLA,20.43,-27.22,Meroles suborbitalis,M,3/04/1970,10.9,3.5,56,128,35.8,29.6,4,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1054,autumn,diurnal,yes,no,0.11
18791,KLX,21.25,-27.22,Meroles suborbitalis,M,14/04/1970,11.43,3.7,55,124,NA,28.4,4,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1126,autumn,diurnal,yes,no,0.11
18889,KLT,22.28,-26.08,Trachylepis spilogaster,M,16/04/1970,17.08,3.7,55,NA,NA,28.6,4,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1705,autumn,diurnal,no,no,0.11
19192,KLR,22.06,-28.14,Meroles suborbitalis,M,28/04/1970,17.1,4.5,58,132,32.9,27.2,4,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1706,autumn,diurnal,yes,no,0.11
19288,KLL,20.43,-26.23,Meroles suborbitalis,F,10/05/1970,15.88,2,48,NA,NA,22.9,5,5.Kalahari-LC-FieldBook-16426-18493.pdf,1553,autumn,diurnal,no,no,0.11
19881,KLR,22.06,-28.14,Meroles suborbitalis,M,26/05/1970,14.37,3.7,56,NA,34.5,21.7,5,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1422,autumn,diurnal,yes,no,0.11
20310,KLD,21.54,-27.17,Meroles suborbitalis,F,17/07/1970,NA,2.5,54,NA,NA,NA,7,3.Kalahari-ERP-FieldBook-16074-18527.pdf,NA,winter,diurnal,yes,no,0.11
20314,KLR,22.06,-28.14,Pachydactylus capensis,M,19/07/1970,11.5,3.5,56,57,NA,NA,7,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1130,winter,nocturnal,no,yes,0.11
20443,KLL,20.43,-26.23,Meroles suborbitalis,M,6/08/1970,13.92,4.5,60,NA,NA,22.4,8,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1355,winter,diurnal,yes,no,0.11
20598,KLX,21.25,-27.22,Trachylepis sparsa,M,16/08/1970,16.98,2.8,55,NA,36.7,22.1,8,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1659,winter,diurnal,no,no,0.11
20722,KLR,22.06,-28.14,Meroles suborbitalis,M,29/08/1970,13.78,4.4,58,NA,33.9,19.4,8,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1347,winter,diurnal,yes,no,0.11
20838,KLL,20.43,-26.23,Meroles suborbitalis,M,10/09/1970,13.95,4.1,56,NA,NA,18.3,9,5.Kalahari-LC-FieldBook-16426-18493.pdf,1357,spring,diurnal,yes,no,0.11
20977,KLA,20.43,-27.22,Pedioplanis lineoocellata,F,20/09/1970,15.67,1.4,41,87,37.1,36.3,9,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1540,spring,diurnal,no,no,0.11
21237,KLT,22.28,-26.08,Pedioplanis lineoocellata,NA,27/09/1970,14.83,3.4,52,114,36.8,26.4,9,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1450,spring,diurnal,no,no,0.11
21418,KLT,22.28,-26.08,Trachylepis spilogaster,F,5/10/1970,12.22,6.4,73,NA,35.9,34,10,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1213,spring,diurnal,yes,no,0.11
21582,KLG,22.16,-28.13,Pedioplanis lineoocellata,M,11/10/1970,11.05,3,51,NA,35.1,24.1,10,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1103,spring,diurnal,no,no,0.11
19981,KLA,20.43,-27.22,Acontias kgalagadi,J,3/07/1970,NA,1,83,13,NA,NA,7,1.Kalahari-RBH-FieldBook 15002-165073,NA,winter,fossorial,no,no,0.1095
20109,KLK,20.44,-25.45,Acontias kgalagadi,M,6/07/1970,NA,1.7,128,20,NA,NA,7,1.Kalahari-RBH-FieldBook 15002-165073,NA,winter,fossorial,yes,no,0.109
18668,KLB,20.27,-27,Acontias gariepensis,M,6/04/1970,11.12,1,98,20,NA,NA,4,1.Kalahari-RBH-FieldBook 15002-165073,1107,autumn,fossorial,no,no,0.108
19672,KLX,21.25,-27.22,Acontias kgalagadi,J,21/05/1970,NA,0.5,89,14,NA,NA,5,2.Kalahari-LC-FieldBook-15001-16385.pdf,NA,autumn,fossorial,no,no,0.108
20402,KLA,20.43,-27.22,Acontias gariepensis,F,4/08/1970,NA,1.5,122,21,NA,NA,8,1.Kalahari-RBH-FieldBook 15002-165073,NA,winter,fossorial,yes,no,0.108
19004,KLT,22.28,-26.08,Acontias kgalagadi,J,18/04/1970,NA,1,84,12,NA,NA,4,1.Kalahari-RBH-FieldBook 15002-165073,NA,autumn,fossorial,no,no,0.1075
16144,KLT,22.28,-26.08,Acontias kgalagadi,F,22/01/1970,20.77,2.5,146,20,NA,NA,1,1.Kalahari-RBH-FieldBook 15002-165073,2046,summer,fossorial,yes,no,0.107
20000,KLL,20.43,-26.23,Acontias kgalagadi,F,4/07/1970,NA,3.3,154,22,NA,NA,7,1.Kalahari-RBH-FieldBook 15002-165073,NA,winter,fossorial,yes,no,0.107
20804,KLB,20.27,-27,Acontias gariepensis,M,9/09/1970,NA,1.5,125,22,NA,NA,9,2.Kalahari-LC-FieldBook-15001-16385.pdf,NA,spring,fossorial,yes,no,0.106
20350,KLA,20.43,-27.22,Acontias gariepensis,F,1/08/1970,NA,0.7,108,18,NA,NA,8,2.Kalahari-LC-FieldBook-15001-16385.pdf,NA,winter,fossorial,no,no,0.1055
15258,KLI,20.53,-26.48,Trachylepis sparsa,F,5/12/1969,9.25,NA,89,87,33.4,27,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,915,summer,diurnal,yes,no,0.105
15438,KLK,20.44,-25.45,Trachylepis occidentalis,M,12/12/1969,12.38,NA,85,NA,39,34.3,12,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1223,summer,diurnal,yes,no,0.105
15617,KLT,22.28,-26.08,Ptenopus garrulus,F,20/12/1969,21.93,NA,48,29,NA,NA,12,7.Kalahari-LC-FieldBook-18528-19938.pdf,2156,summer,nocturnal,no,no,0.105
16325,KLT,22.28,-26.08,Pedioplanis lineoocellata,F,26/01/1970,9.25,5.5,58,119,NA,25.3,1,6.Kalahari-RBH-FieldBook-18494-19947.pdf,915,summer,diurnal,yes,no,0.105
16465,KLA,20.43,-27.22,Pedioplanis lineoocellata,M,29/01/1970,10.83,6.2,65,145,37.6,34.4,1,7.Kalahari-LC-FieldBook-18528-19938.pdf,1050,summer,diurnal,yes,no,0.105
17553,KLT,22.28,-26.08,Trachylepis spilogaster,F,21/02/1970,10.08,10.2,72,77,NA,NA,2,8.Kalahari-RBH-FieldBook-19961-21537.pdf,1005,summer,diurnal,yes,no,0.105
17924,KLG,22.16,-28.13,Meroles suborbitalis,F,27/02/1970,9.58,3,49,NA,37.7,31.8,2,4.Kalahari-RBH-FieldBook-16113-18503.pdf,935,summer,diurnal,no,no,0.105
18079,KLL,20.43,-26.23,Meroles suborbitalis,M,11/03/1970,10.75,2.7,48,NA,34.6,32.4,3,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1045,autumn,diurnal,no,no,0.105
18234,KLL,20.43,-26.23,Meroles suborbitalis,F,11/03/1970,10.57,3,52,NA,37.4,31,3,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1034,autumn,diurnal,yes,no,0.105
18319,KLL,20.43,-26.23,Meroles suborbitalis,M,12/03/1970,11,3.7,53,NA,NA,30.5,3,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1100,autumn,diurnal,yes,no,0.105
18561,KLA,20.43,-27.22,Meroles suborbitalis,M,2/04/1970,17.92,3.8,59,146,NA,32.3,4,4.Kalahari-RBH-FieldBook-16113-18503.pdf,1755,autumn,diurnal,yes,no,0.105
19112,KLG,22.16,-28.13,Pedioplanis lineoocellata,M,23/04/1970,11.97,2.5,44,90,35.3,24.1,4,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1158,autumn,diurnal,no,no,0.105
20021,KLA,20.43,-27.22,Meroles suborbitalis,F,3/07/1970,15,5.7,60,NA,34.7,23.6,7,3.Kalahari-ERP-FieldBook-16074-18527.pdf,1500,winter,diurnal,yes,no,0.105
20096,KLL,20.43,-26.23,Pedioplanis lineoocellata,M,5/07/1970,14.53,0.5,36,NA,NA,26.7,7,6.Kalahari-RBH-FieldBook-18494-19947.pdf,1432,winter,diurnal,no,no,0.105
