"","Region","Number","Site","Genus_species","dmy","time_orig","year_cat","Sex","Tb","Ta"
"1","KAL",15523,"KLB","Agama_aculeata",1969-12-16,"843","1969","M",28.5,38.1
"2","KAL",15716,"KLB","Agama_aculeata",1969-12-28,"1705","1969","F",37.9,39
"3","KAL",17820,"KLG","Agama_aculeata",1970-02-25,"911","1970","F",32.8,35.7
"4","KAL",17864,"KLD","Agama_aculeata",1970-02-25,"932","1970","M",33.5,37.8
"5","KAL",18515,"KLA","Agama_aculeata",1970-04-02,"1057","1970","J",32.4,36.4
"6","KAL",18747,"KLX","Agama_aculeata",1970-04-13,"1024","1970","J",27.3,35.3
"7","KAL",18807,"KLX","Agama_aculeata",1970-04-14,"1250","1970","F",29.3,36.7
"8","KAL",18808,"KLX","Agama_aculeata",1970-04-14,"1254","1970","J",29.7,37
"9","KAL",19477,"KLB","Agama_aculeata",1970-05-15,"1250","1970","F",24.2,31.1
"10","KAL",19602,"KLB","Agama_aculeata",1970-05-15,"1350","1970","F",30.7,NA
"11","KAL",19631,"KLX","Agama_aculeata",1970-05-21,"1156","1970","M",24.4,36
"12","KAL",19639,"KLX","Agama_aculeata",1970-05-21,"1304","1970","F",27.2,36.7
"13","KAL",21040,"KLX","Agama_aculeata",1970-09-23,"1058","1970","F",30.6,34.9
"14","KAL",16896,"KLK","Agama_aculeata",1970-02-05,"1738","1970","M",31,36
"15","KAL",16978,"KLK","Agama_aculeata",1970-02-06,"1436","1970","F",32,39.6
"16","KAL",15274,"KLI","Agama_aculeata",1969-12-07,"2120","1969","M",25.7,25.8
"17","KAL",16887,"KLK","Agama_aculeata",1970-02-05,"1645","1970","M",31.5,38.4
"18","KAL",16939,"KLK","Agama_aculeata",1970-02-05,"1732","1970","M",30.5,33.7
"19","KAL",16837,"KLL","Agama_aculeata",1970-02-04,"1517","1970","M",29.1,33.2
"20","KAL",15733,"KLB","Agama_aculeata",1969-12-28,"1815","1969","M",36.6,39.8
"21","KAL",16739,"KLL","Agama_aculeata",1970-02-03,"1635","1970","F",28.4,32.4
"22","KAL",16892,"KLK","Agama_aculeata",1970-02-05,"1702","1970","M",31.7,37.3
"23","KAL",17009,"KLK","Agama_aculeata",1970-02-06,"1518","1970","M",33.4,NA
"24","KAL",17566,"KLT","Agama_aculeata",1970-02-21,"1023","1970","F",31.7,NA
"25","KAL",20780,"KLB","Agama_aculeata",1970-09-07,"1357","1970","M",29.9,34.3
"26","KAL",21601,"KLG","Agama_aculeata",1970-10-11,"1507","1970","M",28,36.8
"27","KAL",15917,"KLG","Agama_aculeata",1970-01-04,"1701","1970","F",31.8,37.9
"28","KAL",16623,"KLB","Agama_aculeata",1970-02-01,"1045","1970","M",33,NA
"29","KAL",17042,"KLB","Agama_aculeata",1970-02-08,"1151","1970","F",31.4,NA
"30","KAL",15352,"KLI","Agama_aculeata",1969-12-10,"1130","1969","F",34.4,39.6
"31","KAL",16982,"KLK","Agama_aculeata",1970-02-06,"1515","1970","F",31.8,37.6
"32","KAL",19119,"KLG","Agama_aculeata",1970-04-23,"1631","1970","M",25,34.6
"33","KAL",21386,"KLX","Agama_aculeata",1970-10-04,"1059","1970","M",28.3,37.6
"34","KAL",21576,"KLG","Agama_aculeata",1970-10-11,"946","1970","M",22.6,NA
"35","KAL",20979,"KLA","Agama_aculeata",1970-09-20,"1551","1970","F",34.8,34.9
"36","KAL",15092,"KLK","Agama_aculeata",1969-11-29,"1057","1969","M",34.4,37.2
"37","KAL",15123,"KLL","Agama_aculeata",1969-11-28,"1740","1969","M",30.6,35.6
"38","KAL",15141,"KLK","Agama_aculeata",1969-11-30,"1250","1969","M",35.6,37
"39","KAL",15194,"KLI","Agama_aculeata",1969-12-02,"1454","1969","F",34.8,36.2
"40","KAL",15353,"KLI","Agama_aculeata",1969-12-10,"1135","1969","F",33.2,36
"41","KAL",15434,"KLK","Agama_aculeata",1969-12-12,"1152","1969","F",34.4,36.5
"42","KAL",15665,"KLB","Agama_aculeata",1969-12-28,"1411","1969","M",37,40.7
"43","KAL",16074,"KLD","Agama_aculeata",1970-01-21,"1505","1970","F",35.4,40.6
"44","KAL",16977,"KLK","Agama_aculeata",1970-02-06,"1050","1970","F",27.3,37.7
"45","KAL",21109,"KLX","Agama_aculeata",1970-09-24,"1426","1970","F",30.2,34.3
"46","KAL",21234,"KLT","Agama_aculeata",1970-09-27,"1426","1970","M",25.7,34.8
"47","KAL",21658,"KLR","Agama_aculeata",1970-10-13,"1130","1970","M",25.8,38.7
"48","KAL",20559,"KLX","Agama_aculeata",1970-08-15,"1426","1970","M",22.5,36.4
"49","KAL",15087,"KLL","Agama_aculeata",1969-11-28,"1628","1969","F",31,38
"50","KAL",16042,"KLD","Agama_aculeata",1970-01-09,"1852","1970","M",36.5,38.6
"51","KAL",15261,"KLI","Agama_aculeata",1969-12-05,"947","1969","F",29.4,39.3
"52","KAL",17752,"KLD","Agama_aculeata",1970-02-24,"1043","1970","F",31.8,36.5
"53","KAL",21330,"KLX","Agama_aculeata",1970-10-02,"1710","1970","M",27.6,36.5
"54","KAL",15166,"KLI","Agama_aculeata",1969-12-02,"1418","1969","M",34.2,38.4
"55","KAL",15144,"KLK","Agama_aculeata",1969-11-30,"1530","1969","F",35.6,38
"56","KAL",15175,"KLK","Agama_aculeata",1969-11-29,"1835","1969","F",35.2,39
"57","KAL",15813,"KLA","Agama_aculeata",1970-01-01,"1756","1970","F",30,33
"58","KAL",15889,"KLG","Agama_aculeata",1970-01-04,"1108","1970","F",30.6,36
"59","KAL",15890,"KLG","Agama_aculeata",1970-01-04,"1355","1970","F",32.5,36.8
"60","KAL",16815,"KLL","Agama_aculeata",1970-02-04,"1442","1970","F",29.1,36.4
"61","KAL",16888,"KLK","Agama_aculeata",1970-02-05,"1646","1970","F",31.5,38.6
"62","KAL",18594,"KLA","Agama_aculeata",1970-04-03,"1138","1970","M",30.3,36.1
"63","KAL",20104,"KLK","Agama_aculeata",1970-07-06,"1105","1970","M",17.4,17.2
"64","KAL",21628,"KLR","Agama_aculeata",1970-10-12,"1440","1970","M",25.7,37.3
"65","KAL",15065,"KLL","Agama_aculeata",1969-11-28,"1225","1969","F",32,35.2
"66","KAL",16622,"KLB","Agama_aculeata",1970-02-01,"958","1970","F",31.8,34.4
"67","KAL",15233,"KLI","Agama_aculeata",1969-12-04,"1100","1969","M",33.2,37.6
"68","KAL",15252,"KLI","Agama_aculeata",1969-12-05,"830","1969","F",26.2,33.8
"69","KAL",15449,"KLK","Agama_aculeata",1969-12-12,"1525","1969","M",35.8,37.2
"70","KAL",15528,"KLB","Agama_aculeata",1969-12-16,"938","1969","M",32.4,40.4
"71","KAL",17349,"KLX","Agama_aculeata",1970-02-19,"1036","1970","M",30.8,37.9
"72","KAL",17945,"KLG","Agama_aculeata",1970-02-26,"854","1970","M",31.8,NA
"73","KAL",15383,"KLL","Agama_aculeata",1969-12-11,"1517","1969","M",35.6,38.6
"74","KAL",15760,"KLM","Agama_aculeata",1969-12-30,"1645","1969","F",37,37.5
"75","KAL",16359,"KLG","Agama_aculeata",1970-01-26,"945","1970","F",26.8,34.9
"76","KAL",16469,"KLA","Agama_aculeata",1970-01-29,"1806","1970","M",36.9,40.1
"77","KAL",20522,"KLX","Agama_aculeata",1970-08-14,"1336","1970","M",28.4,NA
"78","KAL",15192,"KLI","Agama_aculeata",1969-12-02,"1433","1969","M",34.6,40.4
"79","KAL",15356,"KLI","Agama_aculeata",1969-12-10,"2115","1969","F",30.4,NA
"80","KAL",20412,"KLA","Agama_aculeata",1970-08-04,"1334","1970","M",17.8,35.9
"81","KAL",20519,"KLX","Agama_aculeata",1970-08-14,"1220","1970","M",26.4,NA
"82","KAL",20676,"KLD","Agama_aculeata",1970-08-21,"1423","1970","M",20.4,NA
"83","KAL",15241,"KLI","Agama_aculeata",1969-12-05,"850","1969","F",28.4,37.8
"84","KAL",15435,"KLK","Agama_aculeata",1969-12-12,"1203","1969","F",34,38.2
"85","KAL",15612,"KLG","Agama_aculeata",1969-12-22,"1655","1969","M",32,37.8
"86","KAL",15935,"KLI","Agama_aculeata",1970-01-05,"1718","1970","M",35.4,36
"87","KAL",16655,"KLB","Agama_aculeata",1970-02-02,"749","1970","M",24.2,26.1
"88","KAL",17157,"KLB","Agama_aculeata",1970-02-09,"1054","1970","M",32.1,35
"89","KAL",17373,"KLX","Agama_aculeata",1970-02-19,"1025","1970","M",28,36.9
"90","KAL",19115,"KLG","Agama_aculeata",1970-04-23,"1614","1970","M",26.2,36.7
"91","KAL",20613,"KLT","Agama_aculeata",1970-08-18,"1352","1970","M",26.4,34.4
"92","KAL",20686,"KLG","Agama_aculeata",1970-08-23,"1500","1970","M",16.8,NA
"93","KAL",20734,"KLI","Agama_aculeata",1970-09-02,"1053","1970","M",14.9,NA
"94","KAL",21092,"KLX","Agama_aculeata",1970-09-24,"1255","1970","F",27.9,34.3
"95","KAL",21097,"KLX","Agama_aculeata",1970-09-24,"1317","1970","F",28.7,35.7
"96","KAL",21100,"KLX","Agama_aculeata",1970-09-24,"1340","1970","M",27.5,38.1
"97","KAL",21456,"KLT","Agama_aculeata",1970-10-06,"1055","1970","F",29.9,36
"98","KAL",21515,"KLD","Agama_aculeata",1970-10-08,"1231","1970","F",22.3,38.8
"99","KAL",17031,"KLB","Agama_aculeata",1970-02-08,"942","1970","M",27.6,37.6
"100","KAL",15433,"KLK","Agama_aculeata",1969-12-12,"1141","1969","M",33.9,36.5
"101","KAL",15522,"KLM","Agama_aculeata",1969-12-14,"2320","1969","M",25,25
"102","KAL",15754,"KLM","Agama_aculeata",1969-12-29,"2219","1969","F",32.5,32.2
"103","KAL",15896,"KLG","Agama_aculeata",1970-01-04,"1828","1970","F",30.8,32.2
"104","KAL",16011,"KLD","Agama_aculeata",1970-01-09,"945","1970","M",32.8,36.6
"105","KAL",17026,"KLB","Agama_aculeata",1970-02-08,"855","1970","M",24.7,35.2
"106","KAL",17126,"KLB","Agama_aculeata",1970-02-09,"915","1970","F",26.2,NA
"107","KAL",19028,"KLD","Agama_aculeata",1970-04-21,"1122","1970","M",22.8,32
"108","KAL",19201,"KLR","Agama_aculeata",1970-04-28,"1650","1970","M",26.8,NA
"109","KAL",19571,"KLB","Agama_aculeata",1970-05-15,"1545","1970","M",36.8,NA
"110","KAL",20536,"KLX","Agama_aculeata",1970-08-14,"1509","1970","M",28.7,37.2
"111","KAL",20562,"KLX","Agama_aculeata",1970-08-15,"1448","1970","M",22.2,35.5
"112","KAL",20595,"KLX","Agama_aculeata",1970-08-16,"1661","1970","M",22,35.1
"113","KAL",20704,"KLG","Agama_aculeata",1970-08-24,"1440","1970","M",19.7,NA
"114","KAL",21271,"KLD","Agama_aculeata",1970-09-28,"1601","1970","F",28.6,NA
"115","KAL",21285,"KLX","Agama_aculeata",1970-10-02,"957","1970","M",22.2,35.9
"116","KAL",21331,"KLX","Agama_aculeata",1970-10-02,"1711","1970","M",27.6,NA
"117","KAL",21359,"KLX","Agama_aculeata",1970-10-03,"1318","1970","F",31.6,36.1
"118","KAL",19864,"KLR","Agama_aculeata",1970-05-26,"1438","1970","M",19.7,NA
"119","KAL",18359,"KLK","Agama_aculeata",1970-03-12,"1725","1970","M",32.4,35.6
"120","KAL",20524,"KLX","Agama_aculeata",1970-08-14,"1344","1970","F",28.5,36.7
"121","KAL",15242,"KLI","Agama_aculeata",1969-12-05,"855","1969","F",26.4,34.8
"122","KAL",16135,"KLD","Agama_aculeata",1970-01-22,"855","1970","M",30.4,37.3
"123","KAL",16571,"KLA","Agama_aculeata",1970-01-31,"810","1970","F",27.9,33
"124","KAL",17066,"KLB","Agama_aculeata",1970-02-08,"1200","1970","M",30.8,37.2
"125","KAL",17925,"KLG","Agama_aculeata",1970-02-27,"952","1970","M",32.7,39.1
"126","KAL",18786,"KLX","Agama_aculeata",1970-04-14,"1103","1970","M",27.6,NA
"127","KAL",18792,"KLX","Agama_aculeata",1970-04-14,"1136","1970","M",29.8,NA
"128","KAL",20395,"KLA","Agama_aculeata",1970-08-03,"1527","1970","M",14.8,NA
"129","KAL",20564,"KLX","Agama_aculeata",1970-08-15,"1502","1970","F",22.5,34.8
"130","KAL",20577,"KLX","Agama_aculeata",1970-08-16,"1321","1970","F",21.3,35.5
"131","KAL",20687,"KLG","Agama_aculeata",1970-08-23,"1504","1970","M",16.7,35.1
"132","KAL",21088,"KLX","Agama_aculeata",1970-09-24,"1225","1970","M",27.8,40
"133","KAL",21377,"KLX","Agama_aculeata",1970-10-04,"1001","1970","M",26.9,37.9
"134","KAL",15694,"KLB","Agama_aculeata",1969-12-27,"2125","1969","M",26,26.5
"135","KAL",19063,"KLG","Agama_aculeata",1970-04-22,"1405","1970","F",26.1,35.9
"136","KAL",19518,"KLB","Agama_aculeata",1970-05-16,"1340","1970","F",31.3,36.5
"137","KAL",21545,"KLG","Agama_aculeata",1970-10-10,"1220","1970","F",29.4,37.5
"138","KAL",21047,"KLX","Agama_aculeata",1970-09-23,"1200","1970","F",33.5,36.3
"139","KAL",15238,"KLI","Agama_aculeata",1969-12-05,"2225","1969","F",27.2,27.8
"140","KAL",15738,"KLM","Agama_aculeata",1969-12-29,"2225","1969","M",32.4,32.2
"141","KAL",15981,"KLT","Agama_aculeata",1970-01-07,"1752","1970","F",34.6,NA
"142","KAL",16530,"KLA","Agama_aculeata",1970-01-31,"805","1970","M",27.9,NA
"143","KAL",18467,"KLK","Agama_aculeata",1970-03-13,"1019","1970","F",30.9,33.4
"144","KAL",18482,"KLK","Agama_aculeata",1970-03-13,"1040","1970","M",31.5,38
"145","KAL",19024,"KLD","Agama_aculeata",1970-04-21,"1043","1970","M",24.4,32.8
"146","KAL",19047,"KLD","Agama_aculeata",1970-04-21,"1105","1970","M",23.3,35.9
"147","KAL",19566,"KLB","Agama_aculeata",1970-05-15,NA,"1970","F",36.2,NA
"148","KAL",19771,"KLT","Agama_aculeata",1970-05-23,"1429","1970","M",29.8,NA
"149","KAL",20084,"KLL","Agama_aculeata",1970-07-05,"1159","1970","M",20.5,NA
"150","KAL",20411,"KLA","Agama_aculeata",1970-08-04,"1328","1970","M",16.7,NA
"151","KAL",20542,"KLX","Agama_aculeata",1970-08-15,"1114","1970","F",20.8,NA
"152","KAL",20579,"KLX","Agama_aculeata",1970-08-16,"1328","1970","F",21.4,38.1
"153","KAL",21025,"KLX","Agama_aculeata",1970-09-22,"1708","1970","F",32.1,35.6
"154","KAL",21382,"KLX","Agama_aculeata",1970-10-04,"1029","1970","F",28.5,35.2
"155","KAL",21691,"KLI","Agama_aculeata",1970-10-14,"1722","1970","F",28.8,37.1
"156","KAL",18702,"KLB","Agama_aculeata",1970-04-06,"1238","1970","M",28.7,37.2
"157","KAL",18743,"KLX","Agama_aculeata",1970-04-13,"1004","1970","M",26.8,NA
"158","KAL",19654,"KLX","Agama_aculeata",1970-05-21,"1248","1970","F",27.3,37.1
"159","KAL",21104,"KLX","Agama_aculeata",1970-09-24,"1355","1970","F",28.1,35.9
"160","KAL",15332,"KLI","Agama_aculeata",1969-12-08,"1702","1969","M",30.8,36
"161","KAL",16337,"KLG","Agama_aculeata",1970-01-27,"800","1970","M",25,33.7
"162","KAL",16358,"KLG","Agama_aculeata",1970-01-26,"940","1970","F",27,NA
"163","KAL",16385,"KLG","Agama_aculeata",1970-01-27,"1820","1970","M",31.8,36.4
"164","KAL",16396,"KLG","Agama_aculeata",1970-01-27,"905","1970","F",25.6,34.8
"165","KAL",17347,"KLX","Agama_aculeata",1970-02-19,"1028","1970","M",29.7,37.4
"166","KAL",17720,"KLT","Agama_aculeata",1970-02-23,"1034","1970","F",32.5,38
"167","KAL",17947,"KLG","Agama_aculeata",1970-02-26,"904","1970","F",32.5,36.1
"168","KAL",18537,"KLA","Agama_aculeata",1970-04-02,"1021","1970","M",31.6,NA
"169","KAL",18538,"KLA","Agama_aculeata",1970-04-02,"1026","1970","M",31.2,33.2
"170","KAL",18796,"KLX","Agama_aculeata",1970-04-14,"1252","1970","F",30.6,37
"171","KAL",19053,"KLD","Agama_aculeata",1970-04-21,"1204","1970","M",22.5,35.3
"172","KAL",19078,"KLG","Agama_aculeata",1970-04-22,"1539","1970","M",25.8,NA
"173","KAL",19155,"KLR","Agama_aculeata",1970-04-28,"1224","1970","M",26.3,36.2
"174","KAL",19178,"KLR","Agama_aculeata",1970-04-28,"1442","1970","M",27.4,36.3
"175","KAL",19357,"KLL","Agama_aculeata",1970-05-11,"1404","1970","J",23.6,36.7
"176","KAL",19491,"KLB","Agama_aculeata",1970-05-14,"1555","1970","F",25.4,34.8
"177","KAL",19514,"KLB","Agama_aculeata",1970-05-16,"1245","1970","M",29.9,NA
"178","KAL",19550,"KLB","Agama_aculeata",1970-05-15,"1219","1970","F",28,38
"179","KAL",19564,"KLB","Agama_aculeata",1970-05-15,NA,"1970","M",34.4,NA
"180","KAL",19798,"KLR","Agama_aculeata",1970-05-26,"1312","1970","M",19.3,32.1
"181","KAL",20561,"KLX","Agama_aculeata",1970-08-15,"1446","1970","M",22.1,NA
"182","KAL",20774,"KLB","Agama_aculeata",1970-09-07,"1226","1970","M",27.3,NA
"183","KAL",20778,"KLB","Agama_aculeata",1970-09-07,"1334","1970","M",28.8,35.5
"184","KAL",21054,"KLX","Agama_aculeata",1970-09-23,"1255","1970","F",34,38.4
"185","KAL",15933,"KLI","Agama_aculeata",1970-01-05,"1643","1970","M",37,39.5
"186","KAL",16010,"KLD","Agama_aculeata",1970-01-09,"850","1970","M",30.2,37.6
"187","KAL",16395,"KLG","Agama_aculeata",1970-01-27,"901","1970","M",25.5,35.7
"188","KAL",16398,"KLG","Agama_aculeata",1970-01-27,"918","1970","F",26.8,35.1
"189","KAL",17809,"KLD","Agama_aculeata",1970-02-24,"1750","1970","F",33.1,NA
"190","KAL",18511,"KLA","Agama_aculeata",1970-04-02,"1041","1970","J",31.7,37.3
"191","KAL",18558,"KLA","Agama_aculeata",1970-04-03,"1005","1970","F",29,35.8
"192","KAL",18618,"KLA","Agama_aculeata",1970-04-04,"1113","1970","M",31.3,35.8
"193","KAL",18625,"KLA","Agama_aculeata",1970-04-04,"1147","1970","J",31.5,36.7
"194","KAL",18627,"KLA","Agama_aculeata",1970-04-04,"1214","1970","F",32.4,38.1
"195","KAL",18795,"KLX","Agama_aculeata",1970-04-14,"1242","1970","M",30,35.6
"196","KAL",19083,"KLG","Agama_aculeata",1970-04-22,"1600","1970","J",25,33.5
"197","KAL",19247,"KLA","Agama_aculeata",1970-05-07,"1210","1970","M",18.3,34.7
"198","KAL",19340,"KLL","Agama_aculeata",1970-05-11,"1400","1970","M",21.6,36.6
"199","KAL",19352,"KLL","Agama_aculeata",1970-05-11,"1333","1970","F",23.7,NA
"200","KAL",19512,"KLB","Agama_aculeata",1970-05-16,"1209","1970","M",29.1,35.4
"201","KAL",19562,"KLB","Agama_aculeata",1970-05-15,NA,"1970","M",34.8,NA
"202","KAL",19887,"KLK","Agama_aculeata",1970-06-01,"1245","1970","M",15.6,32.3
"203","KAL",20327,"KLD","Agama_aculeata",1970-07-17,"1343","1970","F",16.9,34.3
"204","KAL",20441,"KLL","Agama_aculeata",1970-08-06,"1339","1970","F",22.2,NA
"205","KAL",20492,"KLB","Agama_aculeata",1970-08-11,"1347","1970","F",21.1,NA
"206","KAL",20596,"KLX","Agama_aculeata",1970-08-16,"1614","1970","M",21.8,34.6
"207","KAL",21302,"KLX","Agama_aculeata",1970-10-02,"1202","1970","F",26.1,33.6
"208","KAL",18788,"KLX","Agama_aculeata",1970-04-14,"1110","1970","F",27,34.4
"209","KAL",18802,"KLX","Agama_aculeata",1970-04-14,"1141","1970","M",28.4,35.1
"210","KAL",19626,"KLX","Agama_aculeata",1970-05-21,"1120","1970","M",23.8,35.2
"211","KAL",19355,"KLL","Agama_aculeata",1970-05-11,"1358","1970","F",23.4,35.3
"212","KAL",15707,"KLB","Agama_aculeata",1969-12-28,"1150","1969","M",35.1,NA
"213","KAL",15895,"KLG","Agama_aculeata",1970-01-04,"1824","1970","M",31.3,NA
"214","KAL",16054,"KLD","Agama_aculeata",1970-01-09,"1825","1970","F",37.1,37.8
"215","KAL",16096,"KLD","Agama_aculeata",1970-01-22,"913","1970","M",32.3,39.2
"216","KAL",16134,"KLD","Agama_aculeata",1970-01-22,"853","1970","M",31.7,37.5
"217","KAL",16350,"KLG","Agama_aculeata",1970-01-27,"1124","1970","M",30.4,37.9
"218","KAL",16367,"KLG","Agama_aculeata",1970-01-26,"1836","1970","M",31,35.5
"219","KAL",17753,"KLD","Agama_aculeata",1970-02-24,"1050","1970","M",31,39.3
"220","KAL",17754,"KLD","Agama_aculeata",1970-02-24,"1052","1970","M",31,38.6
"221","KAL",18273,"KLL","Agama_aculeata",1970-03-12,"1018","1970","M",29.2,36.6
"222","KAL",18289,"KLL","Agama_aculeata",1970-03-11,"1211","1970","F",34.4,38
"223","KAL",18347,"KLL","Agama_aculeata",1970-03-12,"1124","1970","F",30.5,33.8
"224","KAL",18367,"KLL","Agama_aculeata",1970-03-12,"1146","1970","F",32.3,37
"225","KAL",18368,"KLL","Agama_aculeata",1970-03-12,"1149","1970","M",32.5,37
"226","KAL",18516,"KLA","Agama_aculeata",1970-04-02,"1057","1970","J",32.4,NA
"227","KAL",18534,"KLA","Agama_aculeata",1970-04-02,"1003","1970","M",31.5,35.6
"228","KAL",18535,"KLA","Agama_aculeata",1970-04-02,"1010","1970","F",31.4,36.4
"229","KAL",18564,"KLA","Agama_aculeata",1970-04-02,"1810","1970","M",31.7,NA
"230","KAL",18585,"KLA","Agama_aculeata",1970-04-03,"1038","1970","J",29.4,37.1
"231","KAL",18601,"KLA","Agama_aculeata",1970-04-03,"1023","1970","J",29.1,35.6
"232","KAL",18602,"KLA","Agama_aculeata",1970-04-03,"1150","1970","J",32,35.4
"233","KAL",18642,"KLA","Agama_aculeata",1970-04-04,"1135","1970","J",31.4,37.5
"234","KAL",18644,"KLA","Agama_aculeata",1970-04-04,"1145","1970","J",32.1,NA
"235","KAL",18672,"KLB","Agama_aculeata",1970-04-06,"1128","1970","F",27.3,35.5
"236","KAL",18674,"KLB","Agama_aculeata",1970-04-06,"1135","1970","J",27.9,36.2
"237","KAL",18680,"KLB","Agama_aculeata",1970-04-06,"1231","1970","J",28.5,35
"238","KAL",18732,"KLX","Agama_aculeata",1970-04-13,"1026","1970","M",28.6,33.7
"239","KAL",18754,"KLX","Agama_aculeata",1970-04-13,"1145","1970","M",32.2,37.1
"240","KAL",18769,"KLX","Agama_aculeata",1970-04-14,"1010","1970","M",24.9,35.8
"241","KAL",18794,"KLX","Agama_aculeata",1970-04-14,"1231","1970","M",29.8,35.5
"242","KAL",18797,"KLX","Agama_aculeata",1970-04-14,"1300","1970","M",30,38.4
"243","KAL",19022,"KLD","Agama_aculeata",1970-04-21,"1028","1970","M",21.7,36.2
"244","KAL",19152,"KLR","Agama_aculeata",1970-04-28,"1058","1970","M",24.4,33
"245","KAL",19183,"KLR","Agama_aculeata",1970-04-28,"1425","1970","F",28,NA
"246","KAL",19223,"KLA","Agama_aculeata",1970-05-07,"1134","1970","F",19.7,35.7
"247","KAL",19244,"KLA","Agama_aculeata",1970-05-07,"1159","1970","J",18.2,36.2
"248","KAL",19246,"KLA","Agama_aculeata",1970-05-07,"1206","1970","M",18.8,33.7
"249","KAL",19300,"KLL","Agama_aculeata",1970-05-11,"1143","1970","F",19.4,34.3
"250","KAL",19482,"KLB","Agama_aculeata",1970-05-15,"1454","1970","M",26.2,35.2
"251","KAL",19548,"KLB","Agama_aculeata",1970-05-15,"1158","1970","M",27.5,34.4
"252","KAL",19551,"KLB","Agama_aculeata",1970-05-15,"1233","1970","M",28.7,37.9
"253","KAL",19781,"KLT","Agama_aculeata",1970-05-23,"1430","1970","F",34.6,NA
"254","KAL",20092,"KLL","Agama_aculeata",1970-07-05,"1405","1970","F",24.9,24.2
"255","KAL",20483,"KLB","Agama_aculeata",1970-08-11,"1229","1970","M",18.5,32.6
"256","KAL",20493,"KLB","Agama_aculeata",1970-08-11,"1400","1970","F",21.3,38.1
"257","KAL",18790,"KLX","Agama_aculeata",1970-04-14,"1121","1970","M",27.9,36
"258","KAL",18801,"KLX","Agama_aculeata",1970-04-14,"1137","1970","F",27.8,NA
"259","KAL",16138,"KLD","Agama_aculeata",1970-01-22,"933","1970","M",31.7,35.7
"260","KAL",18286,"KLL","Agama_aculeata",1970-03-11,"1152","1970","M",34.2,NA
"261","KAL",19481,"KLB","Agama_aculeata",1970-05-15,"1450","1970","J",25.4,34.4
"262","KAL",20919,"KLR","Agama_aculeata",1970-09-16,"1112","1970","M",30.8,37.2
"263","KAL",15465,"KLK","Agama_aculeata",1969-12-12,"1846","1969","M",32.8,36.1
"264","KAL",18346,"KLL","Agama_aculeata",1970-03-12,"1120","1970","F",30.5,NA
"265","KAL",18509,"KLA","Agama_aculeata",1970-04-02,"1037","1970","M",32.2,36
"266","KAL",18517,"KLA","Agama_aculeata",1970-04-02,"1059","1970","M",32.6,36.8
"267","KAL",18596,"KLA","Agama_aculeata",1970-04-03,"1145","1970","J",31.3,NA
"268","KAL",18701,"KLB","Agama_aculeata",1970-04-06,"1235","1970","F",28.6,36.1
"269","KAL",18780,"KLX","Agama_aculeata",1970-04-14,"1137","1970","J",27.8,37
"270","KAL",18785,"KLX","Agama_aculeata",1970-04-14,"1054","1970","F",27.7,37.2
"271","KAL",19507,"KLB","Agama_aculeata",1970-05-15,"1910","1970","F",21.2,NA
"272","KAL",20444,"KLL","Agama_aculeata",1970-08-06,"1359","1970","M",21.8,34.8
"273","KAL",18512,"KLA","Agama_aculeata",1970-04-02,"1046","1970","J",32.2,NA
"274","KAL",18806,"KLX","Agama_aculeata",1970-04-14,"1242","1970","F",29.3,35.4
"275","KAL",19121,"KLG","Agama_aculeata",1970-04-23,"1210","1970","M",23.6,31.9
"276","KAL",18748,"KLX","Agama_aculeata",1970-04-13,"1027","1970","F",27.6,NA
"277","KAL",19561,"KLB","Agama_aculeata",1970-05-15,NA,"1970","F",35.4,NA
"278","KAL",17951,"KLG","Agama_aculeata",1970-02-26,"936","1970","J",33.7,35.2
"279","KAL",15091,"KLL","Chondrodactylus_angulifer",1969-11-28,"2100","1969","F",23,25.6
"280","KAL",15180,"KLK","Chondrodactylus_angulifer",1969-11-29,NA,"1969","M",27.2,25.6
"281","KAL",15398,"KLL","Chondrodactylus_angulifer",1969-12-11,"2155","1969","F",27,NA
"282","KAL",15430,"KLL","Chondrodactylus_angulifer",1969-12-11,"2144","1969","M",26.6,26.5
"283","KAL",15560,"KLI","Chondrodactylus_angulifer",1969-12-16,"2033","1969",NA,29.6,NA
"284","KAL",15622,"KLI","Chondrodactylus_angulifer",1969-12-21,"2137","1969","M",26.3,26.4
"285","KAL",15641,"KLA","Chondrodactylus_angulifer",1969-12-26,"2215","1969","M",24.6,NA
"286","KAL",15769,"KLM","Chondrodactylus_angulifer",1969-12-30,"2137","1969","F",28.4,28.2
"287","KAL",15773,"KLM","Chondrodactylus_angulifer",1969-12-30,"2210","1969","M",28.5,28.6
"288","KAL",15866,"KLG","Chondrodactylus_angulifer",1970-01-03,"2136","1970","M",25.6,23
"289","KAL",15924,"KLG","Chondrodactylus_angulifer",1970-01-04,"2112","1970","F",25.4,NA
"290","KAL",15991,"KLT","Chondrodactylus_angulifer",1970-01-07,"2209","1970","F",28.8,27.7
"291","KAL",16030,"KLD","Chondrodactylus_angulifer",1970-01-08,"2110","1970","F",30.6,NA
"292","KAL",16043,"KLD","Chondrodactylus_angulifer",1970-01-09,"2045","1970","M",31.4,31.5
"293","KAL",16044,"KLD","Chondrodactylus_angulifer",1970-01-09,"2051","1970","M",31.2,29.1
