"","Region","Number","Site","Genus_species","dmy","time_orig","year_cat","Sex","Tb","Ta"
"892","KAL",18628,"KLA","Meroles_suborbitalis",1970-04-04,"1217","1970","M",32.8,36.4
"893","KAL",19519,"KLB","Meroles_suborbitalis",1970-05-16,"1436","1970","M",30.6,37.3
"894","KAL",19850,"KLR","Meroles_suborbitalis",1970-05-26,"1255","1970","M",20.5,35.4
"895","KAL",17928,"KLG","Meroles_suborbitalis",1970-02-27,"1019","1970","F",33.1,36.9
"896","KAL",18562,"KLA","Meroles_suborbitalis",1970-04-02,"1758","1970","F",32.3,33.1
"897","KAL",19076,"KLG","Meroles_suborbitalis",1970-04-22,"1535","1970","F",25.8,NA
"898","KAL",19235,"KLL","Meroles_suborbitalis",1970-05-10,"1344","1970","M",17.8,NA
"899","KAL",19286,"KLL","Meroles_suborbitalis",1970-05-10,"1518","1970","M",21.3,37
"900","KAL",20034,"KLL","Meroles_suborbitalis",1970-07-04,"1300","1970","F",20.8,35.6
"901","KAL",20082,"KLL","Meroles_suborbitalis",1970-07-05,"1130","1970","M",19.7,NA
"902","KAL",20674,"KLD","Meroles_suborbitalis",1970-08-21,"1413","1970","M",20.3,34.5
"903","KAL",20689,"KLG","Meroles_suborbitalis",1970-08-23,"1522","1970","M",17.5,34
"904","KAL",20926,"KLR","Meroles_suborbitalis",1970-09-16,"1600","1970","F",34,37.4
"905","KAL",21115,"KLX","Meroles_suborbitalis",1970-09-24,"1453","1970","F",30.2,36.7
"906","KAL",21575,"KLG","Meroles_suborbitalis",1970-10-11,"946","1970","M",22.6,36.8
"907","KAL",21669,"KLR","Meroles_suborbitalis",1970-10-13,"1703","1970","M",28.3,35.6
"908","KAL",21306,"KLX","Meroles_suborbitalis",1970-10-02,"1248","1970","F",28.1,NA
"909","KAL",18344,"KLL","Meroles_suborbitalis",1970-03-12,"1113","1970","M",30.4,34.9
"910","KAL",18361,"KLL","Meroles_suborbitalis",1970-03-12,"1115","1970","M",31.6,35.6
"911","KAL",19233,"KLA","Meroles_suborbitalis",1970-05-07,"1450","1970","M",21.3,34
"912","KAL",19851,"KLR","Meroles_suborbitalis",1970-05-26,"1305","1970","M",20.1,32.8
"913","KAL",20452,"KLL","Meroles_suborbitalis",1970-08-06,"1446","1970","M",23.1,34.2
"914","KAL",21268,"KLD","Meroles_suborbitalis",1970-09-28,"1535","1970","F",28.9,38.1
"915","KAL",17344,"KLX","Meroles_suborbitalis",1970-02-19,"1007","1970","F",28.8,36
"916","KAL",18536,"KLA","Meroles_suborbitalis",1970-04-02,"1018","1970","F",31.6,36
"917","KAL",18557,"KLA","Meroles_suborbitalis",1970-04-03,"1000","1970","M",28.3,36.4
"918","KAL",19245,"KLA","Meroles_suborbitalis",1970-05-07,"1204","1970","M",18.8,34.3
"919","KAL",20745,"KLI","Meroles_suborbitalis",1970-09-02,"1238","1970","M",20.6,34.8
"920","KAL",15066,"KLL","Meroles_suborbitalis",1969-11-28,"1337","1969","F",29.4,37
"921","KAL",17389,"KLX","Meroles_suborbitalis",1970-02-19,"1025","1970","F",28.3,NA
"922","KAL",17884,"KLG","Meroles_suborbitalis",1970-02-25,"1026","1970","F",35.4,38.9
"923","KAL",18588,"KLA","Meroles_suborbitalis",1970-04-03,"1054","1970","M",29.6,35.8
"924","KAL",18791,"KLX","Meroles_suborbitalis",1970-04-14,"1126","1970","M",28.4,NA
"925","KAL",19192,"KLR","Meroles_suborbitalis",1970-04-28,"1706","1970","M",27.2,32.9
"926","KAL",19288,"KLL","Meroles_suborbitalis",1970-05-10,"1553","1970","F",22.9,NA
"927","KAL",19881,"KLR","Meroles_suborbitalis",1970-05-26,"1422","1970","M",21.7,34.5
"928","KAL",20443,"KLL","Meroles_suborbitalis",1970-08-06,"1355","1970","M",22.4,NA
"929","KAL",20722,"KLR","Meroles_suborbitalis",1970-08-29,"1347","1970","M",19.4,33.9
"930","KAL",20838,"KLL","Meroles_suborbitalis",1970-09-10,"1357","1970","M",18.3,NA
"931","KAL",17924,"KLG","Meroles_suborbitalis",1970-02-27,"935","1970","F",31.8,37.7
"932","KAL",18079,"KLL","Meroles_suborbitalis",1970-03-11,"1045","1970","M",32.4,34.6
"933","KAL",18234,"KLL","Meroles_suborbitalis",1970-03-11,"1034","1970","F",31,37.4
"934","KAL",18319,"KLL","Meroles_suborbitalis",1970-03-12,"1100","1970","M",30.5,NA
"935","KAL",18561,"KLA","Meroles_suborbitalis",1970-04-02,"1755","1970","M",32.3,NA
"936","KAL",20021,"KLA","Meroles_suborbitalis",1970-07-03,"1500","1970","F",23.6,34.7
"937","KAL",20098,"KLL","Meroles_suborbitalis",1970-07-05,"1445","1970","M",24.4,34.1
"938","KAL",20859,"KLL","Meroles_suborbitalis",1970-09-11,"1404","1970","M",20.7,35.4
"939","KAL",20954,"KLA","Meroles_suborbitalis",1970-09-20,"1046","1970","F",27.4,35.3
"940","KAL",15239,"KLI","Meroles_suborbitalis",1969-12-05,"836","1969","M",24.4,35.8
"941","KAL",15413,"KLL","Meroles_suborbitalis",1969-12-11,"1755","1969","M",35.6,38.7
"942","KAL",15414,"KLL","Meroles_suborbitalis",1969-12-11,"1758","1969","F",35.4,39
"943","KAL",15548,"KLI","Meroles_suborbitalis",1969-12-16,"1841","1969","M",35,NA
"944","KAL",15647,"KLG","Meroles_suborbitalis",1969-12-23,"1005","1969","M",31,38.3
"945","KAL",15797,"KLA","Meroles_suborbitalis",1970-01-01,"1643","1970","F",32.2,32.2
"946","KAL",16344,"KLG","Meroles_suborbitalis",1970-01-27,"944","1970","M",27.9,35.6
"947","KAL",16349,"KLG","Meroles_suborbitalis",1970-01-27,"1119","1970","F",31.9,NA
"948","KAL",16377,"KLG","Meroles_suborbitalis",1970-01-27,"1132","1970","M",31.8,NA
"949","KAL",16409,"KLG","Meroles_suborbitalis",1970-01-27,"1741","1970","M",33.2,37.4
"950","KAL",16445,"KLA","Meroles_suborbitalis",1970-01-29,"1000","1970","M",33.5,36
"951","KAL",16472,"KLA","Meroles_suborbitalis",1970-01-29,"950","1970","M",32.2,37.7
"952","KAL",16523,"KLA","Meroles_suborbitalis",1970-01-30,"1030","1970","M",34,38.6
"953","KAL",16801,"KLL","Meroles_suborbitalis",1970-02-04,"1335","1970","M",26.2,35.7
"954","KAL",17085,"KLB","Meroles_suborbitalis",1970-02-08,"958","1970","M",28.6,NA
"955","KAL",17198,"KLM","Meroles_suborbitalis",1970-02-10,"1038","1970","M",30.7,38.8
"956","KAL",17207,"KLA","Meroles_suborbitalis",1970-02-12,"1847","1970","M",35,37.5
"957","KAL",17912,"KLG","Meroles_suborbitalis",1970-02-27,"920","1970","F",29.5,35.7
"958","KAL",18078,"KLL","Meroles_suborbitalis",1970-03-11,"1037","1970","M",31.5,38.4
"959","KAL",18255,"KLL","Meroles_suborbitalis",1970-03-11,"1139","1970","F",32.7,37.1
"960","KAL",18256,"KLL","Meroles_suborbitalis",1970-03-11,"1143","1970","M",34.7,36.9
"961","KAL",18499,"KLA","Meroles_suborbitalis",1970-04-02,"944","1970","M",29.8,NA
"962","KAL",18508,"KLA","Meroles_suborbitalis",1970-04-02,"1030","1970","F",31.8,39.8
"963","KAL",18587,"KLA","Meroles_suborbitalis",1970-04-03,"1049","1970","F",29.3,NA
"964","KAL",18617,"KLA","Meroles_suborbitalis",1970-04-04,"1109","1970","M",29.7,35.9
"965","KAL",18619,"KLA","Meroles_suborbitalis",1970-04-04,"1115","1970","F",30.6,36.5
"966","KAL",18621,"KLA","Meroles_suborbitalis",1970-04-04,"1130","1970","M",31.1,NA
"967","KAL",18624,"KLA","Meroles_suborbitalis",1970-04-04,"1144","1970","M",32.2,36.1
"968","KAL",18641,"KLA","Meroles_suborbitalis",1970-04-04,"1131","1970","F",31.2,34.4
"969","KAL",18779,"KLX","Meroles_suborbitalis",1970-04-14,"1125","1970","F",28.3,NA
"970","KAL",19117,"KLG","Meroles_suborbitalis",1970-04-23,"1620","1970","M",24.5,34.3
"971","KAL",19158,"KLR","Meroles_suborbitalis",1970-04-28,"1238","1970","F",26.4,35.8
"972","KAL",19216,"KLA","Meroles_suborbitalis",1970-05-07,"1108","1970","F",16.6,34
"973","KAL",19227,"KLA","Meroles_suborbitalis",1970-05-07,"1209","1970","M",18.8,35.4
"974","KAL",19229,"KLA","Meroles_suborbitalis",1970-05-07,"1233","1970","M",20.6,35.6
"975","KAL",19237,"KLL","Meroles_suborbitalis",1970-05-10,"1346","1970","F",17.8,38.1
"976","KAL",19240,"KLL","Meroles_suborbitalis",1970-05-10,"1358","1970","M",20,36.1
"977","KAL",19274,"KLL","Meroles_suborbitalis",1970-05-10,"1442","1970","F",21.3,NA
"978","KAL",19277,"KLL","Meroles_suborbitalis",1970-05-10,"1502","1970","M",20.7,34.4
"979","KAL",19289,"KLL","Meroles_suborbitalis",1970-05-10,"1557","1970","F",19.8,35.3
"980","KAL",19290,"KLL","Meroles_suborbitalis",1970-05-10,"1608","1970","F",19.6,34
"981","KAL",19382,"KLL","Meroles_suborbitalis",1970-05-11,"1410","1970","M",22.8,37.4
"982","KAL",19853,"KLR","Meroles_suborbitalis",1970-05-26,"1315","1970","F",22.4,NA
"983","KAL",19863,"KLR","Meroles_suborbitalis",1970-05-26,"1425","1970","F",18.9,36.2
"984","KAL",20048,"KLL","Meroles_suborbitalis",1970-07-04,"1220","1970","M",21.5,36.7
"985","KAL",20059,"KLL","Meroles_suborbitalis",1970-07-04,"1540","1970","M",24,NA
"986","KAL",20093,"KLL","Meroles_suborbitalis",1970-07-05,"1413","1970","M",25.9,NA
"987","KAL",20381,"KLA","Meroles_suborbitalis",1970-07-03,"1323","1970","M",11.5,34.9
"988","KAL",20521,"KLX","Meroles_suborbitalis",1970-08-14,"1335","1970","M",28.4,34.6
"989","KAL",20570,"KLX","Meroles_suborbitalis",1970-08-16,"1115","1970","M",18.8,NA
"990","KAL",20672,"KLD","Meroles_suborbitalis",1970-08-21,"1355","1970","M",20.1,35.3
"991","KAL",20706,"KLG","Meroles_suborbitalis",1970-08-24,"1452","1970","M",19,33.7
"992","KAL",20735,"KLI","Meroles_suborbitalis",1970-09-02,"1059","1970","F",18.1,NA
"993","KAL",20776,"KLB","Meroles_suborbitalis",1970-09-07,"1300","1970","F",28,37.7
"994","KAL",20831,"KLL","Meroles_suborbitalis",1970-09-10,"1212","1970","F",15.5,30.2
"995","KAL",20856,"KLL","Meroles_suborbitalis",1970-09-11,"1330","1970","M",21.3,36.7
"996","KAL",20870,"KLK","Meroles_suborbitalis",1970-09-12,"1149","1970","M",28.8,34.3
"997","KAL",21378,"KLX","Meroles_suborbitalis",1970-10-04,"1015","1970","F",27.2,36.9
"998","KAL",21663,"KLR","Meroles_suborbitalis",1970-10-13,"1632","1970","M",28.1,36.4
"999","KAL",15556,"KLI","Meroles_suborbitalis",1969-12-16,"1830","1969","M",35.4,NA
"1000","KAL",16065,"KLD","Meroles_suborbitalis",1970-01-21,NA,"1970","M",34.6,37.4
"1001","KAL",16384,"KLG","Meroles_suborbitalis",1970-01-27,"1811","1970","M",32,35.4
"1002","KAL",17345,"KLX","Meroles_suborbitalis",1970-02-19,"1011","1970","M",28.6,34.6
"1003","KAL",17391,"KLX","Meroles_suborbitalis",1970-02-19,"1030","1970","M",28.6,36.8
"1004","KAL",19256,"KLA","Meroles_suborbitalis",1970-05-07,"1449","1970","M",19.2,NA
"1005","KAL",20886,"KLK","Meroles_suborbitalis",1970-09-12,"1346","1970","F",30.4,36.2
"1006","KAL",21350,"KLX","Meroles_suborbitalis",1970-10-03,"1132","1970","M",29.3,36.5
"1007","KAL",15807,"KLA","Meroles_suborbitalis",1970-01-01,"1752","1970","J",32.2,36.4
"1008","KAL",16363,"KLG","Meroles_suborbitalis",1970-01-26,"1815","1970","M",31.5,34.8
"1009","KAL",18221,"KLL","Meroles_suborbitalis",1970-03-11,"931","1970","M",26.8,36.3
"1010","KAL",18261,"KLL","Meroles_suborbitalis",1970-03-11,"1119","1970","M",32.8,36.2
"1011","KAL",18560,"KLA","Meroles_suborbitalis",1970-04-03,"1019","1970","M",29.1,36.8
"1012","KAL",18798,"KLX","Meroles_suborbitalis",1970-04-15,"940","1970","F",24.2,35.7
"1013","KAL",19276,"KLL","Meroles_suborbitalis",1970-05-10,"1453","1970","F",19.2,36.6
"1014","KAL",19284,"KLL","Meroles_suborbitalis",1970-05-10,"1456","1970","F",21.9,34.9
"1015","KAL",19795,"KLR","Meroles_suborbitalis",1970-05-26,"1300","1970","F",19.3,NA
"1016","KAL",20719,"KLR","Meroles_suborbitalis",1970-08-29,"1240","1970","M",19.3,NA
"1017","KAL",21113,"KLX","Meroles_suborbitalis",1970-09-24,"1447","1970","M",29.4,35.5
"1018","KAL",21667,"KLR","Meroles_suborbitalis",1970-10-13,"1652","1970","M",28,34.6
"1019","KAL",15562,"KLI","Meroles_suborbitalis",1969-12-17,"755","1969","M",28.4,35.4
"1020","KAL",16064,"KLD","Meroles_suborbitalis",1970-01-21,NA,"1970","M",34.4,38
"1021","KAL",17213,"KLM","Meroles_suborbitalis",1970-02-10,"1108","1970","F",30.7,NA
"1022","KAL",19102,"KLG","Meroles_suborbitalis",1970-04-22,"1558","1970","M",24.4,32.8
"1023","KAL",19248,"KLA","Meroles_suborbitalis",1970-05-07,"1340","1970","F",18.6,35.2
"1024","KAL",19351,"KLL","Meroles_suborbitalis",1970-05-11,"1225","1970","F",21.6,NA
"1025","KAL",19640,"KLX","Meroles_suborbitalis",1970-05-21,"1304","1970","F",27.2,31.9
"1026","KAL",20410,"KLA","Meroles_suborbitalis",1970-08-04,"1311","1970","F",16.3,34
"1027","KAL",20707,"KLG","Meroles_suborbitalis",1970-08-24,"1506","1970","F",18.5,31.8
"1028","KAL",20854,"KLL","Meroles_suborbitalis",1970-09-11,"1320","1970","M",20.8,34.8
"1029","KAL",18288,"KLL","Meroles_suborbitalis",1970-03-11,"1204","1970","M",34.5,NA
"1030","KAL",15553,"KLI","Meroles_suborbitalis",1969-12-16,"1815","1969","F",35.8,38.6
"1031","KAL",15555,"KLI","Meroles_suborbitalis",1969-12-16,"1827","1969","J",35.4,NA
"1032","KAL",17392,"KLX","Meroles_suborbitalis",1970-02-19,"1033","1970","M",28.3,NA
"1033","KAL",18296,"KLL","Meroles_suborbitalis",1970-03-11,"1805","1970","M",34.2,35.9
"1034","KAL",18520,"KLA","Meroles_suborbitalis",1970-04-02,"1122","1970","M",33.1,36.8
"1035","KAL",18749,"KLX","Meroles_suborbitalis",1970-04-13,"1030","1970","F",28,37.4
"1036","KAL",19180,"KLR","Meroles_suborbitalis",1970-04-28,"1636","1970","F",25.9,30.4
"1037","KAL",19182,"KLR","Meroles_suborbitalis",1970-04-28,"1421","1970","M",28.1,35.3
"1038","KAL",19239,"KLL","Meroles_suborbitalis",1970-05-10,"1354","1970","M",19.9,36.5
"1039","KAL",20588,"KLX","Meroles_suborbitalis",1970-08-16,"1442","1970","M",22.8,NA
"1040","KAL",20591,"KLX","Meroles_suborbitalis",1970-08-16,"1458","1970","M",22.5,NA
"1041","KAL",20705,"KLG","Meroles_suborbitalis",1970-08-24,"1445","1970","M",19.2,33.5
"1042","KAL",21105,"KLX","Meroles_suborbitalis",1970-09-24,"1359","1970","M",28.1,38.2
"1043","KAL",19797,"KLT","Meroles_suborbitalis",1970-05-26,"1310","1970","F",19.3,31.6
"1044","KAL",16347,"KLG","Meroles_suborbitalis",1970-01-27,"1106","1970","M",30.2,34.4
"1045","KAL",16372,"KLG","Meroles_suborbitalis",1970-01-27,"1115","1970","M",30.6,34.5
"1046","KAL",16463,"KLA","Meroles_suborbitalis",1970-01-29,"1037","1970","M",34.6,39
"1047","KAL",17159,"KLB","Meroles_suborbitalis",1970-02-09,"1105","1970","F",30.7,39.1
"1048","KAL",18277,"KLL","Meroles_suborbitalis",1970-03-12,"1120","1970","M",31.8,38.2
"1049","KAL",18282,"KLL","Meroles_suborbitalis",1970-03-11,"1112","1970","M",32,36.3
"1050","KAL",18300,"KLL","Meroles_suborbitalis",1970-03-11,"1815","1970","F",34.3,37.6
"1051","KAL",19133,"KLR","Meroles_suborbitalis",1970-04-28,"1237","1970","M",27.1,33.8
"1052","KAL",19146,"KLR","Meroles_suborbitalis",1970-04-28,"1024","1970","F",23.7,34.6
"1053","KAL",19321,"KLL","Meroles_suborbitalis",1970-05-11,"1146","1970","M",19.3,35.5
"1054","KAL",19986,"KLA","Meroles_suborbitalis",1970-07-03,"1202","1970","F",21.6,NA
"1055","KAL",20032,"KLL","Meroles_suborbitalis",1970-07-04,"1240","1970","F",21.8,33.6
"1056","KAL",20427,"KLL","Meroles_suborbitalis",1970-08-05,"1252","1970","M",24.8,33.7
"1057","KAL",20523,"KLX","Meroles_suborbitalis",1970-08-14,"1340","1970","M",28.3,35.1
"1058","KAL",20698,"KLG","Meroles_suborbitalis",1970-08-24,"1325","1970","M",16.8,33.8
"1059","KAL",20736,"KLI","Meroles_suborbitalis",1970-09-02,"1105","1970","M",18.5,35.5
"1060","KAL",20839,"KLL","Meroles_suborbitalis",1970-09-10,"1357","1970","M",18.3,34.6
"1061","KAL",15570,"KLI","Meroles_suborbitalis",1969-12-17,"816","1969","M",29,35.4
"1062","KAL",15837,"KLA","Meroles_suborbitalis",1970-01-02,"1058","1970","J",26.6,NA
"1063","KAL",16094,"KLD","Meroles_suborbitalis",1970-01-22,"855","1970","F",31.3,37.6
"1064","KAL",16348,"KLG","Meroles_suborbitalis",1970-01-27,"1112","1970","F",30.6,37.6
"1065","KAL",16399,"KLG","Meroles_suborbitalis",1970-01-27,"922","1970","M",27,36.8
"1066","KAL",16430,"KLG","Meroles_suborbitalis",1970-01-28,"845","1970",NA,28.1,NA
"1067","KAL",16842,"KLL","Meroles_suborbitalis",1970-02-04,"1532","1970","F",31,NA
"1068","KAL",18287,"KLL","Meroles_suborbitalis",1970-03-11,"1156","1970","M",34.1,37.8
"1069","KAL",18518,"KLA","Meroles_suborbitalis",1970-04-02,"1105","1970","F",32.8,NA
"1070","KAL",19228,"KLA","Meroles_suborbitalis",1970-05-07,"1220","1970","M",19.5,35.9
"1071","KAL",19243,"KLA","Meroles_suborbitalis",1970-05-07,"1156","1970","M",18.2,35.5
"1072","KAL",19261,"KLL","Meroles_suborbitalis",1970-05-10,"1338","1970","M",19.2,35.9
"1073","KAL",19262,"KLL","Meroles_suborbitalis",1970-05-10,"1349","1970","F",19.6,36.5
"1074","KAL",19282,"KLL","Meroles_suborbitalis",1970-05-10,"1404","1970","M",19.5,29.9
"1075","KAL",19473,"KLB","Meroles_suborbitalis",1970-05-15,"1229","1970","M",23.4,35.6
"1076","KAL",19605,"KLB","Meroles_suborbitalis",1970-05-15,"1417","1970","M",30.5,35.8
"1077","KAL",20069,"KLL","Meroles_suborbitalis",1970-07-05,NA,"1970","M",25.4,NA
"1078","KAL",20450,"KLL","Meroles_suborbitalis",1970-08-06,"1435","1970","M",22,33.7
"1079","KAL",20840,"KLL","Meroles_suborbitalis",1970-09-10,"1417","1970","M",17.7,32.8
"1080","KAL",20998,"KLA","Meroles_suborbitalis",1970-09-21,"1553","1970","M",34,37.9
"1081","KAL",15284,"KLI","Meroles_suborbitalis",1969-12-08,"1007","1969","J",23.6,NA
"1082","KAL",15287,"KLI","Meroles_suborbitalis",1969-12-08,"1037","1969","J",23.5,NA
"1083","KAL",15392,"KLL","Meroles_suborbitalis",1969-12-11,"1809","1969","F",35.6,38
"1084","KAL",15792,"KLA","Meroles_suborbitalis",1970-01-01,"1840","1970","M",30.2,34
"1085","KAL",15795,"KLA","Meroles_suborbitalis",1970-01-01,"1549","1970","J",34.6,39.2
"1086","KAL",16406,"KLG","Meroles_suborbitalis",1970-01-27,"1135","1970","F",31.2,NA
"1087","KAL",16442,"KLA","Meroles_suborbitalis",1970-01-29,"900","1970","M",30.1,27.4
"1088","KAL",18363,"KLL","Meroles_suborbitalis",1970-03-12,"1125","1970","F",31,37.6
"1089","KAL",18497,"KLA","Meroles_suborbitalis",1970-04-02,"935","1970","M",29.4,36.5
"1090","KAL",18597,"KLA","Meroles_suborbitalis",1970-04-03,"1150","1970","M",31.1,36.4
"1091","KAL",18746,"KLX","Meroles_suborbitalis",1970-04-13,"1021","1970","F",27.3,38.3
"1092","KAL",19222,"KLA","Meroles_suborbitalis",1970-05-07,"1126","1970","M",19.2,35.5
"1093","KAL",19260,"KLL","Meroles_suborbitalis",1970-05-10,"1335","1970","F",18.9,34
"1094","KAL",20066,"KLL","Meroles_suborbitalis",1970-07-05,"1446","1970","F",25.2,32
"1095","KAL",20520,"KLX","Meroles_suborbitalis",1970-08-14,"1229","1970","F",26.5,NA
"1096","KAL",20961,"KLA","Meroles_suborbitalis",1970-09-20,"1203","1970","M",32.1,36.9
"1097","KAL",16366,"KLG","Meroles_suborbitalis",1970-01-26,"1823","1970","M",31.6,35.6
"1098","KAL",15283,"KLI","Meroles_suborbitalis",1969-12-08,"928","1969","M",22.6,NA
"1099","KAL",15285,"KLI","Meroles_suborbitalis",1969-12-08,"1014","1969","J",23.7,NA
"1100","KAL",15572,"KLI","Meroles_suborbitalis",1969-12-17,"835","1969","M",29.7,36.4
"1101","KAL",15802,"KLA","Meroles_suborbitalis",1970-01-01,"1713","1970","F",32,32
"1102","KAL",16136,"KLD","Meroles_suborbitalis",1970-01-22,"917","1970","M",31.3,NA
"1103","KAL",16137,"KLD","Meroles_suborbitalis",1970-01-22,"917","1970","M",31.3,NA
"1104","KAL",16383,"KLG","Meroles_suborbitalis",1970-01-27,"1804","1970","M",32.4,36.6
"1105","KAL",16393,"KLG","Meroles_suborbitalis",1970-01-27,"850","1970","F",26,35
"1106","KAL",17068,"KLB","Meroles_suborbitalis",1970-02-08,"1835","1970","M",32.1,35.7
"1107","KAL",17954,"KLG","Meroles_suborbitalis",1970-02-26,"1000","1970","F",34.4,38
"1108","KAL",18076,"KLL","Meroles_suborbitalis",1970-03-11,"1028","1970","M",30.8,37.1
"1109","KAL",18623,"KLA","Meroles_suborbitalis",1970-04-04,"1138","1970","F",31,38.3
"1110","KAL",19130,"KLR","Meroles_suborbitalis",1970-04-28,"1225","1970","F",26.2,35.8
"1111","KAL",19136,"KLR","Meroles_suborbitalis",1970-04-28,"1323","1970","F",26.6,35.5
"1112","KAL",19279,"KLL","Meroles_suborbitalis",1970-05-10,"1510","1970","M",19.9,35.5
"1113","KAL",19987,"KLA","Meroles_suborbitalis",1970-07-03,"1205","1970","F",19.7,31.2
"1114","KAL",20490,"KLB","Meroles_suborbitalis",1970-08-11,"1335","1970","F",20.3,NA
"1115","KAL",20533,"KLX","Meroles_suborbitalis",1970-08-14,"1500","1970","F",29,35.4
"1116","KAL",20677,"KLD","Meroles_suborbitalis",1970-08-21,"1433","1970","F",21.2,NA
"1117","KAL",21643,"KLR","Meroles_suborbitalis",1970-10-13,"935","1970","M",22.2,37.1
"1118","KAL",21660,"KLR","Meroles_suborbitalis",1970-10-13,"1146","1970","F",25.4,34.6
"1119","KAL",15083,"KLL","Meroles_suborbitalis",1969-11-28,"1225","1969","F",30,37.2
"1120","KAL",15677,"KLA","Meroles_suborbitalis",1969-12-26,"1812","1969","M",36.5,NA
"1121","KAL",16373,"KLG","Meroles_suborbitalis",1970-01-27,"1120","1970","M",31.8,35.4
"1122","KAL",16451,"KLA","Meroles_suborbitalis",1970-01-29,"822","1970","M",27.6,35
"1123","KAL",18513,"KLA","Meroles_suborbitalis",1970-04-02,"1052","1970","F",32.1,34.9
"1124","KAL",18607,"KLA","Meroles_suborbitalis",1970-04-04,"1035","1970","M",28.9,36.8
"1125","KAL",18799,"KLX","Meroles_suborbitalis",1970-04-15,"1005","1970","F",25.8,35.3
"1126","KAL",20453,"KLL","Meroles_suborbitalis",1970-08-06,"1450","1970","M",22.6,34.2
"1127","KAL",21283,"KLX","Meroles_suborbitalis",1970-10-02,"949","1970","M",21.5,35.6
"1128","KAL",15254,"KLI","Meroles_suborbitalis",1969-12-05,"852","1969","M",26.3,36.8
"1129","KAL",15282,"KLI","Meroles_suborbitalis",1969-12-08,"925","1969","M",22.6,NA
"1130","KAL",15394,"KLL","Meroles_suborbitalis",1969-12-11,"1834","1969","M",35,37.6
"1131","KAL",15421,"KLL","Meroles_suborbitalis",1969-12-11,"1821","1969","M",34.6,36.8
"1132","KAL",15549,"KLI","Meroles_suborbitalis",1969-12-16,"1846","1969","J",35,NA
"1133","KAL",15550,"KLI","Meroles_suborbitalis",1969-12-16,"1849","1969","J",35,NA
"1134","KAL",15557,"KLI","Meroles_suborbitalis",1969-12-16,"1836","1969","M",35,NA
"1135","KAL",15565,"KLI","Meroles_suborbitalis",1969-12-17,"809","1969","J",30.4,35.4
"1136","KAL",15566,"KLI","Meroles_suborbitalis",1969-12-17,"823","1969","J",30.6,NA
"1137","KAL",15652,"KLA","Meroles_suborbitalis",1969-12-26,"1735","1969","M",37.2,39.8
"1138","KAL",15660,"KLB","Meroles_suborbitalis",1969-12-28,"1135","1969","F",34.4,39.2
"1139","KAL",15673,"KLA","Meroles_suborbitalis",1969-12-26,"1800","1969","M",37.4,NA
"1140","KAL",15789,"KLA","Meroles_suborbitalis",1970-01-01,"1755","1970","M",31.5,37
"1141","KAL",16539,"KLA","Meroles_suborbitalis",1970-01-30,"726","1970","F",27.7,31.7
"1142","KAL",17368,"KLX","Meroles_suborbitalis",1970-02-19,"928","1970","M",26.7,NA
"1143","KAL",17387,"KLX","Meroles_suborbitalis",1970-02-19,"1000","1970","M",27.5,NA
"1144","KAL",18218,"KLL","Meroles_suborbitalis",1970-03-11,"947","1970","F",28.2,38
"1145","KAL",18238,"KLL","Meroles_suborbitalis",1970-03-11,"1047","1970","F",30.7,39.3
"1146","KAL",18283,"KLL","Meroles_suborbitalis",1970-03-11,"1126","1970","F",31.5,37.7
"1147","KAL",18292,"KLL","Meroles_suborbitalis",1970-03-11,"1753","1970","F",34.3,36.1
"1148","KAL",18317,"KLL","Meroles_suborbitalis",1970-03-12,"1031","1970","F",29.5,36.4
"1149","KAL",18354,"KLL","Meroles_suborbitalis",1970-03-12,"1215","1970","F",32.8,38.6
"1150","KAL",18533,"KLA","Meroles_suborbitalis",1970-04-02,"955","1970","F",30.4,35.7
"1151","KAL",18608,"KLA","Meroles_suborbitalis",1970-04-04,"1105","1970","M",30.5,37.4
"1152","KAL",18620,"KLA","Meroles_suborbitalis",1970-04-04,"1128","1970","F",31,NA
"1153","KAL",18730,"KLX","Meroles_suborbitalis",1970-04-13,"1016","1970","M",28.9,35.4
"1154","KAL",18789,"KLX","Meroles_suborbitalis",1970-04-14,"1115","1970","J",28.1,36
"1155","KAL",19025,"KLD","Meroles_suborbitalis",1970-04-21,"1054","1970","F",22,29.6
"1156","KAL",19077,"KLG","Meroles_suborbitalis",1970-04-22,"1539","1970","F",25.8,NA
"1157","KAL",19151,"KLR","Meroles_suborbitalis",1970-04-28,"1055","1970","M",24.8,34.4
"1158","KAL",19166,"KLR","Meroles_suborbitalis",1970-04-28,"1324","1970","F",27,34.3
"1159","KAL",19174,"KLR","Meroles_suborbitalis",1970-04-28,"1410","1970","M",28.3,33.5
"1160","KAL",19219,"KLA","Meroles_suborbitalis",1970-05-07,"1116","1970","M",16.4,NA
"1161","KAL",19242,"KLA","Meroles_suborbitalis",1970-05-07,"1140","1970","M",17.7,32.9
"1162","KAL",19302,"KLL","Meroles_suborbitalis",1970-05-10,"1546","1970","F",18.6,34.3
"1163","KAL",19311,"KLL","Meroles_suborbitalis",1970-05-10,"1636","1970","F",21,NA
"1164","KAL",19997,"KLL","Meroles_suborbitalis",1970-07-04,"1133","1970","M",18.9,35.1
"1165","KAL",20026,"KLL","Meroles_suborbitalis",1970-07-04,"1155","1970","M",20.8,33.8
