"","x"
"1",0
"2",0.0375382356899227
"3",0
"4",0
"5",0
"6",0.0152253138859245
"7",0.15926630979147
"8",0.367715420536102
"9",0.0857520133038658
"10",0.0608606989583566
"11",0.223437563859954
"12",0.00282519484616128
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0.0962335215861147
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0.0701109871776674
"48",0.220107040575468
"49",0.486304724634635
"50",0.0275578497240163
"51",0.163813920260438
"52",0.0588034335009368
"53",1.22610647189689
"54",0.0677047632199816
"55",0.0074410200346167
"56",7.80663858615061
"57",4.28195449799015
"58",0.959017183439275
"59",0.104798967464519
"60",0.399644796854638
"61",0.0231999601098966
"62",0.00336700858526232
"63",0.00403282790435508
"64",0.0128932540477117
"65",0
"66",0.00017302187869666
"67",0.239181610103329
"68",0
"69",0.00787859120492894
"70",0
"71",0
"72",0.0911039460917037
"73",0
"74",0
"75",0
"76",0
"77",0.389288849640356
"78",0.00292594263894506
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0.121912133744997
"94",0.197252658369252
"95",0
"96",0
"97",0.148775364879303
"98",0.778678899026839
"99",0
"100",0.108170766079922
"101",0.983179376980638
"102",0
"103",1.3322421014453
"104",0
"105",0.0265800056866172
"106",0.0488885372511833
"107",0
"108",0
"109",0
"110",0.118997693945436
"111",0.0982982055425059
"112",0.0258387335387521
"113",0
"114",0
"115",0
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0.125658616279341
"123",0
"124",0
"125",0
"126",0
"127",0.338318735294279
"128",0.167560193235364
"129",0.312970454594979
"130",0
"131",0.000674157074390079
"132",0.308665132534155
"133",0
"134",0
"135",0
"136",0.326421016522637
"137",0
"138",0
"139",0
"140",0
"141",0.00109537077224521
"142",0.0188883504122916
"143",0
"144",0.000404593567949318
"145",0
"146",0
"147",0
"148",0
"149",0
"150",0
"151",0.0707760509725233
"152",1.50013150273591
"153",0
"154",0
"155",0
"156",0
"157",0
"158",0
"159",0.00449432897937681
"160",0.0152424666040622
"161",0
"162",0
"163",0
"164",0
"165",0
"166",0
"167",0
"168",0
"169",0
"170",0
"171",0
"172",0.0216540103667834
"173",0
"174",4.50828309003825
"175",0.171599936313173
"176",0.00151832899714995
"177",0
"178",0
"179",0
"180",0
"181",0.989281680714439
"182",0.0354649400171223
"183",0.0108980868238439
"184",0.000416269702272558
"185",0
"186",0
"187",0.00335472377275536
"188",0
"189",0
"190",0
"191",0.00669885816497931
"192",0.352580591476508
"193",0.0784574685159259
"194",0
"195",0
"196",0
"197",0.107348506792116
"198",0
"199",0
"200",0
"201",0
"202",0
"203",0
"204",0
"205",0
"206",2.61486606186903
"207",0.00036672816223267
"208",0.010701254111815
"209",0
"210",0
"211",0
"212",0
"213",0
"214",0
"215",0
"216",0
"217",0
"218",0
"219",0.494321019664269
"220",2.57179962909852
"221",0.0736321002656134
"222",0
"223",0
"224",0
"225",0
"226",0
"227",0
"228",1.31778798503198
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0.889634150992695
"242",0.418934322148849
"243",0.0151463842644803
"244",0.000426153823779111
"245",0
"246",3.57962320998953
"247",4.40820925595464
"248",0.247615845126203
"249",0.00488891894633939
"250",0.103011816324906
"251",0.00017302187869666
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0.00420446860761912
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0.00019370628353601
"271",0.331637427290459
"272",0.252455068717787
"273",0
"274",0.415001651416063
"275",0.0785947026305934
"276",0.00131076041780971
"277",0.106085343536548
"278",0
"279",0
"280",0
"281",0
"282",0.937290155415841
"283",23.4972265269656
"284",10.0447588799063
"285",0.422995425810872
"286",0.0895781456794715
"287",0.067247133657158
"288",0
"289",0
"290",0
"291",0.372789630852778
"292",0
"293",0.162714270769822
"294",0.028842849514341
"295",0
"296",0
"297",0.0507604375349096
"298",0
"299",0.0713739133674577
"300",0.378848556457821
"301",0.158772561396697
"302",0.079150488830872
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0.0676233841240221
"312",0
"313",0
"314",0
"315",0
"316",0.000832184113690479
"317",0.151905709751468
"318",0
"319",0
"320",0
"321",0.00105795151491323
"322",0.00266613990487146
"323",0.014930178345337
"324",0
"325",0
"326",0
"327",0
"328",0
"329",0.000404593567949318
"330",1.79610307340521
"331",0
"332",0.00162713278170189
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0.0131807703294804
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0.332873945340501
"364",0.506939163179426
"365",0.594451283919734
"366",0
