"","x"
"1",-4.16333634234434e-14
"2",-4.16333634234434e-14
"3",-4.16333634234434e-14
"4",-4.16333634234434e-14
"5",0.0636194203219969
"6",0.280609405291545
"7",-4.16333634234434e-14
"8",-4.16333634234434e-14
"9",0.00403526194762989
"10",-4.16333634234434e-14
"11",0.0328053847193808
"12",0.000643588403455315
"13",-4.16333634234434e-14
"14",-4.16333634234434e-14
"15",-4.16333634234434e-14
"16",-4.16333634234434e-14
"17",-4.16333634234434e-14
"18",-4.16333634234434e-14
"19",-4.16333634234434e-14
"20",-4.16333634234434e-14
"21",-4.16333634234434e-14
"22",0.0321587259304556
"23",2.44527615308508
"24",27.7007254442797
"25",41.6158143618412
"26",83.8694024645857
"27",0.423560774718215
"28",0.365603071374141
"29",6.75037014484893
"30",-4.16333634234434e-14
"31",-4.16333634234434e-14
"32",-4.16333634234434e-14
"33",0.226598441237174
"34",30.071323911809
"35",4.33545990484483
"36",-4.16333634234434e-14
"37",0.0707375868079238
"38",0.512699204441465
"39",0.847053499295042
"40",-4.16333634234434e-14
"41",-4.16333634234434e-14
"42",0.291484849546578
"43",-4.16333634234434e-14
"44",-4.16333634234434e-14
"45",-4.16333634234434e-14
"46",0.0158972233383199
"47",1.10984404538636
"48",25.9799585836371
"49",3.42202623855277
"50",3.69673209929016
"51",0.364341322423107
"52",-4.16333634234434e-14
"53",-4.16333634234434e-14
"54",-4.16333634234434e-14
"55",0.00478204246935618
"56",0.000804781151571227
"57",-4.16333634234434e-14
"58",-4.16333634234434e-14
"59",-4.16333634234434e-14
"60",1.24001602624335
"61",17.8902733219891
"62",2.60515017533093
"63",0.0132581795933579
"64",0.00435029010551972
"65",1.58837530536452
"66",0.00241720176292093
"67",0.000441043347794635
"68",-4.16333634234434e-14
"69",-4.16333634234434e-14
"70",-4.16333634234434e-14
"71",0.000188363075636676
"72",0.000644458839095366
"73",-4.16333634234434e-14
"74",-4.16333634234434e-14
"75",-4.16333634234434e-14
"76",-4.16333634234434e-14
"77",-4.16333634234434e-14
"78",-4.16333634234434e-14
"79",-4.16333634234434e-14
"80",-4.16333634234434e-14
"81",-4.16333634234434e-14
"82",0.207338464586585
"83",1.75445258245896
"84",0.0217829234502042
"85",-4.16333634234434e-14
"86",-4.16333634234434e-14
"87",0.0664429180615227
"88",1.13724894786219
"89",0.645327592869095
"90",1.548060153025
"91",-4.16333634234434e-14
"92",-4.16333634234434e-14
"93",-4.16333634234434e-14
"94",-4.16333634234434e-14
"95",2.35813308303817
"96",2.50984990226516
"97",3.48088781666834
"98",4.54707210527474
"99",1.60099252683655
"100",0.0317484065130645
"101",14.6879290730135
"102",-4.16333634234434e-14
"103",0.0478720443720722
"104",-4.16333634234434e-14
"105",-4.16333634234434e-14
"106",-4.16333634234434e-14
"107",-4.16333634234434e-14
"108",-4.16333634234434e-14
"109",-4.16333634234434e-14
"110",-4.16333634234434e-14
"111",-4.16333634234434e-14
"112",-4.16333634234434e-14
"113",-4.16333634234434e-14
"114",-4.16333634234434e-14
"115",-4.16333634234434e-14
"116",-4.16333634234434e-14
"117",-4.16333634234434e-14
"118",-4.16333634234434e-14
"119",0.00268019243883824
"120",-4.16333634234434e-14
"121",-4.16333634234434e-14
"122",-4.16333634234434e-14
"123",-4.16333634234434e-14
"124",-4.16333634234434e-14
"125",-4.16333634234434e-14
"126",-4.16333634234434e-14
"127",-4.16333634234434e-14
"128",-4.16333634234434e-14
"129",0.00441248198894636
"130",0.00090865468527469
"131",-4.16333634234434e-14
"132",0.255231395919505
"133",0.303727459425572
"134",-4.16333634234434e-14
"135",0.0511687702825493
"136",0.439393146962969
"137",0.42560662023793
"138",0.00117468968516393
"139",-4.16333634234434e-14
"140",-4.16333634234434e-14
"141",0.124255347794188
"142",-4.16333634234434e-14
"143",-4.16333634234434e-14
"144",-4.16333634234434e-14
"145",-4.16333634234434e-14
"146",-4.16333634234434e-14
"147",-4.16333634234434e-14
"148",-4.16333634234434e-14
"149",-4.16333634234434e-14
"150",-4.16333634234434e-14
"151",-4.16333634234434e-14
"152",0.237943215121518
"153",0.000538170679963492
"154",0.0118554041730087
"155",-4.16333634234434e-14
"156",-4.16333634234434e-14
"157",-4.16333634234434e-14
"158",-4.16333634234434e-14
"159",-4.16333634234434e-14
"160",-4.16333634234434e-14
"161",0.232366119921888
"162",-4.16333634234434e-14
"163",-4.16333634234434e-14
"164",-4.16333634234434e-14
"165",-4.16333634234434e-14
"166",-4.16333634234434e-14
"167",-4.16333634234434e-14
"168",-4.16333634234434e-14
"169",-4.16333634234434e-14
"170",-4.16333634234434e-14
"171",-4.16333634234434e-14
"172",-4.16333634234434e-14
"173",2.08984377585267
"174",0.486617812342233
"175",-4.16333634234434e-14
"176",8.28922865215717
"177",0.260062504079511
"178",0.32574228613129
"179",0.0181349052767725
"180",0.742726357523986
"181",0.00491216344885905
"182",-4.16333634234434e-14
"183",-4.16333634234434e-14
"184",-4.16333634234434e-14
"185",-4.16333634234434e-14
"186",-4.16333634234434e-14
"187",-4.16333634234434e-14
"188",-4.16333634234434e-14
"189",-4.16333634234434e-14
"190",-4.16333634234434e-14
"191",-4.16333634234434e-14
"192",-4.16333634234434e-14
"193",-4.16333634234434e-14
"194",-4.16333634234434e-14
"195",0.0300996442137436
"196",0.0776832918724031
"197",0.242570443184691
"198",-4.16333634234434e-14
"199",-4.16333634234434e-14
"200",-4.16333634234434e-14
"201",-4.16333634234434e-14
"202",-4.16333634234434e-14
"203",0.00820662553863358
"204",-4.16333634234434e-14
"205",-4.16333634234434e-14
"206",-4.16333634234434e-14
"207",-4.16333634234434e-14
"208",-4.16333634234434e-14
"209",-4.16333634234434e-14
"210",0.000300893380814355
"211",0.302441954536083
"212",-4.16333634234434e-14
"213",-4.16333634234434e-14
"214",-4.16333634234434e-14
"215",0.179746866674305
"216",0.696714150664737
"217",0.264570946968169
"218",-4.16333634234434e-14
"219",-4.16333634234434e-14
"220",2.85039792565334
"221",4.39607955870525
"222",-4.16333634234434e-14
"223",2.73746183491608
"224",0.000426468764599894
"225",0.0449231622523144
"226",-4.16333634234434e-14
"227",-4.16333634234434e-14
