Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,12045,1957,01,01,40.0,,Y
IDCJAC0010,12045,1957,01,02,35.6,1,Y
IDCJAC0010,12045,1957,01,03,36.7,1,Y
IDCJAC0010,12045,1957,01,04,40.6,1,Y
IDCJAC0010,12045,1957,01,05,41.1,1,Y
IDCJAC0010,12045,1957,01,06,34.4,1,Y
IDCJAC0010,12045,1957,01,07,34.4,1,Y
IDCJAC0010,12045,1957,01,08,36.1,1,Y
IDCJAC0010,12045,1957,01,09,36.1,1,Y
IDCJAC0010,12045,1957,01,10,36.7,1,Y
IDCJAC0010,12045,1957,01,11,41.1,1,Y
IDCJAC0010,12045,1957,01,12,42.8,1,Y
IDCJAC0010,12045,1957,01,13,40.0,1,Y
IDCJAC0010,12045,1957,01,14,46.1,1,Y
IDCJAC0010,12045,1957,01,15,35.0,1,Y
IDCJAC0010,12045,1957,01,16,35.6,1,Y
IDCJAC0010,12045,1957,01,17,40.0,1,Y
IDCJAC0010,12045,1957,01,18,37.8,1,Y
IDCJAC0010,12045,1957,01,19,35.0,1,Y
IDCJAC0010,12045,1957,01,20,37.8,1,Y
IDCJAC0010,12045,1957,01,21,37.8,1,Y
IDCJAC0010,12045,1957,01,22,31.7,1,Y
IDCJAC0010,12045,1957,01,23,33.9,1,Y
IDCJAC0010,12045,1957,01,24,36.7,1,Y
IDCJAC0010,12045,1957,01,25,36.7,1,Y
IDCJAC0010,12045,1957,01,26,38.3,1,Y
IDCJAC0010,12045,1957,01,27,41.1,1,Y
IDCJAC0010,12045,1957,01,28,42.8,1,Y
IDCJAC0010,12045,1957,01,29,38.9,1,Y
IDCJAC0010,12045,1957,01,30,32.2,1,Y
IDCJAC0010,12045,1957,01,31,26.7,1,Y
IDCJAC0010,12045,1957,02,01,32.8,1,Y
IDCJAC0010,12045,1957,02,02,34.4,1,Y
IDCJAC0010,12045,1957,02,03,34.4,1,Y
IDCJAC0010,12045,1957,02,04,38.3,1,Y
IDCJAC0010,12045,1957,02,05,33.3,1,Y
IDCJAC0010,12045,1957,02,06,31.1,1,Y
IDCJAC0010,12045,1957,02,07,32.8,1,Y
IDCJAC0010,12045,1957,02,08,30.0,1,Y
IDCJAC0010,12045,1957,02,09,30.0,1,Y
IDCJAC0010,12045,1957,02,10,27.2,1,Y
IDCJAC0010,12045,1957,02,11,30.6,1,Y
IDCJAC0010,12045,1957,02,12,36.7,1,Y
IDCJAC0010,12045,1957,02,13,40.6,1,Y
IDCJAC0010,12045,1957,02,14,29.4,1,Y
IDCJAC0010,12045,1957,02,15,28.3,1,Y
IDCJAC0010,12045,1957,02,16,33.3,1,Y
IDCJAC0010,12045,1957,02,17,32.8,1,Y
IDCJAC0010,12045,1957,02,18,32.2,1,Y
IDCJAC0010,12045,1957,02,19,34.4,1,Y
IDCJAC0010,12045,1957,02,20,29.4,1,Y
IDCJAC0010,12045,1957,02,21,29.4,1,Y
IDCJAC0010,12045,1957,02,22,31.7,1,Y
IDCJAC0010,12045,1957,02,23,34.4,1,Y
IDCJAC0010,12045,1957,02,24,35.0,1,Y
IDCJAC0010,12045,1957,02,25,36.7,1,Y
IDCJAC0010,12045,1957,02,26,40.6,1,Y
IDCJAC0010,12045,1957,02,27,36.7,1,Y
IDCJAC0010,12045,1957,02,28,35.0,1,Y
IDCJAC0010,12045,1957,03,01,35.6,1,Y
IDCJAC0010,12045,1957,03,02,32.8,1,Y
IDCJAC0010,12045,1957,03,03,35.0,1,Y
IDCJAC0010,12045,1957,03,04,36.1,1,Y
IDCJAC0010,12045,1957,03,05,35.6,1,Y
IDCJAC0010,12045,1957,03,06,36.7,1,Y
IDCJAC0010,12045,1957,03,07,39.4,1,Y
IDCJAC0010,12045,1957,03,08,25.6,1,Y
IDCJAC0010,12045,1957,03,09,25.0,1,Y
IDCJAC0010,12045,1957,03,10,28.3,1,Y
IDCJAC0010,12045,1957,03,11,35.0,1,Y
IDCJAC0010,12045,1957,03,12,28.9,1,Y
IDCJAC0010,12045,1957,03,13,26.1,1,Y
IDCJAC0010,12045,1957,03,14,29.4,1,Y
IDCJAC0010,12045,1957,03,15,31.1,1,Y
IDCJAC0010,12045,1957,03,16,32.8,1,Y
IDCJAC0010,12045,1957,03,17,37.2,1,Y
IDCJAC0010,12045,1957,03,18,37.8,1,Y
IDCJAC0010,12045,1957,03,19,38.9,1,Y
IDCJAC0010,12045,1957,03,20,40.0,1,Y
IDCJAC0010,12045,1957,03,21,32.2,1,Y
IDCJAC0010,12045,1957,03,22,30.0,1,Y
IDCJAC0010,12045,1957,03,23,33.9,1,Y
IDCJAC0010,12045,1957,03,24,36.1,1,Y
IDCJAC0010,12045,1957,03,25,38.3,1,Y
IDCJAC0010,12045,1957,03,26,31.1,1,Y
IDCJAC0010,12045,1957,03,27,29.4,1,Y
IDCJAC0010,12045,1957,03,28,33.9,1,Y
IDCJAC0010,12045,1957,03,29,38.3,1,Y
IDCJAC0010,12045,1957,03,30,32.8,1,Y
IDCJAC0010,12045,1957,03,31,28.9,1,Y
IDCJAC0010,12045,1957,04,01,28.3,1,Y
IDCJAC0010,12045,1957,04,02,33.3,1,Y
IDCJAC0010,12045,1957,04,03,38.3,1,Y
IDCJAC0010,12045,1957,04,04,40.0,1,Y
IDCJAC0010,12045,1957,04,05,28.3,1,Y
IDCJAC0010,12045,1957,04,06,33.9,1,Y
IDCJAC0010,12045,1957,04,07,36.1,1,Y
IDCJAC0010,12045,1957,04,08,25.0,1,Y
IDCJAC0010,12045,1957,04,09,22.8,1,Y
IDCJAC0010,12045,1957,04,10,23.3,1,Y
IDCJAC0010,12045,1957,04,11,31.1,1,Y
IDCJAC0010,12045,1957,04,12,32.2,1,Y
IDCJAC0010,12045,1957,04,13,30.6,1,Y
IDCJAC0010,12045,1957,04,14,30.6,1,Y
IDCJAC0010,12045,1957,04,15,30.6,1,Y
IDCJAC0010,12045,1957,04,16,28.9,1,Y
IDCJAC0010,12045,1957,04,17,24.4,1,Y
IDCJAC0010,12045,1957,04,18,26.1,1,Y
IDCJAC0010,12045,1957,04,19,26.1,1,Y
IDCJAC0010,12045,1957,04,20,28.3,1,Y
IDCJAC0010,12045,1957,04,21,32.2,1,Y
IDCJAC0010,12045,1957,04,22,26.7,1,Y
IDCJAC0010,12045,1957,04,23,21.1,1,Y
IDCJAC0010,12045,1957,04,24,21.7,1,Y
IDCJAC0010,12045,1957,04,25,26.7,1,Y
IDCJAC0010,12045,1957,04,26,32.2,1,Y
IDCJAC0010,12045,1957,04,27,28.3,1,Y
IDCJAC0010,12045,1957,04,28,26.7,1,Y
IDCJAC0010,12045,1957,04,29,27.2,1,Y
IDCJAC0010,12045,1957,04,30,27.8,1,Y
IDCJAC0010,12045,1957,05,01,22.8,1,Y
IDCJAC0010,12045,1957,05,02,21.7,1,Y
IDCJAC0010,12045,1957,05,03,25.0,1,Y
IDCJAC0010,12045,1957,05,04,26.1,1,Y
IDCJAC0010,12045,1957,05,05,27.8,1,Y
IDCJAC0010,12045,1957,05,06,28.9,1,Y
IDCJAC0010,12045,1957,05,07,29.4,1,Y
IDCJAC0010,12045,1957,05,08,25.6,1,Y
IDCJAC0010,12045,1957,05,09,30.0,1,Y
IDCJAC0010,12045,1957,05,10,28.9,1,Y
IDCJAC0010,12045,1957,05,11,30.6,1,Y
IDCJAC0010,12045,1957,05,12,30.0,1,Y
IDCJAC0010,12045,1957,05,13,33.3,1,Y
IDCJAC0010,12045,1957,05,14,33.3,1,Y
IDCJAC0010,12045,1957,05,15,22.2,1,Y
IDCJAC0010,12045,1957,05,16,18.9,1,Y
IDCJAC0010,12045,1957,05,17,20.0,1,Y
IDCJAC0010,12045,1957,05,18,21.1,1,Y
IDCJAC0010,12045,1957,05,19,18.9,1,Y
IDCJAC0010,12045,1957,05,20,19.4,1,Y
IDCJAC0010,12045,1957,05,21,21.7,1,Y
IDCJAC0010,12045,1957,05,22,24.4,1,Y
IDCJAC0010,12045,1957,05,23,22.8,1,Y
IDCJAC0010,12045,1957,05,24,22.8,1,Y
IDCJAC0010,12045,1957,05,25,23.9,1,Y
IDCJAC0010,12045,1957,05,26,23.3,1,Y
IDCJAC0010,12045,1957,05,27,24.4,1,Y
IDCJAC0010,12045,1957,05,28,22.2,1,Y
IDCJAC0010,12045,1957,05,29,21.7,1,Y
IDCJAC0010,12045,1957,05,30,25.0,1,Y
IDCJAC0010,12045,1957,05,31,25.0,1,Y
IDCJAC0010,12045,1957,06,01,25.0,1,Y
IDCJAC0010,12045,1957,06,02,23.9,1,Y
IDCJAC0010,12045,1957,06,03,27.8,1,Y
IDCJAC0010,12045,1957,06,04,26.7,1,Y
IDCJAC0010,12045,1957,06,05,26.7,1,Y
IDCJAC0010,12045,1957,06,06,20.6,1,Y
IDCJAC0010,12045,1957,06,07,24.4,1,Y
IDCJAC0010,12045,1957,06,08,26.1,1,Y
IDCJAC0010,12045,1957,06,09,22.2,1,Y
IDCJAC0010,12045,1957,06,10,18.3,1,Y
IDCJAC0010,12045,1957,06,11,16.7,1,Y
IDCJAC0010,12045,1957,06,12,17.8,1,Y
IDCJAC0010,12045,1957,06,13,16.7,1,Y
IDCJAC0010,12045,1957,06,14,22.8,1,Y
IDCJAC0010,12045,1957,06,15,20.0,1,Y
IDCJAC0010,12045,1957,06,16,22.8,1,Y
IDCJAC0010,12045,1957,06,17,23.3,1,Y
IDCJAC0010,12045,1957,06,18,21.1,1,Y
IDCJAC0010,12045,1957,06,19,16.1,1,Y
IDCJAC0010,12045,1957,06,20,17.2,1,Y
IDCJAC0010,12045,1957,06,21,18.3,1,Y
IDCJAC0010,12045,1957,06,22,18.3,1,Y
IDCJAC0010,12045,1957,06,23,17.8,1,Y
IDCJAC0010,12045,1957,06,24,19.4,1,Y
IDCJAC0010,12045,1957,06,25,21.1,1,Y
IDCJAC0010,12045,1957,06,26,21.1,1,Y
IDCJAC0010,12045,1957,06,27,16.7,1,Y
IDCJAC0010,12045,1957,06,28,12.8,1,Y
IDCJAC0010,12045,1957,06,29,14.4,1,Y
IDCJAC0010,12045,1957,06,30,16.7,1,Y
IDCJAC0010,12045,1957,07,01,15.6,1,Y
IDCJAC0010,12045,1957,07,02,17.2,1,Y
IDCJAC0010,12045,1957,07,03,16.7,1,Y
IDCJAC0010,12045,1957,07,04,15.0,1,Y
IDCJAC0010,12045,1957,07,05,14.4,1,Y
IDCJAC0010,12045,1957,07,06,15.0,1,Y
IDCJAC0010,12045,1957,07,07,15.6,1,Y
IDCJAC0010,12045,1957,07,08,16.7,1,Y
IDCJAC0010,12045,1957,07,09,16.7,1,Y
IDCJAC0010,12045,1957,07,10,15.6,1,Y
IDCJAC0010,12045,1957,07,11,16.7,1,Y
IDCJAC0010,12045,1957,07,12,18.3,1,Y
IDCJAC0010,12045,1957,07,13,11.7,1,Y
IDCJAC0010,12045,1957,07,14,13.9,1,Y
IDCJAC0010,12045,1957,07,15,15.6,1,Y
IDCJAC0010,12045,1957,07,16,16.1,1,Y
IDCJAC0010,12045,1957,07,17,16.7,1,Y
IDCJAC0010,12045,1957,07,18,18.3,1,Y
IDCJAC0010,12045,1957,07,19,13.3,1,Y
IDCJAC0010,12045,1957,07,20,13.9,1,Y
IDCJAC0010,12045,1957,07,21,13.9,1,Y
IDCJAC0010,12045,1957,07,22,13.9,1,Y
IDCJAC0010,12045,1957,07,23,15.6,1,Y
IDCJAC0010,12045,1957,07,24,19.4,1,Y
IDCJAC0010,12045,1957,07,25,17.8,1,Y
IDCJAC0010,12045,1957,07,26,17.8,1,Y
IDCJAC0010,12045,1957,07,27,17.2,1,Y
IDCJAC0010,12045,1957,07,28,17.8,1,Y
IDCJAC0010,12045,1957,07,29,18.9,1,Y
IDCJAC0010,12045,1957,07,30,21.7,1,Y
IDCJAC0010,12045,1957,07,31,18.9,1,Y
IDCJAC0010,12045,1957,08,01,18.3,1,Y
IDCJAC0010,12045,1957,08,02,18.9,1,Y
IDCJAC0010,12045,1957,08,03,24.4,1,Y
IDCJAC0010,12045,1957,08,04,18.9,1,Y
IDCJAC0010,12045,1957,08,05,21.1,1,Y
IDCJAC0010,12045,1957,08,06,20.6,1,Y
IDCJAC0010,12045,1957,08,07,16.1,1,Y
IDCJAC0010,12045,1957,08,08,16.7,1,Y
IDCJAC0010,12045,1957,08,09,20.0,1,Y
IDCJAC0010,12045,1957,08,10,23.9,1,Y
IDCJAC0010,12045,1957,08,11,16.1,1,Y
IDCJAC0010,12045,1957,08,12,15.0,1,Y
IDCJAC0010,12045,1957,08,13,18.9,1,Y
IDCJAC0010,12045,1957,08,14,19.4,1,Y
IDCJAC0010,12045,1957,08,15,22.2,1,Y
IDCJAC0010,12045,1957,08,16,23.9,1,Y
IDCJAC0010,12045,1957,08,17,24.4,1,Y
IDCJAC0010,12045,1957,08,18,23.3,1,Y
IDCJAC0010,12045,1957,08,19,16.7,1,Y
IDCJAC0010,12045,1957,08,20,17.8,1,Y
IDCJAC0010,12045,1957,08,21,19.4,1,Y
IDCJAC0010,12045,1957,08,22,23.3,1,Y
IDCJAC0010,12045,1957,08,23,18.3,1,Y
IDCJAC0010,12045,1957,08,24,16.7,1,Y
IDCJAC0010,12045,1957,08,25,21.7,1,Y
IDCJAC0010,12045,1957,08,26,25.6,1,Y
IDCJAC0010,12045,1957,08,27,28.3,1,Y
IDCJAC0010,12045,1957,08,28,30.6,1,Y
IDCJAC0010,12045,1957,08,29,21.7,1,Y
IDCJAC0010,12045,1957,08,30,20.0,1,Y
IDCJAC0010,12045,1957,08,31,23.3,1,Y
IDCJAC0010,12045,1957,09,01,30.0,1,Y
IDCJAC0010,12045,1957,09,02,22.8,1,Y
IDCJAC0010,12045,1957,09,03,25.6,1,Y
IDCJAC0010,12045,1957,09,04,28.3,1,Y
IDCJAC0010,12045,1957,09,05,18.9,1,Y
IDCJAC0010,12045,1957,09,06,18.3,1,Y
IDCJAC0010,12045,1957,09,07,22.8,1,Y
IDCJAC0010,12045,1957,09,08,28.3,1,Y
IDCJAC0010,12045,1957,09,09,29.4,1,Y
IDCJAC0010,12045,1957,09,10,28.3,1,Y
IDCJAC0010,12045,1957,09,11,25.0,1,Y
IDCJAC0010,12045,1957,09,12,28.9,1,Y
IDCJAC0010,12045,1957,09,13,25.0,1,Y
IDCJAC0010,12045,1957,09,14,18.3,1,Y
IDCJAC0010,12045,1957,09,15,20.0,1,Y
IDCJAC0010,12045,1957,09,16,25.0,1,Y
IDCJAC0010,12045,1957,09,17,23.9,1,Y
IDCJAC0010,12045,1957,09,18,23.3,1,Y
IDCJAC0010,12045,1957,09,19,31.7,1,Y
IDCJAC0010,12045,1957,09,20,24.4,1,Y
IDCJAC0010,12045,1957,09,21,27.2,1,Y
IDCJAC0010,12045,1957,09,22,27.8,1,Y
IDCJAC0010,12045,1957,09,23,28.3,1,Y
IDCJAC0010,12045,1957,09,24,23.3,1,Y
IDCJAC0010,12045,1957,09,25,24.4,1,Y
IDCJAC0010,12045,1957,09,26,28.9,1,Y
IDCJAC0010,12045,1957,09,27,30.6,1,Y
IDCJAC0010,12045,1957,09,28,32.8,1,Y
IDCJAC0010,12045,1957,09,29,27.2,1,Y
IDCJAC0010,12045,1957,09,30,22.2,1,Y
IDCJAC0010,12045,1957,10,01,23.9,1,Y
IDCJAC0010,12045,1957,10,02,29.4,1,Y
IDCJAC0010,12045,1957,10,03,32.2,1,Y
IDCJAC0010,12045,1957,10,04,26.7,1,Y
IDCJAC0010,12045,1957,10,05,25.0,1,Y
IDCJAC0010,12045,1957,10,06,32.8,1,Y
IDCJAC0010,12045,1957,10,07,36.7,1,Y
IDCJAC0010,12045,1957,10,08,36.1,1,Y
IDCJAC0010,12045,1957,10,09,30.6,1,Y
IDCJAC0010,12045,1957,10,10,23.9,1,Y
IDCJAC0010,12045,1957,10,11,23.3,1,Y
IDCJAC0010,12045,1957,10,12,25.0,1,Y
IDCJAC0010,12045,1957,10,13,26.7,1,Y
IDCJAC0010,12045,1957,10,14,35.0,1,Y
IDCJAC0010,12045,1957,10,15,35.0,1,Y
IDCJAC0010,12045,1957,10,16,31.1,1,Y
IDCJAC0010,12045,1957,10,17,31.7,1,Y
IDCJAC0010,12045,1957,10,18,34.4,1,Y
IDCJAC0010,12045,1957,10,19,27.8,1,Y
IDCJAC0010,12045,1957,10,20,22.2,1,Y
IDCJAC0010,12045,1957,10,21,20.6,1,Y
IDCJAC0010,12045,1957,10,22,23.9,1,Y
IDCJAC0010,12045,1957,10,23,27.8,1,Y
IDCJAC0010,12045,1957,10,24,31.7,1,Y
IDCJAC0010,12045,1957,10,25,32.2,1,Y
IDCJAC0010,12045,1957,10,26,23.9,1,Y
IDCJAC0010,12045,1957,10,27,33.3,1,Y
IDCJAC0010,12045,1957,10,28,36.1,1,Y
IDCJAC0010,12045,1957,10,29,37.8,1,Y
IDCJAC0010,12045,1957,10,30,36.7,1,Y
IDCJAC0010,12045,1957,10,31,38.9,1,Y
IDCJAC0010,12045,1957,11,01,28.3,1,Y
IDCJAC0010,12045,1957,11,02,30.6,1,Y
IDCJAC0010,12045,1957,11,03,35.6,1,Y
IDCJAC0010,12045,1957,11,04,37.8,1,Y
IDCJAC0010,12045,1957,11,05,35.0,1,Y
IDCJAC0010,12045,1957,11,06,28.3,1,Y
IDCJAC0010,12045,1957,11,07,29.4,1,Y
IDCJAC0010,12045,1957,11,08,33.9,1,Y
IDCJAC0010,12045,1957,11,09,35.6,1,Y
IDCJAC0010,12045,1957,11,10,35.6,1,Y
IDCJAC0010,12045,1957,11,11,30.6,1,Y
IDCJAC0010,12045,1957,11,12,33.3,1,Y
IDCJAC0010,12045,1957,11,13,38.9,1,Y
IDCJAC0010,12045,1957,11,14,38.3,1,Y
IDCJAC0010,12045,1957,11,15,36.7,1,Y
IDCJAC0010,12045,1957,11,16,32.8,1,Y
IDCJAC0010,12045,1957,11,17,29.4,1,Y
IDCJAC0010,12045,1957,11,18,32.8,1,Y
IDCJAC0010,12045,1957,11,19,32.8,1,Y
IDCJAC0010,12045,1957,11,20,35.0,1,Y
IDCJAC0010,12045,1957,11,21,39.4,1,Y
IDCJAC0010,12045,1957,11,22,40.0,1,Y
IDCJAC0010,12045,1957,11,23,40.0,1,Y
IDCJAC0010,12045,1957,11,24,29.4,1,Y
IDCJAC0010,12045,1957,11,25,28.9,1,Y
IDCJAC0010,12045,1957,11,26,31.7,1,Y
IDCJAC0010,12045,1957,11,27,36.7,1,Y
IDCJAC0010,12045,1957,11,28,40.0,1,Y
IDCJAC0010,12045,1957,11,29,42.2,1,Y
IDCJAC0010,12045,1957,11,30,40.6,1,Y
IDCJAC0010,12045,1957,12,01,31.7,1,Y
IDCJAC0010,12045,1957,12,02,31.1,1,Y
IDCJAC0010,12045,1957,12,03,34.4,1,Y
IDCJAC0010,12045,1957,12,04,36.7,1,Y
IDCJAC0010,12045,1957,12,05,37.8,1,Y
IDCJAC0010,12045,1957,12,06,25.0,1,Y
IDCJAC0010,12045,1957,12,07,30.0,1,Y
IDCJAC0010,12045,1957,12,08,35.0,1,Y
IDCJAC0010,12045,1957,12,09,32.2,1,Y
IDCJAC0010,12045,1957,12,10,35.0,1,Y
IDCJAC0010,12045,1957,12,11,36.7,1,Y
IDCJAC0010,12045,1957,12,12,37.8,1,Y
IDCJAC0010,12045,1957,12,13,38.3,1,Y
IDCJAC0010,12045,1957,12,14,40.0,1,Y
IDCJAC0010,12045,1957,12,15,40.0,1,Y
IDCJAC0010,12045,1957,12,16,42.8,1,Y
IDCJAC0010,12045,1957,12,17,44.4,1,Y
IDCJAC0010,12045,1957,12,18,43.3,1,Y
IDCJAC0010,12045,1957,12,19,40.6,1,Y
IDCJAC0010,12045,1957,12,20,36.7,1,Y
IDCJAC0010,12045,1957,12,21,41.1,1,Y
IDCJAC0010,12045,1957,12,22,38.3,1,Y
IDCJAC0010,12045,1957,12,23,37.2,1,Y
IDCJAC0010,12045,1957,12,24,36.7,1,Y
IDCJAC0010,12045,1957,12,25,33.3,1,Y
IDCJAC0010,12045,1957,12,26,37.2,1,Y
IDCJAC0010,12045,1957,12,27,40.0,1,Y
IDCJAC0010,12045,1957,12,28,27.8,1,Y
IDCJAC0010,12045,1957,12,29,23.3,1,Y
IDCJAC0010,12045,1957,12,30,25.6,1,Y
IDCJAC0010,12045,1957,12,31,28.3,1,Y
IDCJAC0010,12045,1958,01,01,31.7,1,Y
IDCJAC0010,12045,1958,01,02,32.8,1,Y
IDCJAC0010,12045,1958,01,03,35.6,1,Y
IDCJAC0010,12045,1958,01,04,37.2,1,Y
IDCJAC0010,12045,1958,01,05,38.9,1,Y
IDCJAC0010,12045,1958,01,06,41.1,1,Y
IDCJAC0010,12045,1958,01,07,41.7,1,Y
IDCJAC0010,12045,1958,01,08,42.8,1,Y
IDCJAC0010,12045,1958,01,09,38.3,1,Y
IDCJAC0010,12045,1958,01,10,36.1,1,Y
IDCJAC0010,12045,1958,01,11,36.1,1,Y
IDCJAC0010,12045,1958,01,12,41.7,1,Y
IDCJAC0010,12045,1958,01,13,44.4,1,Y
IDCJAC0010,12045,1958,01,14,33.3,1,Y
IDCJAC0010,12045,1958,01,15,36.7,1,Y
IDCJAC0010,12045,1958,01,16,41.7,1,Y
IDCJAC0010,12045,1958,01,17,43.3,1,Y
IDCJAC0010,12045,1958,01,18,39.4,1,Y
IDCJAC0010,12045,1958,01,19,36.1,1,Y
IDCJAC0010,12045,1958,01,20,37.8,1,Y
IDCJAC0010,12045,1958,01,21,27.8,1,Y
IDCJAC0010,12045,1958,01,22,21.1,1,Y
IDCJAC0010,12045,1958,01,23,23.9,1,Y
IDCJAC0010,12045,1958,01,24,26.7,1,Y
IDCJAC0010,12045,1958,01,25,35.0,1,Y
IDCJAC0010,12045,1958,01,26,35.0,1,Y
IDCJAC0010,12045,1958,01,27,35.6,1,Y
IDCJAC0010,12045,1958,01,28,36.7,1,Y
IDCJAC0010,12045,1958,01,29,35.6,1,Y
IDCJAC0010,12045,1958,01,30,36.7,1,Y
IDCJAC0010,12045,1958,01,31,36.7,1,Y
IDCJAC0010,12045,1958,02,01,41.1,1,Y
IDCJAC0010,12045,1958,02,02,41.1,1,Y
IDCJAC0010,12045,1958,02,03,33.9,1,Y
IDCJAC0010,12045,1958,02,04,35.0,1,Y
IDCJAC0010,12045,1958,02,05,39.4,1,Y
IDCJAC0010,12045,1958,02,06,43.9,1,Y
IDCJAC0010,12045,1958,02,07,43.9,1,Y
IDCJAC0010,12045,1958,02,08,38.9,1,Y
IDCJAC0010,12045,1958,02,09,39.4,1,Y
IDCJAC0010,12045,1958,02,10,33.9,1,Y
IDCJAC0010,12045,1958,02,11,35.0,1,Y
IDCJAC0010,12045,1958,02,12,38.3,1,Y
IDCJAC0010,12045,1958,02,13,38.9,1,Y
IDCJAC0010,12045,1958,02,14,29.4,1,Y
IDCJAC0010,12045,1958,02,15,31.1,1,Y
IDCJAC0010,12045,1958,02,16,32.2,1,Y
IDCJAC0010,12045,1958,02,17,33.3,1,Y
IDCJAC0010,12045,1958,02,18,35.0,1,Y
IDCJAC0010,12045,1958,02,19,32.8,1,Y
IDCJAC0010,12045,1958,02,20,27.8,1,Y
IDCJAC0010,12045,1958,02,21,28.3,1,Y
IDCJAC0010,12045,1958,02,22,30.0,1,Y
IDCJAC0010,12045,1958,02,23,33.9,1,Y
IDCJAC0010,12045,1958,02,24,38.9,1,Y
IDCJAC0010,12045,1958,02,25,41.1,1,Y
IDCJAC0010,12045,1958,02,26,38.3,1,Y
IDCJAC0010,12045,1958,02,27,35.0,1,Y
IDCJAC0010,12045,1958,02,28,33.9,1,Y
IDCJAC0010,12045,1958,03,01,36.7,1,Y
IDCJAC0010,12045,1958,03,02,32.2,1,Y
IDCJAC0010,12045,1958,03,03,20.0,1,Y
IDCJAC0010,12045,1958,03,04,21.1,1,Y
IDCJAC0010,12045,1958,03,05,26.1,1,Y
IDCJAC0010,12045,1958,03,06,33.9,1,Y
IDCJAC0010,12045,1958,03,07,32.2,1,Y
IDCJAC0010,12045,1958,03,08,35.6,1,Y
IDCJAC0010,12045,1958,03,09,33.3,1,Y
IDCJAC0010,12045,1958,03,10,30.6,1,Y
IDCJAC0010,12045,1958,03,11,30.6,1,Y
IDCJAC0010,12045,1958,03,12,32.8,1,Y
IDCJAC0010,12045,1958,03,13,33.3,1,Y
IDCJAC0010,12045,1958,03,14,35.6,1,Y
IDCJAC0010,12045,1958,03,15,38.3,1,Y
IDCJAC0010,12045,1958,03,16,32.8,1,Y
IDCJAC0010,12045,1958,03,17,20.0,1,Y
IDCJAC0010,12045,1958,03,18,21.7,1,Y
IDCJAC0010,12045,1958,03,19,26.1,1,Y
IDCJAC0010,12045,1958,03,20,25.6,1,Y
IDCJAC0010,12045,1958,03,21,26.7,1,Y
IDCJAC0010,12045,1958,03,22,26.7,1,Y
IDCJAC0010,12045,1958,03,23,26.7,1,Y
IDCJAC0010,12045,1958,03,24,29.4,1,Y
IDCJAC0010,12045,1958,03,25,36.1,1,Y
IDCJAC0010,12045,1958,03,26,24.4,1,Y
IDCJAC0010,12045,1958,03,27,22.8,1,Y
IDCJAC0010,12045,1958,03,28,25.6,1,Y
IDCJAC0010,12045,1958,03,29,28.3,1,Y
IDCJAC0010,12045,1958,03,30,31.1,1,Y
IDCJAC0010,12045,1958,03,31,30.0,1,Y
IDCJAC0010,12045,1958,04,01,33.9,1,Y
IDCJAC0010,12045,1958,04,02,36.1,1,Y
IDCJAC0010,12045,1958,04,03,37.8,1,Y
IDCJAC0010,12045,1958,04,04,37.8,1,Y
IDCJAC0010,12045,1958,04,05,,,
IDCJAC0010,12045,1958,04,06,28.9,1,Y
IDCJAC0010,12045,1958,04,07,26.7,1,Y
IDCJAC0010,12045,1958,04,08,28.3,1,Y
IDCJAC0010,12045,1958,04,09,32.8,1,Y
IDCJAC0010,12045,1958,04,10,37.2,1,Y
IDCJAC0010,12045,1958,04,11,32.8,1,Y
IDCJAC0010,12045,1958,04,12,31.7,1,Y
IDCJAC0010,12045,1958,04,13,20.6,1,Y
IDCJAC0010,12045,1958,04,14,20.6,1,Y
IDCJAC0010,12045,1958,04,15,25.6,1,Y
IDCJAC0010,12045,1958,04,16,28.9,1,Y
IDCJAC0010,12045,1958,04,17,33.3,1,Y
IDCJAC0010,12045,1958,04,18,21.7,1,Y
IDCJAC0010,12045,1958,04,19,23.3,1,Y
IDCJAC0010,12045,1958,04,20,25.0,1,Y
IDCJAC0010,12045,1958,04,21,28.9,1,Y
IDCJAC0010,12045,1958,04,22,30.6,1,Y
IDCJAC0010,12045,1958,04,23,27.8,1,Y
IDCJAC0010,12045,1958,04,24,28.9,1,Y
IDCJAC0010,12045,1958,04,25,32.8,1,Y
IDCJAC0010,12045,1958,04,26,32.8,1,Y
IDCJAC0010,12045,1958,04,27,32.8,1,Y
IDCJAC0010,12045,1958,04,28,33.3,1,Y
IDCJAC0010,12045,1958,04,29,25.6,1,Y
IDCJAC0010,12045,1958,04,30,28.3,1,Y
IDCJAC0010,12045,1958,05,01,26.7,1,Y
IDCJAC0010,12045,1958,05,02,29.4,1,Y
IDCJAC0010,12045,1958,05,03,28.9,1,Y
IDCJAC0010,12045,1958,05,04,28.3,1,Y
IDCJAC0010,12045,1958,05,05,27.2,1,Y
IDCJAC0010,12045,1958,05,06,27.2,1,Y
IDCJAC0010,12045,1958,05,07,30.0,1,Y
IDCJAC0010,12045,1958,05,08,22.2,1,Y
IDCJAC0010,12045,1958,05,09,24.4,1,Y
IDCJAC0010,12045,1958,05,10,24.4,1,Y
IDCJAC0010,12045,1958,05,11,26.1,1,Y
IDCJAC0010,12045,1958,05,12,23.3,1,Y
IDCJAC0010,12045,1958,05,13,21.7,1,Y
