Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,12045,1960,05,12,,,
IDCJAC0011,12045,1960,05,13,,,
IDCJAC0011,12045,1960,05,14,,,
IDCJAC0011,12045,1960,05,15,,,
IDCJAC0011,12045,1960,05,16,,,
IDCJAC0011,12045,1960,05,17,,,
IDCJAC0011,12045,1960,05,18,,,
IDCJAC0011,12045,1960,05,19,,,
IDCJAC0011,12045,1960,05,20,,,
IDCJAC0011,12045,1960,05,21,,,
IDCJAC0011,12045,1960,05,22,,,
IDCJAC0011,12045,1960,05,23,,,
IDCJAC0011,12045,1960,05,24,,,
IDCJAC0011,12045,1960,05,25,,,
IDCJAC0011,12045,1960,05,26,,,
IDCJAC0011,12045,1960,05,27,,,
IDCJAC0011,12045,1960,05,28,,,
IDCJAC0011,12045,1960,05,29,,,
IDCJAC0011,12045,1960,05,30,,,
IDCJAC0011,12045,1960,05,31,,,
IDCJAC0011,12045,1960,06,01,,,
IDCJAC0011,12045,1960,06,02,,,
IDCJAC0011,12045,1960,06,03,,,
IDCJAC0011,12045,1960,06,04,,,
IDCJAC0011,12045,1960,06,05,,,
IDCJAC0011,12045,1960,06,06,,,
IDCJAC0011,12045,1960,06,07,,,
IDCJAC0011,12045,1960,06,08,,,
IDCJAC0011,12045,1960,06,09,,,
IDCJAC0011,12045,1960,06,10,,,
IDCJAC0011,12045,1960,06,11,,,
IDCJAC0011,12045,1960,06,12,,,
IDCJAC0011,12045,1960,06,13,,,
IDCJAC0011,12045,1960,06,14,,,
IDCJAC0011,12045,1960,06,15,,,
IDCJAC0011,12045,1960,06,16,,,
IDCJAC0011,12045,1960,06,17,,,
IDCJAC0011,12045,1960,06,18,,,
IDCJAC0011,12045,1960,06,19,,,
IDCJAC0011,12045,1960,06,20,,,
IDCJAC0011,12045,1960,06,21,,,
IDCJAC0011,12045,1960,06,22,,,
IDCJAC0011,12045,1960,06,23,,,
IDCJAC0011,12045,1960,06,24,,,
IDCJAC0011,12045,1960,06,25,,,
IDCJAC0011,12045,1960,06,26,,,
IDCJAC0011,12045,1960,06,27,,,
IDCJAC0011,12045,1960,06,28,,,
IDCJAC0011,12045,1960,06,29,,,
IDCJAC0011,12045,1960,06,30,,,
IDCJAC0011,12045,1960,07,01,,,
IDCJAC0011,12045,1960,07,02,,,
IDCJAC0011,12045,1960,07,03,,,
IDCJAC0011,12045,1960,07,04,,,
IDCJAC0011,12045,1960,07,05,,,
IDCJAC0011,12045,1960,07,06,,,
IDCJAC0011,12045,1960,07,07,,,
IDCJAC0011,12045,1960,07,08,,,
IDCJAC0011,12045,1960,07,09,,,
IDCJAC0011,12045,1960,07,10,,,
IDCJAC0011,12045,1960,07,11,,,
IDCJAC0011,12045,1960,07,12,,,
IDCJAC0011,12045,1960,07,13,,,
IDCJAC0011,12045,1960,07,14,,,
IDCJAC0011,12045,1960,07,15,,,
IDCJAC0011,12045,1960,07,16,,,
IDCJAC0011,12045,1960,07,17,,,
IDCJAC0011,12045,1960,07,18,,,
IDCJAC0011,12045,1960,07,19,,,
IDCJAC0011,12045,1960,07,20,,,
IDCJAC0011,12045,1960,07,21,,,
IDCJAC0011,12045,1960,07,22,,,
IDCJAC0011,12045,1960,07,23,,,
IDCJAC0011,12045,1960,07,24,,,
IDCJAC0011,12045,1960,07,25,,,
IDCJAC0011,12045,1960,07,26,,,
IDCJAC0011,12045,1960,07,27,,,
IDCJAC0011,12045,1960,07,28,,,
IDCJAC0011,12045,1960,07,29,,,
IDCJAC0011,12045,1960,07,30,,,
IDCJAC0011,12045,1960,07,31,,,
IDCJAC0011,12045,1960,08,01,,,
IDCJAC0011,12045,1960,08,02,,,
IDCJAC0011,12045,1960,08,03,,,
IDCJAC0011,12045,1960,08,04,,,
IDCJAC0011,12045,1960,08,05,,,
IDCJAC0011,12045,1960,08,06,,,
IDCJAC0011,12045,1960,08,07,,,
IDCJAC0011,12045,1960,08,08,,,
IDCJAC0011,12045,1960,08,09,,,
IDCJAC0011,12045,1960,08,10,,,
IDCJAC0011,12045,1960,08,11,,,
IDCJAC0011,12045,1960,08,12,,,
IDCJAC0011,12045,1960,08,13,,,
IDCJAC0011,12045,1960,08,14,,,
IDCJAC0011,12045,1960,08,15,,,
IDCJAC0011,12045,1960,08,16,,,
IDCJAC0011,12045,1960,08,17,,,
IDCJAC0011,12045,1960,08,18,,,
IDCJAC0011,12045,1960,08,19,,,
IDCJAC0011,12045,1960,08,20,,,
IDCJAC0011,12045,1960,08,21,,,
IDCJAC0011,12045,1960,08,22,,,
IDCJAC0011,12045,1960,08,23,,,
IDCJAC0011,12045,1960,08,24,,,
IDCJAC0011,12045,1960,08,25,,,
IDCJAC0011,12045,1960,08,26,,,
IDCJAC0011,12045,1960,08,27,,,
IDCJAC0011,12045,1960,08,28,,,
IDCJAC0011,12045,1960,08,29,,,
IDCJAC0011,12045,1960,08,30,,,
IDCJAC0011,12045,1960,08,31,,,
IDCJAC0011,12045,1960,09,01,,,
IDCJAC0011,12045,1960,09,02,,,
IDCJAC0011,12045,1960,09,03,,,
IDCJAC0011,12045,1960,09,04,,,
IDCJAC0011,12045,1960,09,05,,,
IDCJAC0011,12045,1960,09,06,,,
IDCJAC0011,12045,1960,09,07,,,
IDCJAC0011,12045,1960,09,08,,,
IDCJAC0011,12045,1960,09,09,,,
IDCJAC0011,12045,1960,09,10,,,
IDCJAC0011,12045,1960,09,11,,,
IDCJAC0011,12045,1960,09,12,,,
IDCJAC0011,12045,1960,09,13,,,
IDCJAC0011,12045,1960,09,14,,,
IDCJAC0011,12045,1960,09,15,,,
IDCJAC0011,12045,1960,09,16,,,
IDCJAC0011,12045,1960,09,17,,,
IDCJAC0011,12045,1960,09,18,,,
IDCJAC0011,12045,1960,09,19,,,
IDCJAC0011,12045,1960,09,20,,,
IDCJAC0011,12045,1960,09,21,,,
IDCJAC0011,12045,1960,09,22,,,
IDCJAC0011,12045,1960,09,23,,,
IDCJAC0011,12045,1960,09,24,,,
IDCJAC0011,12045,1960,09,25,,,
IDCJAC0011,12045,1960,09,26,,,
IDCJAC0011,12045,1960,09,27,,,
IDCJAC0011,12045,1960,09,28,,,
IDCJAC0011,12045,1960,09,29,,,
IDCJAC0011,12045,1960,09,30,,,
IDCJAC0011,12045,1960,10,01,,,
IDCJAC0011,12045,1960,10,02,,,
IDCJAC0011,12045,1960,10,03,,,
IDCJAC0011,12045,1960,10,04,,,
IDCJAC0011,12045,1960,10,05,,,
IDCJAC0011,12045,1960,10,06,,,
IDCJAC0011,12045,1960,10,07,,,
IDCJAC0011,12045,1960,10,08,,,
IDCJAC0011,12045,1960,10,09,,,
IDCJAC0011,12045,1960,10,10,,,
IDCJAC0011,12045,1960,10,11,,,
IDCJAC0011,12045,1960,10,12,,,
IDCJAC0011,12045,1960,10,13,,,
IDCJAC0011,12045,1960,10,14,,,
IDCJAC0011,12045,1960,10,15,,,
IDCJAC0011,12045,1960,10,16,,,
IDCJAC0011,12045,1960,10,17,,,
IDCJAC0011,12045,1960,10,18,,,
IDCJAC0011,12045,1960,10,19,,,
IDCJAC0011,12045,1960,10,20,,,
IDCJAC0011,12045,1960,10,21,,,
IDCJAC0011,12045,1960,10,22,,,
IDCJAC0011,12045,1960,10,23,,,
IDCJAC0011,12045,1960,10,24,,,
IDCJAC0011,12045,1960,10,25,,,
IDCJAC0011,12045,1960,10,26,,,
IDCJAC0011,12045,1960,10,27,,,
IDCJAC0011,12045,1960,10,28,,,
IDCJAC0011,12045,1960,10,29,,,
IDCJAC0011,12045,1960,10,30,,,
IDCJAC0011,12045,1960,10,31,,,
IDCJAC0011,12045,1960,11,01,,,
IDCJAC0011,12045,1960,11,02,,,
IDCJAC0011,12045,1960,11,03,,,
IDCJAC0011,12045,1960,11,04,,,
IDCJAC0011,12045,1960,11,05,,,
IDCJAC0011,12045,1960,11,06,,,
IDCJAC0011,12045,1960,11,07,,,
IDCJAC0011,12045,1960,11,08,,,
IDCJAC0011,12045,1960,11,09,,,
IDCJAC0011,12045,1960,11,10,,,
IDCJAC0011,12045,1960,11,11,,,
IDCJAC0011,12045,1960,11,12,,,
IDCJAC0011,12045,1960,11,13,,,
IDCJAC0011,12045,1960,11,14,,,
IDCJAC0011,12045,1960,11,15,,,
IDCJAC0011,12045,1960,11,16,,,
IDCJAC0011,12045,1960,11,17,,,
IDCJAC0011,12045,1960,11,18,,,
IDCJAC0011,12045,1960,11,19,,,
IDCJAC0011,12045,1960,11,20,,,
IDCJAC0011,12045,1960,11,21,,,
IDCJAC0011,12045,1960,11,22,,,
IDCJAC0011,12045,1960,11,23,,,
IDCJAC0011,12045,1960,11,24,,,
IDCJAC0011,12045,1960,11,25,,,
IDCJAC0011,12045,1960,11,26,,,
IDCJAC0011,12045,1960,11,27,,,
IDCJAC0011,12045,1960,11,28,,,
IDCJAC0011,12045,1960,11,29,,,
IDCJAC0011,12045,1960,11,30,,,
IDCJAC0011,12045,1960,12,01,,,
IDCJAC0011,12045,1960,12,02,,,
IDCJAC0011,12045,1960,12,03,,,
IDCJAC0011,12045,1960,12,04,,,
IDCJAC0011,12045,1960,12,05,,,
IDCJAC0011,12045,1960,12,06,,,
IDCJAC0011,12045,1960,12,07,,,
IDCJAC0011,12045,1960,12,08,,,
IDCJAC0011,12045,1960,12,09,,,
IDCJAC0011,12045,1960,12,10,,,
IDCJAC0011,12045,1960,12,11,,,
IDCJAC0011,12045,1960,12,12,,,
IDCJAC0011,12045,1960,12,13,,,
IDCJAC0011,12045,1960,12,14,,,
IDCJAC0011,12045,1960,12,15,,,
IDCJAC0011,12045,1960,12,16,,,
IDCJAC0011,12045,1960,12,17,,,
IDCJAC0011,12045,1960,12,18,,,
IDCJAC0011,12045,1960,12,19,,,
IDCJAC0011,12045,1960,12,20,,,
IDCJAC0011,12045,1960,12,21,,,
IDCJAC0011,12045,1960,12,22,,,
IDCJAC0011,12045,1960,12,23,,,
IDCJAC0011,12045,1960,12,24,,,
IDCJAC0011,12045,1960,12,25,,,
IDCJAC0011,12045,1960,12,26,,,
IDCJAC0011,12045,1960,12,27,,,
IDCJAC0011,12045,1960,12,28,,,
IDCJAC0011,12045,1960,12,29,,,
IDCJAC0011,12045,1960,12,30,,,
IDCJAC0011,12045,1960,12,31,,,
IDCJAC0011,12045,1961,01,01,16.7,,Y
IDCJAC0011,12045,1961,01,02,14.9,1,Y
IDCJAC0011,12045,1961,01,03,14.6,1,Y
IDCJAC0011,12045,1961,01,04,16.1,1,Y
IDCJAC0011,12045,1961,01,05,21.1,1,Y
IDCJAC0011,12045,1961,01,06,23.4,1,Y
IDCJAC0011,12045,1961,01,07,25.0,1,Y
IDCJAC0011,12045,1961,01,08,25.9,1,Y
IDCJAC0011,12045,1961,01,09,23.5,1,Y
IDCJAC0011,12045,1961,01,10,20.0,1,Y
IDCJAC0011,12045,1961,01,11,22.0,1,Y
IDCJAC0011,12045,1961,01,12,21.1,1,Y
IDCJAC0011,12045,1961,01,13,15.6,1,Y
IDCJAC0011,12045,1961,01,14,18.0,1,Y
IDCJAC0011,12045,1961,01,15,18.7,1,Y
IDCJAC0011,12045,1961,01,16,16.2,1,Y
IDCJAC0011,12045,1961,01,17,20.2,1,Y
IDCJAC0011,12045,1961,01,18,17.7,1,Y
IDCJAC0011,12045,1961,01,19,19.4,1,Y
IDCJAC0011,12045,1961,01,20,18.3,1,Y
IDCJAC0011,12045,1961,01,21,20.9,1,Y
IDCJAC0011,12045,1961,01,22,19.4,1,Y
IDCJAC0011,12045,1961,01,23,27.2,1,Y
IDCJAC0011,12045,1961,01,24,23.9,1,Y
IDCJAC0011,12045,1961,01,25,24.4,1,Y
IDCJAC0011,12045,1961,01,26,19.9,1,Y
IDCJAC0011,12045,1961,01,27,16.6,1,Y
IDCJAC0011,12045,1961,01,28,14.6,1,Y
IDCJAC0011,12045,1961,01,29,15.0,1,Y
IDCJAC0011,12045,1961,01,30,17.9,1,Y
IDCJAC0011,12045,1961,01,31,20.7,1,Y
IDCJAC0011,12045,1961,02,01,22.2,1,Y
IDCJAC0011,12045,1961,02,02,20.0,1,Y
IDCJAC0011,12045,1961,02,03,19.4,1,Y
IDCJAC0011,12045,1961,02,04,22.7,1,Y
IDCJAC0011,12045,1961,02,05,,,
IDCJAC0011,12045,1961,02,06,21.6,1,Y
IDCJAC0011,12045,1961,02,07,23.3,1,Y
IDCJAC0011,12045,1961,02,08,12.2,1,Y
IDCJAC0011,12045,1961,02,09,12.6,1,Y
IDCJAC0011,12045,1961,02,10,11.6,1,Y
IDCJAC0011,12045,1961,02,11,21.8,1,Y
IDCJAC0011,12045,1961,02,12,17.2,1,Y
IDCJAC0011,12045,1961,02,13,18.4,1,Y
IDCJAC0011,12045,1961,02,14,19.4,1,Y
IDCJAC0011,12045,1961,02,15,17.9,1,Y
IDCJAC0011,12045,1961,02,16,17.1,1,Y
IDCJAC0011,12045,1961,02,17,22.7,1,Y
IDCJAC0011,12045,1961,02,18,21.7,1,Y
IDCJAC0011,12045,1961,02,19,22.2,1,Y
IDCJAC0011,12045,1961,02,20,19.8,1,Y
IDCJAC0011,12045,1961,02,21,19.9,1,Y
IDCJAC0011,12045,1961,02,22,15.7,1,Y
IDCJAC0011,12045,1961,02,23,17.1,1,Y
IDCJAC0011,12045,1961,02,24,17.7,1,Y
IDCJAC0011,12045,1961,02,25,16.7,1,Y
IDCJAC0011,12045,1961,02,26,19.3,1,Y
IDCJAC0011,12045,1961,02,27,20.9,1,Y
IDCJAC0011,12045,1961,02,28,21.8,1,Y
IDCJAC0011,12045,1961,03,01,19.7,1,Y
IDCJAC0011,12045,1961,03,02,16.5,1,Y
IDCJAC0011,12045,1961,03,03,21.0,1,Y
IDCJAC0011,12045,1961,03,04,25.9,1,Y
IDCJAC0011,12045,1961,03,05,26.1,1,Y
IDCJAC0011,12045,1961,03,06,25.0,1,Y
IDCJAC0011,12045,1961,03,07,28.1,1,Y
IDCJAC0011,12045,1961,03,08,29.3,1,Y
IDCJAC0011,12045,1961,03,09,19.7,1,Y
IDCJAC0011,12045,1961,03,10,17.0,1,Y
IDCJAC0011,12045,1961,03,11,16.0,1,Y
IDCJAC0011,12045,1961,03,12,21.1,1,Y
IDCJAC0011,12045,1961,03,13,20.4,1,Y
IDCJAC0011,12045,1961,03,14,21.0,1,Y
IDCJAC0011,12045,1961,03,15,18.9,1,Y
IDCJAC0011,12045,1961,03,16,18.1,1,Y
IDCJAC0011,12045,1961,03,17,22.0,1,Y
IDCJAC0011,12045,1961,03,18,21.7,1,Y
IDCJAC0011,12045,1961,03,19,17.1,1,Y
IDCJAC0011,12045,1961,03,20,17.0,1,Y
IDCJAC0011,12045,1961,03,21,21.0,1,Y
IDCJAC0011,12045,1961,03,22,19.7,1,Y
IDCJAC0011,12045,1961,03,23,13.4,1,Y
IDCJAC0011,12045,1961,03,24,12.9,1,Y
IDCJAC0011,12045,1961,03,25,17.9,1,Y
IDCJAC0011,12045,1961,03,26,19.8,1,Y
IDCJAC0011,12045,1961,03,27,18.3,1,Y
IDCJAC0011,12045,1961,03,28,15.6,1,Y
IDCJAC0011,12045,1961,03,29,13.9,1,Y
IDCJAC0011,12045,1961,03,30,14.6,1,Y
IDCJAC0011,12045,1961,03,31,15.9,1,Y
IDCJAC0011,12045,1961,04,01,15.6,1,Y
IDCJAC0011,12045,1961,04,02,12.2,1,Y
IDCJAC0011,12045,1961,04,03,8.2,1,Y
IDCJAC0011,12045,1961,04,04,8.3,1,Y
IDCJAC0011,12045,1961,04,05,17.9,1,Y
IDCJAC0011,12045,1961,04,06,19.2,1,Y
IDCJAC0011,12045,1961,04,07,17.9,1,Y
IDCJAC0011,12045,1961,04,08,17.2,1,Y
IDCJAC0011,12045,1961,04,09,11.1,1,Y
IDCJAC0011,12045,1961,04,10,9.4,1,Y
IDCJAC0011,12045,1961,04,11,14.3,1,Y
IDCJAC0011,12045,1961,04,12,18.3,1,Y
IDCJAC0011,12045,1961,04,13,17.2,1,Y
IDCJAC0011,12045,1961,04,14,14.1,1,Y
IDCJAC0011,12045,1961,04,15,13.6,1,Y
IDCJAC0011,12045,1961,04,16,17.8,1,Y
IDCJAC0011,12045,1961,04,17,14.3,1,Y
IDCJAC0011,12045,1961,04,18,13.3,1,Y
IDCJAC0011,12045,1961,04,19,10.6,1,Y
IDCJAC0011,12045,1961,04,20,15.7,1,Y
IDCJAC0011,12045,1961,04,21,14.1,1,Y
IDCJAC0011,12045,1961,04,22,7.2,1,Y
IDCJAC0011,12045,1961,04,23,6.3,1,Y
IDCJAC0011,12045,1961,04,24,10.3,1,Y
IDCJAC0011,12045,1961,04,25,14.7,1,Y
IDCJAC0011,12045,1961,04,26,13.1,1,Y
IDCJAC0011,12045,1961,04,27,17.8,1,Y
IDCJAC0011,12045,1961,04,28,17.2,1,Y
IDCJAC0011,12045,1961,04,29,12.9,1,Y
IDCJAC0011,12045,1961,04,30,10.7,1,Y
IDCJAC0011,12045,1961,05,01,10.3,1,Y
IDCJAC0011,12045,1961,05,02,11.6,1,Y
IDCJAC0011,12045,1961,05,03,11.1,1,Y
IDCJAC0011,12045,1961,05,04,7.9,1,Y
IDCJAC0011,12045,1961,05,05,5.3,1,Y
IDCJAC0011,12045,1961,05,06,6.3,1,Y
IDCJAC0011,12045,1961,05,07,7.6,1,Y
IDCJAC0011,12045,1961,05,08,11.5,1,Y
IDCJAC0011,12045,1961,05,09,11.3,1,Y
IDCJAC0011,12045,1961,05,10,13.9,1,Y
IDCJAC0011,12045,1961,05,11,13.9,1,Y
IDCJAC0011,12045,1961,05,12,6.7,1,Y
IDCJAC0011,12045,1961,05,13,6.1,1,Y
IDCJAC0011,12045,1961,05,14,6.6,1,Y
IDCJAC0011,12045,1961,05,15,7.2,1,Y
IDCJAC0011,12045,1961,05,16,8.9,1,Y
IDCJAC0011,12045,1961,05,17,8.4,1,Y
IDCJAC0011,12045,1961,05,18,10.1,1,Y
IDCJAC0011,12045,1961,05,19,12.8,1,Y
IDCJAC0011,12045,1961,05,20,14.0,1,Y
IDCJAC0011,12045,1961,05,21,18.4,1,Y
IDCJAC0011,12045,1961,05,22,13.5,1,Y
IDCJAC0011,12045,1961,05,23,13.4,1,Y
IDCJAC0011,12045,1961,05,24,14.2,1,Y
IDCJAC0011,12045,1961,05,25,9.3,1,Y
IDCJAC0011,12045,1961,05,26,7.0,1,Y
IDCJAC0011,12045,1961,05,27,7.2,1,Y
IDCJAC0011,12045,1961,05,28,7.9,1,Y
IDCJAC0011,12045,1961,05,29,8.3,1,Y
IDCJAC0011,12045,1961,05,30,8.1,1,Y
IDCJAC0011,12045,1961,05,31,9.4,1,Y
IDCJAC0011,12045,1961,06,01,6.6,1,Y
IDCJAC0011,12045,1961,06,02,8.4,1,Y
IDCJAC0011,12045,1961,06,03,8.7,1,Y
IDCJAC0011,12045,1961,06,04,15.7,1,Y
IDCJAC0011,12045,1961,06,05,6.1,1,Y
IDCJAC0011,12045,1961,06,06,11.6,1,Y
IDCJAC0011,12045,1961,06,07,5.3,1,Y
IDCJAC0011,12045,1961,06,08,9.3,1,Y
IDCJAC0011,12045,1961,06,09,11.2,1,Y
IDCJAC0011,12045,1961,06,10,11.5,1,Y
IDCJAC0011,12045,1961,06,11,14.3,1,Y
IDCJAC0011,12045,1961,06,12,14.6,1,Y
IDCJAC0011,12045,1961,06,13,11.7,1,Y
IDCJAC0011,12045,1961,06,14,11.4,1,Y
IDCJAC0011,12045,1961,06,15,12.4,1,Y
IDCJAC0011,12045,1961,06,16,5.7,1,Y
IDCJAC0011,12045,1961,06,17,2.4,1,Y
IDCJAC0011,12045,1961,06,18,2.3,1,Y
IDCJAC0011,12045,1961,06,19,2.7,1,Y
IDCJAC0011,12045,1961,06,20,3.2,1,Y
IDCJAC0011,12045,1961,06,21,1.8,1,Y
IDCJAC0011,12045,1961,06,22,1.1,1,Y
IDCJAC0011,12045,1961,06,23,2.3,1,Y
IDCJAC0011,12045,1961,06,24,2.5,1,Y
IDCJAC0011,12045,1961,06,25,1.7,1,Y
IDCJAC0011,12045,1961,06,26,1.7,1,Y
IDCJAC0011,12045,1961,06,27,7.8,1,Y
IDCJAC0011,12045,1961,06,28,5.6,1,Y
IDCJAC0011,12045,1961,06,29,4.4,1,Y
IDCJAC0011,12045,1961,06,30,0.0,1,Y
IDCJAC0011,12045,1961,07,01,8.2,1,Y
IDCJAC0011,12045,1961,07,02,3.1,1,Y
IDCJAC0011,12045,1961,07,03,-0.6,1,Y
IDCJAC0011,12045,1961,07,04,0.6,1,Y
IDCJAC0011,12045,1961,07,05,4.4,1,Y
IDCJAC0011,12045,1961,07,06,1.7,1,Y
IDCJAC0011,12045,1961,07,07,3.3,1,Y
IDCJAC0011,12045,1961,07,08,2.8,1,Y
IDCJAC0011,12045,1961,07,09,7.2,1,Y
IDCJAC0011,12045,1961,07,10,6.7,1,Y
IDCJAC0011,12045,1961,07,11,7.2,1,Y
IDCJAC0011,12045,1961,07,12,7.8,1,Y
IDCJAC0011,12045,1961,07,13,6.6,1,Y
IDCJAC0011,12045,1961,07,14,10.0,1,Y
IDCJAC0011,12045,1961,07,15,2.8,1,Y
IDCJAC0011,12045,1961,07,16,2.7,1,Y
IDCJAC0011,12045,1961,07,17,1.7,1,Y
IDCJAC0011,12045,1961,07,18,1.1,1,Y
IDCJAC0011,12045,1961,07,19,4.3,1,Y
IDCJAC0011,12045,1961,07,20,2.8,1,Y
IDCJAC0011,12045,1961,07,21,1.7,1,Y
IDCJAC0011,12045,1961,07,22,-1.7,1,Y
IDCJAC0011,12045,1961,07,23,5.4,1,Y
IDCJAC0011,12045,1961,07,24,2.8,1,Y
IDCJAC0011,12045,1961,07,25,-2.2,1,Y
IDCJAC0011,12045,1961,07,26,4.4,1,Y
IDCJAC0011,12045,1961,07,27,11.1,1,Y
IDCJAC0011,12045,1961,07,28,9.4,1,Y
IDCJAC0011,12045,1961,07,29,8.9,1,Y
IDCJAC0011,12045,1961,07,30,7.2,1,Y
IDCJAC0011,12045,1961,07,31,3.3,1,Y
IDCJAC0011,12045,1961,08,01,8.3,1,Y
IDCJAC0011,12045,1961,08,02,3.9,1,Y
IDCJAC0011,12045,1961,08,03,4.4,1,Y
IDCJAC0011,12045,1961,08,04,6.1,1,Y
IDCJAC0011,12045,1961,08,05,11.1,1,Y
IDCJAC0011,12045,1961,08,06,4.4,1,Y
IDCJAC0011,12045,1961,08,07,6.7,1,Y
IDCJAC0011,12045,1961,08,08,7.2,1,Y
IDCJAC0011,12045,1961,08,09,6.7,1,Y
IDCJAC0011,12045,1961,08,10,3.3,1,Y
IDCJAC0011,12045,1961,08,11,5.0,1,Y
IDCJAC0011,12045,1961,08,12,6.1,1,Y
IDCJAC0011,12045,1961,08,13,4.4,1,Y
IDCJAC0011,12045,1961,08,14,3.9,1,Y
IDCJAC0011,12045,1961,08,15,4.3,1,Y
IDCJAC0011,12045,1961,08,16,3.3,1,Y
IDCJAC0011,12045,1961,08,17,4.4,1,Y
IDCJAC0011,12045,1961,08,18,4.4,1,Y
IDCJAC0011,12045,1961,08,19,6.3,1,Y
IDCJAC0011,12045,1961,08,20,1.1,1,Y
IDCJAC0011,12045,1961,08,21,5.6,1,Y
IDCJAC0011,12045,1961,08,22,6.1,1,Y
IDCJAC0011,12045,1961,08,23,7.2,1,Y
IDCJAC0011,12045,1961,08,24,10.0,1,Y
IDCJAC0011,12045,1961,08,25,8.9,1,Y
IDCJAC0011,12045,1961,08,26,12.3,1,Y
IDCJAC0011,12045,1961,08,27,8.9,1,Y
IDCJAC0011,12045,1961,08,28,16.0,1,Y
IDCJAC0011,12045,1961,08,29,,,
IDCJAC0011,12045,1961,08,30,,,
IDCJAC0011,12045,1961,08,31,,,
IDCJAC0011,12045,1961,09,01,1.8,,Y
IDCJAC0011,12045,1961,09,02,6.7,1,Y
IDCJAC0011,12045,1961,09,03,5.6,1,Y
IDCJAC0011,12045,1961,09,04,10.6,1,Y
IDCJAC0011,12045,1961,09,05,4.4,1,Y
IDCJAC0011,12045,1961,09,06,10.3,1,Y
IDCJAC0011,12045,1961,09,07,16.7,1,Y
IDCJAC0011,12045,1961,09,08,13.3,1,Y
IDCJAC0011,12045,1961,09,09,12.8,1,Y
IDCJAC0011,12045,1961,09,10,13.3,1,Y
IDCJAC0011,12045,1961,09,11,13.6,1,Y
IDCJAC0011,12045,1961,09,12,10.6,1,Y
IDCJAC0011,12045,1961,09,13,7.8,1,Y
IDCJAC0011,12045,1961,09,14,8.7,1,Y
IDCJAC0011,12045,1961,09,15,9.4,1,Y
IDCJAC0011,12045,1961,09,16,11.6,1,Y
IDCJAC0011,12045,1961,09,17,6.7,1,Y
IDCJAC0011,12045,1961,09,18,8.9,1,Y
IDCJAC0011,12045,1961,09,19,8.2,1,Y
IDCJAC0011,12045,1961,09,20,9.4,1,Y
IDCJAC0011,12045,1961,09,21,8.9,1,Y
IDCJAC0011,12045,1961,09,22,16.1,1,Y
IDCJAC0011,12045,1961,09,23,18.3,1,Y
IDCJAC0011,12045,1961,09,24,14.4,1,Y
IDCJAC0011,12045,1961,09,25,12.8,1,Y
IDCJAC0011,12045,1961,09,26,13.7,1,Y
IDCJAC0011,12045,1961,09,27,17.9,1,Y
IDCJAC0011,12045,1961,09,28,14.9,1,Y
IDCJAC0011,12045,1961,09,29,10.6,1,Y
IDCJAC0011,12045,1961,09,30,8.9,1,Y
IDCJAC0011,12045,1961,10,01,6.1,1,Y
IDCJAC0011,12045,1961,10,02,12.2,1,Y
IDCJAC0011,12045,1961,10,03,17.2,1,Y
IDCJAC0011,12045,1961,10,04,10.6,1,Y
IDCJAC0011,12045,1961,10,05,10.6,1,Y
IDCJAC0011,12045,1961,10,06,14.4,1,Y
IDCJAC0011,12045,1961,10,07,19.4,1,Y
IDCJAC0011,12045,1961,10,08,24.7,1,Y
IDCJAC0011,12045,1961,10,09,17.8,1,Y
IDCJAC0011,12045,1961,10,10,11.7,1,Y
IDCJAC0011,12045,1961,10,11,17.7,1,Y
IDCJAC0011,12045,1961,10,12,14.3,1,Y
IDCJAC0011,12045,1961,10,13,15.3,1,Y
IDCJAC0011,12045,1961,10,14,13.9,1,Y
IDCJAC0011,12045,1961,10,15,12.9,1,Y
IDCJAC0011,12045,1961,10,16,17.2,1,Y
IDCJAC0011,12045,1961,10,17,13.9,1,Y
IDCJAC0011,12045,1961,10,18,17.8,1,Y
IDCJAC0011,12045,1961,10,19,10.9,1,Y
IDCJAC0011,12045,1961,10,20,8.4,1,Y
IDCJAC0011,12045,1961,10,21,9.0,1,Y
IDCJAC0011,12045,1961,10,22,12.8,1,Y
IDCJAC0011,12045,1961,10,23,14.4,1,Y
IDCJAC0011,12045,1961,10,24,15.3,1,Y
IDCJAC0011,12045,1961,10,25,16.8,1,Y
IDCJAC0011,12045,1961,10,26,15.8,1,Y
IDCJAC0011,12045,1961,10,27,17.8,1,Y
IDCJAC0011,12045,1961,10,28,18.9,1,Y
IDCJAC0011,12045,1961,10,29,20.0,1,Y
IDCJAC0011,12045,1961,10,30,14.3,1,Y
IDCJAC0011,12045,1961,10,31,12.9,1,Y
IDCJAC0011,12045,1961,11,01,17.2,1,Y
IDCJAC0011,12045,1961,11,02,21.7,1,Y
IDCJAC0011,12045,1961,11,03,17.5,1,Y
IDCJAC0011,12045,1961,11,04,18.9,1,Y
IDCJAC0011,12045,1961,11,05,18.3,1,Y
IDCJAC0011,12045,1961,11,06,12.2,1,Y
IDCJAC0011,12045,1961,11,07,12.2,1,Y
IDCJAC0011,12045,1961,11,08,14.4,1,Y
IDCJAC0011,12045,1961,11,09,15.9,1,Y
IDCJAC0011,12045,1961,11,10,17.2,1,Y
