Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,12045,1964,05,03,6.0,1,Y
IDCJAC0011,12045,1964,05,04,10.6,1,Y
IDCJAC0011,12045,1964,05,05,7.2,1,Y
IDCJAC0011,12045,1964,05,06,9.9,1,Y
IDCJAC0011,12045,1964,05,07,15.6,1,Y
IDCJAC0011,12045,1964,05,08,8.2,1,Y
IDCJAC0011,12045,1964,05,09,13.9,1,Y
IDCJAC0011,12045,1964,05,10,13.7,1,Y
IDCJAC0011,12045,1964,05,11,12.8,1,Y
IDCJAC0011,12045,1964,05,12,11.4,1,Y
IDCJAC0011,12045,1964,05,13,8.3,1,Y
IDCJAC0011,12045,1964,05,14,8.6,1,Y
IDCJAC0011,12045,1964,05,15,13.8,1,Y
IDCJAC0011,12045,1964,05,16,8.3,1,Y
IDCJAC0011,12045,1964,05,17,6.7,1,Y
IDCJAC0011,12045,1964,05,18,7.2,1,Y
IDCJAC0011,12045,1964,05,19,6.7,1,Y
IDCJAC0011,12045,1964,05,20,10.6,1,Y
IDCJAC0011,12045,1964,05,21,12.2,1,Y
IDCJAC0011,12045,1964,05,22,10.6,1,Y
IDCJAC0011,12045,1964,05,23,12.8,1,Y
IDCJAC0011,12045,1964,05,24,15.6,1,Y
IDCJAC0011,12045,1964,05,25,8.4,1,Y
IDCJAC0011,12045,1964,05,26,1.7,1,Y
IDCJAC0011,12045,1964,05,27,1.1,1,Y
IDCJAC0011,12045,1964,05,28,2.2,1,Y
IDCJAC0011,12045,1964,05,29,1.7,1,Y
IDCJAC0011,12045,1964,05,30,0.6,1,Y
IDCJAC0011,12045,1964,05,31,-0.4,1,Y
IDCJAC0011,12045,1964,06,01,1.1,1,Y
IDCJAC0011,12045,1964,06,02,0.6,1,Y
IDCJAC0011,12045,1964,06,03,1.7,1,Y
IDCJAC0011,12045,1964,06,04,5.6,1,Y
IDCJAC0011,12045,1964,06,05,7.8,1,Y
IDCJAC0011,12045,1964,06,06,10.0,1,Y
IDCJAC0011,12045,1964,06,07,9.4,1,Y
IDCJAC0011,12045,1964,06,08,8.9,1,Y
IDCJAC0011,12045,1964,06,09,10.6,1,Y
IDCJAC0011,12045,1964,06,10,8.9,1,Y
IDCJAC0011,12045,1964,06,11,16.1,1,Y
IDCJAC0011,12045,1964,06,12,13.9,1,Y
IDCJAC0011,12045,1964,06,13,11.7,1,Y
IDCJAC0011,12045,1964,06,14,9.3,1,Y
IDCJAC0011,12045,1964,06,15,8.9,1,Y
IDCJAC0011,12045,1964,06,16,14.4,1,Y
IDCJAC0011,12045,1964,06,17,8.3,1,Y
IDCJAC0011,12045,1964,06,18,8.3,1,Y
IDCJAC0011,12045,1964,06,19,8.3,1,Y
IDCJAC0011,12045,1964,06,20,11.4,1,Y
IDCJAC0011,12045,1964,06,21,13.9,1,Y
IDCJAC0011,12045,1964,06,22,8.2,1,Y
IDCJAC0011,12045,1964,06,23,9.4,1,Y
IDCJAC0011,12045,1964,06,24,7.2,1,Y
IDCJAC0011,12045,1964,06,25,11.7,1,Y
IDCJAC0011,12045,1964,06,26,4.1,1,Y
IDCJAC0011,12045,1964,06,27,6.1,1,Y
IDCJAC0011,12045,1964,06,28,7.8,1,Y
IDCJAC0011,12045,1964,06,29,6.1,1,Y
IDCJAC0011,12045,1964,06,30,2.8,1,Y
IDCJAC0011,12045,1964,07,01,7.2,1,Y
IDCJAC0011,12045,1964,07,02,3.3,1,Y
IDCJAC0011,12045,1964,07,03,0.6,1,Y
IDCJAC0011,12045,1964,07,04,-2.2,1,Y
IDCJAC0011,12045,1964,07,05,-1.7,1,Y
IDCJAC0011,12045,1964,07,06,3.9,1,Y
IDCJAC0011,12045,1964,07,07,5.0,1,Y
IDCJAC0011,12045,1964,07,08,8.9,1,Y
IDCJAC0011,12045,1964,07,09,8.9,1,Y
IDCJAC0011,12045,1964,07,10,5.8,1,Y
IDCJAC0011,12045,1964,07,11,9.4,1,Y
IDCJAC0011,12045,1964,07,12,5.6,1,Y
IDCJAC0011,12045,1964,07,13,14.7,1,Y
IDCJAC0011,12045,1964,07,14,12.8,1,Y
IDCJAC0011,12045,1964,07,15,15.6,1,Y
IDCJAC0011,12045,1964,07,16,2.8,1,Y
IDCJAC0011,12045,1964,07,17,8.9,1,Y
IDCJAC0011,12045,1964,07,18,11.1,1,Y
IDCJAC0011,12045,1964,07,19,1.7,1,Y
IDCJAC0011,12045,1964,07,20,2.8,1,Y
IDCJAC0011,12045,1964,07,21,12.1,1,Y
IDCJAC0011,12045,1964,07,22,11.0,1,Y
IDCJAC0011,12045,1964,07,23,3.9,1,Y
IDCJAC0011,12045,1964,07,24,3.3,1,Y
IDCJAC0011,12045,1964,07,25,5.9,1,Y
IDCJAC0011,12045,1964,07,26,9.6,1,Y
IDCJAC0011,12045,1964,07,27,9.4,1,Y
IDCJAC0011,12045,1964,07,28,4.4,1,Y
IDCJAC0011,12045,1964,07,29,12.9,1,Y
IDCJAC0011,12045,1964,07,30,8.1,1,Y
IDCJAC0011,12045,1964,07,31,2.8,1,Y
IDCJAC0011,12045,1964,08,01,7.2,1,Y
IDCJAC0011,12045,1964,08,02,7.3,1,Y
IDCJAC0011,12045,1964,08,03,9.4,1,Y
IDCJAC0011,12045,1964,08,04,10.0,1,Y
IDCJAC0011,12045,1964,08,05,10.6,1,Y
IDCJAC0011,12045,1964,08,06,9.4,1,Y
IDCJAC0011,12045,1964,08,07,3.3,1,Y
IDCJAC0011,12045,1964,08,08,3.3,1,Y
IDCJAC0011,12045,1964,08,09,5.2,1,Y
IDCJAC0011,12045,1964,08,10,1.7,1,Y
IDCJAC0011,12045,1964,08,11,5.6,1,Y
IDCJAC0011,12045,1964,08,12,12.1,1,Y
IDCJAC0011,12045,1964,08,13,3.1,1,Y
IDCJAC0011,12045,1964,08,14,7.8,1,Y
IDCJAC0011,12045,1964,08,15,2.2,1,Y
IDCJAC0011,12045,1964,08,16,4.8,1,Y
IDCJAC0011,12045,1964,08,17,8.1,1,Y
IDCJAC0011,12045,1964,08,18,12.8,1,Y
IDCJAC0011,12045,1964,08,19,6.7,1,Y
IDCJAC0011,12045,1964,08,20,6.1,1,Y
IDCJAC0011,12045,1964,08,21,8.7,1,Y
IDCJAC0011,12045,1964,08,22,7.8,1,Y
IDCJAC0011,12045,1964,08,23,5.2,1,Y
IDCJAC0011,12045,1964,08,24,8.3,1,Y
IDCJAC0011,12045,1964,08,25,10.0,1,Y
IDCJAC0011,12045,1964,08,26,1.7,1,Y
IDCJAC0011,12045,1964,08,27,11.1,1,Y
IDCJAC0011,12045,1964,08,28,11.2,1,Y
IDCJAC0011,12045,1964,08,29,7.7,1,Y
IDCJAC0011,12045,1964,08,30,7.1,1,Y
IDCJAC0011,12045,1964,08,31,8.4,1,Y
IDCJAC0011,12045,1964,09,01,7.1,1,Y
IDCJAC0011,12045,1964,09,02,11.0,1,Y
IDCJAC0011,12045,1964,09,03,5.4,1,Y
IDCJAC0011,12045,1964,09,04,9.9,1,Y
IDCJAC0011,12045,1964,09,05,8.9,1,Y
IDCJAC0011,12045,1964,09,06,7.2,1,Y
IDCJAC0011,12045,1964,09,07,,,
IDCJAC0011,12045,1964,09,08,6.7,,Y
IDCJAC0011,12045,1964,09,09,7.2,1,Y
IDCJAC0011,12045,1964,09,10,6.2,1,Y
IDCJAC0011,12045,1964,09,11,9.3,1,Y
IDCJAC0011,12045,1964,09,12,8.9,1,Y
IDCJAC0011,12045,1964,09,13,8.4,1,Y
IDCJAC0011,12045,1964,09,14,5.6,1,Y
IDCJAC0011,12045,1964,09,15,13.3,1,Y
IDCJAC0011,12045,1964,09,16,5.9,1,Y
IDCJAC0011,12045,1964,09,17,7.2,1,Y
IDCJAC0011,12045,1964,09,18,9.4,1,Y
IDCJAC0011,12045,1964,09,19,,,
IDCJAC0011,12045,1964,09,20,,,
IDCJAC0011,12045,1964,09,21,,,
IDCJAC0011,12045,1964,09,22,3.1,,Y
IDCJAC0011,12045,1964,09,23,6.1,1,Y
IDCJAC0011,12045,1964,09,24,14.0,1,Y
IDCJAC0011,12045,1964,09,25,11.6,1,Y
IDCJAC0011,12045,1964,09,26,8.8,1,Y
IDCJAC0011,12045,1964,09,27,9.8,1,Y
IDCJAC0011,12045,1964,09,28,6.1,1,Y
IDCJAC0011,12045,1964,09,29,6.1,1,Y
IDCJAC0011,12045,1964,09,30,10.4,1,Y
IDCJAC0011,12045,1964,10,01,8.8,1,Y
IDCJAC0011,12045,1964,10,02,7.8,1,Y
IDCJAC0011,12045,1964,10,03,9.3,1,Y
IDCJAC0011,12045,1964,10,04,15.7,1,Y
IDCJAC0011,12045,1964,10,05,8.6,1,Y
IDCJAC0011,12045,1964,10,06,7.1,1,Y
IDCJAC0011,12045,1964,10,07,5.0,1,Y
IDCJAC0011,12045,1964,10,08,6.9,1,Y
IDCJAC0011,12045,1964,10,09,9.4,1,Y
IDCJAC0011,12045,1964,10,10,7.0,1,Y
IDCJAC0011,12045,1964,10,11,7.9,1,Y
IDCJAC0011,12045,1964,10,12,9.9,1,Y
IDCJAC0011,12045,1964,10,13,11.7,1,Y
IDCJAC0011,12045,1964,10,14,6.4,1,Y
IDCJAC0011,12045,1964,10,15,13.3,1,Y
IDCJAC0011,12045,1964,10,16,11.1,1,Y
IDCJAC0011,12045,1964,10,17,13.6,1,Y
IDCJAC0011,12045,1964,10,18,12.9,1,Y
IDCJAC0011,12045,1964,10,19,13.9,1,Y
IDCJAC0011,12045,1964,10,20,15.6,1,Y
IDCJAC0011,12045,1964,10,21,15.8,1,Y
IDCJAC0011,12045,1964,10,22,8.8,1,Y
IDCJAC0011,12045,1964,10,23,6.1,1,Y
IDCJAC0011,12045,1964,10,24,7.2,1,Y
IDCJAC0011,12045,1964,10,25,13.9,1,Y
IDCJAC0011,12045,1964,10,26,13.2,1,Y
IDCJAC0011,12045,1964,10,27,15.8,1,Y
IDCJAC0011,12045,1964,10,28,12.2,1,Y
IDCJAC0011,12045,1964,10,29,6.1,1,Y
IDCJAC0011,12045,1964,10,30,9.9,1,Y
IDCJAC0011,12045,1964,10,31,16.6,1,Y
IDCJAC0011,12045,1964,11,01,10.0,1,Y
IDCJAC0011,12045,1964,11,02,7.7,1,Y
IDCJAC0011,12045,1964,11,03,14.7,1,Y
IDCJAC0011,12045,1964,11,04,8.6,1,Y
IDCJAC0011,12045,1964,11,05,14.7,1,Y
IDCJAC0011,12045,1964,11,06,17.8,1,Y
IDCJAC0011,12045,1964,11,07,20.0,1,Y
IDCJAC0011,12045,1964,11,08,17.3,1,Y
IDCJAC0011,12045,1964,11,09,15.6,1,Y
IDCJAC0011,12045,1964,11,10,17.3,1,Y
IDCJAC0011,12045,1964,11,11,19.7,1,Y
IDCJAC0011,12045,1964,11,12,18.1,1,Y
IDCJAC0011,12045,1964,11,13,17.5,1,Y
IDCJAC0011,12045,1964,11,14,24.2,1,Y
IDCJAC0011,12045,1964,11,15,17.8,1,Y
IDCJAC0011,12045,1964,11,16,22.2,1,Y
IDCJAC0011,12045,1964,11,17,11.6,1,Y
IDCJAC0011,12045,1964,11,18,12.8,1,Y
IDCJAC0011,12045,1964,11,19,14.7,1,Y
IDCJAC0011,12045,1964,11,20,14.4,1,Y
IDCJAC0011,12045,1964,11,21,12.3,1,Y
IDCJAC0011,12045,1964,11,22,12.0,1,Y
IDCJAC0011,12045,1964,11,23,12.8,1,Y
IDCJAC0011,12045,1964,11,24,19.2,1,Y
IDCJAC0011,12045,1964,11,25,21.4,1,Y
IDCJAC0011,12045,1964,11,26,18.3,1,Y
IDCJAC0011,12045,1964,11,27,16.9,1,Y
IDCJAC0011,12045,1964,11,28,21.0,1,Y
IDCJAC0011,12045,1964,11,29,25.0,1,Y
IDCJAC0011,12045,1964,11,30,14.3,1,Y
IDCJAC0011,12045,1964,12,01,13.1,1,Y
IDCJAC0011,12045,1964,12,02,14.4,1,Y
IDCJAC0011,12045,1964,12,03,16.9,1,Y
IDCJAC0011,12045,1964,12,04,19.2,1,Y
IDCJAC0011,12045,1964,12,05,22.4,1,Y
IDCJAC0011,12045,1964,12,06,22.8,1,Y
IDCJAC0011,12045,1964,12,07,18.3,1,Y
IDCJAC0011,12045,1964,12,08,13.8,1,Y
IDCJAC0011,12045,1964,12,09,12.8,1,Y
IDCJAC0011,12045,1964,12,10,16.6,1,Y
IDCJAC0011,12045,1964,12,11,20.8,1,Y
IDCJAC0011,12045,1964,12,12,25.0,1,Y
IDCJAC0011,12045,1964,12,13,20.0,1,Y
IDCJAC0011,12045,1964,12,14,20.4,1,Y
IDCJAC0011,12045,1964,12,15,16.7,1,Y
IDCJAC0011,12045,1964,12,16,16.9,1,Y
IDCJAC0011,12045,1964,12,17,19.4,1,Y
IDCJAC0011,12045,1964,12,18,19.1,1,Y
IDCJAC0011,12045,1964,12,19,18.9,1,Y
IDCJAC0011,12045,1964,12,20,15.6,1,Y
IDCJAC0011,12045,1964,12,21,14.4,1,Y
IDCJAC0011,12045,1964,12,22,17.8,1,Y
IDCJAC0011,12045,1964,12,23,23.9,1,Y
IDCJAC0011,12045,1964,12,24,13.9,1,Y
IDCJAC0011,12045,1964,12,25,15.6,1,Y
IDCJAC0011,12045,1964,12,26,16.8,1,Y
IDCJAC0011,12045,1964,12,27,19.4,1,Y
IDCJAC0011,12045,1964,12,28,15.8,1,Y
IDCJAC0011,12045,1964,12,29,17.8,1,Y
IDCJAC0011,12045,1964,12,30,21.2,1,Y
IDCJAC0011,12045,1964,12,31,22.8,1,Y
IDCJAC0011,12045,1965,01,01,23.3,1,Y
IDCJAC0011,12045,1965,01,02,20.6,1,Y
IDCJAC0011,12045,1965,01,03,20.6,1,Y
IDCJAC0011,12045,1965,01,04,20.6,1,Y
IDCJAC0011,12045,1965,01,05,22.2,1,Y
IDCJAC0011,12045,1965,01,06,24.2,1,Y
IDCJAC0011,12045,1965,01,07,24.8,1,Y
IDCJAC0011,12045,1965,01,08,25.0,1,Y
IDCJAC0011,12045,1965,01,09,21.5,1,Y
IDCJAC0011,12045,1965,01,10,15.6,1,Y
IDCJAC0011,12045,1965,01,11,19.4,1,Y
IDCJAC0011,12045,1965,01,12,21.1,1,Y
IDCJAC0011,12045,1965,01,13,22.2,1,Y
IDCJAC0011,12045,1965,01,14,26.9,1,Y
IDCJAC0011,12045,1965,01,15,23.3,1,Y
IDCJAC0011,12045,1965,01,16,21.6,1,Y
IDCJAC0011,12045,1965,01,17,19.4,1,Y
IDCJAC0011,12045,1965,01,18,17.3,1,Y
IDCJAC0011,12045,1965,01,19,18.3,1,Y
IDCJAC0011,12045,1965,01,20,17.7,1,Y
IDCJAC0011,12045,1965,01,21,19.2,1,Y
IDCJAC0011,12045,1965,01,22,22.2,1,Y
IDCJAC0011,12045,1965,01,23,23.6,1,Y
IDCJAC0011,12045,1965,01,24,18.1,1,Y
IDCJAC0011,12045,1965,01,25,29.3,1,Y
IDCJAC0011,12045,1965,01,26,31.3,1,Y
IDCJAC0011,12045,1965,01,27,21.9,1,Y
IDCJAC0011,12045,1965,01,28,17.7,1,Y
IDCJAC0011,12045,1965,01,29,16.7,1,Y
IDCJAC0011,12045,1965,01,30,19.2,1,Y
IDCJAC0011,12045,1965,01,31,23.3,1,Y
IDCJAC0011,12045,1965,02,01,23.6,1,Y
IDCJAC0011,12045,1965,02,02,23.6,1,Y
IDCJAC0011,12045,1965,02,03,16.2,1,Y
IDCJAC0011,12045,1965,02,04,18.6,1,Y
IDCJAC0011,12045,1965,02,05,22.5,1,Y
IDCJAC0011,12045,1965,02,06,23.9,1,Y
IDCJAC0011,12045,1965,02,07,23.9,1,Y
IDCJAC0011,12045,1965,02,08,23.9,1,Y
IDCJAC0011,12045,1965,02,09,20.8,1,Y
IDCJAC0011,12045,1965,02,10,22.4,1,Y
IDCJAC0011,12045,1965,02,11,24.7,1,Y
IDCJAC0011,12045,1965,02,12,24.2,1,Y
IDCJAC0011,12045,1965,02,13,27.5,1,Y
IDCJAC0011,12045,1965,02,14,26.1,1,Y
IDCJAC0011,12045,1965,02,15,23.0,1,Y
IDCJAC0011,12045,1965,02,16,21.4,1,Y
IDCJAC0011,12045,1965,02,17,26.1,1,Y
IDCJAC0011,12045,1965,02,18,28.2,1,Y
IDCJAC0011,12045,1965,02,19,23.3,1,Y
IDCJAC0011,12045,1965,02,20,22.4,1,Y
IDCJAC0011,12045,1965,02,21,18.0,1,Y
IDCJAC0011,12045,1965,02,22,16.8,1,Y
IDCJAC0011,12045,1965,02,23,17.1,1,Y
IDCJAC0011,12045,1965,02,24,21.6,1,Y
IDCJAC0011,12045,1965,02,25,27.6,1,Y
IDCJAC0011,12045,1965,02,26,24.7,1,Y
IDCJAC0011,12045,1965,02,27,23.9,1,Y
IDCJAC0011,12045,1965,02,28,27.5,1,Y
IDCJAC0011,12045,1965,03,01,28.2,1,Y
IDCJAC0011,12045,1965,03,02,26.6,1,Y
IDCJAC0011,12045,1965,03,03,19.2,1,Y
IDCJAC0011,12045,1965,03,04,19.9,1,Y
IDCJAC0011,12045,1965,03,05,24.2,1,Y
IDCJAC0011,12045,1965,03,06,16.7,1,Y
IDCJAC0011,12045,1965,03,07,15.2,1,Y
IDCJAC0011,12045,1965,03,08,16.4,1,Y
IDCJAC0011,12045,1965,03,09,16.6,1,Y
IDCJAC0011,12045,1965,03,10,22.1,1,Y
IDCJAC0011,12045,1965,03,11,20.8,1,Y
IDCJAC0011,12045,1965,03,12,14.2,1,Y
IDCJAC0011,12045,1965,03,13,17.1,1,Y
IDCJAC0011,12045,1965,03,14,16.7,1,Y
IDCJAC0011,12045,1965,03,15,21.9,1,Y
IDCJAC0011,12045,1965,03,16,17.9,1,Y
IDCJAC0011,12045,1965,03,17,19.2,1,Y
IDCJAC0011,12045,1965,03,18,14.7,1,Y
IDCJAC0011,12045,1965,03,19,13.2,1,Y
IDCJAC0011,12045,1965,03,20,14.9,1,Y
IDCJAC0011,12045,1965,03,21,13.5,1,Y
IDCJAC0011,12045,1965,03,22,18.6,1,Y
IDCJAC0011,12045,1965,03,23,16.6,1,Y
IDCJAC0011,12045,1965,03,24,15.3,1,Y
IDCJAC0011,12045,1965,03,25,17.9,1,Y
IDCJAC0011,12045,1965,03,26,21.4,1,Y
IDCJAC0011,12045,1965,03,27,21.4,1,Y
IDCJAC0011,12045,1965,03,28,17.8,1,Y
IDCJAC0011,12045,1965,03,29,21.4,1,Y
IDCJAC0011,12045,1965,03,30,19.2,1,Y
IDCJAC0011,12045,1965,03,31,20.7,1,Y
IDCJAC0011,12045,1965,04,01,22.2,1,Y
IDCJAC0011,12045,1965,04,02,20.6,1,Y
IDCJAC0011,12045,1965,04,03,23.1,1,Y
IDCJAC0011,12045,1965,04,04,12.1,1,Y
IDCJAC0011,12045,1965,04,05,11.9,1,Y
IDCJAC0011,12045,1965,04,06,14.5,1,Y
IDCJAC0011,12045,1965,04,07,18.2,1,Y
IDCJAC0011,12045,1965,04,08,16.9,1,Y
IDCJAC0011,12045,1965,04,09,16.1,1,Y
IDCJAC0011,12045,1965,04,10,15.7,1,Y
IDCJAC0011,12045,1965,04,11,16.5,1,Y
IDCJAC0011,12045,1965,04,12,16.4,1,Y
IDCJAC0011,12045,1965,04,13,14.4,1,Y
IDCJAC0011,12045,1965,04,14,10.8,1,Y
IDCJAC0011,12045,1965,04,15,11.9,1,Y
IDCJAC0011,12045,1965,04,16,11.5,1,Y
IDCJAC0011,12045,1965,04,17,11.1,1,Y
IDCJAC0011,12045,1965,04,18,12.1,1,Y
IDCJAC0011,12045,1965,04,19,15.0,1,Y
IDCJAC0011,12045,1965,04,20,11.7,1,Y
IDCJAC0011,12045,1965,04,21,19.0,1,Y
IDCJAC0011,12045,1965,04,22,17.3,1,Y
IDCJAC0011,12045,1965,04,23,16.6,1,Y
IDCJAC0011,12045,1965,04,24,12.2,1,Y
IDCJAC0011,12045,1965,04,25,11.9,1,Y
IDCJAC0011,12045,1965,04,26,11.8,1,Y
IDCJAC0011,12045,1965,04,27,11.7,1,Y
IDCJAC0011,12045,1965,04,28,12.2,1,Y
IDCJAC0011,12045,1965,04,29,11.0,1,Y
IDCJAC0011,12045,1965,04,30,11.2,1,Y
IDCJAC0011,12045,1965,05,01,18.8,1,Y
IDCJAC0011,12045,1965,05,02,17.4,1,Y
IDCJAC0011,12045,1965,05,03,15.0,1,Y
IDCJAC0011,12045,1965,05,04,15.4,1,Y
IDCJAC0011,12045,1965,05,05,15.4,1,Y
IDCJAC0011,12045,1965,05,06,11.3,1,Y
IDCJAC0011,12045,1965,05,07,5.8,1,Y
IDCJAC0011,12045,1965,05,08,9.9,1,Y
IDCJAC0011,12045,1965,05,09,9.8,1,Y
IDCJAC0011,12045,1965,05,10,3.1,1,Y
IDCJAC0011,12045,1965,05,11,5.3,1,Y
IDCJAC0011,12045,1965,05,12,7.1,1,Y
IDCJAC0011,12045,1965,05,13,9.4,1,Y
IDCJAC0011,12045,1965,05,14,12.8,1,Y
IDCJAC0011,12045,1965,05,15,12.1,1,Y
IDCJAC0011,12045,1965,05,16,9.4,1,Y
IDCJAC0011,12045,1965,05,17,5.7,1,Y
IDCJAC0011,12045,1965,05,18,7.2,1,Y
IDCJAC0011,12045,1965,05,19,8.9,1,Y
IDCJAC0011,12045,1965,05,20,5.0,1,Y
IDCJAC0011,12045,1965,05,21,5.8,1,Y
IDCJAC0011,12045,1965,05,22,4.9,1,Y
IDCJAC0011,12045,1965,05,23,6.7,1,Y
IDCJAC0011,12045,1965,05,24,5.4,1,Y
IDCJAC0011,12045,1965,05,25,12.1,1,Y
IDCJAC0011,12045,1965,05,26,8.1,1,Y
IDCJAC0011,12045,1965,05,27,7.5,1,Y
IDCJAC0011,12045,1965,05,28,6.9,1,Y
IDCJAC0011,12045,1965,05,29,11.7,1,Y
IDCJAC0011,12045,1965,05,30,8.2,1,Y
IDCJAC0011,12045,1965,05,31,2.5,1,Y
IDCJAC0011,12045,1965,06,01,6.6,1,Y
IDCJAC0011,12045,1965,06,02,5.0,1,Y
IDCJAC0011,12045,1965,06,03,2.7,1,Y
IDCJAC0011,12045,1965,06,04,3.1,1,Y
IDCJAC0011,12045,1965,06,05,11.8,1,Y
IDCJAC0011,12045,1965,06,06,18.4,1,Y
IDCJAC0011,12045,1965,06,07,10.5,1,Y
IDCJAC0011,12045,1965,06,08,8.8,1,Y
IDCJAC0011,12045,1965,06,09,10.0,1,Y
IDCJAC0011,12045,1965,06,10,7.8,1,Y
IDCJAC0011,12045,1965,06,11,8.9,1,Y
IDCJAC0011,12045,1965,06,12,8.9,1,Y
IDCJAC0011,12045,1965,06,13,13.2,1,Y
IDCJAC0011,12045,1965,06,14,11.4,1,Y
IDCJAC0011,12045,1965,06,15,9.7,1,Y
IDCJAC0011,12045,1965,06,16,9.9,1,Y
IDCJAC0011,12045,1965,06,17,9.8,1,Y
IDCJAC0011,12045,1965,06,18,9.8,1,Y
IDCJAC0011,12045,1965,06,19,11.1,1,Y
IDCJAC0011,12045,1965,06,20,11.4,1,Y
IDCJAC0011,12045,1965,06,21,9.0,1,Y
IDCJAC0011,12045,1965,06,22,3.8,1,Y
IDCJAC0011,12045,1965,06,23,5.0,1,Y
IDCJAC0011,12045,1965,06,24,7.7,1,Y
IDCJAC0011,12045,1965,06,25,8.4,1,Y
IDCJAC0011,12045,1965,06,26,7.8,1,Y
IDCJAC0011,12045,1965,06,27,10.7,1,Y
IDCJAC0011,12045,1965,06,28,8.8,1,Y
IDCJAC0011,12045,1965,06,29,7.8,1,Y
IDCJAC0011,12045,1965,06,30,2.2,1,Y
IDCJAC0011,12045,1965,07,01,3.4,1,Y
IDCJAC0011,12045,1965,07,02,7.8,1,Y
IDCJAC0011,12045,1965,07,03,3.9,1,Y
IDCJAC0011,12045,1965,07,04,3.9,1,Y
IDCJAC0011,12045,1965,07,05,6.4,1,Y
IDCJAC0011,12045,1965,07,06,7.7,1,Y
IDCJAC0011,12045,1965,07,07,9.1,1,Y
IDCJAC0011,12045,1965,07,08,11.1,1,Y
IDCJAC0011,12045,1965,07,09,11.8,1,Y
IDCJAC0011,12045,1965,07,10,1.7,1,Y
IDCJAC0011,12045,1965,07,11,1.8,1,Y
IDCJAC0011,12045,1965,07,12,5.3,1,Y
IDCJAC0011,12045,1965,07,13,1.9,1,Y
IDCJAC0011,12045,1965,07,14,1.1,1,Y
IDCJAC0011,12045,1965,07,15,2.1,1,Y
IDCJAC0011,12045,1965,07,16,2.1,1,Y
IDCJAC0011,12045,1965,07,17,6.1,1,Y
IDCJAC0011,12045,1965,07,18,6.7,1,Y
IDCJAC0011,12045,1965,07,19,7.3,1,Y
IDCJAC0011,12045,1965,07,20,12.3,1,Y
IDCJAC0011,12045,1965,07,21,9.9,1,Y
IDCJAC0011,12045,1965,07,22,10.6,1,Y
IDCJAC0011,12045,1965,07,23,9.3,1,Y
IDCJAC0011,12045,1965,07,24,7.5,1,Y
IDCJAC0011,12045,1965,07,25,8.4,1,Y
IDCJAC0011,12045,1965,07,26,5.3,1,Y
IDCJAC0011,12045,1965,07,27,2.9,1,Y
IDCJAC0011,12045,1965,07,28,3.9,1,Y
IDCJAC0011,12045,1965,07,29,4.3,1,Y
IDCJAC0011,12045,1965,07,30,11.4,1,Y
IDCJAC0011,12045,1965,07,31,12.1,1,Y
IDCJAC0011,12045,1965,08,01,4.6,1,Y
IDCJAC0011,12045,1965,08,02,1.1,1,Y
IDCJAC0011,12045,1965,08,03,3.4,1,Y
IDCJAC0011,12045,1965,08,04,4.6,1,Y
IDCJAC0011,12045,1965,08,05,0.5,1,Y
IDCJAC0011,12045,1965,08,06,5.3,1,Y
IDCJAC0011,12045,1965,08,07,8.3,1,Y
IDCJAC0011,12045,1965,08,08,8.2,1,Y
IDCJAC0011,12045,1965,08,09,8.8,1,Y
IDCJAC0011,12045,1965,08,10,11.2,1,Y
IDCJAC0011,12045,1965,08,11,9.7,1,Y
IDCJAC0011,12045,1965,08,12,6.2,1,Y
IDCJAC0011,12045,1965,08,13,6.1,1,Y
IDCJAC0011,12045,1965,08,14,5.0,1,Y
IDCJAC0011,12045,1965,08,15,4.1,1,Y
IDCJAC0011,12045,1965,08,16,1.7,1,Y
IDCJAC0011,12045,1965,08,17,7.3,1,Y
IDCJAC0011,12045,1965,08,18,9.4,1,Y
IDCJAC0011,12045,1965,08,19,8.2,1,Y
IDCJAC0011,12045,1965,08,20,4.5,1,Y
IDCJAC0011,12045,1965,08,21,7.7,1,Y
IDCJAC0011,12045,1965,08,22,3.8,1,Y
IDCJAC0011,12045,1965,08,23,6.6,1,Y
IDCJAC0011,12045,1965,08,24,10.7,1,Y
IDCJAC0011,12045,1965,08,25,3.5,1,Y
IDCJAC0011,12045,1965,08,26,6.7,1,Y
IDCJAC0011,12045,1965,08,27,6.6,1,Y
IDCJAC0011,12045,1965,08,28,11.4,1,Y
IDCJAC0011,12045,1965,08,29,18.3,1,Y
IDCJAC0011,12045,1965,08,30,14.7,1,Y
IDCJAC0011,12045,1965,08,31,11.7,1,Y
IDCJAC0011,12045,1965,09,01,8.9,1,Y
IDCJAC0011,12045,1965,09,02,9.2,1,Y
IDCJAC0011,12045,1965,09,03,11.4,1,Y
IDCJAC0011,12045,1965,09,04,8.9,1,Y
IDCJAC0011,12045,1965,09,05,8.6,1,Y
IDCJAC0011,12045,1965,09,06,12.7,1,Y
IDCJAC0011,12045,1965,09,07,10.0,1,Y
IDCJAC0011,12045,1965,09,08,7.5,1,Y
IDCJAC0011,12045,1965,09,09,9.4,1,Y
IDCJAC0011,12045,1965,09,10,11.2,1,Y
IDCJAC0011,12045,1965,09,11,11.1,1,Y
IDCJAC0011,12045,1965,09,12,10.4,1,Y
