,number,note_book,Site,Genus_species,datetime2,DEP,BT,TC_interp,TC,AT,TA_interp,TA1m,wt,svl,diff_TC,diff_TA,Error,Remove,Notes
4468,20021,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,3/7/1970 15:00,0,34.7,31.29,31.29480395,23.6,24.24,24.2419803,5.7,60,3.4,-0.6,,,
19,15800,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,1/1/1970 17:00,0,38.2,34.58,34.57785835,33.2,31.26,31.25796863,NA,33,3.6,1.9,,,
725,16521,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,30/1/1970 09:36,0,38.7,35.07,34.95578119,31.4,30.72,31.3619681,2,45,3.6,0.7,,,
16,15795,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 15:49,0,39.2,35.41,35.47958299,34.6,32.37,32.34426322,NA,37,3.8,2.2,,,
2251,18560,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:19,0,36.8,32.98,32.16063232,29.1,31.34,30.44652752,4.2,56,3.8,-2.2,,,
2233,18552,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 18:10,0,31.8,27.71,27.8411781,31.7,28.8,28.8340816,5,59,4.1,2.9,,,
2252,18557,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:00,0,36.4,32.16,32.16063232,28.3,30.45,30.44652752,4.5,58,4.2,-2.1,,,
2254,18556,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 09:54,0,36.4,32.21,32.16063232,28.5,29.91,30.44652752,3.7,57,4.2,-1.4,,,
4440,19965,MISSING,KLA,Meroles suborbitalis,2/7/1970 11:48,0,35,30.72,34.72772946,18.1,21.09,21.31957114,4.7,62,4.3,-3,,,
2223,18508,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 10:30,0,39.8,35.39,35.48371461,31.8,32.04,33.09920393,4,61,4.4,-0.2,,,
2257,18586,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,3/4/1970 10:45,0,38.8,34.1,34.74329159,29.2,32.57,33.28056108,2.5,47,4.7,-3.4,,,
2232,18562,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,2/4/1970 17:58,0,33.1,28.02,27.8411781,32.3,28.89,28.8340816,4,59,5.1,3.4,,,
3098,19232,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,7/5/1970 14:45,0,34.1,28.07,27.03156162,20.8,21.59,21.42871354,5,62,6,-0.8,,,
736,16557,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,30/1/1970 18:57,0,37.3,31.14,30.93061803,35.3,32.39,32.2818306,1.2,44,6.2,2.9,,,
3099,19233,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,7/5/1970 14:50,0,34,27.72,27.03156162,21.3,21.53,21.42871354,4.7,58,6.3,-0.2,,,
735,16527,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,30/1/1970 18:47,0,38.3,31.85,30.93061803,35.1,32.73,32.2818306,1,44,6.4,2.4,,,
22,15804,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,1/1/1970 17:22,0,39,32.24,34.57785835,32.2,30.37,31.25796863,NA,36,6.8,1.8,,,
734,16556,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,30/1/1970 18:50,0,38.5,31.64,30.93061803,35.2,32.63,32.2818306,5,65,6.9,2.6,,,
26,15807,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,1/1/1970 17:52,0,36.4,29.04,28.19131119,32.2,29.15,28.82897942,NA,36,7.4,3.1,,,
3097,19234,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Meroles suborbitalis,7/5/1970 15:02,0,34.3,26.86,27.03156162,21.5,21.35,21.42871354,4.5,58,7.4,0.1,,,
29,15792,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 18:40,0,34,25.81,24.61440434,30.2,27.73,27.17489193,NA,39,8.2,2.5,,,
25,15789,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 17:55,0,37,28.72,28.19131119,31.5,29.03,28.82897942,NA,36,8.3,2.5,,,
710,16470,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Meroles suborbitalis,29/1/1970 18:40,0,39,30.74,29.06783856,35.7,30.13,29.73923177,2.2,49,8.3,5.6,,,
28,15790,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,1/1/1970 18:17,0,35.7,27.18,28.19131119,30.6,28.36,28.82897942,NA,58,8.5,2.2,,,
1048,17251,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,12/2/1970 18:50,0,36.6,27.25,26.8501321,35.2,29.08,28.90175179,2.7,51,9.4,6.1,,,
1049,17207,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Meroles suborbitalis,12/2/1970 18:47,0,37.5,27.37,26.8501321,35,29.14,28.90175179,2.5,48,10.1,5.9,,,
165,15988,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 21:03,0,27.8,29.08,29.21661925,28.3,30.01,30.16549924,NA,97,-1.3,-1.7,,,
6721,21463,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,6/10/1970 20:07,0,20.6,21.58,21.70072768,23.5,24.51,24.67580754,21.5,98,-1,-1,,,
1230,17503,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,20/2/1970 21:25,0,26.1,26.79,27.25380164,28.4,27.77,28.27186776,4,55,-0.7,0.6,,,
1229,17459,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,20/2/1970 20:23,0,27.2,27.82,28.17470447,28.8,28.91,29.31436621,15.7,83,-0.6,-0.1,,,
166,15989,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 21:14,0,28.1,28.57,29.21661925,28.4,29.45,30.16549924,NA,50,-0.5,-1.1,,,
6478,21206,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,26/9/1970 20:38,0,19,19.47,19.2490835,20.1,21.35,21.09305311,26.5,95,-0.5,-1.2,,,
6479,21205,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,26/9/1970 20:34,0,19,19.51,19.2490835,20.1,21.39,21.09305311,32,103,-0.5,-1.3,,,
6480,21210,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,26/9/1970 20:53,0,18.9,19.32,19.2490835,19.3,21.17,21.09305311,18.6,89,-0.4,-1.9,,,
1232,17521,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,20/2/1970 21:44,0,26.3,26.43,26.1351936,28.2,27.38,27.06005636,42.2,108,-0.1,0.8,,,
6476,21203,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,26/9/1970 20:29,0,19.5,19.56,19.85039513,20.4,21.45,21.78789682,31.8,104,-0.1,-1.1,,,
1231,17460,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,20/2/1970 20:30,0,27.7,27.71,27.25380164,28.2,28.79,28.27186776,16,82,0,-0.6,,,
1259,17612,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,21/2/1970 21:42,0,27.1,27.09,26.57955342,28.1,28.03,27.60178448,12,76,0,0.1,,,
1258,17609,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,21/2/1970 20:53,0,28.6,28.41,28.28502949,28.5,29.14,29.03051539,20,87,0.2,-0.6,,,
2609,18976,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,18/4/1970 20:46,0,20.4,20.15,20.16407754,20,21.13,21.1334616,14,76,0.2,-1.1,,,
6477,21204,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,26/9/1970 20:33,0,19.7,19.52,19.2490835,20.1,21.41,21.09305311,24.2,97,0.2,-1.3,,,
1233,17505,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,20/2/1970 21:42,0,26.9,26.47,26.1351936,28.3,27.42,27.06005636,29.5,100,0.4,0.9,,,
6475,21201,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,26/9/1970 20:09,0,20.2,19.76,19.85039513,20.7,21.68,21.78789682,24.8,95,0.4,-1,,,
555,16214,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,23/1/1970 21:00,0,27.1,26.63,26.6288882,27.4,29.54,29.53645474,7,63,0.5,-2.1,,,
2537,18828,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,15/4/1970 20:39,0,23.7,23.24,23.00596623,NA,27.19,27.07816125,11.7,76,0.5,NA,,,
1255,17607,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,21/2/1970 20:27,0,29.6,28.87,29.35540351,30.2,29.56,29.99398449,3.5,55,0.7,0.6,,,
1256,17605,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,21/2/1970 20:14,0,29.8,29.11,29.35540351,30.5,29.77,29.99398449,14,79,0.7,0.7,,,
2611,19001,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,18/4/1970 21:40,0,19.8,19.12,18.60111661,20.7,19.68,18.95548141,27,95,0.7,1,,,
1260,17557,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,21/2/1970 22:02,0,27.4,26.56,26.57955342,28.4,27.6,27.60178448,18,85,0.8,0.8,,,
1228,17458,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,20/2/1970 20:09,0,28.9,28.04,28.17470447,28.8,29.16,29.31436621,6.2,60,0.9,-0.4,,,
1257,17632,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,21/2/1970 21:23,0,28.6,27.63,28.28502949,27.7,28.48,29.03051539,39.7,102,1,-0.8,,,
1285,17707,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 22:26,0,25.2,23.64,22.88292747,25.8,26.42,26.02995054,6,65,1.6,-0.6,,,
2610,18964,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,18/4/1970 21:55,0,20.3,18.73,18.60111661,21.4,19.14,18.95548141,13,77,1.6,2.3,,,
141,15951,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,6/1/1970 21:10,0,28.2,26.54,26.73803136,29,28.16,28.39281319,NA,98,1.7,0.8,,,
167,15991,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 22:09,0,27.7,25.97,26.43677268,28.8,26.6,27.10453913,NA,98,1.7,2.2,,,
2536,18826,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,15/4/1970 20:15,0,25.2,23.51,23.67474257,25.2,27.32,27.40172246,37,105,1.7,-2.1,,,
1206,17425,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,19/2/1970 22:10,0,25.4,23.55,23.76277153,26,26.11,26.27960188,14.5,78,1.8,-0.1,,,
529,16154,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/1/1970 20:42,0,28.6,26.75,26.54901093,29.7,31.07,30.84157614,10,76,1.9,-1.4,,,
1203,17357,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,19/2/1970 20:41,0,26.3,24.43,24.28051892,27.6,27.42,27.02935469,2.7,50,1.9,0.2,,,
1204,17403,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,19/2/1970 20:46,0,26.4,24.39,24.28051892,27.4,27.32,27.02935469,22,90,2,0.1,,,
530,16160,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/1/1970 22:10,0,27.1,24.97,25.17977424,27.3,29.54,29.86911622,9,71,2.1,-2.2,,,
6450,21141,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,25/9/1970 19:43,0,24.6,22.27,22.01854227,25.9,25.02,24.82255478,33.7,102,2.3,0.9,,,
1287,17699,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 22:11,0,25.6,23.2,22.88292747,25.7,26.19,26.02995054,10,70,2.4,-0.5,,,
6504,21252,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,27/9/1970 19:52,0,20.7,18.34,18.07704088,20.9,20.86,20.6604032,24.6,98,2.4,0,,,
1284,17703,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 21:20,0,25.9,23.43,23.70153016,26.2,26.82,27.21937748,13.7,83,2.5,-0.6,,,
6505,21258,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,27/9/1970 21:04,0,19.2,16.6,16.67225688,19.7,19.4,19.4750537,17,88,2.6,0.3,,,
6506,21259,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,27/9/1970 21:19,0,19,16.32,16.67225688,20.4,19.11,19.4750537,29.6,103,2.7,1.3,,,
6503,21249,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,27/9/1970 19:35,0,21.7,18.9,18.07704088,21.7,21.3,20.6604032,26.5,99,2.8,0.4,,,
1282,17694,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 20:26,0,27.3,24.3,24.7492567,28.2,28.05,28.6824729,18.2,85,3,0.1,,,
1286,17722,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 22:10,0,26.2,23.17,22.88292747,26.6,26.18,26.02995054,12,78,3,0.4,,,
2535,18842,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,15/4/1970 20:21,0,26.4,23.44,23.67474257,26.8,27.29,27.40172246,13.2,80,3,-0.5,,,
6449,21140,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,25/9/1970 19:30,0,25.5,22.46,22.01854227,25.6,25.18,24.82255478,33,106,3,0.4,,,
6451,21142,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,25/9/1970 19:49,0,25.2,22.18,22.01854227,25.6,24.95,24.82255478,28,98,3,0.7,,,
168,15994,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 22:45,0,27.2,24.12,23.34227383,28.2,24.59,23.74567014,NA,103,3.1,3.6,,,
532,16151,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/1/1970 21:45,0,28.6,25.52,25.17977424,27.6,30.11,29.86911622,7.5,66,3.1,-2.5,,,
1205,17399,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLT,Chondrodactylus angulifer,19/2/1970 21:03,0,27.3,24.25,24.28051892,26.3,26.99,27.02935469,17,83,3.1,-0.7,,,
170,16023,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 22:36,0,27.8,24.58,23.34227383,28.5,25.09,23.74567014,NA,90,3.2,3.4,,,
1288,17721,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 22:04,0,26.4,23,22.88292747,26.6,26.09,26.02995054,20,93,3.4,0.5,,,
169,15993,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 22:35,0,28.1,24.63,23.34227383,28.3,25.15,23.74567014,NA,58,3.5,3.2,,,
1283,17696,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 21:29,0,26.8,23.31,23.70153016,27.8,26.64,27.21937748,7,67,3.5,1.2,,,
1289,17697,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/2/1970 21:34,0,26.8,23.24,22.88292747,27.5,26.55,26.02995054,18.7,89,3.6,0.9,,,
531,16157,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLT,Chondrodactylus angulifer,22/1/1970 21:55,0,29.2,25.29,25.17977424,27.5,29.95,29.86911622,6.7,67,3.9,-2.4,,,
171,16024,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLT,Chondrodactylus angulifer,7/1/1970 22:55,0,28,23.6,23.34227383,27.9,24.03,23.74567014,NA,65,4.4,3.9,,,
2198,18496,MISSING,KLA,Chondrodactylus angulifer,1/4/1970 20:48,0,22.5,25.21,25.01840252,22.3,26.08,25.98070515,20.8,92,-2.7,-3.8,,,
2199,18529,MISSING,KLA,Chondrodactylus angulifer,1/4/1970 20:37,0,22.9,25.38,25.01840252,23.8,26.16,25.98070515,19.8,90,-2.5,-2.4,,,
2255,18611,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 20:35,0,22.1,22.83,22.57279622,24.8,28,27.84462132,5,61,-0.7,-3.2,,,
2253,18612,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 20:42,0,22.4,22.76,22.57279622,25.3,27.96,27.84462132,20.2,88,-0.4,-2.7,,,
2258,18603,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 20:40,0,22.4,22.78,22.57279622,25,27.97,27.84462132,24.2,92,-0.4,-3,,,
2197,18494,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,1/4/1970 20:33,0,25.3,25.45,25.01840252,22.5,26.19,25.98070515,15.5,84,-0.1,-3.7,,,
2256,18604,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 21:10,0,22.2,22.26,22.57279622,24.8,27.41,27.84462132,16,80,-0.1,-2.6,,,
2251,18598,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 20:10,0,23.1,23.09,23.19324567,25.9,28.16,28.22034267,11,71,0,-2.3,,,
2196,18528,MISSING,KLA,Chondrodactylus angulifer,1/4/1970 20:16,0,26.2,25.72,25.97086794,23.6,26.33,26.45347721,14.5,84,0.5,-2.7,,,
2257,18606,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 21:26,0,22.4,21.75,22.57279622,24.5,26.72,27.84462132,27.7,96,0.6,-2.2,,,
673,16438,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,28/1/1970 22:10,0,26.7,25.88,26.13194591,28,29.04,29.23088923,11,79,0.8,-1,,,
2254,18605,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 21:15,0,23,22.1,22.57279622,24.6,27.19,27.84462132,12.7,78,0.9,-2.6,,,
2223,18567,MISSING,KLA,Chondrodactylus angulifer,2/4/1970 20:10,0,26.9,25.91,26.29913335,28.4,28.26,28.36164198,15,84,1,0.1,,,
2252,18600,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 20:25,0,24.1,22.93,23.19324567,25.3,28.06,28.22034267,16.5,83,1.2,-2.8,,,
6370,21002,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,21/9/1970 20:49,0,22.1,20.94,20.81701309,25.4,24.63,24.34118746,21.7,90,1.2,0.8,,,
2250,18599,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 20:24,0,24.3,22.95,23.19324567,25.3,28.07,28.22034267,20.5,85,1.4,-2.8,,,
6368,20933,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,21/9/1970 20:36,0,22.7,21.09,20.81701309,25.6,24.97,24.34118746,23,92,1.6,0.6,,,
6369,20934,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,21/9/1970 20:37,0,22.7,21.08,20.81701309,25.6,24.94,24.34118746,26.8,94,1.6,0.7,,,
2259,18614,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,3/4/1970 21:32,0,23.5,21.56,20.68128419,24.2,26.46,25.23954683,12.7,77,1.9,-2.3,,,
1048,17308,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 23:33,0,25,23,22.95810637,26.8,25.16,25.25590456,11.5,81,2,1.6,,,
675,16387,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Chondrodactylus angulifer,28/1/1970 21:50,0,28.6,26.35,26.13194591,29.7,29.45,29.23088923,23.7,92,2.2,0.2,,,
671,16425,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,28/1/1970 22:11,0,28.2,25.86,26.13194591,28.2,29.02,29.23088923,24,94,2.3,-0.8,,,
676,16424,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,28/1/1970 21:51,0,28.7,26.33,26.13194591,29.8,29.42,29.23088923,1.5,46,2.4,0.4,,,
672,16436,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,28/1/1970 21:30,0,29.3,26.8,26.13194591,30.5,29.88,29.23088923,7.5,69,2.5,0.6,,,
1045,17295,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 23:17,0,25.5,23.03,23.06180721,27.5,25.1,25.04452318,10.5,72,2.5,2.4,,,
22,15814,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,1/1/1970 22:15,0,23.4,20.66,21.011732,24.4,22.76,23.01358435,NA,92,2.7,1.6,,,
2222,18568,MISSING,KLA,Chondrodactylus angulifer,2/4/1970 20:23,0,28.1,25.41,26.29913335,29.3,28.14,28.36164198,17.7,86,2.7,1.2,,,
669,16421,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Chondrodactylus angulifer,28/1/1970 21:20,0,29.8,27.02,27.46577333,31.3,30.09,30.52278524,15,85,2.8,1.2,,,
674,16422,4.Kalahari-RBH-FieldBook-16113-18503.pdf,KLA,Chondrodactylus angulifer,28/1/1970 21:30,0,29.8,26.8,26.13194591,30.8,29.88,29.23088923,15.5,83,3,0.9,,,
1040,17296,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 23:22,0,26.1,23.02,23.06180721,27.7,25.12,25.04452318,4,55,3.1,2.6,,,
2224,18571,MISSING,KLA,Chondrodactylus angulifer,2/4/1970 20:59,0,27.1,24.02,23.98247405,28.2,27.79,27.77910327,17,88,3.1,0.4,,,
2226,18570,MISSING,KLA,Chondrodactylus angulifer,2/4/1970 20:55,0,27.4,24.18,23.98247405,28.4,27.83,27.77910327,12.2,76,3.2,0.6,,,
1047,17307,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 23:20,0,26.4,23.03,23.06180721,27.6,25.11,25.04452318,19.5,87,3.4,2.5,,,
2225,18572,MISSING,KLA,Chondrodactylus angulifer,2/4/1970 21:15,0,26.8,23.38,23.98247405,27.9,27.03,27.77910327,17,85,3.4,0.9,,,
2287,18635,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 21:06,0,23.5,20.04,20.05790222,25.3,24.71,24.71352093,9,70,3.5,0.6,,,
1039,17302,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 22:15,0,26.9,23.34,23.43833293,27.8,24.64,24.5053155,27.7,92,3.6,3.2,,,
1042,17306,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 23:20,0,26.6,23.03,23.06180721,27.6,25.11,25.04452318,16.7,89,3.6,2.5,,,
2285,18634,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 20:58,0,23.7,20.08,20.05790222,26.4,24.73,24.71352093,9.2,67,3.6,1.7,,,
2288,18637,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 21:45,0,23.5,19.92,19.87873641,24.3,24.66,24.64718941,32.2,103,3.6,-0.4,,,
1043,17303,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 22:38,0,26.9,23.2,23.06180721,29.4,24.85,25.04452318,19.2,89,3.7,4.5,,,
699,16490,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,29/1/1970 20:45,0,30.8,27.02,26.7689997,31.2,28.27,28.10643024,2,46,3.8,2.9,,,
701,16534,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,29/1/1970 22:20,0,29.3,25.5,26.2361909,31.6,26.75,27.52720408,10,74,3.8,4.9,,,
1044,17294,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 23:15,0,26.8,23.04,23.06180721,27.5,25.1,25.04452318,24,96,3.8,2.4,,,
700,16536,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,29/1/1970 20:55,0,30.8,26.85,26.7689997,32.4,28.16,28.10643024,6.5,62,3.9,4.2,,,
2228,18574,MISSING,KLA,Chondrodactylus angulifer,2/4/1970 21:45,0,26.1,22.18,21.57860651,28.1,25.52,24.76835179,20,89,3.9,2.6,,,
1041,17262,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,12/2/1970 22:53,0,27.2,23.11,23.06180721,29.2,24.98,25.04452318,21.2,91,4.1,4.2,,,
2283,18656,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 20:54,0,24.2,20.13,20.05790222,26.1,24.77,24.71352093,7.2,63,4.1,1.3,,,
2281,18654,3.Kalahari-ERP-FieldBook-16074-18527.pdf,KLA,Chondrodactylus angulifer,4/4/1970 20:25,0,25,20.49,20.80561611,26.8,25.04,25.27021082,12.2,88,4.5,1.8,,,
703,16494,5.Kalahari-LC-FieldBook-16426-18493.pdf,KLA,Chondrodactylus angulifer,29/1/1970 22:36,0,29.6,24.91,24.03122661,31.7,26.12,25.18284286,9,70,4.7,5.6,,,
