Region,ID,Site,Genus_species,datetime2,DEP,SHADE,BT,TC_interp,TC,AT,TA_interp,TA1m,diff_TC,diff_TA,Error,Remove,Notes
Au,1070_R,R,Ctenophorus isolepis,29/10/1978 13:07,-2.5,50,32.6,38.02,22.15456263,19.2,23.49,20.85502229,-5.4,-4.3,ERA5,Y,Overcast/Windy
Au,1081_R,R,Ctenophorus isolepis,30/10/1978 07:55,0,33,33.5,33.15,38.63444274,19.4,20.67,27.378501,0.4,-1.3,,N,
Au,1082_R,R,Ctenophorus isolepis,30/10/1978 07:32,0,33,32.8,34.89,38.63444274,21,19.1,27.378501,-2.1,1.9,,N,
Au,1086_R,R,Ctenophorus isolepis,30/10/1978 11:08,-2.5,50,38.8,37.5,27.85193605,24.5,26.53,22.45294925,1.3,-2,,N,
Au,1099_R,R,Ctenophorus isolepis,31/10/1978 09:06,0,27,37.5,38.74,38.29322955,22.7,24.72,27.71014763,-1.2,-2,,N,
Au,1103_R,R,Ctenophorus isolepis,31/10/1978 11:52,-2.5,50,37.2,38.86,27.15808141,28,28.83,22.75791954,-1.7,-0.8,,N,
Au,1106_R,R,Ctenophorus isolepis,31/10/1978 15:27,-2.5,50,40.2,38.47,23.27772275,28.2,28.38,18.23714419,1.7,-0.2,,N,
Au,1107_R,R,Ctenophorus isolepis,31/10/1978 15:32,-2.5,50,39.4,38.44,22.27915063,28,28.28,17.8492576,1,-0.3,,N,
Au,1108_R,R,Ctenophorus isolepis,31/10/1978 16:19,-2.5,50,37.5,37.18,22.27915063,27,27.12,17.8492576,0.3,-0.1,,N,
Au,1109_R,R,Ctenophorus isolepis,31/10/1978 16:37,-2.5,50,36.5,36.12,21.39518606,26.5,26.57,17.50667207,0.4,-0.1,,N,
Au,1118_R,R,Ctenophorus isolepis,1/11/1978 10:00,0,0,38,38.32,37.28846421,25,25.05,27.71305306,-0.3,-0.1,,N,
Au,1119_R,R,Ctenophorus isolepis,1/11/1978 10:12,0,0,39.5,38.32,37.28846421,26.5,25.56,27.71305306,1.2,0.9,,N,
Au,1120_R,R,Ctenophorus isolepis,1/11/1978 10:15,0,0,35,38.32,37.28846421,24.5,25.68,27.71305306,-3.3,-1.2,,N,
Au,1121_R,R,Ctenophorus isolepis,1/11/1978 10:23,0,0,39,38.32,37.28846421,25.8,26.02,27.71305306,0.7,-0.2,,N,
Au,1123_R,R,Ctenophorus isolepis,1/11/1978 10:27,0,0,38.3,38.33,37.28846421,25,26.19,27.71305306,0,-1.2,,N,
Au,1124_R,R,Ctenophorus isolepis,1/11/1978 11:28,-2.5,50,39.9,38.55,30.72628079,30.5,28.41,24.9394221,1.4,2.1,,N,
Au,1151_R,R,Ctenophorus isolepis,2/11/1978 13:28,-2.5,50,39.8,40.82,29.54643655,32,33.77,25.11409854,-1,-1.8,,N,
Au,1154_R,R,Ctenophorus isolepis,2/11/1978 17:09,-2.5,50,33.8,37.77,25.24969201,29.2,29.81,21.57136479,-4,-0.6,,N,
Au,1169_R,R,Ctenophorus isolepis,3/11/1978 08:04,0,42,39.2,37.71,38.96283952,28.4,27.16,35.81141572,1.5,1.2,,N,
Au,1170_R,R,Ctenophorus isolepis,3/11/1978 08:11,0,42,40.5,37.74,38.96283952,32,27.43,35.81141572,2.8,4.6,,N,
Au,1171_R,R,Ctenophorus isolepis,3/11/1978 08:13,0,42,36.8,37.75,38.96283952,30,27.5,35.81141572,-1,2.5,,N,
Au,1172_R,R,Ctenophorus isolepis,3/11/1978 08:22,0,42,39.4,37.78,38.96283952,30.5,27.85,35.81141572,1.6,2.6,,N,
Au,1173_R,R,Ctenophorus isolepis,3/11/1978 08:36,0,39,38.8,37.84,38.31465443,32.6,28.39,34.56305995,1,4.2,,N,
Au,1174_R,R,Ctenophorus isolepis,3/11/1978 10:15,0,21,39.2,37.85,38.89811429,35.2,31.62,32.77172966,1.4,3.6,,N,
Au,1191_R,R,Ctenophorus isolepis,4/11/1978 08:34,0,33,40,36.7,38.46214174,29.3,29.44,34.32763707,3.3,-0.1,,N,
Au,1192_R,R,Ctenophorus isolepis,4/11/1978 10:58,-2.5,50,38.2,38.37,25.27028615,33.6,32.21,27.85643766,-0.2,1.4,,N,
Au,1235_R,R,Ctenophorus isolepis,6/11/1978 08:53,0,48,39.4,38.15,38.1446319,26.6,26.72,34.20974693,1.2,-0.1,,N,
Au,1446_R,R,Ctenophorus isolepis,15/11/1978 08:30,0,24,36.6,35.68,38.58911835,24.4,25.21,30.79361193,0.9,-0.8,,N,
Au,1455_R,R,Ctenophorus isolepis,15/11/1978 16:46,-2.5,50,39.4,35.49,21.37879283,32.4,27.31,19.21336887,3.9,5.1,,N,
Au,1459_R,R,Ctenophorus isolepis,15/11/1978 16:50,-2.5,50,37.8,35.22,21.37879283,32.6,27.01,19.21336887,2.6,5.6,,N,
Au,1509_R,R,Ctenophorus isolepis,17/11/1978 13:00,-2.5,50,40.2,38.95,23.00586678,32.4,32.58,21.35084501,1.2,-0.2,,N,
Au,1510_R,R,Ctenophorus isolepis,17/11/1978 13:03,-2.5,50,42.2,38.93,23.00586678,34.4,32.53,21.35084501,3.3,1.9,,N,
Au,1533_R,R,Ctenophorus isolepis,18/11/1978 09:05,0,0,39.3,35.23,37.54956745,21.6,21.55,27.40739543,4.1,0.1,Beh,Y,Sun
Au,1536_R,R,Ctenophorus isolepis,18/11/1978 10:38,0,0,39.7,38.54,30.94184354,24.6,23.61,22.22562147,1.2,1,,N,
Au,1537_R,R,Ctenophorus isolepis,18/11/1978 10:42,0,0,39,38.52,30.94184354,24.3,23.73,22.22562147,0.5,0.6,,N,
Au,1544_R,R,Ctenophorus isolepis,18/11/1978 16:20,-2.5,50,39.7,35.62,17.79653151,27.3,26.93,15.83615687,4.1,0.4,Beh,Y,Open shade under Spenifix
Au,1545_R,R,Ctenophorus isolepis,18/11/1978 16:25,-2.5,50,39.3,35.14,17.79653151,27.3,26.81,15.83615687,4.2,0.5,Beh,Y,Open shade under Spenifix
Au,1546_R,R,Ctenophorus isolepis,18/11/1978 16:26,-2.5,50,37.9,35.05,17.79653151,27.3,26.78,15.83615687,2.9,0.5,,N,
Au,1553_R,R,Ctenophorus isolepis,19/11/1978 08:33,0,27,39.1,35.24,37.87687666,19.5,18.7,27.54770507,3.9,0.8,,N,
Au,1554_R,R,Ctenophorus isolepis,19/11/1978 09:00,0,27,40,35.2,37.87687666,21.9,19.49,27.54770507,4.8,2.4,Beh,Y,Open shade under Spenifix
Au,1557_R,R,Ctenophorus isolepis,19/11/1978 09:48,0,0,39.7,37.14,36.12053262,22.2,20.39,25.96951789,2.6,1.8,,N,
Au,1558_R,R,Ctenophorus isolepis,19/11/1978 10:00,0,0,35.8,37.62,36.12053262,22.6,20.61,25.96951789,-1.8,2,,N,
Au,1559_R,R,Ctenophorus isolepis,19/11/1978 11:10,0,0,40.2,38.51,35.71543846,26.4,24.17,23.24309228,1.7,2.2,,N,
Au,1560_R,R,Ctenophorus isolepis,19/11/1978 11:25,0,0,40,38.18,35.71543846,24.4,24.87,23.24309228,1.8,-0.5,,N,
Au,1561_R,R,Ctenophorus isolepis,19/11/1978 11:40,-2.5,50,37,37.85,22.00600079,25,25.56,21.26291568,-0.9,-0.6,,N,
Au,1567_R,R,Ctenophorus isolepis,20/11/1978 08:45,0,33,36.3,37.47,38.45897679,27.4,25.47,32.42331098,-1.2,1.9,,N,
Au,1572_R,R,Ctenophorus isolepis,20/11/1978 07:36,0,39,37.2,34.87,38.39466225,23.9,21.79,33.37429074,2.3,2.1,,N,
Au,1574_R,R,Ctenophorus isolepis,20/11/1978 08:15,0,39,38,34.81,38.39466225,24.4,24.34,33.37429074,3.2,0.1,,N,
Au,1575_R,R,Ctenophorus isolepis,20/11/1978 08:53,0,33,37.3,38.18,38.45897679,27.6,25.77,32.42331098,-0.9,1.8,,N,
Au,1577_R,R,Ctenophorus isolepis,20/11/1978 16:22,-2.5,50,40.3,38.33,18.85879348,32.3,31.84,20.66235693,2,0.5,,N,
Au,1580_R,R,Ctenophorus isolepis,20/11/1978 17:34,-2.5,50,33.8,36.38,17.68645594,29.6,29.07,20.24326754,-2.6,0.5,,N,
Au,1607_R,R,Ctenophorus isolepis,21/11/1978 08:15,0,48,38.2,37.58,38.37714334,28.2,28.05,35.14688909,0.6,0.1,,N,
Au,1791_R,R,Ctenophorus isolepis,3/12/1978 13:40,-2.5,50,38.2,37.81,27.92652978,23.7,25.85,16.36581665,0.4,-2.2,,N,
Au,1792_R,R,Ctenophorus isolepis,3/12/1978 13:30,-2.5,50,36,37.66,27.92652978,22.2,25.86,16.36581665,-1.7,-3.7,,N,
Au,1793_R,R,Ctenophorus isolepis,3/12/1978 13:35,-2.5,50,38,37.73,27.92652978,24.2,25.86,16.36581665,0.3,-1.7,,N,
Au,1794_R,R,Ctenophorus isolepis,3/12/1978 17:17,-2.5,50,36.9,34.41,24.40284255,22.4,24.23,15.48722437,2.5,-1.8,,N,
Au,1803_R,R,Ctenophorus isolepis,4/12/1978 10:24,0,21,37.8,38.52,37.9940996,22.8,24.42,26.79612561,-0.7,-1.6,,N,
Au,1805_R,R,Ctenophorus isolepis,4/12/1978 09:06,0,36,40,38.92,38.04171851,20.5,21.97,28.4390943,1.1,-1.5,,N,
Au,1812_R,R,Ctenophorus isolepis,5/12/1978 07:15,0,48,33.6,34.15,38.32316587,23.6,20.49,31.78863889,-0.5,3.1,,N,
Au,1838_R,R,Ctenophorus isolepis,7/12/1978 17:05,-2.5,50,38.3,38.18,29.47629533,35.9,34.83,25.13407075,0.1,1.1,,N,
Au,1895_R,R,Ctenophorus isolepis,10/12/1978 11:56,-2.5,50,40.4,37.81,27.22292399,30.3,30.21,26.95213519,2.6,0.1,,N,
Au,1906_R,R,Ctenophorus isolepis,11/12/1978 07:08,0,45,33.2,33.04,37.8575076,18.9,18.32,30.43183176,0.2,0.6,,N,
Au,1914_R,R,Ctenophorus isolepis,11/12/1978 15:46,-2.5,50,40.5,38.72,26.99613515,30,31.24,21.03157775,1.8,-1.2,,N,
Au,1935_R,R,Ctenophorus isolepis,12/12/1978 11:30,-2.5,50,39.2,37.63,33.65110649,28.2,29.28,26.58215265,1.6,-1.1,,N,
Au,1953_R,R,Ctenophorus isolepis,13/12/1978 10:40,0,0,38.8,38.3,38.6781359,31.8,31.03,31.28387899,0.5,0.8,,N,
Au,1954_R,R,Ctenophorus isolepis,13/12/1978 12:40,-2.5,50,40.4,40.34,34.36319708,32.9,34.64,27.91274625,0.1,-1.7,,N,
Au,2004_R,R,Ctenophorus isolepis,15/12/1978 09:43,0,30,40.8,38.28,38.43008956,31,29.36,30.66940994,2.5,1.6,,N,
Au,2008_R,R,Ctenophorus isolepis,15/12/1978 10:32,0,0,38.4,38.42,35.66356623,28.8,29.95,28.36324356,0,-1.1,,N,
Au,2207_R,R,Ctenophorus isolepis,28/12/1978 17:00,-2.5,50,37,38.49,23.34618464,29.5,31.8,23.32080693,-1.5,-2.3,,N,
Au,2208_R,R,Ctenophorus isolepis,28/12/1978 16:45,-2.5,50,37.5,38.56,23.34618464,30.5,32.19,23.32080693,-1.1,-1.7,,N,
Au,2217_R,R,Ctenophorus isolepis,29/12/1978 08:52,0,50,39.8,38.1,38.84139435,29.3,28.7,36.66367356,1.7,0.6,,N,
Au,2218_R,R,Ctenophorus isolepis,29/12/1978 09:14,0,50,37.3,38.04,38.84139435,30,29.21,36.66367356,-0.7,0.8,,N,
Au,2222_R,R,Ctenophorus isolepis,29/12/1978 16:28,-2.5,50,38.5,38.79,27.85661316,34.7,35.98,26.83993749,-0.3,-1.3,,N,
Au,2248_R,R,Ctenophorus isolepis,30/12/1978 09:58,0,50,37.3,40.14,42.18175058,34.7,36.72,40.20495537,-2.8,-2,,N,
Au,2273_R,R,Ctenophorus isolepis,31/12/1978 17:40,0,0,42.3,40.8,29.02671452,41,39.92,31.25484367,1.5,1.1,,N,
Au,22846_R,R,Ctenophorus isolepis,10/10/1989 10:40,-2.5,50,41.7,37.76,32.5781803,31,30.57,28.94376258,3.9,0.4,,N,
Au,2289_R,R,Ctenophorus isolepis,1/1/1979 08:58,-5,50,40.2,40.21,45.24138103,27.6,36.38,42.84348784,0,-8.8,Beh,Y,In opening of burrow
Au,2307_R,R,Ctenophorus isolepis,2/1/1979 08:22,-5,50,38.4,39.19,44.88777204,34.6,33.29,44.23187003,-0.8,1.3,,N,
Au,2313_R,R,Ctenophorus isolepis,2/1/1979 17:31,0,0,43.9,41.09,27.32327576,41.4,40.23,31.29802953,2.8,1.2,,N,
Au,2322_R,R,Ctenophorus isolepis,3/1/1979 07:30,-5,50,37.4,38.65,46.37207307,35,31.97,44.82955168,-1.2,3,,N,
Au,2324_R,R,Ctenophorus isolepis,3/1/1979 09:59,-5,50,40.4,40.71,45.22357689,42,44.09,43.88988795,-0.3,-2.1,,N,
Au,24104_R,R,Ctenophorus isolepis,25/1/1990 09:31,0,21,39,36.7,38.91483479,22.8,24.06,30.9626206,2.3,-1.3,,N,
Au,24384_R,R,Ctenophorus isolepis,14/2/1990 09:38,0,33,37.3,38.42,38.98014156,30.5,29.54,34.85695074,-1.1,1,,N,
Au,24434_R,R,Ctenophorus isolepis,16/2/1990 16:56,-2.5,50,39,38.63,19.83330609,27,27.86,17.82195586,0.4,-0.9,,N,
Au,2448_R,R,Ctenophorus isolepis,14/1/1979 08:30,-5,50,40.3,38.85,45.18787045,31.8,31.48,41.86125447,1.4,0.3,,N,
Au,24536_R,R,Ctenophorus isolepis,20/2/1990 09:41,0,33,40.4,38.81,38.77468166,33.7,32.56,34.20365804,1.6,1.1,,N,
Au,24537_R,R,Ctenophorus isolepis,20/2/1990 09:44,0,33,39.6,38.82,38.77468166,34,32.61,34.20365804,0.8,1.4,,N,
Au,24563_R,R,Ctenophorus isolepis,21/2/1990 10:03,0,21,38.1,38.81,38.39721322,33.9,30.2,32.55860941,-0.7,3.7,,N,
Au,24601_R,R,Ctenophorus isolepis,22/2/1990 16:10,-2.5,50,39,38.55,23.3352732,33,34.47,25.86652844,0.5,-1.5,,N,
Au,2467_R,R,Ctenophorus isolepis,15/1/1979 08:35,-5,50,33.8,40.48,48.20796379,30.4,34.68,43.67394732,-6.7,-4.3,data,Y,Cant_confirm_data
Au,2470_R,R,Ctenophorus isolepis,15/1/1979 09:15,-5,50,38.2,41.59,48.20796379,31.6,38.52,43.67394732,-3.4,-6.9,data,Y,Cant_confirm_data
Au,2493_R,R,Ctenophorus isolepis,16/1/1979 07:32,0,50,37.4,38.51,42.35116046,26.2,28.52,37.71553739,-1.1,-2.3,,N,
Au,2494_R,R,Ctenophorus isolepis,16/1/1979 07:37,0,50,37.9,38.49,42.35116046,26.1,28.59,37.71553739,-0.6,-2.5,,N,
Au,2496_R,R,Ctenophorus isolepis,16/1/1979 08:25,0,50,38.3,38.18,42.35116046,27.3,30.49,37.71553739,0.1,-3.2,,N,
Au,2515_R,R,Ctenophorus isolepis,17/1/1979 08:23,0,50,39,37.31,41.86526849,23.5,23.24,36.69843348,1.7,0.3,,N,
Au,2516_R,R,Ctenophorus isolepis,17/1/1979 08:27,0,50,39,37.36,41.86526849,22.5,23.7,36.69843348,1.6,-1.2,,N,
Au,2517_R,R,Ctenophorus isolepis,17/1/1979 09:15,0,50,35.6,37.85,39.81221099,25.9,28.46,35.92096181,-2.2,-2.6,,N,
Au,2518_R,R,Ctenophorus isolepis,17/1/1979 09:30,0,45,37,37.87,38.8266581,24.5,29.45,34.61334325,-0.9,-4.9,,N,
Au,2522_R,R,Ctenophorus isolepis,17/1/1979 14:25,-2.5,50,39,41.61,36.33365672,32.4,35.76,25.55315899,-2.6,-3.4,,N,
Au,2523_R,R,Ctenophorus isolepis,17/1/1979 15:00,-2.5,50,39.5,41.87,34.63934399,32,36.7,24.89175719,-2.4,-4.7,,N,
Au,2524_R,R,Ctenophorus isolepis,17/1/1979 15:50,-2.5,50,39.2,40.15,33.49260458,33.9,36.05,24.7788591,-0.9,-2.1,,N,
Au,2531_R,R,Ctenophorus isolepis,18/1/1979 07:30,-5,50,33.9,38.23,44.83104584,30.5,27.23,42.75422964,-4.3,3.3,,N,
Au,2535_R,R,Ctenophorus isolepis,18/1/1979 08:30,-5,50,39.4,39.01,44.83716579,31.3,32.26,43.32304028,0.4,-1,,N,
Au,2536_R,R,Ctenophorus isolepis,18/1/1979 11:12,0,42,39.2,43.36,38.96769046,37.7,40.84,39.3228501,-4.2,-3.1,,N,
Au,2540_R,R,Ctenophorus isolepis,18/1/1979 16:30,-2.5,50,43.9,44.18,33.74865982,40.6,42.94,29.12555693,-0.3,-2.3,,N,
Au,2541_R,R,Ctenophorus isolepis,18/1/1979 17:10,-2.5,50,42.1,42.77,33.74865982,39.8,42.01,29.12555693,-0.7,-2.2,,N,
Au,2553_R,R,Ctenophorus isolepis,19/1/1979 08:18,0,50,38,37.99,43.21932654,27,27.38,39.05433789,0,-0.4,,N,
Au,2555_R,R,Ctenophorus isolepis,19/1/1979 08:20,0,50,40,37.99,43.21932654,28.5,27.56,39.05433789,2,0.9,,N,
Au,2559_R,R,Ctenophorus isolepis,19/1/1979 18:00,-2.5,50,38,37.45,32.14091771,34.3,34.26,25.26132423,0.5,0,,N,
Au,2566_R,R,Ctenophorus isolepis,20/1/1979 09:45,0,39,39.2,38.35,38.01966474,26.9,28.96,31.89871637,0.9,-2.1,,N,
Au,25719_R,R,Ctenophorus isolepis,2/12/1990 17:00,0,30,34.5,41.88,26.96334405,33.6,40.44,30.12681022,-7.4,-6.8,,N,
Au,2581_R,R,Ctenophorus isolepis,21/1/1979 09:02,0,48,40.4,38.34,38.08774834,25.6,28.79,33.72004439,2.1,-3.2,,N,
Au,2582_R,R,Ctenophorus isolepis,21/1/1979 09:05,0,48,40.2,38.35,38.08774834,23.9,28.89,33.72004439,1.9,-5,,N,
Au,2583_R,R,Ctenophorus isolepis,21/1/1979 10:05,0,39,37.4,38.68,38.24446546,25.5,30.89,32.22062852,-1.3,-5.4,,N,
Au,2647_R,R,Ctenophorus isolepis,27/1/1979 14:02,-2.5,50,40.2,40.68,35.8478991,33.9,35.23,25.70444693,-0.5,-1.3,,N,
Au,2650_R,R,Ctenophorus isolepis,27/1/1979 14:59,-2.5,50,40,41.54,34.23917078,34.3,37.09,24.95839457,-1.5,-2.8,,N,
Au,2664_R,R,Ctenophorus isolepis,28/1/1979 08:45,0,50,39,38.69,42.40260326,29.9,31.77,38.57279088,0.3,-1.9,,N,
Au,2665_R,R,Ctenophorus isolepis,28/1/1979 08:48,0,50,38.2,38.69,42.40260326,30.8,32.27,38.57279088,-0.5,-1.5,,N,
Au,2667_R,R,Ctenophorus isolepis,28/1/1979 09:15,0,50,38.4,39.16,42.40260326,32.4,34.77,38.57279088,-0.8,-2.4,,N,
Au,2670_R,R,Ctenophorus isolepis,28/1/1979 08:50,0,50,40.5,38.69,42.40260326,30.4,32.6,38.57279088,1.8,-2.2,,N,
Au,2684_R,R,Ctenophorus isolepis,29/1/1979 07:42,0,50,38.6,37.8,42.92646495,30.9,26.95,38.83322791,0.8,3.9,,N,
Au,2685_R,R,Ctenophorus isolepis,29/1/1979 08:09,0,50,40,38.43,42.92646495,31.8,28.8,38.83322791,1.6,3,,N,
Au,2686_R,R,Ctenophorus isolepis,29/1/1979 08:15,0,50,38,38.55,42.92646495,32.1,29.68,38.83322791,-0.5,2.4,,N,
Au,2687_R,R,Ctenophorus isolepis,29/1/1979 08:22,0,50,40.5,38.7,42.92646495,33.2,30.7,38.83322791,1.8,2.5,,N,
Au,2688_R,R,Ctenophorus isolepis,29/1/1979 08:24,0,50,40.4,38.74,42.92646495,32.1,31,38.83322791,1.7,1.1,,N,
Au,2689_R,R,Ctenophorus isolepis,29/1/1979 08:31,0,50,38.9,38.89,41.94965379,33.5,32.02,39.00010976,0,1.5,,N,
Au,2704_R,R,Ctenophorus isolepis,30/1/1979 08:25,-5,50,39.1,37.31,47.02638028,28.5,26.98,40.09584631,1.8,1.5,,N,
Au,2705_R,R,Ctenophorus isolepis,30/1/1979 09:24,0,50,40.1,38.38,42.8940974,30.7,33.14,39.27838813,1.7,-2.4,,N,
Au,2708_R,R,Ctenophorus isolepis,30/1/1979 11:11,0,24,39.3,41.71,38.87093269,35.2,36.6,35.13795905,-2.4,-1.4,,N,
Au,2709_R,R,Ctenophorus isolepis,30/1/1979 09:15,0,50,39,38.2,42.8940974,30,32.74,39.27838813,0.8,-2.7,,N,
Au,2713_R,R,Ctenophorus isolepis,30/1/1979 13:21,0,0,43.8,43.85,28.80199021,38.4,38.37,32.29628649,-0.1,0,,N,
Au,2714_R,R,Ctenophorus isolepis,30/1/1979 16:35,-2.5,50,41.9,41.34,33.62622671,37.8,38.4,26.80174687,0.6,-0.6,,N,
Au,2716_R,R,Ctenophorus isolepis,30/1/1979 16:20,-2.5,50,41.3,42.01,34.42745081,36.8,38.78,27.17832298,-0.7,-2,,N,
Au,2721_R,R,Ctenophorus isolepis,31/1/1979 07:05,-5,50,35.1,36.87,47.34712685,29.4,26.55,43.23635611,-1.8,2.8,,N,
Au,2722_R,R,Ctenophorus isolepis,31/1/1979 07:16,-5,50,36.2,37.27,47.34712685,29.9,26.77,43.23635611,-1.1,3.1,,N,
Au,2723_R,R,Ctenophorus isolepis,31/1/1979 07:18,-5,50,37.8,37.34,47.34712685,31.3,26.81,43.23635611,0.5,4.5,,N,
Au,2750_R,R,Ctenophorus isolepis,2/2/1979 09:01,0,39,35.6,38.53,38.74247494,20.8,25.68,31.81506776,-2.9,-4.9,,N,
Au,2778_R,R,Ctenophorus isolepis,3/2/1979 16:50,-2.5,50,36.4,38.66,28.72052949,26.5,27.13,19.05529488,-2.3,-0.6,,N,
Au,2798_R,R,Ctenophorus isolepis,5/2/1979 09:17,0,48,37.4,38.59,37.98626191,24.8,28.32,32.8999544,-1.2,-3.5,,N,
Au,2801_R,R,Ctenophorus isolepis,5/2/1979 08:50,0,48,37,37.88,37.98626191,23,26.39,32.8999544,-0.9,-3.4,,N,
Au,3193_R,R,Ctenophorus isolepis,19/2/1979 09:35,0,36,40.8,38.08,38.17476516,29.7,32.13,31.72993792,2.7,-2.4,,N,
Au,3205_R,R,Ctenophorus isolepis,19/2/1979 11:20,0,0,38,38.67,37.8551914,30.5,34.34,29.55596516,-0.7,-3.8,,N,
Au,3212_R,R,Ctenophorus isolepis,19/2/1979 07:57,0,50,38.4,35.34,38.61410473,27.7,23.96,34.27037907,3.1,3.7,,N,
Au,3221_R,R,Ctenophorus isolepis,20/2/1979 09:10,0,48,40.6,37.78,38.5666031,30,32.64,34.81752909,2.8,-2.6,,N,
Au,3223_R,R,Ctenophorus isolepis,20/2/1979 16:35,-2.5,50,40.2,38.67,28.53307307,34.2,33.97,23.02219477,1.5,0.2,,N,
Au,3227_R,R,Ctenophorus isolepis,20/2/1979 16:53,-2.5,50,37.7,38.73,28.53307307,34.7,33.53,23.02219477,-1,1.2,,N,
Au,3238_R,R,Ctenophorus isolepis,21/2/1979 10:25,0,45,40.6,40.91,38.2601976,36.5,36.65,34.31665519,-0.3,-0.1,,N,
Au,3243_R,R,Ctenophorus isolepis,21/2/1979 07:52,0,50,36,35.48,42.58394567,28.4,24.48,37.10323581,0.5,3.9,,N,
Au,3627_R,R,Ctenophorus isolepis,4/3/1979 11:25,0,0,38.8,39.72,36.91199003,31,34.19,31.73757919,-0.9,-3.2,,N,
Au,3630_R,R,Ctenophorus isolepis,4/3/1979 08:45,0,50,38.8,37.24,38.51909402,25.6,27.4,35.26569993,1.6,-1.8,,N,
Au,3632_R,R,Ctenophorus isolepis,4/3/1979 09:00,0,50,39.5,38.6,38.51909402,25.6,29.15,35.26569993,0.9,-3.5,,N,
Au,3633_R,R,Ctenophorus isolepis,4/3/1979 09:05,0,50,38.7,38.51,38.51909402,27.1,29.41,35.26569993,0.2,-2.3,,N,
Au,3634_R,R,Ctenophorus isolepis,4/3/1979 09:12,0,50,40.6,38.4,38.51909402,27.2,29.77,35.26569993,2.2,-2.6,,N,
Au,3635_R,R,Ctenophorus isolepis,4/3/1979 10:15,0,36,40.2,37.97,38.65463596,29.4,32.62,33.34853747,2.2,-3.2,,N,
Au,3636_R,R,Ctenophorus isolepis,4/3/1979 10:17,0,36,39.5,38.02,38.65463596,29,32.67,33.34853747,1.5,-3.7,,N,
Au,3641_R,R,Ctenophorus isolepis,4/3/1979 09:24,0,50,38.7,38.2,38.51909402,28.6,30.38,35.26569993,0.5,-1.8,,N,
Au,3646_R,R,Ctenophorus isolepis,4/3/1979 10:36,0,0,39.8,38.5,36.91199003,30.7,33.16,31.73757919,1.3,-2.5,,N,
Au,3647_R,R,Ctenophorus isolepis,4/3/1979 10:42,0,0,40.6,38.65,36.91199003,30.8,33.32,31.73757919,2,-2.5,,N,
Au,3649_R,R,Ctenophorus isolepis,4/3/1979 10:57,0,0,39.4,39.02,36.91199003,30.6,33.7,31.73757919,0.4,-3.1,,N,
Au,3651_R,R,Ctenophorus isolepis,4/3/1979 14:15,0,48,40.4,40.61,26.94351276,34.5,35.24,28.58046011,-0.2,-0.7,,N,
Au,3652_R,R,Ctenophorus isolepis,4/3/1979 14:30,-2.5,50,40,40.71,33.31502989,34.3,35.62,25.25250303,-0.7,-1.3,,N,
Au,3654_R,R,Ctenophorus isolepis,4/3/1979 16:31,-2.5,50,38.2,38.59,31.38084775,33.5,34.28,24.31938244,-0.4,-0.8,,N,
Au,3655_R,R,Ctenophorus isolepis,4/3/1979 16:37,-2.5,50,37.8,38.6,31.38084775,33.5,34.08,24.31938244,-0.8,-0.6,,N,
Au,3656_R,R,Ctenophorus isolepis,4/3/1979 16:53,-2.5,50,38.4,38.64,31.38084775,32.4,33.57,24.31938244,-0.2,-1.2,,N,
Au,3676_R,R,Ctenophorus isolepis,5/3/1979 09:45,0,36,38.8,38.09,38.57767976,30.8,32.71,33.80075859,0.7,-1.9,,N,
Au,3677_R,R,Ctenophorus isolepis,5/3/1979 09:50,0,36,36.3,38.09,38.57767976,30.6,33.17,33.80075859,-1.8,-2.6,,N,
Au,3678_R,R,Ctenophorus isolepis,5/3/1979 10:20,0,36,40.1,38.95,38.57767976,32.2,34.68,33.80075859,1.1,-2.5,,N,
Au,3686_R,R,Ctenophorus isolepis,5/3/1979 08:21,0,50,40,36.14,40.49795829,27.8,25.88,36.25574194,3.9,1.9,,N,
Au,3687_R,R,Ctenophorus isolepis,5/3/1979 08:31,0,50,40.1,36.65,38.60595909,28,26.55,35.68491008,3.5,1.4,,N,
Au,3688_R,R,Ctenophorus isolepis,5/3/1979 08:37,0,50,38.5,36.96,38.60595909,29.2,26.96,35.68491008,1.5,2.2,,N,
Au,3690_R,R,Ctenophorus isolepis,5/3/1979 08:54,0,50,39.8,37.82,38.60595909,29.1,28.11,35.68491008,2,1,,N,
Au,3691_R,R,Ctenophorus isolepis,5/3/1979 09:04,0,50,38.9,38.13,38.60595909,29.6,28.89,35.68491008,0.8,0.7,,N,
Au,3694_R,R,Ctenophorus isolepis,5/3/1979 10:05,0,36,38.5,38.3,38.57767976,31.5,34.25,33.80075859,0.2,-2.8,,N,
Au,3696_R,R,Ctenophorus isolepis,5/3/1979 10:27,0,36,40.5,39.25,38.57767976,31.5,34.88,33.80075859,1.2,-3.4,,N,
Au,3697_R,R,Ctenophorus isolepis,5/3/1979 10:30,0,0,40.5,39.38,35.14099475,32.8,34.97,31.31079511,1.1,-2.2,,N,
Au,3700_R,R,Ctenophorus isolepis,5/3/1979 08:47,0,50,39.4,37.47,38.60595909,28.9,27.64,35.68491008,1.9,1.3,,N,
Au,3701_R,R,Ctenophorus isolepis,5/3/1979 08:52,0,50,40.4,37.72,38.60595909,28.5,27.98,35.68491008,2.7,0.5,,N,
