Region,ID,Site,Genus_species,datetime2,DEP,SHADE,BT,TC_interp,TC,AT,TA_interp,TA1m,diff_TC,diff_TA,Error,Remove,Notes
Au,2863_L,L,Ctenotus quatt,8/2/1979 07:10,-10,50,31.6,33.25,40.9258728,26.9,24.47,39.21986342,-1.6,2.4,,N,
Au,3296_L,L,Ctenotus quatt,25/2/1979 12:25,0,0,36.4,37.97,31.45876615,30,34.3,32.07788489,-1.6,-4.3,,N,
Au,3000_L,L,Ctenotus quatt,15/2/1979 09:44,0,0,34.5,35.89,35.4518096,28.2,30.84,26.70238713,-1.4,-2.6,,N,
Au,2387_L,L,Ctenotus quatt,11/1/1979 09:57,0,50,36.4,37.68,39.06560329,31.3,34.73,37.80331508,-1.3,-3.4,,N,
Au,853_L,L,Ctenotus quatt,24/8/1978 12:25,-2.5,50,33,34.25,15.00228669,22.1,20.67,14.40375578,-1.2,1.4,,N,
Au,3294_L,L,Ctenotus quatt,25/2/1979 11:55,0,0,37.1,38.33,31.45876615,31.1,34.44,32.07788489,-1.2,-3.3,,N,
Au,2622_L,L,Ctenotus quatt,26/1/1979 08:20,0,50,33.4,34.49,36.51334325,23,22.42,33.17532418,-1.1,0.6,,N,
Au,974_L,L,Ctenotus quatt,24/10/1978 11:29,0,0,34.7,35.65,23.14613448,27,27.02,23.41665702,-0.9,0,,N,
Au,2889_L,L,Ctenotus quatt,9/2/1979 09:12,-10,50,39.8,40.66,43.07670451,36,38.36,40.33811191,-0.9,-2.4,,N,
Au,3113_L,L,Ctenotus quatt,17/2/1979 13:40,0,0,36.7,37.56,25.62478083,35.5,33.91,25.96728675,-0.9,1.6,,N,
Au,2133_L,L,Ctenotus quatt,18/12/1978 08:09,0,42,30.8,31.47,35.69702204,24,21.46,33.48231174,-0.7,2.5,,N,
Au,2608_L,L,Ctenotus quatt,22/1/1979 10:05,0,50,37,37.67,37.88533921,30.4,33.42,35.73093523,-0.7,-3,,N,
Au,2148_L,L,Ctenotus quatt,18/12/1978 07:40,0,42,30,30.56,35.69702204,23.6,20.57,33.48231174,-0.6,3,,N,
Au,2607_L,L,Ctenotus quatt,22/1/1979 08:07,0,50,34.8,35.39,42.5155036,25,23.25,37.85409415,-0.6,1.8,,N,
Au,2896_L,L,Ctenotus quatt,9/2/1979 10:40,0,50,39.6,40.2,36.09640644,38,40.39,36.51527466,-0.6,-2.4,,N,
Au,3387_L,L,Ctenotus quatt,27/2/1979 11:40,0,0,34.6,35.23,24.18418985,27.7,29.78,25.8927146,-0.6,-2.1,,N,
Au,3487_L,L,Ctenotus quatt,1/3/1979 09:57,0,45,34.4,35.01,35.6258031,28.8,31.75,32.77842254,-0.6,-2.9,,N,
Au,2965_L,L,Ctenotus quatt,14/2/1979 10:02,0,0,35,35.52,34.47231825,31.5,31.65,28.10974262,-0.5,-0.1,,N,
Au,2445_L,L,Ctenotus quatt,13/1/1979 11:20,0,45,40.4,40.8,35.75539741,36.3,39.63,37.13616033,-0.4,-3.3,,N,
Au,2998_L,L,Ctenotus quatt,15/2/1979 09:40,0,0,35.5,35.87,35.4518096,28.3,30.79,26.70238713,-0.4,-2.5,,N,
Au,3407_L,L,Ctenotus quatt,28/2/1979 08:30,0,48,32.8,33.19,35.41191112,23.2,23.68,31.64392763,-0.4,-0.5,,N,
Au,2930_L,L,Ctenotus quatt,14/2/1979 08:30,0,33,33.7,34.02,35.84984648,29.2,27.58,30.77878913,-0.3,1.6,,N,
Au,3010_L,L,Ctenotus quatt,15/2/1979 12:08,0,0,35.7,36.02,29.96133512,31.2,31.86,27.90503136,-0.3,-0.7,,N,
Au,3032_L,L,Ctenotus quatt,15/2/1979 16:37,0,0,35.3,35.49,25.79127747,33.3,27.45,25.05450606,-0.2,5.8,,N,
Au,3298_L,L,Ctenotus quatt,25/2/1979 12:55,0,0,37.2,37.43,29.93104783,32.6,34.06,30.14984844,-0.2,-1.5,,N,
Au,1419_L,L,Ctenotus quatt,14/11/1978 11:30,-2.5,50,35.3,35.42,22.72156753,26,26.33,23.3094325,-0.1,-0.3,,N,
Au,2412_L,L,Ctenotus quatt,12/1/1979 08:35,0,50,35.9,35.99,38.13921656,33.6,33.1,40.38860813,-0.1,0.5,,N,
Au,2072_L,L,Ctenotus quatt,17/12/1978 08:20,0,36,32.7,32.69,35.26389639,21,21.91,30.83856398,0,-0.9,,N,
Au,2973_L,L,Ctenotus quatt,14/2/1979 11:45,0,0,35.9,35.85,29.21878021,34.2,32.42,27.67563962,0,1.8,,N,
Au,3101_L,L,Ctenotus quatt,17/2/1979 11:38,0,0,37.4,37.29,29.73719973,33.5,33.57,29.86996709,0.1,-0.1,,N,
Au,2629_L,L,Ctenotus quatt,26/1/1979 11:50,0,0,37.5,37.3,25.17090382,29.6,32.88,26.65789627,0.2,-3.3,,N,
Au,2882_L,L,Ctenotus quatt,8/2/1979 16:55,0,18,40.4,40.19,22.24190426,36.4,37.69,26.09998375,0.2,-1.3,,N,
Au,2964_L,L,Ctenotus quatt,14/2/1979 10:00,0,0,35.7,35.5,34.47231825,31.5,31.64,28.10974262,0.2,-0.1,,N,
Au,3097_L,L,Ctenotus quatt,17/2/1979 11:15,0,0,36.9,36.72,34.21676063,33,33.29,31.63139925,0.2,-0.3,,N,
Au,1026_L,L,Ctenotus quatt,27/10/1978 14:28,-2.5,50,35.5,35.22,19.59568265,22.7,26.82,18.1791408,0.3,-4.1,,N,
Au,2106_L,L,Ctenotus quatt,17/12/1978 12:27,0,0,36,35.68,26.75469238,30.4,28.05,27.16061185,0.3,2.3,,N,
Au,976_L,L,Ctenotus quatt,24/10/1978 13:16,-2.5,50,36.3,35.93,22.79701239,28,28.42,21.66904854,0.4,-0.4,,N,
Au,2871_L,L,Ctenotus quatt,8/2/1979 10:25,0,50,42.4,42.01,39.92965111,34.7,37.38,37.56681369,0.4,-2.7,,N,
Au,3079_L,L,Ctenotus quatt,17/2/1979 09:00,0,48,36.2,35.83,35.6957046,31.5,30.41,32.69723367,0.4,1.1,,N,
Au,2204_L,L,Ctenotus quatt,28/12/1978 10:23,0,36,36.1,35.61,35.94107915,28.6,25.76,32.15100151,0.5,2.8,,N,
Au,2907_L,L,Ctenotus quatt,10/2/1979 11:40,0,0,42.4,41.87,33.10719467,38.6,41.32,33.66467939,0.5,-2.7,,N,
Au,2970_L,L,Ctenotus quatt,14/2/1979 11:00,0,0,36.6,36.1,30.88472482,34,32.02,28.04567279,0.5,2,,N,
Au,3001_L,L,Ctenotus quatt,15/2/1979 09:55,0,0,36.4,35.94,35.4518096,29.4,30.99,26.70238713,0.5,-1.6,,N,
Au,3098_L,L,Ctenotus quatt,17/2/1979 11:19,0,0,37.3,36.82,34.21676063,34.4,33.34,31.63139925,0.5,1.1,,N,
Au,3117_L,L,Ctenotus quatt,17/2/1979 16:50,0,0,36,35.54,23.25312059,35,31.83,24.73811223,0.5,3.2,,N,
Au,3466_L,L,Ctenotus quatt,28/2/1979 17:39,-2.5,50,35.7,35.16,24.37851857,30.8,29.01,18.71600436,0.5,1.8,,N,
Au,2156_L,L,Ctenotus quatt,18/12/1978 10:10,0,27,36,35.42,35.86179735,28.6,27.06,31.64315015,0.6,1.5,,N,
Au,2603_L,L,Ctenotus quatt,22/1/1979 10:00,0,50,38.1,37.45,37.88533921,31.2,33.29,35.73093523,0.6,-2.1,,N,
Au,2815_L,L,Ctenotus quatt,6/2/1979 08:51,0,50,35.9,35.29,39.30573622,27.7,27.2,35.59898884,0.6,0.5,,N,
Au,2902_L,L,Ctenotus quatt,10/2/1979 11:12,0,45,41.3,40.69,36.03984057,39.8,41.1,35.99697783,0.6,-1.3,,N,
Au,2993_L,L,Ctenotus quatt,15/2/1979 09:26,0,21,36.4,35.8,35.5604254,28.6,30.6,28.64530864,0.6,-2,,N,
Au,3047_L,L,Ctenotus quatt,15/2/1979 17:10,0,0,35.6,34.97,25.79127747,31.7,26.98,25.05450606,0.6,4.7,,N,
Au,2619_L,L,Ctenotus quatt,26/1/1979 09:46,0,45,36.4,35.7,35.34276633,26.4,29.64,32.38355617,0.7,-3.2,,N,
Au,3328_L,L,Ctenotus quatt,26/2/1979 10:30,0,0,36.4,35.7,30.76419316,24.1,26.56,26.50150953,0.7,-2.5,,N,
Au,2159_L,L,Ctenotus quatt,18/12/1978 11:08,0,0,36.4,35.65,34.51316304,29.6,30.39,29.9780641,0.8,-0.8,,N,
Au,2395_L,L,Ctenotus quatt,11/1/1979 16:15,0,0,40.9,39.96,29.4691466,37.4,38.52,29.64893791,0.9,-1.1,,N,
Au,3039_L,L,Ctenotus quatt,15/2/1979 16:05,0,0,36.4,35.55,25.9811515,32,28.48,24.96100997,0.9,3.5,,N,
Au,3033_L,L,Ctenotus quatt,15/2/1979 17:00,0,0,36.4,35.45,25.79127747,32.4,26.7,25.05450606,0.9,5.7,,N,
Au,2051_L,L,Ctenotus quatt,16/12/1978 11:38,0,0,36.4,35.35,26.89291992,30.6,27.58,26.96217057,1,3,,N,
Au,2408_L,L,Ctenotus quatt,12/1/1979 08:24,0,50,36.7,35.66,39.02164335,33.8,31.93,41.11151771,1,1.9,,N,
Au,2616_L,L,Ctenotus quatt,26/1/1979 09:10,0,50,36.4,35.39,35.95167674,25,26.15,33.44114836,1,-1.1,,N,
Au,2625_L,L,Ctenotus quatt,26/1/1979 09:10,0,50,36.4,35.39,35.95167674,25.2,26.15,33.44114836,1,-0.9,,N,
Au,3479_L,L,Ctenotus quatt,1/3/1979 07:45,0,50,32.4,31.35,38.57214452,23.8,21.06,34.00702064,1,2.7,,N,
Au,2444_L,L,Ctenotus quatt,13/1/1979 10:40,0,45,41.2,40.15,35.75539741,36,39.32,37.13616033,1.1,-3.3,,N,
Au,3018_L,L,Ctenotus quatt,15/2/1979 10:40,0,0,36.7,35.64,32.58085116,31.2,31.45,28.35336942,1.1,-0.2,,N,
Au,3088_L,L,Ctenotus quatt,17/2/1979 10:15,0,39,37,35.88,35.50890829,32.3,32.54,31.65845219,1.1,-0.2,,N,
Au,3166_L,L,Ctenotus quatt,18/2/1979 08:18,0,45,36.5,35.29,35.99543101,28.8,25.34,33.20816107,1.2,3.5,,N,
Au,3330_L,L,Ctenotus quatt,26/2/1979 11:18,0,0,36.9,35.69,30.76419316,24.7,27.14,26.50150953,1.2,-2.4,,N,
Au,3369_L,L,Ctenotus quatt,26/2/1979 12:20,-2.5,50,36.8,35.61,24.79456477,29.8,27.67,24.78818374,1.2,2.1,,N,
Au,3285_L,L,Ctenotus quatt,25/2/1979 08:40,0,50,34.9,33.61,37.54872855,28.8,27.46,36.13667441,1.3,1.3,,N,
Au,3540_L,L,Ctenotus quatt,2/3/1979 17:00,0,0,37.4,36.07,23.52847762,32.4,33.04,26.07948973,1.3,-0.6,,N,
Au,2948_L,L,Ctenotus quatt,14/2/1979 10:10,0,0,37.2,35.6,34.47231825,32.4,31.7,28.10974262,1.6,0.7,,N,
Au,3414_L,L,Ctenotus quatt,28/2/1979 11:55,0,0,37.2,35.58,25.55784641,27.6,31,26.88260138,1.6,-3.4,,N,
Au,1024_L,L,Ctenotus quatt,27/10/1978 14:18,-2.5,50,36.7,35.02,19.59568265,22.7,26.64,18.1791408,1.7,-3.9,,N,
Au,1431_L,L,Ctenotus quatt,14/11/1978 12:55,-2.5,50,37.7,35.91,21.546397,27.7,27.87,22.80368956,1.8,-0.2,,N,
Au,3016_L,L,Ctenotus quatt,15/2/1979 09:55,0,0,37.7,35.94,35.4518096,30,30.99,26.70238713,1.8,-1,,N,
Au,3084_L,L,Ctenotus quatt,17/2/1979 09:40,0,39,37.5,35.75,35.50890829,31.3,31.71,31.65845219,1.8,-0.4,,N,
Au,3537_L,L,Ctenotus quatt,2/3/1979 16:30,0,0,38.2,36.3,23.52847762,34,33.79,26.07948973,1.9,0.2,,N,
Au,2147_L,L,Ctenotus quatt,18/12/1978 10:25,0,27,37.5,35.47,35.86179735,28.2,28.05,31.64315015,2,0.1,,N,
Au,2872_L,L,Ctenotus quatt,8/2/1979 07:30,-10,50,36.2,34.25,42.2801504,28.6,25.05,40.13125324,2,3.6,,N,
Au,2929_L,L,Ctenotus quatt,14/2/1979 08:23,0,50,35.6,33.56,36.34485973,29.4,26.95,33.35870185,2,2.4,,N,
Au,2952_L,L,Ctenotus quatt,14/2/1979 07:55,0,50,34.2,32.24,36.34485973,28.2,24.82,33.35870185,2,3.4,,N,
Au,3116_L,L,Ctenotus quatt,17/2/1979 15:42,0,0,38,35.99,23.92164386,35,32.88,25.14823499,2,2.1,,N,
Au,3398_L,L,Ctenotus quatt,27/2/1979 14:09,-2.5,50,37.4,35.41,24.05305446,28,29,21.42595221,2,-1,,N,
Au,2806_L,L,Ctenotus quatt,5/2/1979 17:00,-2.5,50,37.8,35.74,30.36877199,29.7,31.69,23.03000462,2.1,-2,,N,
Au,3110_L,L,Ctenotus quatt,17/2/1979 10:10,0,39,38,35.82,35.50890829,31.7,32.48,31.65845219,2.2,-0.8,,N,
Au,3038_L,L,Ctenotus quatt,15/2/1979 15:51,0,0,38,35.58,25.9811515,32.5,28.94,24.96100997,2.4,3.6,,N,
Au,2205_L,L,Ctenotus quatt,28/12/1978 10:42,0,0,37.9,35.4,35.39981149,27.7,26.84,30.01055219,2.5,0.9,,N,
Au,3087_L,L,Ctenotus quatt,17/2/1979 10:04,0,39,38.3,35.76,35.50890829,31.1,32.41,31.65845219,2.5,-1.3,,N,
Au,2617_L,L,Ctenotus quatt,26/1/1979 09:24,0,50,38.1,35.51,35.95167674,26.7,27.51,33.44114836,2.6,-0.8,,N,
Au,3108_L,L,Ctenotus quatt,17/2/1979 09:45,0,39,38.4,35.75,35.50890829,31,31.87,31.65845219,2.6,-0.9,,N,
Au,3326_L,L,Ctenotus quatt,26/2/1979 09:52,0,24,38.2,35.6,35.75566763,25.9,26.05,29.04802257,2.6,-0.2,,N,
Au,2110_L,L,Ctenotus quatt,17/12/1978 11:35,0,0,38.2,35.5,26.75469238,29.6,27.67,27.16061185,2.7,1.9,,N,
Au,2137_L,L,Ctenotus quatt,18/12/1978 09:17,0,39,35.6,32.86,35.43672447,26.7,25.37,33.09266536,2.7,1.3,,N,
Au,2621_L,L,Ctenotus quatt,26/1/1979 11:12,0,0,39.4,36.62,36.07107903,28,32.35,31.16775776,2.8,-4.4,,N,
Au,3103_L,L,Ctenotus quatt,17/2/1979 09:20,0,48,38.6,35.79,35.6957046,29.8,31.06,32.69723367,2.8,-1.3,,N,
Au,3086_L,L,Ctenotus quatt,17/2/1979 09:50,0,39,38.6,35.74,35.50890829,31.2,32.03,31.65845219,2.9,-0.8,,N,
Au,2947_L,L,Ctenotus quatt,14/2/1979 09:53,0,0,38.5,35.55,34.47231825,31.7,31.48,28.10974262,3,0.2,,N,
Au,3104_L,L,Ctenotus quatt,17/2/1979 09:25,0,48,38.8,35.78,35.6957046,29.7,31.22,32.69723367,3,-1.5,,N,
Au,3157_L,L,Ctenotus quatt,18/2/1979 10:07,0,36,38.6,35.64,35.61838888,32.3,31.97,31.63795337,3,0.3,,N,
Au,3447_L,L,Ctenotus quatt,28/2/1979 12:08,0,0,38.8,35.59,25.55784641,29,31.12,26.88260138,3.2,-2.1,,N,
Au,3029_L,L,Ctenotus quatt,15/2/1979 16:16,0,0,38.8,35.53,25.9811515,32.9,28.13,24.96100997,3.3,4.8,,N,
Au,2052_L,L,Ctenotus quatt,16/12/1978 11:46,0,0,38.8,35.37,26.89291992,30.4,27.75,26.96217057,3.4,2.6,,N,
Au,3371_L,L,Ctenotus quatt,26/2/1979 15:25,-2.5,50,38.8,35.36,21.76285338,30.7,30.87,19.86050783,3.4,-0.2,,N,
Au,2139_L,L,Ctenotus quatt,18/12/1978 09:25,0,39,36.8,33.33,35.43672447,28,25.56,33.09266536,3.5,2.4,,N,
Au,2100_L,L,Ctenotus quatt,17/12/1978 09:50,0,15,37.2,33.54,35.58600598,25.6,22.91,29.6419755,3.7,2.7,,N,
Au,3158_L,L,Ctenotus quatt,18/2/1979 10:22,0,36,39.6,35.6,35.61838888,33.2,32.29,31.63795337,4,0.9,,N,
Au,2944_L,L,Ctenotus quatt,14/2/1979 09:44,0,0,39.7,35.63,34.47231825,31.4,31.28,28.10974262,4.1,0.1,,N,
Au,2140_L,L,Ctenotus quatt,18/12/1978 09:28,0,39,37.9,33.51,35.43672447,26.7,25.63,33.09266536,4.4,1.1,,N,
Au,926_L,L,Ctenotus quatt,16/10/1978 14:30,-2.5,50,40.3,35.64,17.28003475,26.9,24.65,15.48413511,4.7,2.2,,N,
Au,2154_L,L,Ctenotus quatt,18/12/1978 09:25,0,39,38.4,33.33,35.43672447,28.8,25.56,33.09266536,5.1,3.2,,N,
Au,2427_L,L,Ctenotus quatt,13/1/1979 06:40,0,50,37.4,31.68,40.31918716,29,26.07,40.54364697,5.7,2.9,,N,
Au,2138_L,L,Ctenotus quatt,18/12/1978 09:19,0,39,39,32.98,35.43672447,26.7,25.42,33.09266536,6,1.3,,N,
Au,1256_L,L,Gehyra variegata,7/11/1978 08:07,0,50,27.8,35.19,36.95509768,27.1,27.43,35.82531487,-7.4,-0.3,,N,
Au,969_L,L,Gehyra variegata,24/10/1978 10:45,0,0,28.3,33.88,22.90183696,24.8,26.43,23.41665702,-5.6,-1.6,,N,
Au,2373_L,L,Gehyra variegata,10/1/1979 08:15,-20,0,28,32.56,42.67486274,25.1,26.55,41.64297795,-4.6,-1.4,,N,
Au,3591_L,L,Gehyra variegata,3/3/1979 09:55,0,0,30.2,34.71,34.38734649,NA,29.06,31.56311635,-4.5,NA,,N,
Au,1747_L,L,Gehyra variegata,1/12/1978 20:00,0,0,26.4,29.68,18.23974596,29.3,31.29,19.83467049,-3.3,-2,,N,
Au,4111_L,L,Gehyra variegata,14/3/1979 19:40,0,0,31.1,34.37,25.5973401,26,34.98,26.08632318,-3.3,-9,,N,
Au,2023_L,L,Gehyra variegata,15/12/1978 18:57,0,0,25,28.25,19.65530819,24.2,27.7,18.73300127,-3.2,-3.5,,N,
Au,4101_L,L,Gehyra variegata,14/3/1979 19:21,0,0,31.4,34.52,27.47180426,30.7,35.14,28.19448609,-3.1,-4.4,,N,
Au,2191_L,L,Gehyra variegata,27/12/1978 19:45,0,0,26.4,29.19,17.63831704,23.6,29.77,17.64690113,-2.8,-6.2,,N,
Au,970_L,L,Gehyra variegata,24/10/1978 10:50,0,0,31.3,34.01,22.90183696,25,26.5,23.41665702,-2.7,-1.5,,N,
Au,2327_L,L,Gehyra variegata,7/1/1979 19:50,0,0,29.3,32.01,24.65115322,29,32.9,25.05986697,-2.7,-3.9,,N,
Au,2065_L,L,Gehyra variegata,16/12/1978 19:40,0,0,23.8,26.37,18.43294313,20.8,26.63,19.17320386,-2.6,-5.8,,N,
Au,4109_L,L,Gehyra variegata,14/3/1979 19:24,0,0,32,34.49,27.47180426,27,35.11,28.19448609,-2.5,-8.1,,N,
Au,2064_L,L,Gehyra variegata,16/12/1978 19:30,0,0,24,26.44,18.43294313,19.8,26.71,19.17320386,-2.4,-6.9,,N,
Au,2421_L,L,Gehyra variegata,12/1/1979 20:10,0,0,28,30.37,25.08108064,28.6,30.29,25.92514648,-2.4,-1.7,,N,
Au,2425_L,L,Gehyra variegata,12/1/1979 20:10,0,0,28,30.37,25.08108064,28.1,30.29,25.92514648,-2.4,-2.2,,N,
Au,4110_L,L,Gehyra variegata,14/3/1979 19:37,0,0,32,34.39,25.5973401,27,35,26.08632318,-2.4,-8,,N,
Au,2021_L,L,Gehyra variegata,15/12/1978 19:22,0,0,24.8,27.07,19.65530819,23.4,26.68,18.73300127,-2.3,-3.3,,N,
Au,4114_L,L,Gehyra variegata,14/3/1979 19:00,0,0,32.4,34.68,27.47180426,30.3,35.32,28.19448609,-2.3,-5,,N,
Au,4112_L,L,Gehyra variegata,14/3/1979 19:50,0,0,32,34.29,25.5973401,26,34.9,26.08632318,-2.3,-8.9,,N,
Au,2922_L,L,Gehyra variegata,13/2/1979 20:35,0,0,23.8,26,23.44075223,23.7,25.9,23.32194741,-2.2,-2.2,,N,
Au,2333_L,L,Gehyra variegata,7/1/1979 20:45,0,0,28.2,30.3,22.46030926,27.8,30.96,22.83386261,-2.1,-3.2,,N,
Au,2022_L,L,Gehyra variegata,15/12/1978 19:25,0,0,24.9,26.94,19.65530819,23.6,26.56,18.73300127,-2,-3,,N,
Au,2025_L,L,Gehyra variegata,15/12/1978 19:30,0,0,24.8,26.74,17.81931453,24,26.34,17.43335878,-1.9,-2.3,,N,
Au,2026_L,L,Gehyra variegata,15/12/1978 19:37,0,0,24.6,26.45,17.81931453,24,26.04,17.43335878,-1.8,-2,,N,
Au,922_L,L,Gehyra variegata,16/10/1978 07:48,0,0,25.4,27.09,32.41942224,16.9,17.5,24.1156797,-1.7,-0.6,,N,
Au,2027_L,L,Gehyra variegata,15/12/1978 19:45,0,0,24.4,26.13,17.81931453,23.8,25.7,17.43335878,-1.7,-1.9,,N,
Au,2423_L,L,Gehyra variegata,12/1/1979 20:32,0,0,28.3,29.89,24.33876458,27.5,29.86,25.35129191,-1.6,-2.4,,N,
Au,1648_L,L,Gehyra variegata,28/11/1978 19:20,0,0,25.3,26.73,18.61620156,25.3,27.69,19.65691663,-1.4,-2.4,,N,
Au,2020_L,L,Gehyra variegata,15/12/1978 19:16,0,0,25.9,27.31,19.65530819,23.8,26.94,18.73300127,-1.4,-3.1,,N,
Au,1750_L,L,Gehyra variegata,1/12/1978 19:55,0,0,28.4,29.72,18.23974596,29,31.32,19.83467049,-1.3,-2.3,,N,
Au,2028_L,L,Gehyra variegata,15/12/1978 19:55,0,0,24.4,25.72,17.81931453,23.4,25.27,17.43335878,-1.3,-1.9,,N,
Au,2354_L,L,Gehyra variegata,8/1/1979 20:00,0,0,31.3,32.64,24.22191666,30.4,33.97,25.56733815,-1.3,-3.6,,N,
Au,3067_L,L,Gehyra variegata,16/2/1979 19:28,0,0,27.4,28.73,22.89948788,27.3,28.92,23.56943396,-1.3,-1.6,,N,
Au,1041_L,L,Gehyra variegata,28/10/1978 10:15,0,0,30.2,31.35,25.63802636,21.4,20.26,23.85253826,-1.2,1.1,,N,
Au,2024_L,L,Gehyra variegata,15/12/1978 19:20,0,0,26,27.15,19.65530819,24.2,26.77,18.73300127,-1.1,-2.6,,N,
Au,2029_L,L,Gehyra variegata,15/12/1978 20:15,0,0,24.2,25.34,17.81931453,23.6,24.91,17.43335878,-1.1,-1.3,,N,
Au,2420_L,L,Gehyra variegata,12/1/1979 19:45,0,0,29.7,30.76,25.08108064,29,30.62,25.92514648,-1.1,-1.6,,N,
Au,2926_L,L,Gehyra variegata,13/2/1979 22:00,0,0,23.5,24.57,23.22580688,23.8,24.48,23.23045647,-1.1,-0.7,,N,
Au,3406_L,L,Gehyra variegata,27/2/1979 16:42,0,0,33.2,34.1,18.84357112,29.6,28.7,19.88531334,-0.9,0.9,,N,
Au,3450_L,L,Gehyra variegata,28/2/1979 19:41,0,0,24.5,25.38,17.41128281,23.4,26.43,18.27642295,-0.9,-3,,N,
Au,3449_L,L,Gehyra variegata,28/2/1979 19:37,0,0,24.5,25.44,17.41128281,23.4,26.47,18.27642295,-0.9,-3.1,,N,
Au,4107_L,L,Gehyra variegata,14/3/1979 19:00,0,0,33.8,34.68,27.47180426,31,35.32,28.19448609,-0.9,-4.3,,N,
Au,3543_L,L,Gehyra variegata,2/3/1979 19:45,0,0,28,28.81,21.47426972,28.2,29.87,21.77113774,-0.8,-1.7,,N,
Au,1745_L,L,Gehyra variegata,1/12/1978 19:33,0,0,29.2,29.9,18.23974596,29.9,31.46,19.83467049,-0.7,-1.6,,N,
Au,2399_L,L,Gehyra variegata,11/1/1979 20:25,0,0,31.9,32.59,26.32347668,31.7,32.66,27.28354811,-0.7,-1,,N,
Au,1748_L,L,Gehyra variegata,1/12/1978 20:16,0,0,28,28.61,18.23974596,28.8,29.94,19.83467049,-0.6,-1.1,,N,
Au,2426_L,L,Gehyra variegata,12/1/1979 20:19,0,0,29.6,30.18,25.08108064,28.2,30.11,25.92514648,-0.6,-1.9,,N,
Au,1651_L,L,Gehyra variegata,28/11/1978 19:45,0,0,25.8,26.27,16.71052452,25,27.22,17.69621128,-0.5,-2.2,,N,
Au,1248_L,L,Gehyra variegata,6/11/1978 19:21,0,0,24.8,25.22,19.39548428,24.8,27.49,20.35785401,-0.4,-2.7,,N,
Au,1652_L,L,Gehyra variegata,28/11/1978 20:15,0,0,25.2,25.51,16.71052452,24.2,26.4,17.69621128,-0.3,-2.2,,N,
Au,2190_L,L,Gehyra variegata,27/12/1978 19:19,0,0,28.9,29.16,20.0689354,27.2,30.08,20.25038384,-0.3,-2.9,,N,
Au,3507_L,L,Gehyra variegata,1/3/1979 19:41,0,0,27.2,27.52,21.19534471,26.8,28.89,22.07519614,-0.3,-2.1,,N,
Au,1314_L,L,Gehyra variegata,11/11/1978 19:15,0,9,16.8,16.97,12.62493276,16.1,17.41,13.83564759,-0.2,-1.3,,N,
Au,1612_L,L,Gehyra variegata,21/11/1978 18:57,0,0,26.6,26.81,20.37450374,26.6,28.89,22.47583765,-0.2,-2.3,,N,
Au,1746_L,L,Gehyra variegata,1/12/1978 19:37,0,0,29.7,29.87,18.23974596,29.8,31.43,19.83467049,-0.2,-1.6,,N,
Au,3069_L,L,Gehyra variegata,16/2/1979 19:37,0,0,28.4,28.56,21.2461053,25.9,28.79,21.82003895,-0.2,-2.9,,N,
Au,3510_L,L,Gehyra variegata,1/3/1979 19:08,0,0,27.7,27.82,22.66718725,26.4,29.09,23.82507489,-0.1,-2.7,,N,
Au,1613_L,L,Gehyra variegata,21/11/1978 19:00,0,0,26.6,26.61,20.37450374,26.6,28.83,22.47583765,0,-2.2,,N,
Au,1611_L,L,Gehyra variegata,21/11/1978 18:45,0,0,27.6,27.63,20.37450374,26.6,29.17,22.47583765,0,-2.6,,N,
Au,1694_L,L,Gehyra variegata,29/11/1978 19:15,0,0,24.1,24.11,16.60287727,24.1,25.82,17.96941344,0,-1.7,,N,
Au,3459_L,L,Gehyra variegata,28/2/1979 19:40,0,0,25.4,25.4,17.41128281,24.9,26.44,18.27642295,0,-1.5,,N,
Au,3506_L,L,Gehyra variegata,1/3/1979 20:25,0,0,25.9,25.88,21.19534471,25,27.16,22.07519614,0,-2.2,,N,
Au,3542_L,L,Gehyra variegata,2/3/1979 19:25,0,0,29,28.98,23.87978564,29.2,29.98,24.78862595,0,-0.8,,N,
Au,3544_L,L,Gehyra variegata,2/3/1979 19:50,0,0,28.8,28.76,21.47426972,28.8,29.84,21.77113774,0,-1,,N,
Au,1744_L,L,Gehyra variegata,1/12/1978 19:28,0,0,30,29.94,20.02214922,29,31.49,22.14459062,0.1,-2.5,,N,
Au,1751_L,L,Gehyra variegata,1/12/1978 20:15,0,0,28.8,28.68,18.23974596,28.6,30.02,19.83467049,0.1,-1.4,,N,
Au,1749_L,L,Gehyra variegata,1/12/1978 19:33,0,0,30,29.9,18.23974596,29.4,31.46,19.83467049,0.1,-2.1,,N,
Au,2356_L,L,Gehyra variegata,8/1/1979 20:26,0,0,31,30.94,24.22191666,30,32.35,25.56733815,0.1,-2.4,,N,
Au,3271_L,L,Gehyra variegata,24/2/1979 21:10,0,0,22.6,22.55,16.68389124,21.8,23.76,18.13914022,0.1,-2,,N,
Au,2397_L,L,Gehyra variegata,11/1/1979 19:35,0,0,34,33.78,26.32347668,33,33.85,27.28354811,0.2,-0.9,,N,
Au,2403_L,L,Gehyra variegata,11/1/1979 21:00,0,0,31.5,31.3,24.67464697,31.5,31.31,25.31982424,0.2,0.2,,N,
Au,3460_L,L,Gehyra variegata,28/2/1979 19:53,0,0,25.4,25.23,17.41128281,24.4,26.3,18.27642295,0.2,-1.9,,N,
