ClimNo,StasName,Latitude,Longitude,DateT,Rain(mm),Mx,Mn
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-19,0.00,28.40,8.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-20,0.00,31.00,12.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-21,0.00,33.40,16.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-22,0.00,29.90,17.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-23,0.00,26.20,17.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-24,0.00,28.70,10.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-25,0.00,31.20,11.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-26,0.00,31.90,16.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-27,0.00,32.80,18.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-28,0.00,24.80,14.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-29,0.00,29.50,9.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-04-30,0.00,33.80,11.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-01,2.40,33.70,17.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-02,0.00,21.50,11.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-03,0.00,24.10,6.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-04,0.00,31.20,10.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-05,0.00,31.30,13.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-06,0.00,31.30,12.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-07,0.00,31.30,12.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-08,0.00,30.10,11.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-09,0.00,31.40,12.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-10,0.00,18.70,14.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-11,0.00,17.40,5.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-12,0.00,27.40,6.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-13,19.40,17.20,14.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-14,0.20,19.60,13.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-15,0.00,13.00,6.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-16,0.00,13.70,3.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-17,0.00,19.20,5.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-18,0.00,26.60,7.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-19,0.00,29.10,14.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-20,0.00,18.10,10.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-21,0.30,15.40,5.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-22,0.80,13.00,7.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-23,0.00,14.70,5.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-24,0.00,19.80,5.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-25,0.00,24.70,7.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-26,0.00,15.50,8.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-27,0.00,17.90,6.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-28,0.00,22.20,6.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-29,0.00,16.80,9.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-30,0.00,15.60,8.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-05-31,0.00,20.80,4.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-01,0.00,23.50,5.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-02,0.00,25.20,7.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-03,0.00,21.80,6.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-04,0.00,26.10,5.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-05,0.00,25.60,8.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-06,0.00,24.80,9.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-07,0.00,25.20,8.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-08,0.00,25.30,8.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-09,0.00,25.00,8.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-10,0.00,24.70,6.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-11,0.00,24.00,9.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-12,0.00,18.80,6.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-13,0.00,18.00,2.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-14,0.00,20.30,2.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-15,0.00,24.40,5.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-16,7.30,19.40,13.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-17,0.00,14.00,9.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-18,0.00,16.70,6.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-19,0.00,19.30,5.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-20,0.00,22.20,6.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-21,0.00,23.30,11.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-22,0.00,19.40,7.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-23,0.00,17.50,6.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-24,0.00,19.00,8.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-25,0.00,11.60,4.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-26,0.00,14.40,1.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-27,0.00,18.90,2.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-28,0.00,19.30,2.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-29,0.00,21.20,3.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-06-30,0.00,23.70,6.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-01,0.00,24.00,8.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-02,0.00,24.20,8.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-03,0.00,21.80,8.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-04,0.00,22.50,10.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-05,0.00,14.00,7.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-06,0.00,12.80,-1.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-07,0.00,22.50,1.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-08,0.00,12.90,4.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-09,0.00,18.10,-0.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-10,0.00,19.90,2.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-11,0.00,23.90,3.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-12,0.00,26.40,11.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-13,0.00,23.70,6.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-14,0.00,21.30,6.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-15,0.00,16.30,5.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-16,0.00,18.50,2.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-17,0.00,19.90,2.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-18,0.00,24.10,7.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-19,0.00,23.90,12.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-20,0.00,25.60,11.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-21,0.00,25.30,12.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-22,0.00,14.70,4.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-23,0.00,14.40,3.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-24,0.00,17.40,-0.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-25,0.00,15.70,3.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-26,0.00,16.80,4.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-27,0.00,19.00,4.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-28,0.00,21.20,4.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-29,0.00,23.20,4.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-30,0.00,24.50,9.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-07-31,0.00,24.50,7.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-01,0.00,24.70,9.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-02,0.00,23.00,11.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-03,0.00,21.60,5.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-04,0.00,26.20,4.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-05,0.00,18.50,5.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-06,0.00,12.50,4.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-07,0.00,13.10,0.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-08,0.00,15.40,-0.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-09,0.00,17.90,-0.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-10,0.00,21.80,3.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-11,0.00,23.30,3.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-12,0.00,25.00,5.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-13,0.00,26.80,7.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-14,0.00,27.20,10.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-15,0.00,26.90,4.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-16,0.00,20.30,6.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-17,0.00,17.30,3.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-18,0.00,21.20,4.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-19,0.00,24.90,5.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-20,0.00,23.80,9.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-21,0.00,20.70,3.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-22,0.00,20.50,1.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-23,0.00,23.50,5.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-24,0.00,25.30,10.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-25,0.00,24.70,11.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-26,0.00,26.60,12.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-27,0.00,25.60,6.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-28,0.00,20.20,3.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-29,0.00,21.80,2.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-30,0.00,31.60,6.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-08-31,0.00,29.20,15.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-01,0.00,32.20,16.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-02,0.00,32.20,16.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-03,0.00,25.80,17.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-04,0.00,20.20,5.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-05,0.00,32.40,8.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-06,0.00,27.90,12.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-07,0.00,26.60,10.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-08,0.00,29.30,15.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-09,0.00,33.60,15.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-10,0.00,32.00,18.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-11,0.00,22.20,16.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-12,0.00,22.70,7.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-13,0.00,20.00,10.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-14,0.00,24.00,8.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-15,0.00,27.30,7.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-16,0.00,22.10,8.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-17,0.00,24.90,8.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-18,0.00,25.10,9.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-19,0.00,32.20,7.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-20,0.00,24.30,13.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-21,0.00,23.20,12.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-22,6.20,14.70,5.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-23,0.00,15.70,7.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-24,0.00,18.50,4.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-25,0.00,28.20,8.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-26,0.00,34.70,11.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-27,0.00,37.40,12.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-28,0.00,36.80,12.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-29,0.00,35.90,17.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-09-30,0.00,36.60,21.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-01,0.00,24.00,11.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-02,0.00,20.90,11.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-03,0.00,20.70,8.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-04,0.00,24.60,11.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-05,0.00,28.30,8.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-06,0.00,31.20,14.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-07,0.00,29.60,19.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-08,0.00,29.50,17.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-09,0.00,32.30,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-10,0.00,35.20,20.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-11,0.00,32.70,12.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-12,0.00,33.50,12.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-13,0.00,32.20,13.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-14,0.00,34.20,14.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-15,0.00,36.30,16.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-16,0.00,35.00,22.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-17,10.30,34.50,21.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-18,1.20,25.00,15.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-19,0.00,29.70,14.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-20,0.00,33.10,16.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-21,0.00,32.20,14.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-22,0.00,34.40,14.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-23,0.00,27.70,14.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-24,0.00,25.30,12.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-25,0.00,27.30,13.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-26,0.00,31.60,12.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-27,0.00,34.40,16.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-28,0.00,35.80,21.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-29,0.00,35.50,24.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-30,0.00,28.30,15.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-10-31,0.00,28.60,11.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-01,0.00,33.60,12.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-02,0.00,36.00,17.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-03,21.30,30.80,21.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-04,0.00,27.90,17.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-05,0.00,29.00,14.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-06,0.00,31.80,15.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-07,0.00,31.60,19.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-08,0.00,32.30,18.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-09,0.00,29.60,16.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-10,0.00,28.80,15.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-11,0.00,25.90,14.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-12,0.00,26.30,10.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-13,0.00,30.40,14.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-14,0.00,32.00,14.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-15,0.00,33.00,16.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-16,0.00,33.80,17.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-17,0.00,32.00,15.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-18,0.00,34.20,16.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-19,3.60,23.00,17.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-20,3.80,26.40,16.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-21,0.00,27.70,13.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-22,0.00,32.70,15.10
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-23,0.00,29.70,17.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-24,0.00,35.80,16.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-25,0.00,30.90,23.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-26,12.10,23.10,17.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-27,0.00,30.40,18.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-28,3.00,31.20,22.30
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-29,0.00,31.30,18.70
0317474 1,UPINGTON - WK,-28.40,21.27,1983-11-30,0.00,33.60,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-01,0.00,36.30,18.80
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-02,0.00,35.50,21.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-03,0.00,37.50,20.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-04,0.30,36.50,23.40
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-05,0.80,33.50,21.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-06,0.00,34.60,19.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-07,0.00,32.80,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-08,0.00,33.00,18.00
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-09,0.00,31.60,16.20
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-10,0.00,33.00,14.90
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-11,0.00,33.60,15.60
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-12,0.00,36.00,18.50
0317474 1,UPINGTON - WK,-28.40,21.27,1983-12-13,0.00,38.50,20.80
